asset,trading_days,summed_daily_return,share_of_summed_return
159915.SZ,712,1.8406406439248975,0.4781877734819335
513100.SH,979,1.1690454307118896,0.3037112287270322
518880.SH,853,0.787935414924493,0.20470105501249614
510300.SH,462,0.051579067203768925,0.013399942778538171
