year,window,lambda,insample_annualized_return,insample_sharpe,insample_max_drawdown
2020,trailing_36m,2.0,0.056246879666703276,1.3776210048711262,-0.032847449900853976
2021,expanding,0.25,0.04615630665104287,1.614171647989523,-0.036722986156042636
2021,expanding,0.5,0.04858322577634544,1.7518144339868378,-0.03253825724273518
2021,expanding,0.6,0.04960642416323058,1.7608961913747545,-0.031671869762393
2021,expanding,0.65,0.050105166456215544,1.7547494387570897,-0.03134407240947856
2021,expanding,0.7,0.05056317649789244,1.7408234633674993,-0.031041922414692613
2021,expanding,0.75,0.05107242069075091,1.722852963185368,-0.031005388892324848
2021,expanding,0.8,0.051572600161445825,1.7018891972541135,-0.030653420195666414
2021,expanding,0.9,0.05250246952855586,1.6459743992253313,-0.0304675574499097
2021,expanding,1.0,0.05347715795128449,1.584473543901554,-0.03744981538763659
2021,expanding,1.25,0.05389131397338032,1.5683520265936237,-0.03825033914817466
2021,expanding,1.5,0.054159769570383265,1.5536927933572449,-0.038982821820447544
2021,expanding,2.0,0.054609936004090365,1.5329084803822954,-0.04004419458796393
2021,trailing_36m,0.25,0.06821632303424807,1.4671224864366996,-0.03589866767426797
2021,trailing_36m,0.5,0.07494220981037891,1.673239672937507,-0.031675390935693604
2021,trailing_36m,0.6,0.07686218322935967,1.6843912939655834,-0.030852893990719332
2021,trailing_36m,0.65,0.07845841318019331,1.6960460914481879,-0.030877193347006116
2021,trailing_36m,0.7,0.07995841471265375,1.6996355177991498,-0.030052501478250115
2021,trailing_36m,0.75,0.08123194559409597,1.6918122986193718,-0.03008660263711349
2021,trailing_36m,0.8,0.08267359135984931,1.6840431873982669,-0.029391718252114285
2021,trailing_36m,0.9,0.08556787749570427,1.654972871102134,-0.02972916913474799
2021,trailing_36m,1.0,0.0884875893872965,1.6182427703202902,-0.03710472432428413
2021,trailing_36m,1.25,0.08886556240484511,1.5961032193238198,-0.03798977946669113
2021,trailing_36m,1.5,0.09057037659681444,1.6004247176642152,-0.038540146248925766
2021,trailing_36m,2.0,0.09149358523545259,1.5796567778207562,-0.039745113731806336
2022,expanding,0.25,0.05441279684362055,1.6119852990974728,-0.043159233457006896
2022,expanding,0.5,0.05771359309837831,1.7147553627623087,-0.033776369080083746
2022,expanding,0.6,0.0590815359972261,1.7178363663039509,-0.031671869762393
2022,expanding,0.65,0.05976475316553631,1.7115300595871916,-0.03134407240947856
2022,expanding,0.7,0.06039794208340532,1.699215279450042,-0.03193589464577962
2022,expanding,0.75,0.06105931878340076,1.6832787934764548,-0.03261804175601901
2022,expanding,0.8,0.06173659811884735,1.6655669187509463,-0.03330938912878545
2022,expanding,0.9,0.06303953836325515,1.6202957304518655,-0.03539755335707084
2022,expanding,1.0,0.06437008660560872,1.5699877004806513,-0.043889623030553104
2022,expanding,1.25,0.06478241086952208,1.5452799679703473,-0.0452747729657772
2022,expanding,1.5,0.06502880902026198,1.5232771491036947,-0.04639991673545907
2022,expanding,2.0,0.06544463687772994,1.4905024374944638,-0.048264267901046765
2022,trailing_36m,0.25,0.09105697532125223,1.544347667093689,-0.04315981523101986
2022,trailing_36m,0.5,0.10300644777758894,1.7545732506092389,-0.03376688893533164
2022,trailing_36m,0.6,0.10797366770166628,1.775697132865836,-0.031896657786207205
2022,trailing_36m,0.65,0.11077557791007853,1.7969139786024237,-0.03237841010453257
2022,trailing_36m,0.7,0.1111204995044841,1.7661362629707997,-0.035814653891022896
2022,trailing_36m,0.75,0.11137710855449456,1.7618917310176807,-0.032303345734021716
2022,trailing_36m,0.8,0.11430195005178656,1.770618331921232,-0.03311785848433535
2022,trailing_36m,0.9,0.11887336758574962,1.7536811547756948,-0.035398292935197806
2022,trailing_36m,1.0,0.12444358107432718,1.739968772272068,-0.04354101601730376
2022,trailing_36m,1.25,0.12560800667434657,1.7176140012830705,-0.04460620146001282
