strategy,full_annualized_return,full_sharpe,full_max_drawdown,full_sortino,full_calmar,full_trades,full_estimated_cost,oos_annualized_return,oos_sharpe,oos_max_drawdown,oos_volatility
walkforward_expanding,0.06822117925671667,1.4620735345189466,-0.07145854734356549,1.73262545122602,0.9546958592471256,449,95138.25447306501,0.08298449923139373,1.4910219575730816,-0.07145854734356627,0.05446787989504629
walkforward_trailing_36m,0.0721287370595014,1.4427795904864273,-0.08296475931487346,1.6589440864274128,0.8693900597692756,448,126241.34908473499,0.08860098613733647,1.4844697510478257,-0.0829647593148739,0.05834044557722693
baseline_calendar,0.0658356663628763,1.5006708695233377,-0.05912863943001134,1.8364877769379477,1.1134311054257193,504,80649.6270827,0.0795599113713723,1.5212614303145295,-0.0591286394300109,0.051189230936169575
comboA_fixed_070,0.07175529098415656,1.531497699953763,-0.06926754049796935,1.8339569293073927,1.0359150977254656,449,108206.44789363,0.08806384818064661,1.5744084346708167,-0.0692675404979688,0.05455871177437731
