label,reeval_mode,engine_mode,rebalance_days,phase_offset,start,end,trading_days,total_return,annual_return,sharpe,max_drawdown,annual_turnover,avg_holding_days,switch_count,cost_bps_one_side
periodic_N5_k0,periodic,fixed_cycle,5,0,2014-02-07,2026-05-19,2985,17.818942652905772,0.28116191065920715,1.1469024801453462,-0.30374554229266915,16.504522613065326,15.229591836734693,195,1.0
periodic_N5_k1,periodic,fixed_cycle,5,1,2014-02-07,2026-05-19,2985,22.792483760955665,0.30677841229357306,1.1954891051990892,-0.3090560896062392,14.984924623115578,16.769662921348313,177,1.0
periodic_N5_k2,periodic,fixed_cycle,5,2,2014-02-07,2026-05-19,2984,17.468363534595476,0.27923516396819026,1.1253374923894828,-0.3395322807773299,15.41219839142091,16.306010928961747,182,1.0
periodic_N5_k3,periodic,fixed_cycle,5,3,2014-02-07,2026-05-19,2983,11.772994543153587,0.24010422012139365,0.9658421844222222,-0.3491327801383698,15.079450217901442,16.664804469273744,178,1.0
periodic_N5_k4,periodic,fixed_cycle,5,4,2014-02-07,2026-05-19,2983,30.582322160917688,0.3386625192741983,1.2677104798832952,-0.31313378761232225,13.474354676500168,18.64375,159,1.0
