date,trigger_value,threshold,time_trigger,days_since_rebalance_trade,confirmation_days,execution_month_rebalance_count_before
2013-04-18,1.0,0.1,False,67,1,0
2013-04-26,0.12375191556283213,0.1,False,5,1,0
2017-08-24,0.39999999999999997,0.1,False,1054,1,0
2017-10-09,0.14100128459539887,0.1,False,26,1,0
2018-03-01,0.2769427237094423,0.1,False,96,1,0
2018-08-17,0.27477530281491963,0.1,False,115,1,0
2018-08-31,0.26734593597772005,0.1,False,9,1,0
2018-09-28,0.27536471402254725,0.1,False,18,1,0
2018-11-01,0.27896435271812137,0.1,False,18,1,0
2019-01-18,0.38943886807433076,0.1,False,53,1,0
2019-03-01,0.3069307232508536,0.1,False,24,1,0
2019-05-06,0.4016156541746495,0.1,False,41,1,0
2019-07-01,0.40333203849303556,0.1,False,38,1,0
2019-08-01,0.41353978465278096,0.1,False,22,1,0
2019-09-02,0.4228862720872987,0.1,False,21,1,0
2019-10-08,0.10071994974383536,0.1,False,19,1,0
2019-12-02,0.4444502389906561,0.1,False,38,1,0
2020-01-02,0.3923616773109654,0.1,False,21,1,0
2020-02-03,0.43562356984331285,0.1,False,15,1,0
2020-03-02,0.445603265031114,0.1,False,19,1,0
2020-04-01,0.42242067921100696,0.1,False,21,1,0
2020-05-06,0.4146534457803967,0.1,False,20,1,0
2020-06-01,0.15710926442723772,0.1,False,17,1,0
2020-09-25,0.131992537064446,0.1,False,81,1,0
2020-10-09,0.4165284734375103,0.1,False,3,1,0
2020-11-02,0.44450589496639503,0.1,False,15,1,0
2021-01-04,0.4909928731217361,0.1,False,43,1,0
2021-03-01,0.5049274248973318,0.1,False,34,1,0
2021-07-01,0.477921955790935,0.1,False,82,1,0
2021-09-01,0.5029039965950313,0.1,False,43,1,0
2021-10-22,0.1705067993931945,0.1,False,29,1,0
2021-10-29,0.15166617598062054,0.1,False,4,1,0
2021-11-30,0.4886209727966067,0.1,False,21,1,0
2022-01-04,0.491224948945894,0.1,False,23,1,0
2022-03-01,0.11327165841602446,0.1,False,34,1,0
2022-04-01,0.15107974821847822,0.1,False,22,1,0
2022-05-05,0.4694514003976816,0.1,False,18,1,0
2022-06-01,0.4731652722439057,0.1,False,18,1,0
2022-07-01,0.14953865336484362,0.1,False,20,1,0
2022-08-01,0.5024140633688494,0.1,False,20,1,0
2022-09-01,0.4985774316875747,0.1,False,22,1,0
2022-10-10,0.37250969971584375,0.1,False,20,1,0
2022-11-01,0.15872925597971732,0.1,False,15,1,0
2022-12-01,0.5188297658490806,0.1,False,21,1,0
2023-01-03,0.4921899127992152,0.1,False,21,1,0
2023-02-01,0.49587923742697343,0.1,False,15,1,0
2023-04-03,0.39476993466661525,0.1,False,42,1,0
2023-05-04,0.4053083850308848,0.1,False,18,1,0
2023-06-01,0.48557938689559205,0.1,False,19,1,0
2023-08-01,0.5011158789576899,0.1,False,40,1,0
2023-09-01,0.4907484757785112,0.1,False,22,1,0
2023-10-09,0.50668910932284,0.1,False,19,1,0
2023-11-01,0.5005738864224297,0.1,False,16,1,0
2023-12-01,0.49973738991536376,0.1,False,21,1,0
2024-01-02,0.4413852059495782,0.1,False,20,1,0
2024-03-01,0.44957308842502536,0.1,False,36,1,0
2024-07-01,0.4676869443299823,0.1,False,79,1,0
2024-09-02,0.20587907564969643,0.1,False,44,1,0
2024-10-08,0.38142498722045676,0.1,False,18,1,0
2024-12-02,0.3574836681971171,0.1,False,38,1,0
2025-02-05,0.1830456139353955,0.1,False,39,1,0
2025-03-03,0.46495928920494384,0.1,False,17,1,0
2025-04-01,0.14331923826336662,0.1,False,20,1,0
2025-05-06,0.47657326592554766,0.1,False,20,1,0
2025-06-03,0.4812575134507793,0.1,False,18,1,0
2025-08-01,0.46319563699013866,0.1,False,42,1,0
2025-09-01,0.45605456399509003,0.1,False,20,1,0
2025-10-09,0.47159136223513154,0.1,False,21,1,0
2025-11-03,0.4850500937232249,0.1,False,16,1,0
2025-12-01,0.16069170903008623,0.1,False,19,1,0
2026-01-05,0.4909736779469828,0.1,False,22,1,0
2026-03-02,0.4754158322851516,0.1,False,33,1,0
2026-05-06,0.48979943872201476,0.1,False,42,1,0
2026-08-03,0.49996350775966947,0.1,False,61,1,0
