rank,experiment,factor,mechanism,annualized_return,volatility,sharpe,max_drawdown,sortino,calmar,worst_calendar_return,best_calendar_return,final_nav,total_deposits,trades,traded_notional,estimated_transaction_cost,meets_5pct_return_floor,delta_annualized_return_vs_baseline,delta_volatility_vs_baseline,delta_sharpe_vs_baseline,delta_max_drawdown_vs_baseline,delta_sortino_vs_baseline,delta_calmar_vs_baseline
50,momentum_20__sleeve_tilt_100,momentum_20,sleeve_tilt_100,0.04801786925611995,0.04437654087143646,1.0791690708802968,-0.061295298820902344,1.3232525364390637,0.7833858416519432,-0.003000161875548968,0.14290932463458628,4472830.851758026,3220000.0,739,141031130.64484984,70515.56532242493,False,-0.004258902335987358,0.001614170477900377,-0.13394214661164217,-0.006980341830346015,-0.2438595492159641,-0.17908885203503877
51,momentum_120__global_tilt_025,momentum_120,global_tilt_025,0.04918669535471598,0.04572415154661851,1.0730850413525137,-0.06894273148279262,1.3222590357041313,0.7134427995066088,0.007435027336782918,0.1216348568693868,4448515.254161589,3220000.0,732,27903370.02110605,13951.685010553025,False,-0.003090076237391326,0.0029617811530824323,-0.14002617613942525,-0.01462777449223629,-0.24485304995089652,-0.2490318941803732
52,quality_momentum_20__global_tilt_025,quality_momentum_20,global_tilt_025,0.047526992721857564,0.0441848525261657,1.0730608941545239,-0.05857785300924312,1.3127469583380451,0.8113474680329814,7.697427778396992e-05,0.1311154959507388,4380398.862700991,3220000.0,793,52021552.39986691,26010.776199933454,False,-0.0047497788702497434,0.0014224821326296183,-0.14005032333741507,-0.00426289601868679,-0.2543651273169827,-0.1511272256540006
53,quality_momentum_20__global_blend_025,quality_momentum_20,global_blend_025,0.047800716589426306,0.044954855244683706,1.0612585253799696,-0.05990964016703215,1.2961974882090062,0.7978802152066788,0.0001328699533431621,0.1314902950745387,4382703.515906716,3220000.0,801,52796311.18310468,26398.15559155234,False,-0.004476055002681001,0.002192484851147626,-0.1518526921119694,-0.005594683176475823,-0.27091459744602164,-0.16459447848030317
54,momentum_20__global_tilt_025,momentum_20,global_tilt_025,0.04793584873184953,0.045082173810385005,1.0612489758475792,-0.05803095580942064,1.304738362210124,0.8260392761628047,-0.0023592700104292375,0.13583122998701347,4403538.290527248,3220000.0,801,52338027.49141388,26169.01374570694,False,-0.004340922860257779,0.0023198034168489257,-0.1518622416443598,-0.003715998818864308,-0.26237372344490373,-0.13643541752417732
55,momentum_120__global_blend_025,momentum_120,global_blend_025,0.04936697600534212,0.04674830490985284,1.0542669790868266,-0.07107225408636542,1.2955274763462672,0.6946026496549902,0.007665199994840277,0.12189109546155885,4452790.630808652,3220000.0,716,28243401.27251332,14121.700636256659,False,-0.002909795586765185,0.003985934516316764,-0.1588442384051123,-0.016757297095809087,-0.2715846093087606,-0.26787204403199183
56,momentum_20__global_blend_025,momentum_20,global_blend_025,0.04810429122423954,0.04594854084461603,1.0455969087425612,-0.059544260783944036,1.2834790349357077,0.8078745220935003,-0.0023558697332665135,0.13612764429636615,4406063.382678719,3220000.0,797,53240511.26721617,26620.255633608085,False,-0.00417248036786777,0.0031861704510799532,-0.16751430874937778,-0.005229303793387707,-0.2836330507193201,-0.15460017159348172
57,quality_momentum_60__global_tilt_050,quality_momentum_60,global_tilt_050,0.04676256636775644,0.04562224378491453,1.0246753564053497,-0.07378789099809724,1.1979073161474814,0.6337430943643897,-0.0034545548070558096,0.11921700535171831,4302807.709060857,3220000.0,763,66173631.54338495,33086.815771692476,False,-0.0055142052243508655,0.0028598733913784494,-0.18843586108658927,-0.01947293400754091,-0.36920476950754644,-0.3287315993225923
58,quality_momentum_60__global_blend_050,quality_momentum_60,global_blend_050,0.047130853612210366,0.047133747321943885,1.0007704705360885,-0.07718724674856092,1.1685617217145428,0.6106041554473385,-0.004026454288663994,0.12299785569395705,4308565.694392394,3220000.0,760,67216948.28466487,33608.47414233244,False,-0.005145917979896941,0.004371376928407805,-0.21234074695585048,-0.022872289758004594,-0.39855036394048504,-0.35187053823964354
59,momentum_60__global_tilt_050,momentum_60,global_tilt_050,0.04763188264415019,0.050084011730975514,0.9542290348050511,-0.0732241099572245,1.1394115032769232,0.6504945252591724,-0.008946473861544124,0.126535387404052,4346448.4748627795,3220000.0,753,67291977.43909538,33645.98871954769,False,-0.004644888947957115,0.007321641337439434,-0.2588821826868879,-0.018909152966668175,-0.4277005823781046,-0.3119801684278096
60,momentum_60__global_blend_050,momentum_60,global_blend_050,0.04812718759872725,0.052026000466163465,0.9296063756526871,-0.07665144338708374,1.107913093825452,0.6278705980223849,-0.00912026001752908,0.1279823448964632,4356974.656179546,3220000.0,750,68598835.0536094,34299.417526804704,False,-0.004149583993380057,0.009263630072627385,-0.28350484183925184,-0.02233648639652741,-0.4591989918295758,-0.33460409566459715
61,momentum_120__global_tilt_050,momentum_120,global_tilt_050,0.0459412408656199,0.0496690008350726,0.929276109643157,-0.08662827075890656,1.0993937414091572,0.5303261910130709,-0.0012094663868275068,0.11661993228810541,4296310.186031737,3220000.0,718,50739266.4667883,25369.63323339415,False,-0.006335530726487404,0.0069066304415365196,-0.28383510784878196,-0.03231331376835023,-0.46771834424587055,-0.43214850267391114
62,quality_momentum_20__global_tilt_050,quality_momentum_20,global_tilt_050,0.04266107519098861,0.04695137881619119,0.9133494841095975,-0.07800554169703278,1.0529150122149789,0.5468980057427302,-0.016767610602294702,0.12289312772314309,4164444.798794613,3220000.0,806,100233701.28133783,50116.85064066891,False,-0.0096156964011187,0.004189008422655113,-0.29976173338234147,-0.023690584706476447,-0.514197073440049,-0.41557668794425184
63,quality_momentum_60__global_tilt_075,quality_momentum_60,global_tilt_075,0.04398198874664949,0.04868127775410166,0.9086155662486781,-0.08744103801384961,1.0132166499450028,0.502990240574263,-0.007924878057120388,0.12903175145925116,4158864.8392773783,3220000.0,761,96221923.4055493,48110.96170277465,False,-0.008294782845457815,0.005918907360565578,-0.30449565124326083,-0.033126081023293286,-0.553895435710025,-0.459484453112719
64,momentum_120__global_blend_050,momentum_120,global_blend_050,0.04623616345002102,0.05170843135015101,0.900082404900562,-0.09212527448933905,1.060703469383628,0.5018835895612075,-0.002304790801814116,0.12024711495444751,4300716.049383998,3220000.0,723,51716744.228984654,25858.37211449233,False,-0.00604060814208629,0.008946060956614932,-0.31302881259137694,-0.03781031749878272,-0.5064086162713999,-0.46059110412577453
65,momentum_20__global_tilt_050,momentum_20,global_tilt_050,0.043171656176690165,0.048634202284149566,0.8934677694001736,-0.07708176040091574,1.0441943179325948,0.5600761574741783,-0.010858007981830675,0.13224655538998475,4206913.620578503,3220000.0,808,100549076.14167517,50274.53807083759,False,-0.009105115415417142,0.005871831890613487,-0.31964344809176537,-0.022766803410359415,-0.522917767722433,-0.40239853621280375
66,quality_momentum_20__global_blend_050,quality_momentum_20,global_blend_050,0.04292441459241525,0.048450265013598,0.8917855501450546,-0.08278940289908077,1.0265522508031988,0.5184771611982704,-0.017337468428719527,0.12378530797027087,4166847.47172137,3220000.0,802,102108260.49845153,51054.13024922577,False,-0.009352356999692057,0.005687894620061917,-0.3213256673468844,-0.028474445908524437,-0.540559834851829,-0.44399753248871165
