surface_points,all_segment_triple_points,local_pass_rate,center_all_gates_passed,center_full_sharpe_delta,center_full_annual_delta,center_full_top10_delta
27,7,0.25925925925925924,False,0.05360140986222883,0.01900481298188117,0.01130840056982546
