selected,family,neighbor_count,neighbor_DV_eligible_rate,neighbor_min_robust_score,neighbor_median_robust_score
P5_002_SAFE_POS,SAFE_POS,6,0.3333333333333333,-3.223898650439927,-2.8070123888303877
