block_days,replicates,prob_sharpe_positive,sharpe_q025,sharpe_median,sharpe_q975,prob_annual_positive,annual_q025,annual_median,annual_q975,prob_top10_positive,top10_q025,top10_median,top10_q975
20,2000,0.969,-0.0035317286721983786,0.084602262933556,0.1948684720943799,0.814,-0.016418287251968828,0.014294458886935368,0.05201118521299136,0.9005,-0.006507124709918439,0.006360193280423088,0.01717018715557605
60,2000,0.9655,-0.004834796825353935,0.0850903165076266,0.2008782511602594,0.8235,-0.014688370294622083,0.01478219208636189,0.05800184671806184,0.895,-0.005327924629376031,0.005665224229372448,0.01540696965299525
120,2000,0.974,-0.0004907295995489482,0.09072067607306442,0.19904168130660577,0.8475,-0.012839967040536271,0.016895504967540775,0.05933526769999618,0.9095,-0.005115514456442921,0.005739415310761206,0.013618217910629296
