selected,eligible_DV_count,total_candidates,selected_all_segments_triple,any_all_segments_triple,full_sharpe_delta,full_annual_delta,full_top10_delta,rolling36_lead,same_window_wins,official_difference
P12_15,8,72,False,True,0.09705256281566643,0.032656149444809435,0.009496089852847334,0.8828828828828829,4,0.0
