candidate,family,threshold,budget,D_sharpe,D_sharpe_delta,D_annual_return,D_annual_return_delta,D_top10_mean_depth,D_top10_mean_depth_delta,D_max_drawdown,D_max_drawdown_delta,D_annual_turnover,V_sharpe,V_sharpe_delta,V_annual_return,V_annual_return_delta,V_top10_mean_depth,V_top10_mean_depth_delta,V_max_drawdown,V_max_drawdown_delta,V_annual_turnover,robust_score,eligible_DV_triple,DV_sharpe_delta,DV_annual_delta,DV_top10_delta,DV_trigger_days,confidence_cap,beta,max_budget
P5_108_RA_CLOSE,RA_CLOSE,0.75,0.5,1.5303226346716194,0.09319755033030508,0.36147077120856097,-0.003694293192106901,-0.10999193571152799,0.009498882772438905,-0.20387266758040767,0.054074033165042446,42.34426229508197,1.0227020262016198,0.028690459649004407,0.23439040777221987,-0.0011711769248941017,-0.1133437692800278,0.011531976217997397,-0.2615694727571888,-0.044169666021286136,46.925925925925924,-0.3694293192106901,False,0.05835231591846357,-0.0025166479920790685,0.008231625040388268,201,1.5,0.75,
P5_170_DYNAMIC_CLOSE,DYNAMIC_CLOSE,0.8,,1.4398687967541373,0.0027437124128228962,0.3598527898728552,-0.005312274527812688,-0.11140642785877994,0.008084390625186955,-0.2206623515326035,0.037284349212846624,42.92180457693547,1.112432808460696,0.11842124190808068,0.2660086614683004,0.03044707677118641,-0.11704797970442171,0.007827765793603489,-0.2173998067359023,3.3306690738754696e-16,46.67994236526533,-0.5312274527812688,False,0.05528883849103039,0.011313386184079066,0.013432195387047735,129,1.5,,0.65
P5_137_SAFE_CLOSE,SAFE_CLOSE,0.8,0.35,1.4508286357595923,0.013703551418277948,0.36400379436429686,-0.0011612700363710093,-0.12237479123516286,-0.002883972751195965,-0.2579467007454498,3.3306690738754696e-16,43.2944262295082,0.9949947030918718,0.0009831365392564129,0.22857484276225581,-0.006986741934858154,-0.11829604789806455,0.006579697599960646,-0.21739980673590242,2.220446049250313e-16,46.27777777777778,-0.6986741934858154,False,0.010141154761331928,-0.003897095057511679,0.002124862643951536,80,1.0,,
P5_139_RA_CLOSE,RA_CLOSE,0.8,0.2,1.4502534391235384,0.013128354782224072,0.3686711691504241,0.0035061047497562114,-0.11425999266221251,0.005230825821754381,-0.25794670074544956,5.551115123125783e-16,42.63344262295082,0.9809055685220353,-0.013105998030580102,0.22841747412195978,-0.007144110575154183,-0.12123216372544021,0.003643581772584989,-0.21739980673590276,-1.1102230246251565e-16,46.459259259259255,-0.7144110575154183,False,0.002877144911574314,-0.0014930674707900327,0.00205304496940803,80,1.0,0.25,
P5_142_RA_CLOSE,RA_CLOSE,0.8,0.2,1.4502534391235384,0.013128354782224072,0.3686711691504241,0.0035061047497562114,-0.11425999266221251,0.005230825821754381,-0.25794670074544956,5.551115123125783e-16,42.63344262295082,0.9809055685220353,-0.013105998030580102,0.22841747412195978,-0.007144110575154183,-0.12123216372544021,0.003643581772584989,-0.21739980673590276,-1.1102230246251565e-16,46.459259259259255,-0.7144110575154183,False,0.002877144911574314,-0.0014930674707900327,0.00205304496940803,80,1.0,0.5,
P5_154_SAFE_CLOSE,SAFE_CLOSE,0.8,0.2,1.443228577770537,0.006103493429222562,0.3615616589421877,-0.0036034054584801467,-0.11100146378753709,0.008489354696429807,-0.22492421117310224,0.03302248957234788,43.37704918032787,0.98854076964168,-0.005470796910935327,0.22782260327463333,-0.00773898142248064,-0.11793221890256991,0.006943526595455288,-0.2173998067359023,3.3306690738754696e-16,46.977777777777774,-0.773898142248064,False,0.002459118932861548,-0.005548504682856059,0.009572090229060914,129,1.5,,
P5_136_SAFE_CLOSE,SAFE_CLOSE,0.8,0.2,1.4678830037028918,0.030757919361577457,0.375197855252837,0.010032790852169127,-0.11306160250294559,0.006429215981021308,-0.25794670074544956,5.551115123125783e-16,42.79868852459016,0.9828665596237466,-0.011145006928868773,0.22737343994004844,-0.00818814475706553,-0.11923327256402208,0.0056424729340031204,-0.21739980673590242,2.220446049250313e-16,46.666666666666664,-0.818814475706553,False,0.014655886916542293,0.001472704628733057,0.0052503262900929215,80,1.0,,
P5_084_RA_CLOSE,RA_CLOSE,0.75,0.5,1.4798384376781761,0.04271335333686177,0.36149389202005033,-0.003671172380617538,-0.11405441669115057,0.00543640179281632,-0.2579467007454498,3.3306690738754696e-16,41.93114754098361,0.974150847732926,-0.019860718819689316,0.22460740402100798,-0.010954180676105985,-0.12568321357294882,-0.0008074680749236146,-0.2582143523513991,-0.04081454561549647,44.85185185185185,-1.0954180676105985,False,0.011647599530583586,-0.0070957574346424135,-0.0022655858708663934,126,1.0,0.25,
P5_087_RA_CLOSE,RA_CLOSE,0.75,0.5,1.4798384376781761,0.04271335333686177,0.36149389202005033,-0.003671172380617538,-0.11405441669115057,0.00543640179281632,-0.2579467007454498,3.3306690738754696e-16,41.93114754098361,0.974150847732926,-0.019860718819689316,0.22460740402100798,-0.010954180676105985,-0.12568321357294882,-0.0008074680749236146,-0.2582143523513991,-0.04081454561549647,44.85185185185185,-1.0954180676105985,False,0.011647599530583586,-0.0070957574346424135,-0.0022655858708663934,126,1.0,0.5,
P5_146_RA_CLOSE,RA_CLOSE,0.8,0.35,1.422273887311045,-0.01485119703026938,0.3537089574804271,-0.011456106920240794,-0.11377987390213554,0.0057109445818313564,-0.25794670074544945,6.661338147750939e-16,43.00524590163935,1.0399287684162364,0.04591720186362103,0.24346713811403986,0.007905553416925892,-0.11829604789806462,0.006579697599960577,-0.21739980673590242,2.220446049250313e-16,45.733333333333334,-1.1456106920240794,False,0.013257736145853682,-0.0024298276303356126,0.0054692795568605235,80,1.0,0.75,
P5_140_RA_CLOSE,RA_CLOSE,0.8,0.35,1.422273887311045,-0.01485119703026938,0.3537089574804271,-0.011456106920240794,-0.11377987390213554,0.0057109445818313564,-0.25794670074544945,6.661338147750939e-16,43.00524590163935,0.9927368144501355,-0.001274752102479848,0.23050595890110026,-0.005055625796013707,-0.12180522810795727,0.003070517390067931,-0.21739980673590242,2.220446049250313e-16,45.91481481481482,-1.1456106920240794,False,-0.008354799398778034,-0.008473033490639992,0.0019600993469678363,80,1.0,0.25,
P5_143_RA_CLOSE,RA_CLOSE,0.8,0.35,1.422273887311045,-0.01485119703026938,0.3537089574804271,-0.011456106920240794,-0.11377987390213554,0.0057109445818313564,-0.25794670074544945,6.661338147750939e-16,43.00524590163935,0.9927368144501355,-0.001274752102479848,0.23050595890110026,-0.005055625796013707,-0.12180522810795727,0.003070517390067931,-0.21739980673590242,2.220446049250313e-16,45.91481481481482,-1.1456106920240794,False,-0.008354799398778034,-0.008473033490639992,0.0019600993469678363,80,1.0,0.5,
P5_040_SAFE_CLOSE,SAFE_CLOSE,0.7,0.2,1.4836188529797338,0.046493768638419475,0.3709089878581062,0.005743923457438349,-0.11489380570498753,0.004597012778979365,-0.22492421117310213,0.03302248957234799,41.06360655737706,0.9663175208954132,-0.027694045657202127,0.22383636573339216,-0.011725218963721806,-0.12141714007228625,0.0034586054257389476,-0.28332608709588947,-0.06592628035998682,46.25185185185185,-1.1725218963721806,False,0.012091401691955106,-0.002467897284249787,0.00040987698689556873,231,1.5,,
P5_089_RA_CLOSE,RA_CLOSE,0.75,0.35,1.503705296515842,0.06658021217452759,0.37534484602761786,0.01017978162694999,-0.11283472120530107,0.006656097278665826,-0.2579467007454498,3.3306690738754696e-16,41.373442622950826,0.9698309722187325,-0.024180594333882865,0.22320684969267224,-0.01235473500444173,-0.1169418550148845,0.007933890483140707,-0.2724315358009203,-0.05503172906501763,45.39629629629629,-1.235473500444173,False,0.025117752538151183,-0.00041980486357884317,0.0015352954545188313,126,1.0,0.75,
P5_138_SAFE_CLOSE,SAFE_CLOSE,0.8,0.5,1.4271716571013815,-0.009953427239932866,0.35258858171250385,-0.012576482688164026,-0.12169066104598736,-0.0021998425620204654,-0.25794670074544923,8.881784197001252e-16,43.79016393442623,1.0045618992911955,0.010550332738580193,0.22958344533322905,-0.005978139363884916,-0.11106588890069638,0.01380985659732882,-0.21739980673590253,1.1102230246251565e-16,45.888888888888886,-1.2576482688164026,False,0.0010259534109520185,-0.009502150043565027,0.0034893036802007282,80,1.0,,
P5_041_SAFE_CLOSE,SAFE_CLOSE,0.7,0.35,1.4700442953709314,0.032919211029617035,0.35281991573816573,-0.012345148662502137,-0.11285032457177549,0.006640493912191403,-0.2247122299437293,0.03323447080172082,42.117049180327875,0.9789874145078273,-0.01502415204478802,0.22287072610434477,-0.012690858592769194,-0.11840513252564133,0.0064706129723838685,-0.27243153580091983,-0.05503172906501719,46.718518518518515,-1.2690858592769194,False,0.00848108276901094,-0.012522662114970329,0.003848993528341671,231,1.5,,
P5_116_SAFE_POS,SAFE_POS,0.8,0.35,1.548463886934169,0.11133880259285456,0.37495892183608936,0.009793857435421494,-0.10771831290707731,0.01177250557688958,-0.21344061426814154,0.04450608647730858,43.64557377049181,0.9958941346295611,0.0018825680769457565,0.22272444084484833,-0.012837143852265642,-0.10860463682564026,0.016271108672384946,-0.21739980673590242,2.220446049250313e-16,46.48518518518519,-1.2837143852265642,False,0.06169895266830139,-0.0008520575186989898,0.015972514380846153,236,,,
