date,winner,diversifier,budget,winner_risk,winner_momentum20,winner_drawdown60
2019-12-24,159915.SZ,518880.SH,0.25,0.8307995847048336,0.05970149253731338,-0.019562715765247374
2019-12-25,159915.SZ,518880.SH,0.25,0.8080567534712919,0.06641837368094361,-0.011507479861910253
2020-01-07,159915.SZ,518880.SH,0.25,0.8080567534712919,0.10024154589371981,0.0
2020-05-11,513100.SH,510300.SH,0.25,0.8175626543361519,0.18060836501901134,-0.11222301644031452
2020-05-12,513100.SH,510300.SH,0.25,0.831731373312437,0.15404040404040398,-0.1289015963783655
2020-05-13,513100.SH,510300.SH,0.25,0.8564205694841918,0.16570697376839427,-0.09127182044887772
2020-05-14,513100.SH,510300.SH,0.25,0.8677919851009626,0.15864297253634874,-0.0980885311871228
2020-05-15,513100.SH,510300.SH,0.25,0.8664569516261854,0.14060031595576605,-0.05916080271045099
2020-05-18,513100.SH,510300.SH,0.25,0.8668561813508194,0.12789620018535675,-0.044240837696335134
2020-05-19,513100.SH,510300.SH,0.25,0.8541497322592714,0.14898835070508887,-0.01884816753926688
2020-05-20,513100.SH,510300.SH,0.25,0.8541497322592714,0.10251851851851845,-0.01794668778041697
2020-05-21,513100.SH,510300.SH,0.25,0.8554847657340486,0.10222222222222221,-0.0182106096595408
2020-05-22,513100.SH,518880.SH,0.25,0.8791634007177335,0.07407407407407418,-0.05093692267088945
2020-05-25,513100.SH,518880.SH,0.25,0.872661875658264,0.08472100496640378,-0.020058062813407274
2020-05-26,513100.SH,518880.SH,0.25,0.8321873471291203,0.0958152958152958,0.0
2020-05-27,513100.SH,510300.SH,0.25,0.8663015939794328,0.0946024376088217,-0.006584145377930062
2020-05-28,513100.SH,510300.SH,0.25,0.8435587627458911,0.05326604990187822,-0.010534632604687899
2020-07-16,159915.SZ,518880.SH,0.25,0.8287684491562449,0.17178195144296837,-0.08708065667380449
2020-07-17,159915.SZ,518880.SH,0.25,0.8401398647730157,0.18053016453382087,-0.07815845824411127
2020-07-20,159915.SZ,518880.SH,0.25,0.8401398647730157,0.19006381039197828,-0.06816559600285499
2020-07-21,159915.SZ,518880.SH,0.25,0.8401398647730157,0.18096514745308312,-0.05674518201284806
2020-07-22,159915.SZ,518880.SH,0.25,0.817397033539474,0.18338488731771996,-0.044254104211277734
2020-07-23,159915.SZ,518880.SH,0.25,0.8164612297893309,0.17295188556566976,-0.03426124197002145
2020-07-29,159915.SZ,518880.SH,0.25,0.826568625548498,0.14432109308283514,-0.043540328336902134
2020-09-08,513100.SH,510300.SH,0.25,0.9498180892900315,0.183366733466934,-0.10951932139491038
2020-09-09,513100.SH,518880.SH,0.25,0.9598544714320252,0.12584777694046734,-0.15513666352497635
2020-09-10,513100.SH,518880.SH,0.25,0.9498180892900315,0.1338253382533825,-0.13119698397737978
2020-09-18,513100.SH,510300.SH,0.25,0.9361758364483402,0.13087885985748215,-0.10254476908576804
2020-09-21,513100.SH,518880.SH,0.25,0.9124972014646554,0.06285584149396484,-0.12026390197926484
2020-11-03,159915.SZ,518880.SH,0.25,0.8009537335175153,0.08833196384552178,-0.04125950054288807
2020-12-14,159915.SZ,510300.SH,0.25,0.8060398874478274,0.008015267175572438,-0.028687017285766725
2020-12-22,159915.SZ,513100.SH,0.25,0.8188030806314247,0.052672347017815646,-0.021598272138228958
2020-12-24,159915.SZ,510300.SH,0.25,0.8074316650146538,0.08088818398096764,-0.018718502519798452
2020-12-25,159915.SZ,513100.SH,0.25,0.8238985585989436,0.08570300157977884,-0.010439164866810624
2020-12-30,159915.SZ,518880.SH,0.25,0.8536977735851279,0.07944465869649053,0.0
2020-12-31,159915.SZ,518880.SH,0.25,0.8538531312318804,0.0943108056510118,0.0
2021-01-04,159915.SZ,518880.SH,0.25,0.8765959624654222,0.1285551763367463,0.0
2021-01-05,159915.SZ,518880.SH,0.25,0.8311102999983387,0.1369863013698629,0.0
2021-01-06,159915.SZ,518880.SH,0.25,0.8311102999983387,0.1349206349206351,0.0
2021-01-08,159915.SZ,518880.SH,0.25,0.8424817156151096,0.15569090216977544,-0.00654450261780104
2021-01-11,159915.SZ,513100.SH,0.25,0.806421103826584,0.1491733948481353,-0.021924083769633618
2021-01-12,159915.SZ,510300.SH,0.25,0.8177925194433548,0.16471033699356297,0.0
2021-01-15,159915.SZ,510300.SH,0.25,0.8210739178563451,0.10987379361544192,-0.02795838751625479
2021-01-18,159915.SZ,510300.SH,0.25,0.8665595803234285,0.13318452380952372,-0.009752925877763441
2021-01-20,159915.SZ,513100.SH,0.25,0.8436613914431342,0.13907284768211925,0.0
2021-01-21,159915.SZ,513100.SH,0.25,0.8436613914431342,0.15701275045537333,0.0
2021-01-22,159915.SZ,513100.SH,0.25,0.8536977735851279,0.18892149669845937,0.0
2021-01-25,159915.SZ,513100.SH,0.25,0.8536977735851279,0.17933794106947976,0.0
2021-01-26,159915.SZ,513100.SH,0.25,0.8082121111180445,0.14826958105646626,-0.02776064157927205
2021-01-27,159915.SZ,513100.SH,0.25,0.8309549423515862,0.16525579683474412,-0.02344231955582976
2021-01-28,159915.SZ,510300.SH,0.25,0.8195835267348154,0.09217577706323699,-0.057063541024059194
2021-01-29,159915.SZ,510300.SH,0.25,0.8282848754020318,0.05687369155617583,-0.06570018507094388
2021-06-10,159915.SZ,510300.SH,0.25,0.8336250093011406,0.1173989455184532,-0.005007824726134591
2021-07-21,159915.SZ,513100.SH,0.25,0.9241788198430094,0.07398197078023006,0.0
2021-07-22,159915.SZ,513100.SH,0.25,0.9014359886094677,0.08317580340264663,-0.004920405209840828
2021-08-02,159915.SZ,518880.SH,0.25,0.9041060555590221,0.04400000000000004,-0.017945007235890098
2021-08-03,159915.SZ,518880.SH,0.25,0.8927346399422513,0.05225281602002507,-0.026628075253256167
2021-08-04,159915.SZ,518880.SH,0.25,0.9268488867925638,0.04266263237518908,-0.002604920405209765
2022-11-03,159915.SZ,518880.SH,0.25,0.8065194548268416,0.018526687251874785,-0.1444979622082252
2023-01-16,159915.SZ,518880.SH,0.25,0.8529173274817372,0.07136640557006091,0.0
2023-02-14,513100.SH,518880.SH,0.25,0.8220457653977609,0.0819875776397514,-0.012471655328798348
2023-11-20,159915.SZ,510300.SH,0.25,0.8128797365056728,0.06997245179063372,-0.06047411707789074
2024-03-04,159915.SZ,518880.SH,0.25,0.8532982725387073,0.08918753817959679,-0.05209994683678898
2024-03-05,159915.SZ,518880.SH,0.25,0.8419268569219365,0.12658227848101267,-0.047109207708779466
2024-03-06,159915.SZ,518880.SH,0.25,0.876041103772249,0.15414507772020714,-0.04603854389721629
2024-03-07,159915.SZ,518880.SH,0.25,0.8419268569219365,0.1363339856490542,-0.06745182012847972
2024-03-08,159915.SZ,518880.SH,0.25,0.876041103772249,0.13436692506459935,-0.05995717344753748
2024-03-13,159915.SZ,518880.SH,0.25,0.8231891261127263,0.13431916204559458,-0.0080818965517242
2024-03-14,159915.SZ,518880.SH,0.25,0.8582391767131822,0.10361445783132539,-0.010264721772015095
2024-03-15,159915.SZ,518880.SH,0.25,0.8468677610964113,0.09042236763831046,-0.00972447325769854
2024-03-18,159915.SZ,518880.SH,0.25,0.8923534235634947,0.10489098408956976,0.0
2024-03-19,159915.SZ,518880.SH,0.25,0.8468677610964113,0.09257075471698117,-0.011733333333333373
2024-03-20,159915.SZ,518880.SH,0.25,0.8166876010532569,0.08984145625367002,-0.010133333333333328
2024-05-09,159915.SZ,510300.SH,0.25,0.8408359668468273,0.055745164960182114,-0.010133333333333328
2024-07-15,513100.SH,518880.SH,0.25,0.8760505109218009,0.06800832755031228,-0.018494897959183687
2024-07-23,513100.SH,518880.SH,0.25,0.8787205778713553,0.03358992302309316,-0.0580357142857143
2024-11-08,159915.SZ,513100.SH,0.25,0.8154235811956532,0.10776699029126213,-0.14787154592979834
2024-11-11,159915.SZ,513100.SH,0.25,0.8722806592795074,0.11011342155009451,-0.12285287528005961
2024-11-12,159915.SZ,510300.SH,0.25,0.8486020242958224,0.1466992665036677,-0.12434652725914852
2024-11-13,159915.SZ,513100.SH,0.25,0.818421864252668,0.18599999999999994,-0.11426437640029874
2024-11-14,159915.SZ,513100.SH,0.25,0.8079862523860405,0.14686716791979926,-0.1456310679611651
2024-12-30,513100.SH,518880.SH,0.25,0.8248711899940678,0.06428571428571406,-0.020908004778972478
2025-02-17,159915.SZ,510300.SH,0.25,0.8529173274817372,0.12590299277605776,-0.02935943060498236
2025-02-21,159915.SZ,510300.SH,0.25,0.9067761225085765,0.11393034825870663,-0.0040035587188613775
2025-02-24,159915.SZ,510300.SH,0.25,0.9067761225085765,0.09624876604146126,-0.012010676156583688
2025-02-27,159915.SZ,510300.SH,0.25,0.8311102999983387,0.07430791646430301,-0.016014234875444844
2025-06-25,159915.SZ,513100.SH,0.25,0.8276735439385959,0.07219115404168774,0.0
2025-06-26,159915.SZ,510300.SH,0.25,0.829619908876809,0.0684022460439,-0.007586533902323334
2025-06-27,159915.SZ,510300.SH,0.25,0.8637341557271215,0.05630970336852692,-0.003793266951161667
2025-06-30,159915.SZ,513100.SH,0.25,0.8637341557271215,0.08164300202839758,0.0
2025-07-01,159915.SZ,513100.SH,0.25,0.8637341557271215,0.07536671724835609,-0.003281762775433683
2025-07-02,159915.SZ,513100.SH,0.25,0.8182484932600381,0.052000000000000046,-0.01359587435536802
2025-07-03,159915.SZ,513100.SH,0.25,0.8938433021531025,0.05832921403855651,0.0
2025-07-08,159915.SZ,513100.SH,0.25,0.9167414910333967,0.07306163021868772,0.0
2025-07-09,159915.SZ,513100.SH,0.25,0.9167414910333967,0.061334641805691925,0.0
2025-07-10,159915.SZ,513100.SH,0.25,0.8475771935826284,0.06323529411764706,0.0
2025-07-11,159915.SZ,513100.SH,0.25,0.893998659799855,0.08168316831683176,0.0
2025-07-14,159915.SZ,513100.SH,0.25,0.8712558285663133,0.06872852233676974,-0.0036613272311213363
2025-07-15,159915.SZ,513100.SH,0.25,0.939639679913691,0.09072978303747536,0.0
2025-07-16,159915.SZ,513100.SH,0.25,0.9055254330633785,0.08456243854473944,-0.002712477396021762
2025-07-17,159915.SZ,513100.SH,0.25,0.8439246866817969,0.12069825436408976,0.0
2025-07-24,159915.SZ,513100.SH,0.25,0.8128797365056728,0.11084567606306739,0.0
2025-07-28,159915.SZ,513100.SH,0.25,0.8128797365056728,0.09798406000937643,0.0
2025-07-29,159915.SZ,513100.SH,0.25,0.8128797365056728,0.12088428974600185,0.0
2025-07-31,159915.SZ,513100.SH,0.25,0.8403662360369417,0.0747314339093883,-0.03441040704993703
2025-08-01,159915.SZ,513100.SH,0.25,0.8403662360369417,0.07969995311767453,-0.033571128829206875
2025-08-11,159915.SZ,510300.SH,0.25,0.8621732635203403,0.0826825907211759,-0.010910616869492129
2025-08-12,159915.SZ,510300.SH,0.25,0.8293940501448049,0.07820976491862552,0.0
2025-08-13,159915.SZ,518880.SH,0.25,0.8758155163620315,0.12103354487760654,0.0
2025-08-14,159915.SZ,518880.SH,0.25,0.8303298538949481,0.08856252781486429,-0.010917913465426476
2025-08-15,159915.SZ,510300.SH,0.25,0.8758155163620315,0.11412078152753113,0.0
2025-08-18,159915.SZ,510300.SH,0.25,0.8758155163620315,0.13494505494505482,0.0
2025-08-19,159915.SZ,510300.SH,0.25,0.8617740337957063,0.12494539100043678,-0.0027110766847403545
2025-08-20,159915.SZ,510300.SH,0.25,0.8695395787127795,0.1316134674245737,0.0
2025-08-21,159915.SZ,510300.SH,0.25,0.8240539162456962,0.10623655913978491,-0.0061823802163832875
2025-08-25,159915.SZ,518880.SH,0.25,0.8267475767575815,0.16865926558497013,0.0
2025-08-26,159915.SZ,518880.SH,0.25,0.8295448801170958,0.13973982375157368,-0.007672634271099765
2025-09-04,159915.SZ,518880.SH,0.25,0.8491385983213317,0.18577586206896557,-0.06012982576016401
2025-09-09,159915.SZ,518880.SH,0.25,0.8089220561361836,0.19287211740041954,-0.03362771739130421
2025-09-10,159915.SZ,518880.SH,0.25,0.9059956764051859,0.16255560048524065,-0.0234375
2025-09-12,159915.SZ,518880.SH,0.25,0.869211362605319,0.19370267038660827,-0.009917355371900749
2025-09-15,159915.SZ,513100.SH,0.25,0.8455327276216341,0.17621998450813336,0.0
2025-09-16,159915.SZ,513100.SH,0.25,0.8605100139381024,0.18796116504854377,0.0
2025-09-18,159915.SZ,513100.SH,0.25,0.8504736317961088,0.19245723172628315,-0.016672010259698666
2025-09-19,159915.SZ,513100.SH,0.25,0.8154235811956532,0.1502629601803156,-0.018275088169285136
2025-09-24,159915.SZ,513100.SH,0.25,0.8594188525412068,0.17210682492581597,0.0
2025-09-25,159915.SZ,513100.SH,0.25,0.836676021307665,0.1443335709194582,0.0
2025-12-30,159915.SZ,518880.SH,0.25,0.8464860321857327,0.057994757536041996,-0.021515151515151487
2025-12-31,159915.SZ,518880.SH,0.25,0.8123717853354202,0.05531632991056634,-0.034545454545454546
2026-01-05,159915.SZ,518880.SH,0.25,0.8355825184440334,0.07538511963290717,-0.005757575757575628
2026-01-06,159915.SZ,518880.SH,0.25,0.8010003697186493,0.06927808352217535,0.0
2026-01-15,159915.SZ,513100.SH,0.25,0.8155964396563611,0.09542483660130707,-0.005636309700385644
2026-02-03,518880.SH,159915.SZ,0.25,0.8385126589820506,0.0882322230343533,-0.12449596774193539
2026-02-10,518880.SH,159915.SZ,0.25,0.8504822550919522,0.08945164913713888,-0.10374663978494614
2026-02-25,518880.SH,510300.SH,0.25,0.8277394238584106,0.08698670898631211,-0.07938508064516137
2026-02-26,518880.SH,510300.SH,0.25,0.8618536707087231,0.051652693456682996,-0.08324932795698925
2026-03-02,518880.SH,510300.SH,0.25,0.8959679175590356,0.07535085240651784,-0.04091061827956988
2026-03-11,518880.SH,510300.SH,0.25,0.8260231740048767,0.05296488198042604,-0.078125
2026-03-12,518880.SH,159915.SZ,0.25,0.8173218253376603,0.0065335419158920605,-0.08114919354838701
2026-03-13,518880.SH,159915.SZ,0.25,0.8173218253376603,0.02651335170578739,-0.09257392473118287
2026-03-16,159915.SZ,510300.SH,0.25,0.8192023103560587,0.03716320842366061,-0.006526253337288623
2026-06-03,513100.SH,510300.SH,0.25,0.800267894593629,0.1437810945273632,-0.027906976744186185
2026-06-04,513100.SH,510300.SH,0.25,0.8732400565919816,0.09055501460564774,-0.052854122621564525
2026-06-05,513100.SH,159915.SZ,0.25,0.839525039466303,0.06779661016949157,-0.06765327695560253
2026-06-09,513100.SH,159915.SZ,0.25,0.839525039466303,0.0571840461316675,-0.06976744186046513
2026-06-15,513100.SH,510300.SH,0.25,0.839525039466303,0.09293320425943863,-0.04524312896405924
2026-06-16,513100.SH,510300.SH,0.25,0.839525039466303,0.11382510991695138,-0.035940803382664144
2026-06-17,513100.SH,510300.SH,0.25,0.839525039466303,0.10738581146744419,-0.03636363636363649
2026-07-01,159915.SZ,510300.SH,0.25,0.8238985585989436,0.04986489805944494,-0.027531285551763318
2026-07-09,159915.SZ,513100.SH,0.25,0.8466413898324853,0.043927648578811374,-0.08077360637087594
