block_days,replicates,prob_sharpe_positive,sharpe_q025,sharpe_median,sharpe_q975,prob_annual_positive,annual_q025,annual_median,annual_q975,prob_top10_positive,top10_q025,top10_median,top10_q975
20,2000,0.879,-0.04802373951884352,0.06827505464752835,0.1978448568363866,0.8635,-0.017360260136815946,0.02223798816953304,0.0721991344571338,0.6905,-0.014360568667608199,0.0036075964898148044,0.018575026506231735
60,2000,0.862,-0.061039151184824295,0.07201253052176004,0.20618575515355264,0.8455,-0.020794808907500083,0.023159807426980872,0.0808769564448546,0.6495,-0.014340478430676705,0.002983965003614114,0.01975739155042561
120,2000,0.8535,-0.06549609848906078,0.06989248390696128,0.1975349007660344,0.8375,-0.021108890404994925,0.022315540951647894,0.07697865124332948,0.674,-0.013259703181686466,0.0031027783605844933,0.018463686465168123
