gate,value,passed
local all-segment triple pass rate >=30%,0.2222222222222222,False
center all-segment triple,True,True
center FULL 5bp Sharpe positive,0.08361692404838283,True
center FULL 5bp annual positive,0.021006782705067728,True
center maxDD no worse -1pp,4.440892098500626e-16,True
center rolling36 Sharpe lead >=60%,0.6666666666666666,True
center baseline Top10 windows wins >=7,5,False
target invariants,True,True
