selected_candidate,fee_bps_one_side,period,baseline_annual_return,candidate_annual_return,baseline_sharpe,candidate_sharpe,sharpe_delta,baseline_max_drawdown,candidate_max_drawdown
COND_SAFE_T80_W50,1.0,D,0.36516506440066787,0.3587473081663006,1.4371250843413144,1.5244672997760293,0.08734221543471499,-0.2579467007454501,-0.18274472406926956
COND_SAFE_T80_W50,1.0,V,0.23556158469711397,0.2460709317055647,0.9940115665526154,1.084682679092281,0.09067111253966564,-0.21739980673590265,-0.21739980673590265
COND_SAFE_T80_W50,1.0,T_pseudo_oos,0.4081334660239546,0.45666131935003995,1.2648281117085953,1.421463858972359,0.15663574726376361,-0.25505250836130944,-0.2539861673721674
COND_SAFE_T80_W50,1.0,FULL,0.3344526118113791,0.34851637901532495,1.2383242854200656,1.3456514901146603,0.10732720469459478,-0.2579467007454501,-0.2539861673721674
COND_SAFE_T80_W50,5.0,D,0.3412409244802621,0.3340673291337848,1.361761717784497,1.439517984991213,0.07775626720671602,-0.25973317508884664,-0.18576674648605063
COND_SAFE_T80_W50,5.0,V,0.21226673941003504,0.22231305503113497,0.9158685292182417,1.000041258585419,0.08417272936717735,-0.21988831808861686,-0.21988831808861664
COND_SAFE_T80_W50,5.0,T_pseudo_oos,0.3811927058172533,0.4277888885016248,1.2017947816137189,1.3531404152393325,0.1513456336256136,-0.26221932659438874,-0.26054842389141686
COND_SAFE_T80_W50,5.0,FULL,0.3098919953565198,0.3229982674127687,1.1668761696561993,1.267335327864854,0.1004591582086547,-0.2622193265943882,-0.2605484238914165
