surface_points,all_segment_triple_points,local_pass_rate,center_all_gates_passed,center_full_sharpe_delta,center_full_annual_delta,center_full_top10_delta
27,6,0.2222222222222222,False,0.08356065566332527,0.02072946860595848,0.0019954199315162513
