gate,value,passed
local all-segment triple pass rate >=30%,0.14814814814814814,False
center all-segment triple,True,True
center 5bp Sharpe positive,0.06141307166899401,True
center 5bp annual positive,0.0201531748497914,True
center maxDD no worse -1pp,1.1102230246251565e-16,True
center rolling36 lead >=60%,0.8648648648648649,True
center same-window wins >=7,3,False
official baseline diff <=1e-12,0.0,True
