candidate,date,threshold,leg,budget,winner,winner_risk,diversifier,diversifier_risk
COND_QM2_T75_W25,2015-10-20,0.75,QM2,0.25,159915.SZ,0.84375,510300.SH,0.75
COND_QM2_T75_W25,2015-10-21,0.75,QM2,0.25,159915.SZ,0.796875,518880.SH,0.4375
COND_QM2_T75_W25,2015-10-22,0.75,QM2,0.25,159915.SZ,0.8125,510300.SH,0.75
COND_QM2_T75_W25,2015-10-23,0.75,QM2,0.25,159915.SZ,0.78125,510300.SH,0.6875
COND_QM2_T75_W25,2015-10-27,0.75,QM2,0.25,159915.SZ,0.75,510300.SH,0.71875
COND_QM2_T75_W25,2015-11-06,0.75,QM2,0.25,159915.SZ,0.796875,510300.SH,0.65625
COND_QM2_T75_W25,2015-11-09,0.75,QM2,0.25,159915.SZ,0.765625,513100.SH,0.46875
COND_QM2_T75_W25,2015-11-11,0.75,QM2,0.25,159915.SZ,0.765625,510300.SH,0.609375
COND_QM2_T75_W25,2015-11-16,0.75,QM2,0.25,159915.SZ,0.765625,510300.SH,0.609375
COND_QM2_T75_W25,2015-11-18,0.75,QM2,0.25,159915.SZ,0.75,510300.SH,0.5625
COND_QM2_T75_W25,2015-11-19,0.75,QM2,0.25,159915.SZ,0.78125,510300.SH,0.5625
COND_QM2_T75_W25,2015-11-23,0.75,QM2,0.25,159915.SZ,0.75,510300.SH,0.5625
COND_QM2_T75_W25,2015-11-24,0.75,QM2,0.25,159915.SZ,0.8125,510300.SH,0.53125
COND_QM2_T75_W25,2015-11-25,0.75,QM2,0.25,159915.SZ,0.78125,510300.SH,0.46875
COND_QM2_T75_W25,2015-11-26,0.75,QM2,0.25,159915.SZ,0.75,510300.SH,0.46875
COND_QM2_T75_W25,2015-11-27,0.75,QM2,0.25,159915.SZ,0.75,513100.SH,0.59375
COND_QM2_T75_W25,2015-12-03,0.75,QM2,0.25,159915.SZ,0.78125,513100.SH,0.484375
COND_QM2_T75_W25,2016-03-28,0.75,QM2,0.25,159915.SZ,0.8125,510300.SH,0.53125
COND_QM2_T75_W25,2016-03-29,0.75,QM2,0.25,159915.SZ,0.78125,510300.SH,0.5625
COND_QM2_T75_W25,2016-03-30,0.75,QM2,0.25,159915.SZ,0.828125,510300.SH,0.578125
COND_QM2_T75_W25,2016-03-31,0.75,QM2,0.25,159915.SZ,0.765625,510300.SH,0.609375
COND_QM2_T75_W25,2016-04-01,0.75,QM2,0.25,159915.SZ,0.765625,510300.SH,0.609375
COND_QM2_T75_W25,2016-04-05,0.75,QM2,0.25,159915.SZ,0.828125,510300.SH,0.578125
COND_QM2_T75_W25,2016-04-06,0.75,QM2,0.25,159915.SZ,0.828125,510300.SH,0.546875
COND_QM2_T75_W25,2016-04-07,0.75,QM2,0.25,159915.SZ,0.765625,513100.SH,0.640625
COND_QM2_T75_W25,2016-04-08,0.75,QM2,0.25,159915.SZ,0.765625,510300.SH,0.515625
COND_QM2_T75_W25,2016-04-11,0.75,QM2,0.25,159915.SZ,0.796875,510300.SH,0.515625
COND_QM2_T75_W25,2016-04-12,0.75,QM2,0.25,159915.SZ,0.75,510300.SH,0.5625
COND_QM2_T75_W25,2016-04-13,0.75,QM2,0.25,159915.SZ,0.8125,510300.SH,0.625
COND_QM2_T75_W25,2016-04-14,0.75,QM2,0.25,159915.SZ,0.75,510300.SH,0.625
COND_QM2_T75_W25,2016-04-15,0.75,QM2,0.25,159915.SZ,0.75,510300.SH,0.59375
COND_QM2_T75_W25,2016-04-18,0.75,QM2,0.25,159915.SZ,0.78125,513100.SH,0.625
COND_QM2_T75_W25,2016-06-07,0.75,QM2,0.25,159915.SZ,0.78125,510300.SH,0.40625
COND_QM2_T75_W25,2016-09-08,0.75,QM2,0.25,159915.SZ,0.75,510300.SH,0.734375
COND_QM2_T75_W25,2016-09-09,0.75,QM2,0.25,159915.SZ,0.75,510300.SH,0.6875
COND_QM2_T75_W25,2016-09-19,0.75,QM2,0.25,513100.SH,0.8125,159915.SZ,0.6875
COND_QM2_T75_W25,2016-09-20,0.75,QM2,0.25,513100.SH,0.8125,518880.SH,0.40625
COND_QM2_T75_W25,2016-09-21,0.75,QM2,0.25,513100.SH,0.75,159915.SZ,0.625
COND_QM2_T75_W25,2016-09-22,0.75,QM2,0.25,513100.SH,0.84375,518880.SH,0.375
COND_QM2_T75_W25,2016-09-23,0.75,QM2,0.25,513100.SH,0.90625,518880.SH,0.4375
COND_QM2_T75_W25,2016-09-26,0.75,QM2,0.25,513100.SH,0.9375,518880.SH,0.4375
COND_QM2_T75_W25,2016-09-27,0.75,QM2,0.25,513100.SH,0.859375,518880.SH,0.390625
COND_QM2_T75_W25,2016-09-28,0.75,QM2,0.25,513100.SH,0.90625,518880.SH,0.390625
COND_QM2_T75_W25,2016-09-29,0.75,QM2,0.25,513100.SH,0.828125,518880.SH,0.390625
COND_QM2_T75_W25,2016-10-11,0.75,QM2,0.25,513100.SH,0.9375,159915.SZ,0.53125
COND_QM2_T75_W25,2016-10-12,0.75,QM2,0.25,513100.SH,0.875,159915.SZ,0.625
COND_QM2_T75_W25,2016-10-13,0.75,QM2,0.25,513100.SH,0.96875,159915.SZ,0.5
COND_QM2_T75_W25,2016-10-14,0.75,QM2,0.25,513100.SH,1.0,159915.SZ,0.515625
COND_QM2_T75_W25,2016-10-17,0.75,QM2,0.25,513100.SH,0.9375,510300.SH,0.4375
COND_QM2_T75_W25,2016-10-18,0.75,QM2,0.25,513100.SH,0.875,159915.SZ,0.5625
COND_QM2_T75_W25,2016-10-19,0.75,QM2,0.25,513100.SH,0.90625,510300.SH,0.46875
COND_QM2_T75_W25,2016-10-20,0.75,QM2,0.25,513100.SH,0.8125,159915.SZ,0.5625
COND_QM2_T75_W25,2016-12-07,0.75,QM2,0.25,513100.SH,0.75,510300.SH,0.484375
COND_QM2_T75_W25,2016-12-22,0.75,QM2,0.25,513100.SH,0.75,510300.SH,0.59375
COND_QM2_T75_W25,2016-12-23,0.75,QM2,0.25,513100.SH,0.765625,518880.SH,0.4375
COND_QM2_T75_W25,2016-12-26,0.75,QM2,0.25,513100.SH,0.765625,518880.SH,0.46875
COND_QM2_T75_W25,2016-12-27,0.75,QM2,0.25,513100.SH,0.78125,518880.SH,0.421875
COND_QM2_T75_W25,2016-12-28,0.75,QM2,0.25,513100.SH,0.765625,518880.SH,0.46875
COND_QM2_T75_W25,2017-01-10,0.75,QM2,0.25,513100.SH,0.8125,518880.SH,0.59375
COND_QM2_T75_W25,2017-03-07,0.75,QM2,0.25,513100.SH,0.8125,159915.SZ,0.71875
COND_QM2_T75_W25,2017-03-08,0.75,QM2,0.25,513100.SH,0.875,159915.SZ,0.640625
COND_QM2_T75_W25,2017-03-09,0.75,QM2,0.25,513100.SH,0.84375,159915.SZ,0.71875
COND_QM2_T75_W25,2017-03-10,0.75,QM2,0.25,513100.SH,0.875,159915.SZ,0.671875
COND_QM2_T75_W25,2017-03-13,0.75,QM2,0.25,513100.SH,0.875,159915.SZ,0.71875
COND_QM2_T75_W25,2017-03-14,0.75,QM2,0.25,513100.SH,0.78125,159915.SZ,0.78125
COND_QM2_T75_W25,2017-03-15,0.75,QM2,0.25,513100.SH,0.84375,159915.SZ,0.6875
COND_QM2_T75_W25,2017-03-16,0.75,QM2,0.25,513100.SH,0.84375,159915.SZ,0.6875
COND_QM2_T75_W25,2017-03-17,0.75,QM2,0.25,513100.SH,0.75,159915.SZ,0.75
COND_QM2_T75_W25,2017-03-20,0.75,QM2,0.25,513100.SH,0.78125,159915.SZ,0.734375
COND_QM2_T75_W25,2017-03-21,0.75,QM2,0.25,513100.SH,0.8125,159915.SZ,0.6875
COND_QM2_T75_W25,2017-03-29,0.75,QM2,0.25,513100.SH,0.9375,518880.SH,0.4375
COND_QM2_T75_W25,2017-03-31,0.75,QM2,0.25,513100.SH,0.875,518880.SH,0.40625
COND_QM2_T75_W25,2017-09-11,0.75,QM2,0.25,159915.SZ,0.75,510300.SH,0.46875
COND_QM2_T75_W25,2017-09-20,0.75,QM2,0.25,159915.SZ,0.796875,510300.SH,0.5625
COND_QM2_T75_W25,2017-09-22,0.75,QM2,0.25,159915.SZ,0.75,510300.SH,0.515625
COND_QM2_T75_W25,2017-12-08,0.75,QM2,0.25,513100.SH,0.75,510300.SH,0.625
COND_QM2_T75_W25,2017-12-15,0.75,QM2,0.25,513100.SH,0.75,159915.SZ,0.640625
COND_QM2_T75_W25,2017-12-18,0.75,QM2,0.25,513100.SH,0.78125,510300.SH,0.671875
COND_QM2_T75_W25,2017-12-19,0.75,QM2,0.25,513100.SH,0.765625,518880.SH,0.40625
COND_QM2_T75_W25,2017-12-20,0.75,QM2,0.25,513100.SH,0.75,518880.SH,0.40625
COND_QM2_T75_W25,2017-12-21,0.75,QM2,0.25,513100.SH,0.84375,510300.SH,0.65625
COND_QM2_T75_W25,2017-12-22,0.75,QM2,0.25,513100.SH,0.90625,159915.SZ,0.578125
COND_QM2_T75_W25,2017-12-25,0.75,QM2,0.25,513100.SH,0.875,510300.SH,0.578125
COND_QM2_T75_W25,2017-12-26,0.75,QM2,0.25,513100.SH,0.90625,510300.SH,0.65625
COND_QM2_T75_W25,2017-12-27,0.75,QM2,0.25,513100.SH,0.859375,510300.SH,0.640625
COND_QM2_T75_W25,2017-12-28,0.75,QM2,0.25,513100.SH,0.8125,510300.SH,0.71875
COND_QM2_T75_W25,2018-02-12,0.75,QM2,0.25,159915.SZ,0.8125,518880.SH,0.390625
COND_QM2_T75_W25,2018-02-13,0.75,QM2,0.25,159915.SZ,0.75,518880.SH,0.40625
COND_QM2_T75_W25,2018-02-22,0.75,QM2,0.25,159915.SZ,0.78125,518880.SH,0.3125
COND_QM2_T75_W25,2018-02-26,0.75,QM2,0.25,513100.SH,0.78125,518880.SH,0.40625
COND_QM2_T75_W25,2018-03-01,0.75,QM2,0.25,159915.SZ,0.8125,513100.SH,0.71875
COND_QM2_T75_W25,2018-03-02,0.75,QM2,0.25,513100.SH,0.75,159915.SZ,0.75
COND_QM2_T75_W25,2018-03-05,0.75,QM2,0.25,159915.SZ,0.75,518880.SH,0.4375
COND_QM2_T75_W25,2018-03-22,0.75,QM2,0.25,159915.SZ,0.75,513100.SH,0.65625
COND_QM2_T75_W25,2018-03-23,0.75,QM2,0.25,159915.SZ,0.75,518880.SH,0.5
COND_QM2_T75_W25,2018-03-26,0.75,QM2,0.25,159915.SZ,0.75,518880.SH,0.5
COND_QM2_T75_W25,2018-03-27,0.75,QM2,0.25,159915.SZ,0.78125,518880.SH,0.40625
COND_QM2_T75_W25,2018-03-30,0.75,QM2,0.25,159915.SZ,0.765625,518880.SH,0.46875
COND_QM2_T75_W25,2018-04-02,0.75,QM2,0.25,159915.SZ,0.765625,518880.SH,0.46875
COND_QM2_T75_W25,2018-04-04,0.75,QM2,0.25,159915.SZ,0.75,518880.SH,0.46875
COND_QM2_T75_W25,2018-04-09,0.75,QM2,0.25,159915.SZ,0.75,518880.SH,0.46875
COND_QM2_T75_W25,2018-04-24,0.75,QM2,0.25,159915.SZ,0.78125,513100.SH,0.6875
COND_QM2_T75_W25,2018-04-25,0.75,QM2,0.25,159915.SZ,0.78125,513100.SH,0.703125
COND_QM2_T75_W25,2018-06-04,0.75,QM2,0.25,513100.SH,0.78125,510300.SH,0.71875
COND_QM2_T75_W25,2018-06-06,0.75,QM2,0.25,513100.SH,0.78125,510300.SH,0.65625
COND_QM2_T75_W25,2018-06-11,0.75,QM2,0.25,513100.SH,0.75,518880.SH,0.4375
COND_QM2_T75_W25,2018-06-12,0.75,QM2,0.25,513100.SH,0.75,518880.SH,0.34375
COND_QM2_T75_W25,2018-06-13,0.75,QM2,0.25,513100.SH,0.78125,518880.SH,0.375
COND_QM2_T75_W25,2018-06-15,0.75,QM2,0.25,513100.SH,0.78125,518880.SH,0.4375
COND_QM2_T75_W25,2018-06-19,0.75,QM2,0.25,513100.SH,0.75,518880.SH,0.34375
