block_days,replicates,observed_sharpe_delta,probability_sharpe_delta_positive,sharpe_q025,sharpe_median,sharpe_q975,observed_top10_mean_improvement,probability_top10_improvement_positive,top10_q025,top10_median,top10_q975
20,2000,0.052079248690523494,0.7185,-0.12277685336085485,0.05375707852487811,0.24654139011422566,0.01900671970379389,0.9705,-0.000810425662249068,0.020321239900932153,0.042946140436473816
60,2000,0.052079248690523494,0.7485,-0.0992507846741705,0.0500774649017666,0.21050319501342937,0.01900671970379389,0.9655,-0.001565200207414675,0.01943430020248492,0.04113583819285292
120,2000,0.052079248690523494,0.7535,-0.08946400388062087,0.0501276166593004,0.19812052991544243,0.01900671970379389,0.9795,0.0016536844782267276,0.018932563084430476,0.03873154468583978
