block_days,replicates,prob_sharpe_positive,sharpe_q025,sharpe_median,sharpe_q975,prob_annual_positive,annual_q025,annual_median,annual_q975,prob_top10_positive,top10_q025,top10_median,top10_q975
20,2000,0.8815,-0.06716963373894694,0.1044356539596264,0.2894150285419142,0.411,-0.06465103232217702,-0.005944413261167458,0.052013456962910654,0.9445,-0.0045212310670045735,0.017587723848233996,0.04190997245019157
60,2000,0.8995,-0.05021482660192242,0.11286358579470125,0.28927651573848256,0.4115,-0.05595675778473266,-0.006104425703501559,0.05017243275692192,0.97,-0.0004780739196599727,0.01832513455532954,0.040538539722534954
120,2000,0.924,-0.04211350582672911,0.1185765717507984,0.2859541533173389,0.463,-0.048840621197190626,-0.0021314181686112876,0.05514835325394385,0.9875,0.002440941059005083,0.01944599305074428,0.040420646949017335
