gate,value,passed
D/V/T/FULL 1bp Sharpe nonnegative,D=0.0873;V=0.0907;T_pseudo_oos=0.1566;FULL=0.1073,True
FULL 5bp Sharpe nonnegative,0.1004591582086547,True
FULL top10 mean improves >=1pp,0.015606010573966322,True
FULL worst drawdown improves >=0.5pp,0.003960533373282726,False
baseline top10 same-window wins >=7,6,False
candidate top10 no worse than baseline worst -2pp,0.003960533373282726,True
rolling36 Sharpe lead >=60%,0.963963963963964,True
official baseline max daily diff <=1e-12,0.0,True
