block_days,replicates,prob_sharpe_positive,sharpe_q025,sharpe_median,sharpe_q975,prob_annual_positive,annual_q025,annual_median,annual_q975,prob_top10_positive,top10_q025,top10_median,top10_q975
20,2000,0.9885,0.011301530645940753,0.09619980230757552,0.20737444325273477,0.9805,0.0013658263361396585,0.03159249053039759,0.07333525109934041,0.6855,-0.011334826559724785,0.0009771973419469976,0.009671438476505973
60,2000,0.993,0.014516325446694933,0.09522618868631316,0.20274480983895704,0.987,0.00332638186456814,0.031424214212334656,0.07257369457715747,0.639,-0.010704291649904595,0.000734976874159507,0.008957539918201514
120,2000,0.996,0.02086610829147675,0.09823189336108887,0.19509667172196077,0.9895,0.003911651774243674,0.032342355045224536,0.07133802550714309,0.5715,-0.011593699383220373,0.0004557987756678705,0.009594501601606598
