block_days,replicates,prob_sharpe_positive,sharpe_q025,sharpe_median,sharpe_q975,prob_annual_positive,annual_q025,annual_median,annual_q975,prob_top10_positive,top10_q025,top10_median,top10_q975
20,2000,0.804,-0.0662961467305213,0.05291928226232617,0.1914945091778042,0.7975,-0.022498619253672008,0.018167696319611792,0.06565275691530072,0.7485,-0.01251264093638471,0.005895958046040484,0.023342291521090196
60,2000,0.808,-0.07030346885467124,0.05644977115412532,0.19780994087457515,0.8095,-0.02201021302249801,0.01988854810228935,0.07224543399502392,0.766,-0.011951159085306263,0.006416560281101394,0.023061037078663037
120,2000,0.797,-0.08016517750938701,0.05759508065976464,0.19647794437011992,0.8015,-0.026556572445138697,0.020229530950856334,0.07321663266135757,0.7875,-0.010401827563299331,0.007085941040680194,0.024761452888026603
