window_months,metric,decision_month,past_best_rd,future_best_rd,hit,trailing_rd2,trailing_rd3,trailing_rd5,trailing_rd7,forward_rd2,forward_rd3,forward_rd5,forward_rd7
3,return,2014-04,5,7,False,-0.03,-0.06,0.03,0.03,0.12,0.09,0.12,0.17
3,return,2014-05,2,7,False,0.04,0.03,0.03,0.03,0.06,0.04,0.06,0.11
3,return,2014-06,7,5,False,0.04,0.03,0.02,0.06,0.12,0.1,0.13,0.12
3,return,2014-07,7,5,False,0.12,0.09,0.12,0.17,-0.0,-0.01,0.01,-0.05
3,return,2014-08,7,5,False,0.06,0.04,0.06,0.11,0.09,0.08,0.09,0.0
3,return,2014-09,5,5,True,0.12,0.1,0.13,0.12,0.31,0.31,0.31,0.23
3,return,2014-10,5,3,False,-0.0,-0.01,0.01,-0.05,0.23,0.25,0.24,0.21
3,return,2014-11,5,7,False,0.09,0.08,0.09,0.0,0.24,0.26,0.27,0.27
3,return,2014-12,5,7,False,0.31,0.31,0.31,0.23,0.14,0.13,0.12,0.16
3,return,2015-01,3,7,False,0.23,0.25,0.24,0.21,0.42,0.43,0.39,0.5
3,return,2015-02,7,7,True,0.24,0.26,0.27,0.27,0.53,0.53,0.48,0.6
3,return,2015-03,7,7,True,0.14,0.13,0.12,0.16,0.13,0.14,0.17,0.22
3,return,2015-04,7,5,False,0.42,0.43,0.39,0.5,0.03,0.03,0.07,0.06
3,return,2015-05,7,5,False,0.53,0.53,0.48,0.6,-0.11,-0.07,-0.03,-0.21
3,return,2015-06,7,3,False,0.13,0.14,0.17,0.22,0.01,0.06,0.03,-0.14
3,return,2015-07,5,3,False,0.03,0.03,0.07,0.06,0.2,0.25,0.21,0.0
3,return,2015-08,5,2,False,-0.11,-0.07,-0.03,-0.21,0.15,0.14,0.07,0.05
3,return,2015-09,3,2,False,0.01,0.06,0.03,-0.14,0.1,0.04,0.03,0.0
3,return,2015-10,3,7,False,0.2,0.25,0.21,0.0,-0.17,-0.19,-0.18,-0.1
3,return,2015-11,2,7,False,0.15,0.14,0.07,0.05,-0.07,-0.1,-0.05,0.05
3,return,2015-12,2,7,False,0.1,0.04,0.03,0.0,0.03,0.06,0.07,0.17
3,return,2016-01,7,2,False,-0.17,-0.19,-0.18,-0.1,0.16,0.15,0.14,0.1
3,return,2016-02,7,2,False,-0.07,-0.1,-0.05,0.05,0.05,0.05,0.04,-0.0
3,return,2016-03,7,5,False,0.03,0.06,0.07,0.17,-0.01,-0.01,0.03,-0.07
3,return,2016-04,2,5,False,0.16,0.15,0.14,0.1,0.02,0.02,0.05,0.01
3,return,2016-05,2,5,False,0.05,0.05,0.04,-0.0,0.03,0.04,0.06,0.02
3,return,2016-06,5,7,False,-0.01,-0.01,0.03,-0.07,0.03,0.03,0.02,0.05
3,return,2016-07,5,7,False,0.02,0.02,0.05,0.01,-0.02,-0.04,-0.02,-0.0
3,return,2016-08,5,2,False,0.03,0.04,0.06,0.02,0.02,0.0,-0.01,0.01
3,return,2016-09,7,2,False,0.03,0.03,0.02,0.05,0.06,0.05,0.02,0.04
3,return,2016-10,7,2,False,-0.02,-0.04,-0.02,-0.0,0.05,0.05,0.02,0.02
3,return,2016-11,2,2,True,0.02,0.0,-0.01,0.01,0.06,0.05,0.05,0.04
3,return,2016-12,2,5,False,0.06,0.05,0.02,0.04,0.06,0.05,0.07,0.05
3,return,2017-01,2,3,False,0.05,0.05,0.02,0.02,0.04,0.07,0.05,0.01
3,return,2017-02,2,3,False,0.06,0.05,0.05,0.04,0.03,0.07,0.04,0.02
3,return,2017-03,5,5,True,0.06,0.05,0.07,0.05,0.06,0.07,0.08,0.06
3,return,2017-04,3,5,False,0.04,0.07,0.05,0.01,0.08,0.06,0.1,0.1
3,return,2017-05,3,5,False,0.03,0.07,0.04,0.02,0.07,0.04,0.09,0.08
3,return,2017-06,5,7,False,0.06,0.07,0.08,0.06,0.04,0.04,0.04,0.04
3,return,2017-07,5,5,True,0.08,0.06,0.1,0.1,0.07,0.06,0.07,0.07
3,return,2017-08,5,7,False,0.07,0.04,0.09,0.08,0.04,0.03,0.04,0.04
3,return,2017-09,7,2,False,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03
3,return,2017-10,5,2,False,0.07,0.06,0.07,0.07,0.06,0.06,0.05,0.02
3,return,2017-11,7,7,True,0.04,0.03,0.04,0.04,0.05,0.0,0.05,0.07
3,return,2017-12,2,7,False,0.04,0.04,0.04,0.03,0.1,0.06,0.11,0.15
3,return,2018-01,2,7,False,0.06,0.06,0.05,0.02,-0.0,-0.02,0.02,0.09
3,return,2018-02,7,7,True,0.05,0.0,0.05,0.07,0.04,0.03,0.06,0.06
3,return,2018-03,7,5,False,0.1,0.06,0.11,0.15,0.03,0.0,0.04,0.02
3,return,2018-04,7,2,False,-0.0,-0.02,0.02,0.09,0.14,0.11,0.12,0.08
3,return,2018-05,7,5,False,0.04,0.03,0.06,0.06,0.1,0.07,0.16,0.14
3,return,2018-06,5,2,False,0.03,0.0,0.04,0.02,0.1,0.05,0.09,0.08
3,return,2018-07,2,2,True,0.14,0.11,0.12,0.08,0.01,-0.03,-0.01,-0.0
3,return,2018-08,5,2,False,0.1,0.07,0.16,0.14,0.03,0.01,-0.06,-0.06
3,return,2018-09,2,5,False,0.1,0.05,0.09,0.08,0.02,0.01,0.03,0.02
3,return,2018-10,2,7,False,0.01,-0.03,-0.01,-0.0,0.02,0.02,0.07,0.08
3,return,2018-11,2,5,False,0.03,0.01,-0.06,-0.06,0.15,0.16,0.23,0.19
3,return,2018-12,5,2,False,0.02,0.01,0.03,0.02,0.23,0.2,0.23,0.18
3,return,2019-01,7,2,False,0.02,0.02,0.07,0.08,0.29,0.26,0.21,0.24
3,return,2019-02,5,2,False,0.15,0.16,0.23,0.19,0.08,0.05,-0.0,0.06
3,return,2019-03,2,7,False,0.23,0.2,0.23,0.18,0.06,0.07,0.01,0.08
3,return,2019-04,2,2,True,0.29,0.26,0.21,0.24,0.01,-0.01,-0.0,-0.0
3,return,2019-05,2,5,False,0.08,0.05,-0.0,0.06,0.13,0.09,0.17,0.17
3,return,2019-06,7,5,False,0.06,0.07,0.01,0.08,0.03,-0.02,0.06,0.05
3,return,2019-07,2,7,False,0.01,-0.01,-0.0,-0.0,0.08,0.05,0.1,0.1
3,return,2019-08,5,2,False,0.13,0.09,0.17,0.17,0.08,0.06,0.01,0.02
3,return,2019-09,5,3,False,0.03,-0.02,0.06,0.05,0.09,0.13,0.09,0.05
3,return,2019-10,7,3,False,0.08,0.05,0.1,0.1,0.02,0.07,0.06,0.06
3,return,2019-11,2,5,False,0.08,0.06,0.01,0.02,0.03,0.09,0.13,0.05
3,return,2019-12,3,7,False,0.09,0.13,0.09,0.05,-0.05,-0.02,-0.0,0.05
3,return,2020-01,3,3,True,0.02,0.07,0.06,0.06,0.07,0.08,0.03,0.07
3,return,2020-02,5,7,False,0.03,0.09,0.13,0.05,-0.0,0.01,-0.06,0.06
3,return,2020-03,7,2,False,-0.05,-0.02,-0.0,0.05,0.15,0.14,0.11,0.13
3,return,2020-04,3,2,False,0.07,0.08,0.03,0.07,0.1,0.08,0.07,0.05
3,return,2020-05,7,5,False,-0.0,0.01,-0.06,0.06,0.26,0.21,0.27,0.24
3,return,2020-06,2,2,True,0.15,0.14,0.11,0.13,0.08,0.03,0.04,0.05
3,return,2020-07,2,7,False,0.1,0.08,0.07,0.05,-0.0,-0.0,0.05,0.09
3,return,2020-08,5,7,False,0.26,0.21,0.27,0.24,-0.07,-0.05,-0.08,-0.02
3,return,2020-09,2,7,False,0.08,0.03,0.04,0.05,0.09,0.09,0.05,0.12
3,return,2020-10,7,3,False,-0.0,-0.0,0.05,0.09,0.14,0.15,0.06,0.06
3,return,2020-11,7,2,False,-0.07,-0.05,-0.08,-0.02,0.02,-0.01,-0.03,-0.06
3,return,2020-12,7,3,False,0.09,0.09,0.05,0.12,-0.09,-0.05,-0.06,-0.14
3,return,2021-01,3,5,False,0.14,0.15,0.06,0.06,-0.02,-0.03,0.06,0.01
3,return,2021-02,2,5,False,0.02,-0.01,-0.03,-0.06,0.06,0.08,0.1,0.1
3,return,2021-03,3,7,False,-0.09,-0.05,-0.06,-0.14,0.17,0.13,0.14,0.18
3,return,2021-04,5,2,False,-0.02,-0.03,0.06,0.01,0.05,-0.01,-0.01,0.02
3,return,2021-05,5,2,False,0.06,0.08,0.1,0.1,0.05,-0.02,-0.04,-0.05
3,return,2021-06,7,2,False,0.17,0.13,0.14,0.18,-0.06,-0.1,-0.08,-0.07
3,return,2021-07,2,3,False,0.05,-0.01,-0.01,0.02,-0.01,0.02,0.02,0.01
3,return,2021-08,2,5,False,0.05,-0.02,-0.04,-0.05,-0.02,0.03,0.07,0.07
3,return,2021-09,2,3,False,-0.06,-0.1,-0.08,-0.07,0.04,0.06,0.06,0.06
3,return,2021-10,3,5,False,-0.01,0.02,0.02,0.01,-0.03,-0.05,-0.02,-0.02
3,return,2021-11,5,5,True,-0.02,0.03,0.07,0.07,-0.0,-0.02,0.02,0.02
3,return,2021-12,3,5,False,0.04,0.06,0.06,0.06,0.07,0.05,0.09,0.09
3,return,2022-01,5,2,False,-0.03,-0.05,-0.02,-0.02,0.0,0.0,0.0,0.0
3,return,2022-02,5,2,False,-0.0,-0.02,0.02,0.02,-0.05,-0.05,-0.05,-0.05
3,return,2022-03,5,2,False,0.07,0.05,0.09,0.09,0.04,0.03,0.03,0.04
3,return,2022-04,2,2,True,0.0,0.0,0.0,0.0,0.2,0.19,0.18,0.19
3,return,2022-05,2,2,True,-0.05,-0.05,-0.05,-0.05,0.2,0.19,0.19,0.2
3,return,2022-06,2,7,False,0.04,0.03,0.03,0.04,0.06,0.04,0.04,0.06
3,return,2022-07,2,7,False,0.2,0.19,0.18,0.19,0.01,-0.0,0.0,0.02
3,return,2022-08,2,5,False,0.2,0.19,0.19,0.2,0.06,0.04,0.07,0.02
3,return,2022-09,7,5,False,0.06,0.04,0.04,0.06,0.04,0.04,0.06,-0.01
3,return,2022-10,7,5,False,0.01,-0.0,0.0,0.02,0.08,0.08,0.11,0.03
3,return,2022-11,5,2,False,0.06,0.04,0.07,0.02,0.0,0.0,0.0,-0.0
3,return,2022-12,5,2,False,0.04,0.04,0.06,-0.01,0.04,0.04,0.03,0.01
3,return,2023-01,5,3,False,0.08,0.08,0.11,0.03,-0.06,-0.02,-0.04,-0.03
3,return,2023-02,2,3,False,0.0,0.0,0.0,-0.0,0.12,0.14,0.05,0.07
3,return,2023-03,2,3,False,0.04,0.04,0.03,0.01,0.17,0.19,0.12,0.15
3,return,2023-04,3,2,False,-0.06,-0.02,-0.04,-0.03,0.28,0.26,0.15,0.16
3,return,2023-05,3,5,False,0.12,0.14,0.05,0.07,0.01,0.06,0.09,-0.0
3,return,2023-06,3,5,False,0.17,0.19,0.12,0.15,-0.07,-0.04,-0.02,-0.12
3,return,2023-07,2,5,False,0.28,0.26,0.15,0.16,-0.08,-0.06,-0.05,-0.13
3,return,2023-08,5,2,False,0.01,0.06,0.09,-0.0,-0.04,-0.05,-0.1,-0.06
3,return,2023-09,5,2,False,-0.07,-0.04,-0.02,-0.12,0.01,0.0,-0.03,0.0
3,return,2023-10,5,7,False,-0.08,-0.06,-0.05,-0.13,-0.0,-0.01,-0.01,0.01
3,return,2023-11,2,2,True,-0.04,-0.05,-0.1,-0.06,0.08,0.07,0.08,0.07
3,return,2023-12,2,2,True,0.01,0.0,-0.03,0.0,0.15,0.15,0.15,0.15
3,return,2024-01,7,2,False,-0.0,-0.01,-0.01,0.01,0.18,0.18,0.18,0.18
3,return,2024-02,2,5,False,0.08,0.07,0.08,0.07,0.09,0.09,0.11,0.11
3,return,2024-03,2,5,False,0.15,0.15,0.15,0.15,0.1,0.1,0.12,0.12
3,return,2024-04,2,7,False,0.18,0.18,0.18,0.18,0.03,0.05,0.07,0.08
3,return,2024-05,5,5,True,0.09,0.09,0.11,0.11,0.07,0.09,0.09,0.08
3,return,2024-06,5,3,False,0.1,0.1,0.12,0.12,0.36,0.4,0.38,0.38
3,return,2024-07,7,2,False,0.03,0.05,0.07,0.08,0.34,0.34,0.33,0.32
3,return,2024-08,5,5,True,0.07,0.09,0.09,0.08,0.23,0.25,0.27,0.21
3,return,2024-09,3,5,False,0.36,0.4,0.38,0.38,-0.1,-0.08,-0.05,-0.12
3,return,2024-10,2,5,False,0.34,0.34,0.33,0.32,-0.05,-0.03,0.01,-0.07
3,return,2024-11,5,5,True,0.23,0.25,0.27,0.21,-0.0,0.03,0.08,0.07
3,return,2024-12,5,7,False,-0.1,-0.08,-0.05,-0.12,0.02,0.06,0.1,0.13
3,return,2025-01,5,7,False,-0.05,-0.03,0.01,-0.07,0.08,0.12,0.17,0.2
3,return,2025-02,5,2,False,-0.0,0.03,0.08,0.07,0.15,0.15,0.13,0.14
3,return,2025-03,7,2,False,0.02,0.06,0.1,0.13,0.13,0.1,0.1,0.07
3,return,2025-04,7,2,False,0.08,0.12,0.17,0.2,0.13,0.1,0.08,0.09
3,return,2025-05,2,7,False,0.15,0.15,0.13,0.14,0.34,0.34,0.34,0.36
3,return,2025-06,2,7,False,0.13,0.1,0.1,0.07,0.46,0.45,0.46,0.52
3,return,2025-07,2,7,False,0.13,0.1,0.08,0.09,0.4,0.33,0.35,0.48
3,return,2025-08,7,7,True,0.34,0.34,0.34,0.36,0.09,0.04,-0.0,0.12
3,return,2025-09,7,2,False,0.46,0.45,0.46,0.52,-0.02,-0.08,-0.14,-0.02
3,return,2025-10,7,2,False,0.4,0.33,0.35,0.48,0.1,0.03,-0.05,0.09
3,return,2025-11,7,7,True,0.09,0.04,-0.0,0.12,0.14,0.05,0.03,0.15
3,return,2025-12,2,7,False,-0.02,-0.08,-0.14,-0.02,0.04,-0.02,-0.07,0.12
3,return,2026-01,2,7,False,0.1,0.03,-0.05,0.09,0.01,0.01,-0.05,0.02
3,return,2026-02,7,3,False,0.14,0.05,0.03,0.15,0.19,0.19,0.12,0.19
3,return,2026-03,7,2,False,0.04,-0.02,-0.07,0.12,0.29,0.29,0.27,0.24
3,sharpe,2014-04,5,7,False,-0.52,-1.01,0.78,0.78,3.13,2.39,3.11,4.19
3,sharpe,2014-05,2,7,False,1.16,0.97,0.97,0.86,1.39,0.93,1.49,2.53
3,sharpe,2014-06,7,5,False,1.04,0.86,0.64,1.56,2.56,2.1,2.76,2.61
3,sharpe,2014-07,7,5,False,3.13,2.39,3.11,4.19,0.08,-0.27,0.21,-1.08
3,sharpe,2014-08,7,5,False,1.39,0.93,1.49,2.53,2.36,2.3,2.41,0.11
3,sharpe,2014-09,5,5,True,2.56,2.1,2.76,2.61,4.03,4.0,4.1,3.03
3,sharpe,2014-10,5,3,False,0.08,-0.27,0.21,-1.08,2.41,2.61,2.58,2.29
3,sharpe,2014-11,5,7,False,2.36,2.3,2.41,0.11,2.57,2.64,2.79,2.84
3,sharpe,2014-12,5,7,False,4.03,4.0,4.1,3.03,1.7,1.64,1.57,2.07
3,sharpe,2015-01,3,7,False,2.41,2.61,2.58,2.29,5.11,5.19,4.82,6.44
3,sharpe,2015-02,7,7,True,2.57,2.64,2.79,2.84,4.48,4.54,4.25,5.27
3,sharpe,2015-03,7,7,True,1.7,1.64,1.57,2.07,1.3,1.44,1.71,2.14
3,sharpe,2015-04,7,5,False,5.11,5.19,4.82,6.44,0.44,0.48,0.84,0.72
3,sharpe,2015-05,7,5,False,4.48,4.54,4.25,5.27,-1.23,-0.57,-0.2,-2.06
3,sharpe,2015-06,7,3,False,1.3,1.44,1.71,2.14,0.22,1.11,0.55,-1.65
3,sharpe,2015-07,5,3,False,0.44,0.48,0.84,0.72,2.27,2.75,2.3,0.24
3,sharpe,2015-08,5,2,False,-1.23,-0.57,-0.2,-2.06,1.63,1.6,0.88,0.72
3,sharpe,2015-09,3,2,False,0.22,1.11,0.55,-1.65,1.1,0.6,0.54,0.21
3,sharpe,2015-10,3,7,False,2.27,2.75,2.3,0.24,-2.01,-2.32,-2.5,-1.51
3,sharpe,2015-11,2,7,False,1.63,1.6,0.88,0.72,-1.11,-1.54,-0.87,1.31
3,sharpe,2015-12,2,7,False,1.1,0.6,0.54,0.21,0.63,1.02,1.37,4.21
3,sharpe,2016-01,7,2,False,-2.01,-2.32,-2.5,-1.51,3.19,3.11,3.12,2.39
3,sharpe,2016-02,7,2,False,-1.11,-1.54,-0.87,1.31,1.2,1.07,0.95,-0.03
3,sharpe,2016-03,7,5,False,0.63,1.02,1.37,4.21,-0.1,-0.1,0.7,-1.4
3,sharpe,2016-04,2,5,False,3.19,3.11,3.12,2.39,0.47,0.6,1.15,0.39
3,sharpe,2016-05,2,5,False,1.2,1.07,0.95,-0.03,0.7,0.94,1.31,0.55
3,sharpe,2016-06,5,7,False,-0.1,-0.1,0.7,-1.4,0.96,0.8,0.75,1.48
3,sharpe,2016-07,5,7,False,0.47,0.6,1.15,0.39,-0.75,-1.21,-0.78,-0.05
3,sharpe,2016-08,5,2,False,0.7,0.94,1.31,0.55,0.73,0.15,-0.25,0.48
3,sharpe,2016-09,7,2,False,0.96,0.8,0.75,1.48,2.0,1.63,0.5,1.16
3,sharpe,2016-10,7,2,False,-0.75,-1.21,-0.78,-0.05,1.73,1.73,0.55,0.71
3,sharpe,2016-11,2,2,True,0.73,0.15,-0.25,0.48,2.09,1.84,1.99,1.65
3,sharpe,2016-12,2,5,False,2.0,1.63,0.5,1.16,1.93,1.86,2.39,1.79
3,sharpe,2017-01,2,3,False,1.73,1.73,0.55,0.71,1.42,2.34,1.66,0.49
3,sharpe,2017-02,2,3,False,2.09,1.84,1.99,1.65,1.05,2.06,1.35,0.58
3,sharpe,2017-03,5,5,True,1.93,1.86,2.39,1.79,2.27,2.37,2.76,2.15
3,sharpe,2017-04,3,5,False,1.42,2.34,1.66,0.49,2.47,1.69,3.08,3.08
3,sharpe,2017-05,3,5,False,1.05,2.06,1.35,0.58,1.99,1.19,2.52,2.33
3,sharpe,2017-06,5,7,False,2.27,2.37,2.76,2.15,1.17,1.13,1.15,1.23
3,sharpe,2017-07,5,7,False,2.47,1.69,3.08,3.08,2.54,2.44,2.53,2.69
3,sharpe,2017-08,5,7,False,1.99,1.19,2.52,2.33,1.3,1.25,1.27,1.51
3,sharpe,2017-09,7,2,False,1.17,1.13,1.15,1.23,1.28,1.25,1.24,1.11
3,sharpe,2017-10,7,2,False,2.54,2.44,2.53,2.69,1.75,1.65,1.5,0.72
3,sharpe,2017-11,7,7,True,1.3,1.25,1.27,1.51,1.48,0.11,1.07,1.95
3,sharpe,2017-12,2,7,False,1.28,1.25,1.24,1.11,1.82,1.14,1.68,2.62
3,sharpe,2018-01,2,7,False,1.75,1.65,1.5,0.72,0.06,-0.32,0.49,1.73
3,sharpe,2018-02,7,5,False,1.48,0.11,1.07,1.95,0.8,0.59,1.18,1.16
3,sharpe,2018-03,7,5,False,1.82,1.14,1.68,2.62,0.81,0.21,1.17,0.61
3,sharpe,2018-04,7,2,False,0.06,-0.32,0.49,1.73,3.03,2.27,2.62,1.8
3,sharpe,2018-05,5,5,True,0.8,0.59,1.18,1.16,1.91,1.38,2.97,2.64
3,sharpe,2018-06,5,2,False,0.81,0.21,1.17,0.61,2.02,1.12,1.8,1.72
3,sharpe,2018-07,2,2,True,3.03,2.27,2.62,1.8,0.28,-0.72,-0.06,-0.01
3,sharpe,2018-08,5,2,False,1.91,1.38,2.97,2.64,0.69,0.33,-1.16,-1.1
3,sharpe,2018-09,2,5,False,2.02,1.12,1.8,1.72,0.46,0.38,0.68,0.48
3,sharpe,2018-10,2,7,False,0.28,-0.72,-0.06,-0.01,0.64,0.57,1.8,1.9
3,sharpe,2018-11,2,5,False,0.69,0.33,-1.16,-1.1,3.26,3.34,4.67,4.01
3,sharpe,2018-12,5,2,False,0.46,0.38,0.68,0.48,3.24,2.92,3.22,2.63
3,sharpe,2019-01,7,2,False,0.64,0.57,1.8,1.9,3.77,3.51,2.97,3.31
3,sharpe,2019-02,5,2,False,3.26,3.34,4.67,4.01,1.32,0.91,0.05,1.07
3,sharpe,2019-03,2,7,False,3.24,2.92,3.22,2.63,1.48,1.55,0.3,1.98
3,sharpe,2019-04,2,2,True,3.77,3.51,2.97,3.31,0.39,-0.09,0.07,0.03
3,sharpe,2019-05,2,5,False,1.32,0.91,0.05,1.07,2.78,1.74,3.18,3.18
3,sharpe,2019-06,7,5,False,1.48,1.55,0.3,1.98,0.61,-0.22,1.14,1.11
3,sharpe,2019-07,2,7,False,0.39,-0.09,0.07,0.03,1.9,1.12,2.06,2.14
3,sharpe,2019-08,5,2,False,2.78,1.74,3.18,3.18,2.24,1.72,0.32,0.66
3,sharpe,2019-09,5,3,False,0.61,-0.22,1.14,1.11,2.74,3.87,2.63,1.43
3,sharpe,2019-10,7,3,False,1.9,1.12,2.06,2.14,0.51,1.68,1.55,1.57
3,sharpe,2019-11,2,5,False,2.24,1.72,0.32,0.66,0.5,1.18,1.71,0.76
3,sharpe,2019-12,3,7,False,2.74,3.87,2.63,1.43,-0.31,0.02,0.15,0.69
3,sharpe,2020-01,3,3,True,0.51,1.68,1.55,1.57,0.85,0.98,0.45,0.89
3,sharpe,2020-02,5,7,False,0.5,1.18,1.71,0.76,0.13,0.31,-0.83,1.03
3,sharpe,2020-03,7,2,False,-0.31,0.02,0.15,0.69,2.73,2.59,2.27,2.38
3,sharpe,2020-04,3,2,False,0.85,0.98,0.45,0.89,1.38,1.26,1.09,0.81
3,sharpe,2020-05,7,5,False,0.13,0.31,-0.83,1.03,2.69,2.35,2.95,2.6
3,sharpe,2020-06,2,2,True,2.73,2.59,2.27,2.38,0.86,0.47,0.55,0.64
3,sharpe,2020-07,2,7,False,1.38,1.26,1.09,0.81,0.19,0.19,0.69,1.02
3,sharpe,2020-08,5,7,False,2.69,2.35,2.95,2.6,-0.66,-0.37,-0.7,-0.08
3,sharpe,2020-09,2,7,False,0.86,0.47,0.55,0.64,1.9,1.89,1.22,2.51
3,sharpe,2020-10,7,3,False,0.19,0.19,0.69,1.02,2.28,2.43,1.12,1.18
3,sharpe,2020-11,7,2,False,-0.66,-0.37,-0.7,-0.08,0.43,0.03,-0.46,-1.1
3,sharpe,2020-12,7,3,False,1.9,1.89,1.22,2.51,-1.37,-0.53,-0.9,-2.6
3,sharpe,2021-01,3,5,False,2.28,2.43,1.12,1.18,-0.24,-0.51,1.26,0.34
3,sharpe,2021-02,2,5,False,0.43,0.03,-0.46,-1.1,1.12,1.46,1.96,1.93
3,sharpe,2021-03,3,2,False,-1.37,-0.53,-0.9,-2.6,3.68,2.82,2.89,3.53
3,sharpe,2021-04,5,2,False,-0.24,-0.51,1.26,0.34,1.34,-0.08,-0.02,0.54
3,sharpe,2021-05,5,2,False,1.12,1.46,1.96,1.93,1.48,-0.53,-0.8,-0.76
3,sharpe,2021-06,2,7,False,3.68,2.82,2.89,3.53,-1.84,-3.14,-2.11,-1.5
3,sharpe,2021-07,2,3,False,1.34,-0.08,-0.02,0.54,-0.14,0.61,0.57,0.26
3,sharpe,2021-08,2,5,False,1.48,-0.53,-0.8,-0.76,-0.43,1.06,2.39,2.01
3,sharpe,2021-09,7,3,False,-1.84,-3.14,-2.11,-1.5,1.04,1.68,1.68,1.68
3,sharpe,2021-10,3,5,False,-0.14,0.61,0.57,0.26,-0.9,-1.27,-0.42,-0.42
3,sharpe,2021-11,5,5,True,-0.43,1.06,2.39,2.01,0.02,-0.38,0.58,0.58
3,sharpe,2021-12,3,5,False,1.04,1.68,1.68,1.68,1.65,1.28,2.21,2.21
3,sharpe,2022-01,5,2,False,-0.9,-1.27,-0.42,-0.42,0.13,0.13,0.13,0.13
3,sharpe,2022-02,5,2,False,0.02,-0.38,0.58,0.58,-0.84,-0.84,-0.84,-0.84
3,sharpe,2022-03,5,2,False,1.65,1.28,2.21,2.21,0.82,0.7,0.59,0.77
3,sharpe,2022-04,2,7,False,0.13,0.13,0.13,0.13,3.07,2.95,2.92,3.17
3,sharpe,2022-05,2,7,False,-0.84,-0.84,-0.84,-0.84,2.92,2.86,2.83,3.07
3,sharpe,2022-06,2,7,False,0.82,0.7,0.59,0.77,1.13,0.82,0.9,1.19
3,sharpe,2022-07,7,7,True,3.07,2.95,2.92,3.17,0.49,0.02,0.14,0.58
3,sharpe,2022-08,7,5,False,2.92,2.86,2.83,3.07,1.97,1.42,2.08,0.83
3,sharpe,2022-09,7,5,False,1.13,0.82,0.9,1.19,1.25,1.11,1.51,-0.4
3,sharpe,2022-10,7,5,False,0.49,0.02,0.14,0.58,2.22,2.25,2.67,1.09
3,sharpe,2022-11,5,2,False,1.97,1.42,2.08,0.83,0.2,0.11,0.09,-0.02
3,sharpe,2022-12,5,2,False,1.25,1.11,1.51,-0.4,1.1,1.06,0.8,0.44
3,sharpe,2023-01,5,3,False,2.22,2.25,2.67,1.09,-1.54,-0.5,-0.93,-0.72
3,sharpe,2023-02,2,3,False,0.2,0.11,0.09,-0.02,2.75,3.12,1.34,1.65
3,sharpe,2023-03,2,3,False,1.1,1.06,0.8,0.44,3.82,4.41,2.99,3.77
3,sharpe,2023-04,3,2,False,-1.54,-0.5,-0.93,-0.72,5.93,5.57,3.54,3.72
3,sharpe,2023-05,3,5,False,2.75,3.12,1.34,1.65,0.36,1.7,1.9,0.06
3,sharpe,2023-06,3,5,False,3.82,4.41,2.99,3.77,-2.25,-1.26,-0.44,-3.52
3,sharpe,2023-07,2,5,False,5.93,5.57,3.54,3.72,-3.04,-2.2,-1.04,-4.44
3,sharpe,2023-08,5,2,False,0.36,1.7,1.9,0.06,-1.37,-1.77,-3.66,-2.24
3,sharpe,2023-09,5,2,False,-2.25,-1.26,-0.44,-3.52,0.35,0.17,-1.11,0.08
3,sharpe,2023-10,5,7,False,-3.04,-2.2,-1.04,-4.44,0.01,-0.14,-0.31,0.27
3,sharpe,2023-11,2,2,True,-1.37,-1.77,-3.66,-2.24,2.19,1.9,2.11,1.76
3,sharpe,2023-12,2,2,True,0.35,0.17,-1.11,0.08,3.12,3.12,3.12,3.12
3,sharpe,2024-01,7,2,False,0.01,-0.14,-0.31,0.27,3.61,3.61,3.61,3.61
3,sharpe,2024-02,2,5,False,2.19,1.9,2.11,1.76,2.06,2.02,2.49,2.49
3,sharpe,2024-03,2,5,False,3.12,3.12,3.12,3.12,2.56,2.52,3.09,3.09
3,sharpe,2024-04,2,5,False,3.61,3.61,3.61,3.61,0.69,1.25,1.76,1.75
3,sharpe,2024-05,5,5,True,2.06,2.02,2.49,2.49,1.45,2.07,2.11,1.54
3,sharpe,2024-06,5,3,False,2.56,2.52,3.09,3.09,2.67,2.89,2.79,2.73
3,sharpe,2024-07,5,2,False,0.69,1.25,1.76,1.75,2.01,2.01,1.93,1.89
3,sharpe,2024-08,5,5,True,1.45,2.07,2.11,1.54,1.52,1.6,1.67,1.4
3,sharpe,2024-09,3,5,False,2.67,2.89,2.79,2.73,-0.43,-0.28,-0.02,-0.6
3,sharpe,2024-10,2,5,False,2.01,2.01,1.93,1.89,-0.97,-0.5,0.29,-1.53
3,sharpe,2024-11,5,5,True,1.52,1.6,1.67,1.4,0.06,0.67,1.93,1.83
3,sharpe,2024-12,5,7,False,-0.43,-0.28,-0.02,-0.6,0.47,1.63,2.63,3.35
3,sharpe,2025-01,5,7,False,-0.97,-0.5,0.29,-1.53,1.38,2.18,2.87,3.35
3,sharpe,2025-02,5,3,False,0.06,0.67,1.93,1.83,2.63,2.72,2.27,2.46
3,sharpe,2025-03,7,2,False,0.47,1.63,2.63,3.35,2.31,1.91,1.78,1.34
3,sharpe,2025-04,7,2,False,1.38,2.18,2.87,3.35,2.9,2.32,1.85,2.24
3,sharpe,2025-05,3,7,False,2.63,2.72,2.27,2.46,5.75,5.67,5.69,6.05
