window_months,metric,decision_month,past_best_rd,future_best_rd,hit,trailing_rd2,trailing_rd3,trailing_rd5,trailing_rd7,forward_rd2,forward_rd3,forward_rd5,forward_rd7
12,return,2020-04,7,5,False,0.19,0.21,0.19,0.25,0.22,0.2,0.25,0.22
12,return,2020-05,7,5,False,0.25,0.27,0.25,0.33,0.25,0.23,0.26,0.25
12,return,2020-06,7,2,False,0.21,0.25,0.28,0.3,0.25,0.2,0.18,0.19
12,return,2020-07,3,7,False,0.29,0.32,0.27,0.31,0.17,0.1,0.17,0.19
12,return,2020-08,3,2,False,0.39,0.42,0.36,0.41,0.05,-0.01,-0.05,-0.04
12,return,2020-09,3,2,False,0.28,0.31,0.26,0.3,0.08,0.05,0.04,0.05
12,return,2020-10,7,2,False,0.18,0.25,0.22,0.3,0.17,0.13,0.13,0.1
12,return,2020-11,7,2,False,0.2,0.27,0.24,0.35,0.12,0.08,0.1,0.05
12,return,2020-12,7,5,False,0.28,0.25,0.21,0.38,0.03,0.02,0.05,0.0
12,return,2021-01,3,5,False,0.32,0.35,0.22,0.29,-0.01,-0.07,0.05,0.03
12,return,2021-02,7,5,False,0.19,0.16,0.06,0.2,0.09,0.07,0.16,0.14
12,return,2021-03,2,7,False,0.22,0.21,0.15,0.14,0.21,0.13,0.21,0.26
12,return,2021-04,5,7,False,0.22,0.2,0.25,0.22,0.01,-0.04,-0.0,0.02
12,return,2021-05,5,5,True,0.25,0.23,0.26,0.25,-0.02,-0.06,-0.0,-0.02
12,return,2021-06,2,7,False,0.25,0.2,0.18,0.19,0.08,0.03,0.09,0.11
12,return,2021-07,7,5,False,0.17,0.1,0.17,0.19,0.15,0.16,0.18,0.18
12,return,2021-08,2,5,False,0.05,-0.01,-0.05,-0.04,0.12,0.16,0.23,0.23
12,return,2021-09,2,7,False,0.08,0.05,0.04,0.05,0.21,0.2,0.24,0.27
12,return,2021-10,2,7,False,0.17,0.13,0.13,0.1,0.18,0.13,0.17,0.2
12,return,2021-11,2,5,False,0.12,0.08,0.1,0.05,0.21,0.16,0.23,0.18
12,return,2021-12,5,5,True,0.03,0.02,0.05,0.0,0.22,0.17,0.23,0.18
12,return,2022-01,5,2,False,-0.01,-0.07,0.05,0.03,0.32,0.28,0.31,0.26
12,return,2022-02,5,2,False,0.09,0.07,0.16,0.14,0.21,0.19,0.21,0.16
12,return,2022-03,7,2,False,0.21,0.13,0.21,0.26,0.19,0.15,0.16,0.1
12,return,2022-04,7,5,False,0.01,-0.04,-0.0,0.02,0.23,0.25,0.26,0.22
12,return,2022-05,5,2,False,-0.02,-0.06,-0.0,-0.02,0.43,0.42,0.34,0.3
12,return,2022-06,7,2,False,0.08,0.03,0.09,0.11,0.34,0.33,0.27,0.22
12,return,2022-07,5,3,False,0.15,0.16,0.18,0.18,0.31,0.32,0.22,0.18
12,return,2022-08,5,3,False,0.12,0.16,0.23,0.23,0.21,0.26,0.24,0.09
12,return,2022-09,7,3,False,0.21,0.2,0.24,0.27,0.17,0.23,0.19,0.02
12,return,2022-10,7,3,False,0.18,0.13,0.17,0.2,0.18,0.24,0.16,0.01
12,return,2022-11,5,3,False,0.21,0.16,0.23,0.18,0.1,0.15,0.04,-0.01
12,return,2022-12,5,3,False,0.22,0.17,0.23,0.18,0.14,0.19,0.09,0.03
12,return,2023-01,2,3,False,0.32,0.28,0.31,0.26,0.1,0.14,0.04,-0.02
12,return,2023-02,2,3,False,0.21,0.19,0.21,0.16,0.19,0.24,0.12,0.06
12,return,2023-03,2,3,False,0.19,0.15,0.16,0.1,0.26,0.31,0.22,0.17
12,return,2023-04,5,2,False,0.23,0.25,0.26,0.22,0.38,0.38,0.27,0.19
12,return,2023-05,2,5,False,0.43,0.42,0.34,0.3,0.16,0.18,0.19,0.11
12,return,2023-06,2,5,False,0.34,0.33,0.27,0.22,0.18,0.21,0.21,0.14
12,return,2023-07,3,5,False,0.31,0.32,0.22,0.18,0.11,0.15,0.19,0.11
12,return,2023-08,3,2,False,0.21,0.26,0.24,0.09,0.22,0.22,0.19,0.2
12,return,2023-09,3,7,False,0.17,0.23,0.19,0.02,0.73,0.77,0.72,0.77
12,return,2023-10,3,7,False,0.18,0.24,0.16,0.01,0.62,0.65,0.66,0.69
12,return,2023-11,3,5,False,0.1,0.15,0.04,-0.01,0.56,0.6,0.67,0.54
12,return,2023-12,3,5,False,0.14,0.19,0.09,0.03,0.55,0.62,0.69,0.55
12,return,2024-01,3,5,False,0.1,0.14,0.04,-0.02,0.55,0.62,0.69,0.55
12,return,2024-02,3,5,False,0.19,0.24,0.12,0.06,0.43,0.53,0.67,0.55
12,return,2024-03,3,5,False,0.26,0.31,0.22,0.17,0.37,0.49,0.63,0.53
12,return,2024-04,2,5,False,0.38,0.38,0.27,0.19,0.41,0.54,0.68,0.58
12,return,2024-05,5,5,True,0.16,0.18,0.19,0.11,0.51,0.61,0.69,0.59
12,return,2024-06,5,5,True,0.18,0.21,0.21,0.14,0.4,0.5,0.59,0.45
12,return,2024-07,5,5,True,0.11,0.15,0.19,0.11,0.55,0.61,0.69,0.6
12,return,2024-08,2,5,False,0.22,0.22,0.19,0.2,0.9,0.97,1.07,1.0
12,return,2024-09,7,5,False,0.73,0.77,0.72,0.77,0.51,0.55,0.68,0.6
12,return,2024-10,7,7,True,0.62,0.65,0.66,0.69,0.62,0.59,0.72,0.8
12,return,2024-11,5,7,False,0.56,0.6,0.67,0.54,0.67,0.63,0.63,0.86
12,return,2024-12,5,7,False,0.55,0.62,0.69,0.55,0.64,0.56,0.51,0.79
12,return,2025-01,5,7,False,0.55,0.62,0.69,0.55,0.88,0.68,0.62,1.12
12,return,2025-02,5,7,False,0.43,0.53,0.67,0.55,0.91,0.67,0.55,1.0
12,return,2025-03,5,7,False,0.37,0.49,0.63,0.53,0.68,0.44,0.27,0.77
12,return,2025-04,5,7,False,0.41,0.54,0.68,0.58,0.76,0.51,0.31,0.81
12,return,2025-05,5,7,False,0.51,0.61,0.69,0.59,0.97,0.74,0.53,1.09
12,return,2025-06,5,7,False,0.4,0.5,0.59,0.45,0.92,0.69,0.47,1.06
12,sharpe,2015-01,5,3,False,1.35,1.14,1.71,1.55,1.24,1.3,1.29,1.19
12,sharpe,2015-02,5,3,False,1.85,1.74,1.93,1.76,1.21,1.27,1.26,1.16
12,sharpe,2015-03,2,5,False,2.31,2.17,2.28,2.27,0.9,1.01,1.02,0.82
12,sharpe,2015-04,7,5,False,2.74,2.66,2.73,2.92,0.68,0.71,0.76,0.3
12,sharpe,2015-05,7,5,False,2.81,2.76,2.82,3.0,0.13,0.17,0.21,-0.31
12,sharpe,2015-06,7,5,False,2.11,2.07,2.28,2.32,0.57,0.65,0.7,-0.06
12,sharpe,2015-07,5,5,True,1.95,1.99,2.09,2.05,0.73,0.78,0.79,0.14
12,sharpe,2015-08,5,2,False,1.99,2.17,2.24,1.58,0.66,0.55,0.54,0.61
12,sharpe,2015-09,3,7,False,1.77,1.93,1.91,1.38,0.67,0.55,0.72,0.72
12,sharpe,2015-10,3,7,False,2.31,2.5,2.42,1.97,-0.07,-0.27,-0.1,0.07
12,sharpe,2015-11,3,7,False,1.94,2.09,1.95,1.58,0.22,-0.01,0.25,0.6
12,sharpe,2015-12,3,7,False,1.14,1.16,1.11,0.76,0.71,0.74,0.85,1.22
12,sharpe,2016-01,3,2,False,1.24,1.3,1.29,1.19,1.33,1.23,1.19,0.9
12,sharpe,2016-02,3,2,False,1.21,1.27,1.26,1.16,1.1,0.96,0.94,0.58
12,sharpe,2016-03,5,2,False,0.9,1.01,1.02,0.82,1.02,0.87,0.98,0.56
12,sharpe,2016-04,5,3,False,0.68,0.71,0.76,0.3,0.71,0.84,0.7,0.4
12,sharpe,2016-05,5,3,False,0.13,0.17,0.21,-0.31,1.06,1.19,1.04,0.74
12,sharpe,2016-06,5,2,False,0.57,0.65,0.7,-0.06,1.76,1.63,1.5,1.61
12,sharpe,2016-07,5,2,False,0.73,0.78,0.79,0.14,1.27,1.18,1.16,1.09
12,sharpe,2016-08,2,2,True,0.66,0.55,0.54,0.61,1.44,1.3,1.33,1.2
12,sharpe,2016-09,7,2,False,0.67,0.55,0.72,0.72,1.83,1.74,1.61,1.55
12,sharpe,2016-10,7,2,False,-0.07,-0.27,-0.1,0.07,2.03,2.02,1.89,1.67
12,sharpe,2016-11,7,5,False,0.22,-0.01,0.25,0.6,1.59,1.59,1.79,1.5
12,sharpe,2016-12,7,5,False,0.71,0.74,0.85,1.22,1.64,1.64,1.85,1.55
12,sharpe,2017-01,2,5,False,1.33,1.23,1.19,0.9,2.02,1.98,2.17,1.68
12,sharpe,2017-02,2,7,False,1.1,0.96,0.94,0.58,1.46,1.14,1.48,1.59
12,sharpe,2017-03,2,7,False,1.02,0.87,0.98,0.56,1.58,1.34,1.55,1.82
12,sharpe,2017-04,3,7,False,0.71,0.84,0.7,0.4,1.37,1.02,1.47,1.82
12,sharpe,2017-05,3,7,False,1.06,1.19,1.04,0.74,1.27,0.71,1.39,1.6
12,sharpe,2017-06,2,7,False,1.76,1.63,1.5,1.61,1.3,0.91,1.31,1.5
12,sharpe,2017-07,2,2,True,1.27,1.18,1.16,1.09,1.61,1.23,1.48,1.59
12,sharpe,2017-08,2,7,False,1.44,1.3,1.33,1.2,1.33,0.82,1.62,1.78
12,sharpe,2017-09,2,7,False,1.83,1.74,1.61,1.55,1.54,0.94,1.48,1.63
12,sharpe,2017-10,2,2,True,2.03,2.02,1.89,1.67,1.2,0.63,1.03,1.1
12,sharpe,2017-11,5,2,False,1.59,1.59,1.79,1.5,1.19,0.65,1.05,1.13
12,sharpe,2017-12,5,7,False,1.64,1.64,1.85,1.55,1.32,0.76,1.35,1.45
12,sharpe,2018-01,5,7,False,2.02,1.98,2.17,1.68,0.96,0.42,1.11,1.35
12,sharpe,2018-02,7,5,False,1.46,1.14,1.48,1.59,1.63,1.36,1.86,1.61
12,sharpe,2018-03,7,5,False,1.58,1.34,1.55,1.82,1.79,1.34,1.85,1.49
12,sharpe,2018-04,7,2,False,1.37,1.02,1.47,1.82,2.11,1.64,1.91,1.86
12,sharpe,2018-05,7,2,False,1.27,0.71,1.39,1.6,1.73,1.42,1.5,1.57
12,sharpe,2018-06,7,2,False,1.3,0.91,1.31,1.5,1.91,1.6,1.69,1.75
12,sharpe,2018-07,2,2,True,1.61,1.23,1.48,1.59,1.56,1.15,1.36,1.5
12,sharpe,2018-08,7,2,False,1.33,0.82,1.62,1.78,1.91,1.51,1.55,1.69
12,sharpe,2018-09,7,7,True,1.54,0.94,1.48,1.63,1.58,1.26,1.53,1.6
12,sharpe,2018-10,2,7,False,1.2,0.63,1.03,1.1,1.9,1.53,1.85,1.99
12,sharpe,2018-11,2,2,True,1.19,0.65,1.05,1.13,2.23,1.8,1.98,2.18
12,sharpe,2018-12,7,2,False,1.32,0.76,1.35,1.45,2.0,1.87,1.89,1.81
12,sharpe,2019-01,7,7,True,0.96,0.42,1.11,1.35,1.89,1.77,1.8,1.93
12,sharpe,2019-02,5,2,False,1.63,1.36,1.86,1.61,1.35,1.23,1.32,1.26
12,sharpe,2019-03,5,7,False,1.79,1.34,1.85,1.49,0.6,0.75,0.72,1.02
12,sharpe,2019-04,2,7,False,2.11,1.64,1.91,1.86,0.83,0.88,0.83,1.02
12,sharpe,2019-05,2,7,False,1.73,1.42,1.5,1.57,1.03,1.07,1.03,1.25
12,sharpe,2019-06,2,7,False,1.91,1.6,1.69,1.75,0.9,1.0,1.1,1.16
12,sharpe,2019-07,2,3,False,1.56,1.15,1.36,1.5,1.06,1.14,1.03,1.13
12,sharpe,2019-08,2,3,False,1.91,1.51,1.55,1.69,1.27,1.35,1.24,1.33
12,sharpe,2019-09,7,3,False,1.58,1.26,1.53,1.6,0.91,0.97,0.86,0.95
12,sharpe,2019-10,7,7,True,1.9,1.53,1.85,1.99,0.68,0.84,0.76,0.95
12,sharpe,2019-11,2,7,False,2.23,1.8,1.98,2.18,0.71,0.89,0.83,1.06
12,sharpe,2019-12,2,7,False,2.0,1.87,1.89,1.81,0.9,0.84,0.76,1.14
12,sharpe,2020-01,7,3,False,1.89,1.77,1.8,1.93,0.98,1.03,0.75,0.92
12,sharpe,2020-02,2,7,False,1.35,1.23,1.32,1.26,0.71,0.63,0.36,0.78
12,sharpe,2020-03,7,2,False,0.6,0.75,0.72,1.02,0.82,0.79,0.64,0.6
12,sharpe,2020-04,7,5,False,0.83,0.88,0.83,1.02,0.8,0.77,0.93,0.83
12,sharpe,2020-05,7,5,False,1.03,1.07,1.03,1.25,0.91,0.84,0.93,0.92
12,sharpe,2020-06,7,2,False,0.9,1.0,1.1,1.16,0.9,0.77,0.72,0.76
12,sharpe,2020-07,3,7,False,1.06,1.14,1.03,1.13,0.71,0.49,0.7,0.77
12,sharpe,2020-08,3,2,False,1.27,1.35,1.24,1.33,0.33,0.1,-0.09,-0.0
12,sharpe,2020-09,3,2,False,0.91,0.97,0.86,0.95,0.51,0.33,0.3,0.35
12,sharpe,2020-10,7,2,False,0.68,0.84,0.76,0.95,0.9,0.7,0.75,0.6
12,sharpe,2020-11,7,2,False,0.71,0.89,0.83,1.06,0.67,0.48,0.63,0.37
12,sharpe,2020-12,7,5,False,0.9,0.84,0.76,1.14,0.27,0.22,0.35,0.1
12,sharpe,2021-01,3,5,False,0.98,1.03,0.75,0.92,0.03,-0.33,0.39,0.24
12,sharpe,2021-02,7,5,False,0.71,0.63,0.36,0.78,0.63,0.49,0.97,0.82
12,sharpe,2021-03,2,7,False,0.82,0.79,0.64,0.6,1.3,0.84,1.22,1.41
12,sharpe,2021-04,5,7,False,0.8,0.77,0.93,0.83,0.15,-0.14,0.06,0.18
12,sharpe,2021-05,5,5,True,0.91,0.84,0.93,0.92,-0.02,-0.27,0.08,-0.01
12,sharpe,2021-06,2,7,False,0.9,0.77,0.72,0.76,0.52,0.28,0.57,0.66
12,sharpe,2021-07,7,5,False,0.71,0.49,0.7,0.77,0.85,0.88,1.04,1.04
12,sharpe,2021-08,2,7,False,0.33,0.1,-0.09,-0.0,0.69,0.85,1.23,1.24
12,sharpe,2021-09,2,7,False,0.51,0.33,0.3,0.35,1.13,1.05,1.24,1.39
12,sharpe,2021-10,2,7,False,0.9,0.7,0.75,0.6,0.97,0.77,0.96,1.1
12,sharpe,2021-11,2,5,False,0.67,0.48,0.63,0.37,1.09,0.9,1.21,1.03
12,sharpe,2021-12,5,5,True,0.27,0.22,0.35,0.1,1.16,0.93,1.21,1.0
12,sharpe,2022-01,5,2,False,0.03,-0.33,0.39,0.24,1.59,1.46,1.58,1.39
12,sharpe,2022-02,5,2,False,0.63,0.49,0.97,0.82,1.13,1.0,1.12,0.92
12,sharpe,2022-03,7,2,False,1.3,0.84,1.22,1.41,1.04,0.87,0.91,0.61
12,sharpe,2022-04,7,5,False,0.15,-0.14,0.06,0.18,1.25,1.35,1.37,1.23
12,sharpe,2022-05,5,2,False,-0.02,-0.27,0.08,-0.01,2.09,2.05,1.75,1.64
12,sharpe,2022-06,7,3,False,0.52,0.28,0.57,0.66,1.82,1.82,1.51,1.31
12,sharpe,2022-07,5,3,False,0.85,0.88,1.04,1.04,1.82,1.87,1.37,1.18
12,sharpe,2022-08,7,3,False,0.69,0.85,1.23,1.24,1.35,1.68,1.41,0.65
12,sharpe,2022-09,7,3,False,1.13,1.05,1.24,1.39,1.16,1.47,1.15,0.18
12,sharpe,2022-10,7,3,False,0.97,0.77,0.96,1.1,1.21,1.51,1.01,0.13
12,sharpe,2022-11,5,3,False,1.09,0.9,1.21,1.03,0.73,1.07,0.34,0.04
12,sharpe,2022-12,5,3,False,1.16,0.93,1.21,1.0,0.97,1.28,0.63,0.29
12,sharpe,2023-01,2,3,False,1.59,1.46,1.58,1.39,0.68,0.95,0.31,-0.05
12,sharpe,2023-02,2,3,False,1.13,1.0,1.12,0.92,1.24,1.51,0.82,0.5
12,sharpe,2023-03,2,3,False,1.04,0.87,0.91,0.61,1.57,1.87,1.28,1.09
12,sharpe,2023-04,5,3,False,1.25,1.35,1.37,1.23,2.11,2.11,1.54,1.21
12,sharpe,2023-05,2,3,False,2.09,2.05,1.75,1.64,1.05,1.2,1.15,0.78
12,sharpe,2023-06,3,3,True,1.82,1.82,1.51,1.31,1.2,1.35,1.29,0.93
12,sharpe,2023-07,3,5,False,1.82,1.87,1.37,1.18,0.73,0.98,1.11,0.74
12,sharpe,2023-08,3,2,False,1.35,1.68,1.41,0.65,1.33,1.33,1.19,1.18
12,sharpe,2023-09,3,3,True,1.16,1.47,1.15,0.18,2.11,2.19,2.08,2.17
12,sharpe,2023-10,3,7,False,1.21,1.51,1.01,0.13,1.43,1.47,1.48,1.52
12,sharpe,2023-11,3,5,False,0.73,1.07,0.34,0.04,1.32,1.38,1.48,1.28
12,sharpe,2023-12,3,5,False,0.97,1.28,0.63,0.29,1.29,1.4,1.51,1.29
12,sharpe,2024-01,3,5,False,0.68,0.95,0.31,-0.05,1.3,1.42,1.53,1.31
12,sharpe,2024-02,3,5,False,1.24,1.51,0.82,0.5,1.1,1.27,1.48,1.3
12,sharpe,2024-03,3,5,False,1.57,1.87,1.28,1.09,0.99,1.21,1.43,1.26
12,sharpe,2024-04,3,5,False,2.11,2.11,1.54,1.21,1.06,1.28,1.49,1.33
12,sharpe,2024-05,3,5,False,1.05,1.2,1.15,0.78,1.22,1.39,1.5,1.34
12,sharpe,2024-06,3,5,False,1.2,1.35,1.29,0.93,1.03,1.2,1.35,1.12
12,sharpe,2024-07,5,5,True,0.73,0.98,1.11,0.74,1.29,1.38,1.5,1.37
12,sharpe,2024-08,2,5,False,1.33,1.33,1.19,1.18,1.77,1.87,1.98,1.91
12,sharpe,2024-09,3,5,False,2.11,2.19,2.08,2.17,1.33,1.42,1.64,1.51
12,sharpe,2024-10,7,7,True,1.43,1.47,1.48,1.52,2.11,2.12,2.42,2.66
12,sharpe,2024-11,5,7,False,1.32,1.38,1.48,1.28,2.28,2.25,2.23,2.82
12,sharpe,2024-12,5,7,False,1.29,1.4,1.51,1.29,2.22,2.07,1.89,2.61
12,sharpe,2025-01,5,7,False,1.3,1.42,1.53,1.31,2.54,2.18,2.01,3.03
12,sharpe,2025-02,5,7,False,1.1,1.27,1.48,1.3,2.42,2.0,1.7,2.59
12,sharpe,2025-03,5,7,False,0.99,1.21,1.43,1.26,1.9,1.42,0.97,2.09
12,sharpe,2025-04,5,7,False,1.06,1.28,1.49,1.33,2.07,1.59,1.08,2.19
12,sharpe,2025-05,5,7,False,1.22,1.39,1.5,1.34,2.44,2.04,1.59,2.67
12,sharpe,2025-06,5,7,False,1.03,1.2,1.35,1.12,2.41,2.0,1.5,2.68
