tau,baseline_entry_date,baseline_next_entry_date,from_asset,target_asset,tau_entry_date,status,delay_trading_days,baseline_window_pnl,tau_window_pnl,missed_pnl,verdict
0.005,2017-07-27,2017-08-10,510300.SH,513100.SH,2017-07-28,delayed,1,-0.014185110123745237,-0.0062647080406895705,-0.007920402083055667,correct_avoided_loss
0.005,2017-08-10,2017-08-17,513100.SH,518880.SH,2017-08-11,delayed,1,-0.004195669991876372,-0.030751676530424543,0.02655600653854817,wrong_missed_trend
0.005,2017-08-17,2017-09-13,518880.SH,159915.SZ,2017-08-18,delayed,1,0.049179873275412955,0.04162848912708639,0.007551384148326568,wrong_missed_trend
0.005,2017-09-13,2017-09-20,159915.SZ,510300.SH,2017-09-14,delayed,1,-0.00485502773356139,-0.0018230882116557767,-0.0030319395219056133,correct_avoided_loss
0.005,2017-09-20,2017-09-27,510300.SH,159915.SZ,2017-09-21,delayed,1,-0.02418640368938918,-0.02678560481613612,0.0025992011267469417,wrong_missed_trend
0.005,2017-09-27,2017-10-25,159915.SZ,513100.SH,2017-10-12,delayed,6,0.041919513571654354,0.04548718984511346,-0.0035676762734591083,correct_avoided_loss
0.005,2018-01-02,2018-01-09,513100.SH,510300.SH,,blocked,5,0.024059933641821685,0.017496635262449267,0.0065632983793724176,wrong_missed_trend
0.005,2018-02-14,2018-02-28,518880.SH,159915.SZ,,blocked,5,0.057310690532692554,0.001477104874445967,0.05583358565824659,wrong_missed_trend
0.005,2018-02-28,2018-03-07,159915.SZ,513100.SH,2018-03-01,delayed,1,-0.00038625301898420616,-0.00017611465368883028,-0.00021013836529537588,correct_avoided_loss
0.005,2018-03-07,2018-04-11,513100.SH,159915.SZ,2018-03-09,delayed,2,0.022702559216366325,0.03167318112492867,-0.008970621908562348,correct_avoided_loss
0.005,2018-04-11,2018-04-25,159915.SZ,518880.SH,2018-04-20,delayed,7,-0.003586220056379763,-0.02174328909345613,0.018157069037076368,wrong_missed_trend
0.005,2018-04-25,2018-05-04,518880.SH,159915.SZ,,blocked,5,0.01779461651626435,-0.005925925925926112,0.023720542442190462,wrong_missed_trend
0.005,2018-05-04,2018-05-21,159915.SZ,513100.SH,2018-05-08,delayed,2,0.03628530403827179,0.017942466365231002,0.01834283767304079,wrong_missed_trend
0.005,2018-05-21,2018-05-28,513100.SH,510300.SH,,blocked,5,-0.028397741509058272,0.008232235701906454,-0.036629977210964726,correct_avoided_loss
0.005,2018-05-28,2018-07-20,510300.SH,513100.SH,,blocked,38,0.1224552687756606,0.12032660077352819,0.0021286680021324056,wrong_missed_trend
0.005,2018-07-20,2018-07-27,513100.SH,159915.SZ,,blocked,5,0.01151704476539539,0.018795550441120357,-0.007278505675724967,correct_avoided_loss
0.005,2018-07-27,2018-09-04,159915.SZ,513100.SH,,blocked,27,0.030749010083026773,0.03237951807228945,-0.001630507989262675,correct_avoided_loss
0.005,2018-09-04,2018-09-11,513100.SH,510300.SH,,blocked,5,-0.02325187491055103,-0.022611232676878146,-0.0006406422336728834,correct_avoided_loss
0.005,2018-09-11,2018-09-21,510300.SH,513100.SH,,blocked,8,0.0019654311319070583,0.014779950460808156,-0.012814519328901097,correct_avoided_loss
0.005,2018-09-21,2018-10-08,513100.SH,518880.SH,,blocked,5,-0.0004925996954101564,-0.01056205205582783,0.010069452360417674,wrong_missed_trend
0.005,2018-10-08,2018-10-15,518880.SH,510300.SH,,blocked,5,-0.048203132722483,0.030118185284025767,-0.07832131800650877,correct_avoided_loss
0.005,2018-10-15,2018-11-09,510300.SH,518880.SH,,blocked,19,0.004977223838053879,0.00814211695040723,-0.003164893112353351,correct_avoided_loss
0.005,2018-11-09,2018-12-03,518880.SH,159915.SZ,2018-11-12,delayed,1,0.005429900915574937,-0.003538692717612313,0.00896859363318725,wrong_missed_trend
0.005,2018-12-03,2019-01-22,159915.SZ,518880.SH,2018-12-11,delayed,6,0.05894958450352905,0.016461317906180994,0.04248826659734806,wrong_missed_trend
0.005,2019-01-31,2019-02-18,513100.SH,510300.SH,2019-02-13,delayed,4,0.0706338536059774,0.06303896934610043,0.007594884259876977,wrong_missed_trend
0.005,2019-02-18,2019-03-27,510300.SH,159915.SZ,2019-02-20,delayed,2,0.1953783302316534,0.1889978039605955,0.006380526271057896,wrong_missed_trend
0.005,2019-03-27,2019-04-09,159915.SZ,513100.SH,2019-04-03,delayed,5,0.03746452447703019,0.08523509466704327,-0.04777057019001307,correct_avoided_loss
0.005,2019-04-09,2019-04-16,513100.SH,510300.SH,2019-04-11,delayed,2,-0.01715278540990517,-0.02185460893332769,0.004701823523422521,wrong_missed_trend
0.005,2019-04-16,2019-04-23,510300.SH,513100.SH,,blocked,5,-0.0005239338152681627,0.015163002274450665,-0.015686936089718828,correct_avoided_loss
0.005,2019-04-23,2019-04-30,513100.SH,510300.SH,,blocked,5,-0.023917360083886785,0.028815881261654575,-0.05273324134554136,correct_avoided_loss
0.005,2019-04-30,2019-05-15,510300.SH,513100.SH,,blocked,8,-0.06914330207020614,-0.0675195451314855,-0.001623756938720633,correct_avoided_loss
0.005,2019-05-15,2019-07-02,513100.SH,518880.SH,2019-05-17,delayed,2,0.07067318507331066,0.10149675584691042,-0.030823570773599762,correct_avoided_loss
0.005,2019-07-30,2019-09-03,513100.SH,518880.SH,2019-08-06,delayed,5,0.1093745041391998,-0.01102583756061526,0.12040034169981506,wrong_missed_trend
0.005,2019-09-27,2019-10-11,159915.SZ,513100.SH,,blocked,5,-0.008352930408893733,0.027546444586803442,-0.035899374995697175,correct_avoided_loss
0.005,2019-10-11,2019-10-18,513100.SH,159915.SZ,,blocked,5,-8.370018347747532e-05,-0.0017898646548226704,0.0017061644713451951,wrong_missed_trend
0.005,2019-10-18,2019-11-06,159915.SZ,513100.SH,,blocked,13,0.03297062714244192,0.030657940062005062,0.0023126870804368593,wrong_missed_trend
0.005,2019-11-06,2019-11-13,513100.SH,159915.SZ,,blocked,5,-0.02697068330473129,0.00033422459893039935,-0.02730490790366169,correct_avoided_loss
0.005,2019-11-13,2019-12-11,159915.SZ,513100.SH,,blocked,20,0.023278089278697234,0.025392582692951082,-0.0021144934142538485,correct_avoided_loss
0.005,2019-12-11,2019-12-18,513100.SH,159915.SZ,2019-12-16,delayed,3,0.04068261235796111,0.03741320655792779,0.0032694058000333204,wrong_missed_trend
0.005,2019-12-18,2019-12-25,159915.SZ,513100.SH,,blocked,5,0.005070179430501476,-0.019562715765247374,0.02463289519574885,wrong_missed_trend
0.005,2019-12-25,2020-01-06,513100.SH,159915.SZ,,blocked,7,0.03841907932511246,0.035211267605633756,0.0032078117194787037,wrong_missed_trend
0.005,2020-01-14,2020-02-03,513100.SH,159915.SZ,2020-01-21,delayed,5,0.006328321412514937,-0.006064195150992768,0.012392516563507705,wrong_missed_trend
0.005,2020-02-03,2020-02-20,159915.SZ,513100.SH,2020-02-06,delayed,3,0.037289795312291485,0.0632984572767401,-0.02600866196444862,correct_avoided_loss
0.005,2020-02-20,2020-02-27,513100.SH,159915.SZ,2020-02-21,delayed,1,0.036103932250974635,-0.013209019566903457,0.04931295181787809,wrong_missed_trend
0.005,2020-02-27,2020-03-05,159915.SZ,518880.SH,2020-02-28,delayed,1,-0.010438292294171814,-0.03985527696278024,0.029416984668608426,wrong_missed_trend
0.005,2020-03-05,2020-03-12,518880.SH,159915.SZ,,blocked,5,-0.04830173944779359,-0.02030974257218532,-0.02799199687560827,correct_avoided_loss
0.005,2020-03-12,2020-04-23,159915.SZ,518880.SH,2020-03-13,delayed,1,0.00012044777028363818,0.011013338106439008,-0.01089289033615537,correct_avoided_loss
0.005,2020-06-08,2020-07-07,518880.SH,159915.SZ,2020-06-17,delayed,7,0.15273830175341163,0.11841416588770359,0.03432413586570804,wrong_missed_trend
0.005,2020-07-07,2020-07-14,159915.SZ,510300.SH,,blocked,5,0.016791197494224752,0.14367346938775505,-0.1268822718935303,correct_avoided_loss
0.005,2020-07-14,2020-07-27,510300.SH,159915.SZ,,blocked,9,-0.09494919374845001,-0.09457530335474651,-0.0003738903937035021,correct_avoided_loss
0.005,2020-07-27,2020-08-13,159915.SZ,518880.SH,2020-07-28,delayed,1,-0.039804148931640415,-0.05605953301116695,0.016255384079526536,wrong_missed_trend
0.005,2020-08-13,2020-09-29,518880.SH,513100.SH,2020-08-14,delayed,1,0.12432412986933916,0.15520608628210208,-0.030881956412762923,correct_avoided_loss
0.005,2020-10-14,2020-10-26,510300.SH,159915.SZ,2020-10-16,delayed,2,-0.06457004408053613,-0.05509802573948519,-0.009472018341050936,correct_avoided_loss
0.005,2020-10-26,2020-11-02,159915.SZ,510300.SH,,blocked,5,-0.006559595213789793,0.01868044515103362,-0.025240040364823413,correct_avoided_loss
0.005,2020-11-02,2020-11-09,510300.SH,159915.SZ,,blocked,5,0.026299904194702073,0.028872415138509577,-0.0025725109438075044,correct_avoided_loss
0.005,2020-12-15,2020-12-29,510300.SH,159915.SZ,2020-12-16,delayed,1,0.04233118073495645,0.033958136512098,0.00837304422285845,wrong_missed_trend
0.005,2020-12-29,2021-01-06,159915.SZ,518880.SH,2020-12-30,delayed,1,0.013000083874271207,0.012124500784512104,0.0008755830897591022,wrong_missed_trend
0.005,2021-01-06,2021-01-14,518880.SH,159915.SZ,2021-01-07,delayed,1,0.010961374934589596,0.0014963351209962283,0.009465039813593368,wrong_missed_trend
0.005,2021-02-03,2021-02-10,159915.SZ,513100.SH,2021-02-04,delayed,1,0.0063337609928104666,0.00883530168154123,-0.0025015406887307634,correct_avoided_loss
0.005,2021-02-10,2021-02-24,513100.SH,159915.SZ,,blocked,5,-0.0681930548272357,-0.026455026455026287,-0.04173802837220941,correct_avoided_loss
0.005,2021-02-24,2021-03-04,159915.SZ,513100.SH,,blocked,6,-0.00464693999577015,-0.009057971014492905,0.004411031018722755,wrong_missed_trend
0.005,2021-03-04,2021-03-11,513100.SH,510300.SH,,blocked,5,-0.09774991236007358,-0.026279707495429627,-0.07147020486464395,correct_avoided_loss
0.005,2021-03-11,2021-03-19,510300.SH,513100.SH,,blocked,6,0.041171397502468565,0.03567237737620266,0.005499020126265908,wrong_missed_trend
0.005,2021-03-19,2021-03-29,513100.SH,518880.SH,2021-03-22,delayed,1,-0.0280746861465192,-0.03223262953865136,0.004157943392132157,wrong_missed_trend
0.005,2021-03-29,2021-04-22,518880.SH,513100.SH,2021-04-02,delayed,4,0.06389016940724002,0.02848918520562682,0.035400984201613195,wrong_missed_trend
0.005,2021-05-24,2021-05-31,159915.SZ,518880.SH,2021-05-27,delayed,3,-0.010241091936550317,0.018200411873387612,-0.02844150380993793,correct_avoided_loss
0.005,2021-05-31,2021-06-16,518880.SH,159915.SZ,2021-06-04,delayed,4,0.01733907697441106,0.002214402999662246,0.015124673974748815,wrong_missed_trend
0.005,2021-06-16,2021-07-22,159915.SZ,513100.SH,2021-06-17,delayed,1,0.061265372030582466,0.023438561764858923,0.03782681026572354,wrong_missed_trend
0.005,2021-07-22,2021-07-29,513100.SH,159915.SZ,,blocked,5,-0.0740162656582215,0.017780502759043637,-0.09179676841726514,correct_avoided_loss
0.005,2021-07-29,2021-08-05,159915.SZ,518880.SH,,blocked,5,0.0170979158913398,0.004216867469879482,0.012881048421460317,wrong_missed_trend
0.005,2021-08-05,2021-08-12,518880.SH,159915.SZ,,blocked,5,-0.0333340946965317,0.0009998000399917828,-0.034333894736523485,correct_avoided_loss
0.005,2021-08-12,2021-08-25,159915.SZ,513100.SH,,blocked,9,0.023980264959267084,0.023371953655613176,0.0006083113036539078,wrong_missed_trend
0.005,2021-08-25,2021-09-01,513100.SH,510300.SH,,blocked,5,-0.01770936432347303,0.019715010735896987,-0.03742437505937002,correct_avoided_loss
0.005,2021-09-01,2021-09-08,510300.SH,513100.SH,,blocked,5,0.0003898022644337473,-0.01015109094769362,0.010540893212127367,wrong_missed_trend
0.005,2021-09-08,2021-09-15,513100.SH,518880.SH,,blocked,5,-0.004518997836877925,-0.013528138528138833,0.009009140691260908,wrong_missed_trend
0.005,2021-09-15,2021-10-12,518880.SH,510300.SH,2021-09-30,delayed,9,0.007755342932291853,-0.035129677341902976,0.04288502027419483,wrong_missed_trend
0.005,2021-10-12,2021-11-03,510300.SH,159915.SZ,2021-10-21,delayed,7,0.04373155867177303,0.007286946574119657,0.03644461209765337,wrong_missed_trend
0.005,2021-11-26,2021-12-07,513100.SH,159915.SZ,2021-11-30,delayed,2,-0.026047635965315008,-0.03317873026027929,0.00713109429496428,wrong_missed_trend
0.005,2021-12-07,2021-12-30,159915.SZ,510300.SH,2021-12-09,delayed,2,-0.001176226324804186,-0.02046570760440669,0.019289481279602505,wrong_missed_trend
0.005,2021-12-30,2022-03-23,510300.SH,518880.SH,2022-01-12,delayed,8,0.06833173768797018,0.02977404972623776,0.03855768796173242,wrong_missed_trend
0.005,2022-03-23,2022-04-18,518880.SH,513100.SH,2022-03-24,delayed,1,-0.05669771570143112,-0.03474632677945999,-0.021951388921971127,correct_avoided_loss
0.005,2022-05-19,2022-05-31,518880.SH,159915.SZ,2022-05-27,delayed,6,0.013325095081618166,0.023465485948394926,-0.01014039086677676,correct_avoided_loss
0.005,2022-05-31,2022-06-08,159915.SZ,510300.SH,,blocked,5,0.03880166239068905,0.08875219683655544,-0.04995053444586639,correct_avoided_loss
0.005,2022-06-08,2022-07-18,510300.SH,159915.SZ,,blocked,28,0.08251521141548945,0.08151735270379312,0.0009978587116963311,wrong_missed_trend
0.005,2022-07-18,2022-08-25,159915.SZ,513100.SH,2022-07-19,delayed,1,0.07853389451003356,0.09715987019066286,-0.018625975680629292,correct_avoided_loss
0.005,2022-08-25,2022-09-01,513100.SH,518880.SH,,blocked,5,-0.0066394304102629365,-0.02561247216035656,0.018973041750093622,wrong_missed_trend
0.005,2022-09-01,2022-09-08,518880.SH,510300.SH,,blocked,5,-0.008437217887346415,-0.003571122372863833,-0.004866095514482582,correct_avoided_loss
0.005,2022-09-08,2022-11-04,510300.SH,518880.SH,,blocked,35,0.00579368060896801,0.012237297153498305,-0.006443616544530295,correct_avoided_loss
0.005,2022-11-04,2022-11-11,518880.SH,159915.SZ,2022-11-07,delayed,1,-0.008427830931458824,-0.028253805181284508,0.019825974249825684,wrong_missed_trend
0.005,2022-11-11,2022-11-28,159915.SZ,518880.SH,2022-11-14,delayed,1,0.04400311640455801,0.02230278633874594,0.021700330065812068,wrong_missed_trend
0.005,2022-12-22,2023-01-13,510300.SH,518880.SH,2023-01-05,delayed,9,0.013779634209845293,0.02162214610824198,-0.007842511898396687,correct_avoided_loss
0.005,2023-01-13,2023-02-07,518880.SH,159915.SZ,2023-01-17,delayed,2,0.030697079653066783,0.013720826754523241,0.016976252898543542,wrong_missed_trend
0.005,2023-02-07,2023-03-03,159915.SZ,513100.SH,2023-02-09,delayed,2,-0.02898045514563341,-0.045160443667143,0.016179988521509592,wrong_missed_trend
0.005,2023-03-03,2023-03-10,513100.SH,510300.SH,,blocked,5,-0.018743800983535563,0.033333333333333215,-0.05207713431686878,correct_avoided_loss
0.005,2023-03-10,2023-03-31,510300.SH,518880.SH,2023-03-13,delayed,1,0.03957842483055796,0.005774550418322866,0.03380387441223509,wrong_missed_trend
0.005,2023-03-31,2023-04-10,518880.SH,513100.SH,2023-04-04,delayed,2,0.005294556763454583,-0.004994050192348332,0.010288606955802915,wrong_missed_trend
0.005,2023-04-10,2023-04-17,513100.SH,518880.SH,,blocked,5,0.01490907891237958,-0.004376367614879806,0.019285446527259387,wrong_missed_trend
0.005,2023-05-05,2023-05-12,513100.SH,518880.SH,2023-05-08,delayed,1,-0.00843262594494587,0.021239795919047566,-0.029672421863993437,correct_avoided_loss
0.005,2023-05-12,2023-07-24,518880.SH,513100.SH,2023-05-15,delayed,1,0.18709627213853075,0.1926782205082067,-0.00558194836967596,correct_avoided_loss
0.005,2023-08-14,2023-08-21,510300.SH,518880.SH,,blocked,5,-0.0066997634645985515,-0.024810126582278547,0.018110363117679995,wrong_missed_trend
0.005,2023-08-21,2023-08-28,518880.SH,510300.SH,,blocked,5,-0.015329026499637188,-0.009319586750516029,-0.006009439749121159,correct_avoided_loss
0.005,2023-08-28,2023-09-18,510300.SH,518880.SH,,blocked,15,0.0860578586624603,0.022482014388489402,0.0635758442739709,wrong_missed_trend
0.005,2023-09-18,2023-09-25,518880.SH,513100.SH,,blocked,5,-0.029304908027305343,0.0028583992963941984,-0.03216330732369954,correct_avoided_loss
0.005,2023-09-25,2023-10-11,513100.SH,518880.SH,,blocked,6,-0.04825679899644175,-0.04670028502521406,-0.001556513971227691,correct_avoided_loss
0.005,2023-10-19,2023-11-14,513100.SH,518880.SH,2023-10-23,delayed,2,-0.011572672100288228,-0.04106816809935332,0.02949549599906509,wrong_missed_trend
0.005,2023-11-14,2023-11-21,518880.SH,513100.SH,2023-11-16,delayed,2,0.00684172476735001,-0.006183073164925945,0.013024797932275956,wrong_missed_trend
0.005,2023-11-21,2023-11-28,513100.SH,159915.SZ,,blocked,5,-0.024841793625575037,0.005240174672489495,-0.030081968298064532,correct_avoided_loss
0.005,2023-11-28,2023-12-08,159915.SZ,513100.SH,,blocked,8,-0.013578419290821708,-0.009556907037358786,-0.004021512253462922,correct_avoided_loss
0.005,2023-12-08,2023-12-15,513100.SH,518880.SH,,blocked,5,0.016488167217194816,0.05614035087719316,-0.03965218365999834,correct_avoided_loss
0.005,2023-12-15,2024-01-11,518880.SH,513100.SH,,blocked,18,0.011445663645442083,0.004152823920266169,0.007292839725175915,wrong_missed_trend
0.005,2024-01-11,2024-01-22,513100.SH,518880.SH,2024-01-17,delayed,4,0.012123395234760359,0.008295688740423968,0.0038277064943363914,wrong_missed_trend
0.005,2024-01-22,2024-02-27,518880.SH,513100.SH,2024-01-24,delayed,2,0.03119447703023126,0.02040432899645017,0.010790148033781088,wrong_missed_trend
0.005,2024-02-27,2024-03-05,513100.SH,510300.SH,2024-02-28,delayed,1,0.026580646565626642,0.01204020512224524,0.014540441443381402,wrong_missed_trend
0.005,2024-03-05,2024-03-22,510300.SH,159915.SZ,2024-03-06,delayed,1,0.03859512983371305,0.048049085122700674,-0.009453955288987625,correct_avoided_loss
0.005,2024-05-07,2024-05-21,518880.SH,510300.SH,,blocked,10,0.015114548859833876,-0.00047565969055607393,0.01559020855038995,wrong_missed_trend
0.005,2024-07-15,2024-07-22,513100.SH,518880.SH,2024-07-18,delayed,3,0.003518300257471463,-0.040619401441228886,0.04413770169870035,wrong_missed_trend
0.005,2024-07-22,2024-07-29,518880.SH,510300.SH,,blocked,5,-0.03349617031687491,-0.013824884792626668,-0.01967128552424824,correct_avoided_loss
0.005,2024-07-29,2024-09-02,510300.SH,518880.SH,,blocked,25,0.02215678799719467,0.03214953271028076,-0.009992744713086088,correct_avoided_loss
0.005,2024-09-02,2024-09-09,518880.SH,513100.SH,2024-09-03,delayed,1,-0.043035851605981446,-0.04767117039750279,0.004635318791521348,wrong_missed_trend
0.005,2024-09-09,2024-09-26,513100.SH,518880.SH,2024-09-12,delayed,3,0.028737617752725653,0.06992813440344503,-0.04119051665071938,correct_avoided_loss
0.005,2024-09-26,2024-11-04,518880.SH,159915.SZ,2024-09-27,delayed,1,0.3035316679884277,0.21868600890203505,0.08484565908639263,wrong_missed_trend
0.005,2024-12-13,2024-12-20,513100.SH,518880.SH,,blocked,5,-0.022576362664889826,0.008039579468150482,-0.030615942133040308,correct_avoided_loss
0.005,2024-12-20,2025-01-13,518880.SH,513100.SH,,blocked,15,0.004600927196342308,2.220446049250313e-16,0.004600927196342086,wrong_missed_trend
0.005,2025-01-13,2025-02-18,513100.SH,518880.SH,2025-01-14,delayed,1,0.052412047334562395,0.055859313014207324,-0.0034472656796449286,correct_avoided_loss
0.005,2025-03-13,2025-03-20,159915.SZ,510300.SH,,blocked,5,0.019492580758338596,0.03215512036666568,-0.012662539608327084,correct_avoided_loss
0.005,2025-03-20,2025-05-09,510300.SH,518880.SH,,blocked,32,0.10784247998976393,0.11132352941176471,-0.0034810494220007815,correct_avoided_loss
0.005,2025-06-20,2025-06-27,518880.SH,513100.SH,2025-06-25,delayed,3,0.02732927427130205,-0.007518036970785236,0.03484731124208729,wrong_missed_trend
0.005,2025-06-27,2025-07-07,513100.SH,159915.SZ,2025-07-02,delayed,3,0.021213939839886065,0.011399612022041428,0.009814327817844637,wrong_missed_trend
0.005,2025-07-07,2025-07-14,159915.SZ,513100.SH,,blocked,5,-0.0034815181271157236,0.024378809188935646,-0.02786032731605137,correct_avoided_loss
0.005,2025-07-14,2025-09-23,513100.SH,159915.SZ,,blocked,51,0.4074181114534643,0.4105263157894743,-0.003108204336010001,correct_avoided_loss
0.005,2025-11-18,2025-11-25,513100.SH,159915.SZ,,blocked,5,-0.06654862463862765,-0.027763226820324838,-0.038785397818302814,correct_avoided_loss
0.005,2025-12-10,2025-12-17,518880.SH,159915.SZ,,blocked,5,-0.032216083478991075,0.02144594295821367,-0.053662026437204746,correct_avoided_loss
0.005,2025-12-17,2025-12-31,159915.SZ,518880.SH,,blocked,10,0.007427924052184842,0.013311688311687941,-0.005883764259503099,correct_avoided_loss
0.005,2026-03-06,2026-03-13,518880.SH,510300.SH,,blocked,5,-0.0005582033181827928,0.029018480108163436,-0.02957668342634623,correct_avoided_loss
0.005,2026-03-13,2026-03-20,510300.SH,518880.SH,,blocked,5,-0.07146087890446562,-0.0015114873035065868,-0.06994939160095903,correct_avoided_loss
0.005,2026-03-20,2026-04-08,518880.SH,159915.SZ,,blocked,12,-0.07700207724552655,-0.0460187708144113,-0.030983306431115243,correct_avoided_loss
0.005,2026-04-08,2026-04-15,159915.SZ,513100.SH,,blocked,5,0.04906096741265342,0.12662646778800402,-0.0775655003753506,correct_avoided_loss
0.005,2026-04-15,2026-04-27,513100.SH,159915.SZ,,blocked,8,0.04086278824039247,0.034929577464788863,0.0059332107756036034,wrong_missed_trend
0.005,2026-04-27,2026-05-08,159915.SZ,513100.SH,2026-04-28,delayed,1,0.06577551827367611,0.04318591353019796,0.022589604743478153,wrong_missed_trend
0.005,2026-05-08,2026-05-15,513100.SH,159915.SZ,,blocked,5,0.036621516042770086,0.024829600778967897,0.011791915263802188,wrong_missed_trend
0.005,2026-05-15,,159915.SZ,513100.SH,,blocked,5,-0.002098719506406943,-0.000950118764845187,-0.001148600741561756,correct_avoided_loss
0.0075,2016-03-15,2016-03-25,518880.SH,513100.SH,2016-03-21,delayed,4,-0.012827142046835549,-0.014300195506131819,0.0014730534592962696,wrong_missed_trend
0.0075,2016-03-25,2016-04-01,513100.SH,510300.SH,2016-03-28,delayed,1,0.012835582308660554,0.008205397754639021,0.0046301845540215325,wrong_missed_trend
0.0075,2016-04-01,2016-04-20,510300.SH,159915.SZ,2016-04-05,delayed,1,0.021576368022071746,0.030680534530175052,-0.009104166508103306,correct_avoided_loss
0.0075,2016-04-20,2016-04-27,159915.SZ,513100.SH,2016-04-21,delayed,1,-0.01115281560771475,-0.06870483382621217,0.057552018218497425,wrong_missed_trend
0.0075,2016-04-27,2016-05-26,513100.SH,518880.SH,2016-05-03,delayed,3,-0.01208141733383361,-0.06172146262679046,0.04964004529295685,wrong_missed_trend
0.0075,2016-05-26,2016-06-07,518880.SH,513100.SH,2016-05-31,delayed,3,0.014201426875891654,-0.009923578872661931,0.024125005748553585,wrong_missed_trend
0.0075,2016-06-16,2016-06-24,159915.SZ,513100.SH,,blocked,6,-0.00571703906368759,-0.023477906207121646,0.017760867143434056,wrong_missed_trend
0.0075,2016-06-24,2016-07-01,513100.SH,159915.SZ,,blocked,5,0.04806109199058639,0.0511003356956361,-0.00303924370504971,correct_avoided_loss
0.0075,2016-07-01,2016-07-12,159915.SZ,518880.SH,,blocked,7,0.03850480325888439,0.04400283889283152,-0.005498035633947129,correct_avoided_loss
0.0075,2016-07-12,2016-07-19,518880.SH,159915.SZ,,blocked,5,0.006761733991597518,-0.029688192170399974,0.03644992616199749,wrong_missed_trend
0.0075,2016-07-19,2016-07-26,159915.SZ,510300.SH,,blocked,5,-0.010473853942523648,-0.007446994902342019,-0.0030268590401816287,correct_avoided_loss
0.0075,2016-07-26,2016-08-18,510300.SH,513100.SH,,blocked,17,0.027809637572318247,0.027388922702373586,0.00042071486994466056,wrong_missed_trend
0.0075,2016-08-18,2016-09-09,513100.SH,510300.SH,2016-08-30,delayed,8,-0.00892365774931092,0.017088288307552935,-0.026011946056863855,correct_avoided_loss
0.0075,2016-09-20,2016-10-10,159915.SZ,513100.SH,2016-09-26,delayed,4,-0.0023351018381639888,-0.022120247958090422,0.019785146119926433,wrong_missed_trend
0.0075,2016-10-10,2016-10-17,513100.SH,518880.SH,,blocked,5,0.0020620252536220907,0.01581722319859402,-0.01375519794497193,correct_avoided_loss
0.0075,2016-10-17,2016-10-24,518880.SH,513100.SH,,blocked,5,-0.0043931627734363765,-0.0034602076124568004,-0.0009329551609795761,correct_avoided_loss
0.0075,2016-10-24,2016-11-08,513100.SH,510300.SH,2016-10-25,delayed,1,0.006576316499997015,0.008930481743697705,-0.00235416524370069,correct_avoided_loss
0.0075,2016-11-08,2016-11-15,510300.SH,518880.SH,2016-11-10,delayed,2,-0.032407619926065445,-0.03742035620211104,0.005012736276045593,wrong_missed_trend
0.0075,2016-11-15,2016-12-08,518880.SH,510300.SH,2016-11-17,delayed,2,0.023074536315686567,0.028911766171011877,-0.00583722985532531,correct_avoided_loss
0.0075,2017-01-16,2017-02-03,513100.SH,518880.SH,2017-01-17,delayed,1,-0.008867606161478858,-0.012300695376173065,0.003433089214694207,wrong_missed_trend
0.0075,2017-02-03,2017-03-23,518880.SH,513100.SH,2017-02-08,delayed,3,0.07526980137505768,0.08349605656116821,-0.008226255186110532,correct_avoided_loss
0.0075,2017-03-23,2017-03-30,513100.SH,518880.SH,,blocked,5,0.009205429413716937,0.006575619625695195,0.002629809788021742,wrong_missed_trend
0.0075,2017-03-30,2017-04-10,518880.SH,513100.SH,,blocked,5,-0.02198402474452732,-0.013567839195979925,-0.008416185548547395,correct_avoided_loss
0.0075,2017-04-26,2017-06-02,518880.SH,513100.SH,2017-04-27,delayed,1,0.03337438822100247,0.0307527936361498,0.002621594584852671,wrong_missed_trend
0.0075,2017-06-02,2017-07-27,513100.SH,510300.SH,2017-06-08,delayed,4,0.08228898295974219,0.07777067510076052,0.004518307858981663,wrong_missed_trend
0.0075,2017-07-27,2017-08-10,510300.SH,513100.SH,2017-08-03,delayed,5,-0.014185110123745237,0.0073666860790677635,-0.021551796202813,correct_avoided_loss
0.0075,2017-08-10,2017-08-17,513100.SH,518880.SH,2017-08-14,delayed,2,-0.004195669991876372,-0.027031509768384088,0.022835839776507716,wrong_missed_trend
0.0075,2017-08-17,2017-09-13,518880.SH,159915.SZ,2017-08-21,delayed,2,0.049179873275412955,0.03882928311110789,0.010350590164305062,wrong_missed_trend
0.0075,2017-09-13,2017-09-20,159915.SZ,510300.SH,2017-09-14,delayed,1,-0.00485502773356139,-0.0018230882116557767,-0.0030319395219056133,correct_avoided_loss
0.0075,2017-09-20,2017-09-27,510300.SH,159915.SZ,2017-09-21,delayed,1,-0.02418640368938918,-0.02678560481613612,0.0025992011267469417,wrong_missed_trend
0.0075,2017-09-27,2017-10-25,159915.SZ,513100.SH,2017-10-12,delayed,6,0.041919513571654354,0.04548718984511346,-0.0035676762734591083,correct_avoided_loss
0.0075,2017-10-25,2017-11-01,513100.SH,510300.SH,2017-10-27,delayed,2,0.011027268847335847,-0.0020470160653908165,0.013074284912726664,wrong_missed_trend
0.0075,2017-11-01,2017-11-14,510300.SH,513100.SH,2017-11-03,delayed,2,0.008273985236455283,0.006715270623602887,0.0015587146128523965,wrong_missed_trend
0.0075,2018-01-02,2018-01-09,513100.SH,510300.SH,,blocked,5,0.024059933641821685,0.017496635262449267,0.0065632983793724176,wrong_missed_trend
