execution_date,signal_date,old_asset,new_asset,old_intraday,new_intraday,delta,net_delta,turnover,cost
2015-12-28,2015-12-25,159915.SZ,510300.SH,-0.02744948532215019,-0.027291452111225634,-0.0001624803753014943,-0.00016251375448212216,2.0,0.0002
2016-01-05,2016-01-04,510300.SH,518880.SH,0.01730602826651295,0.005759858218874481,0.01141465089311614,0.01141695257431266,2.0,0.0002
2016-03-15,2016-03-14,518880.SH,513100.SH,-0.004643962848297267,0.0,-0.004654779544982516,-0.004655727308564912,2.0,0.0002
2016-03-25,2016-03-24,513100.SH,510300.SH,0.002645502645502562,0.003465658475110267,-0.0008176574570707587,-0.0008178201993248643,2.0,0.0002
2016-04-01,2016-03-31,510300.SH,159915.SZ,0.005937499999999929,-0.005689900426742556,0.011626092087844849,0.01162842407749441,2.0,0.0002
2016-04-20,2016-04-19,159915.SZ,513100.SH,-0.0636531365313655,-0.005787781350482302,-0.05996469505773679,-0.05997708924444524,2.0,0.0002
2016-04-27,2016-04-26,513100.SH,518880.SH,-0.0006565988181220783,0.0023121387283235872,-0.002966284322193034,-0.0029668811013946715,2.0,0.0002
2016-05-26,2016-05-25,518880.SH,513100.SH,-0.0007713073659852965,0.0006472491909386147,-0.001418644792075902,-0.001418927281834626,2.0,0.0002
2016-06-07,2016-06-06,513100.SH,159915.SZ,-0.002547770700636942,-0.0009523809523810378,-0.0015981870363333643,-0.0015985052581199617,2.0,0.0002
2016-06-16,2016-06-15,159915.SZ,513100.SH,-0.012291052114060896,0.0,-0.012367211793570778,-0.01236970843948123,2.0,0.0002
2016-06-24,2016-06-23,513100.SH,159915.SZ,-0.015444015444015413,-0.0019540791402051783,-0.013608525697444102,-0.013611254249890813,2.0,0.0002
2016-07-01,2016-06-30,159915.SZ,518880.SH,-0.009826860084230171,0.006692497358224747,-0.016545664357799108,-0.016548971742076098,2.0,0.0002
2016-07-12,2016-07-11,518880.SH,159915.SZ,-0.0030737704918032405,0.015073009891662492,-0.018039045061679207,-0.018042649417364477,2.0,0.0002
2016-07-19,2016-07-18,159915.SZ,510300.SH,0.011638733705772841,-0.004533091568449721,0.016114921811700926,0.01611813416515696,2.0,0.0002
2016-07-26,2016-07-25,510300.SH,513100.SH,0.012824427480915945,0.003045066991473888,0.009702450712433173,0.00970437633879717,2.0,0.0002
2016-08-18,2016-08-17,513100.SH,510300.SH,0.0011834319526626835,-0.003202328966521173,0.004390199643866455,0.004391077709279883,2.0,0.0002
2016-09-09,2016-09-08,510300.SH,159915.SZ,-0.00499852984416338,-0.008462623413257986,0.0034875704403810135,0.0034882728238056597,2.0,0.0002
2016-09-20,2016-09-19,159915.SZ,513100.SH,-0.0019323671497584183,-0.004681100058513743,0.002757854139898254,0.0027584081873486643,2.0,0.0002
2016-10-10,2016-09-30,513100.SH,518880.SH,0.0040840140023337135,0.0029314767314034818,0.0011485087214736693,0.001148736730780241,2.0,0.0002
2016-10-17,2016-10-14,518880.SH,513100.SH,0.004408523144746601,-0.009803921568627416,0.014251130515495175,0.01425399122227959,2.0,0.0002
2016-10-24,2016-10-21,513100.SH,510300.SH,0.005783689994216301,0.01209082866411082,-0.006251289811221704,-0.0062525285310545105,2.0,0.0002
2016-11-08,2016-11-07,510300.SH,518880.SH,0.0032173150043872667,0.00719942404607643,-0.003961481390453194,-0.003962268126081753,2.0,0.0002
2016-11-15,2016-11-14,518880.SH,510300.SH,-0.0011061946902655162,-0.000860585197934749,-0.0002458512612259125,-0.0002458999632198953,2.0,0.0002
2016-12-08,2016-12-07,510300.SH,513100.SH,-0.0005651313930488122,0.009529147982062725,-0.010049323175984025,-0.010051318848560545,2.0,0.0002
2017-01-16,2017-01-13,513100.SH,518880.SH,0.0032626427406199365,0.0056242969628796935,-0.002351207789303112,-0.0023516755349177786,2.0,0.0002
2017-02-03,2017-01-26,518880.SH,510300.SH,-0.0014936519790889058,-0.005904930617065318,0.00442766506746793,0.004428541784716156,2.0,0.0002
2017-02-10,2017-02-09,510300.SH,513100.SH,0.004414361389052379,0.008434370057986307,-0.00399435283040898,-0.003995146060304459,2.0,0.0002
2017-03-23,2017-03-22,513100.SH,518880.SH,-0.0025163563160544022,0.0018024513338139592,-0.004320356529610389,-0.004321216733195701,2.0,0.0002
2017-03-30,2017-03-29,518880.SH,513100.SH,-0.000359066427289223,-0.00697906281156524,0.006644399470262927,0.006645734000577466,2.0,0.0002
2017-04-10,2017-04-07,513100.SH,518880.SH,0.004073319755600879,0.003215434083601254,0.0008547706179214041,0.0008549408984941278,2.0,0.0002
2017-04-26,2017-04-25,518880.SH,513100.SH,-0.0010725777618877386,0.003976143141153132,-0.005041412560673271,-0.0050424231879814185,2.0,0.0002
2017-06-02,2017-06-01,513100.SH,510300.SH,0.005700712589073564,-0.0020028612303291116,0.0076893946574237496,0.0076909168882277725,2.0,0.0002
2017-07-27,2017-07-26,510300.SH,513100.SH,0.0026652452025588413,0.005225653206650804,-0.0025503471268475725,-0.002550855158047573,2.0,0.0002
2017-08-10,2017-08-09,513100.SH,518880.SH,-0.0028957528957530565,0.003284671532846728,-0.006179242482919799,-0.006180480135866641,2.0,0.0002
2017-08-17,2017-08-16,518880.SH,159915.SZ,-0.0014471780028944004,0.01041666666666674,-0.011811013211911532,-0.011813339004641685,2.0,0.0002
2017-09-13,2017-09-12,159915.SZ,510300.SH,0.002790178571428603,0.0002562788313682507,0.002530047251125124,0.0025305528744879197,2.0,0.0002
2017-09-20,2017-09-19,510300.SH,159915.SZ,0.005149330587023826,0.007270693512304138,-0.002108271320728802,-0.0021086906721653727,2.0,0.0002
2017-09-27,2017-09-26,159915.SZ,513100.SH,0.0040000000000000036,0.0029440628066732533,0.0010522837286124826,0.001052493019451194,2.0,0.0002
2017-10-25,2017-10-24,513100.SH,510300.SH,0.0023607176581681433,0.004732254047322693,-0.0023631565913907974,-0.002363627869218911,2.0,0.0002
2017-11-01,2017-10-31,510300.SH,513100.SH,-0.0032011819748828385,0.0022956841138659367,-0.005499369776034241,-0.005500470645019837,2.0,0.0002
2017-11-14,2017-11-13,513100.SH,510300.SH,0.0018214936247722413,-0.008114558472553823,0.009967497414051427,0.009969498551408844,2.0,0.0002
2017-11-24,2017-11-23,510300.SH,513100.SH,0.003382459531287685,-0.0013568521031206426,0.0047345253424813175,0.00473547376843412,2.0,0.0002
2018-01-02,2017-12-29,513100.SH,510300.SH,-0.00045065344749883884,0.012236906510034284,-0.012613395832979253,-0.012615915604792086,2.0,0.0002
2018-01-09,2018-01-08,510300.SH,518880.SH,0.008087535680304514,0.00073152889539152,0.007323745372856315,0.007325203994912376,2.0,0.0002
2018-01-16,2018-01-15,518880.SH,510300.SH,-0.0007186489399927387,0.010082063305978828,-0.010750485642425481,-0.010752626187685018,2.0,0.0002
2018-01-31,2018-01-30,510300.SH,513100.SH,0.005887894488930678,0.002605297438124321,0.0032687190444547166,0.0032693719951764166,2.0,0.0002
2018-02-07,2018-02-06,513100.SH,518880.SH,0.0018518518518517713,0.0011169024571855424,0.0007338601024794516,0.0007340022743044586,2.0,0.0002
2018-02-14,2018-02-13,518880.SH,159915.SZ,0.004784688995215225,-0.0038585209003215715,0.008639262949123497,0.008640984645578744,2.0,0.0002
2018-02-28,2018-02-27,159915.SZ,513100.SH,0.014127764127764175,0.0013140604467805073,0.012715699532682055,0.012718240815651614,2.0,0.0002
2018-03-07,2018-03-06,513100.SH,159915.SZ,-0.004793028322440107,-0.007096392667060969,0.0023171401022948233,0.0023176070056267614,2.0,0.0002
2018-04-11,2018-04-10,159915.SZ,518880.SH,-0.004605641911341385,0.0033124769966874634,-0.00792328338794455,-0.007924864837601103,2.0,0.0002
2018-04-25,2018-04-24,518880.SH,159915.SZ,-0.0018491124260355818,0.010011778563015383,-0.01181281687359787,-0.011815166875104236,2.0,0.0002
2018-05-04,2018-05-03,159915.SZ,513100.SH,-0.0046511627906976605,0.004055881027489994,-0.008709691220392154,-0.008711440128820674,2.0,0.0002
2018-05-21,2018-05-18,513100.SH,510300.SH,0.006060606060605878,-0.0017834394904459039,0.007827346167985229,0.007828907271211775,2.0,0.0002
2018-05-28,2018-05-25,510300.SH,513100.SH,0.004189578423671181,0.004297378599054769,-0.00010734466072600136,-0.00010736599839775846,2.0,0.0002
2018-07-20,2018-07-19,513100.SH,159915.SZ,0.004618937644341736,0.01588352084712108,-0.011150394662363745,-0.011152610245331013,2.0,0.0002
2018-07-27,2018-07-26,159915.SZ,513100.SH,-0.007194244604316502,0.0026405130139570687,-0.00985728095765219,-0.009859263805309599,2.0,0.0002
2018-09-04,2018-09-03,513100.SH,510300.SH,0.002548234437568242,0.012123004139562354,-0.009505115878333411,-0.009507000024673772,2.0,0.0002
2018-09-11,2018-09-10,510300.SH,513100.SH,-0.003940588056987049,0.002606105733432562,-0.006551088359784091,-0.0065523993265164445,2.0,0.0002
2018-09-21,2018-09-20,513100.SH,518880.SH,-0.0007347538574576928,0.0011303692539563759,-0.0018647547890290898,-0.001865123492748257,2.0,0.0002
2018-10-08,2018-09-28,518880.SH,510300.SH,0.0022641509433962703,-0.02623141941125051,0.028843192117749956,0.02884897319610254,2.0,0.0002
2018-10-15,2018-10-12,510300.SH,518880.SH,-0.01636307502315537,0.0047882136279928655,-0.021275215296652678,-0.021279488361170395,2.0,0.0002
2018-11-09,2018-11-08,518880.SH,159915.SZ,-0.0014695077149154967,0.0031847133757962887,-0.004650241417702159,-0.004651171541182688,2.0,0.0002
2018-12-03,2018-11-30,159915.SZ,518880.SH,0.006917755572636519,-0.0003675119441381991,0.0072615171758953455,0.007262923855004957,2.0,0.0002
2019-01-21,2019-01-18,518880.SH,510300.SH,0.0003572704537333493,0.005369551484523116,-0.004997980193293779,-0.004998981413225117,2.0,0.0002
2019-01-28,2019-01-25,510300.SH,513100.SH,-0.005630278385986842,-0.010025062656641603,0.0044294638397028635,0.0044303529929887835,2.0,0.0002
2019-02-12,2019-02-11,513100.SH,510300.SH,0.005314799672935466,0.0075780539557441795,-0.0022487587776824393,-0.0022492044585416173,2.0,0.0002
2019-02-19,2019-02-18,510300.SH,159915.SZ,-0.00464441219158207,-0.009565857247976428,0.0049566729616319066,0.004957669565876985,2.0,0.0002
2019-03-27,2019-03-26,159915.SZ,513100.SH,0.0006381620931716903,0.0035060381768601268,-0.0028619477987714493,-0.002862515108200219,2.0,0.0002
2019-04-09,2019-04-08,513100.SH,510300.SH,-0.003012048192771122,0.0044532409698170294,-0.007459948171637792,-0.007461433221541518,2.0,0.0002
2019-04-16,2019-04-15,510300.SH,513100.SH,0.035297105129507456,0.0037495313085864623,0.030945924281844367,0.03095202641358947,2.0,0.0002
2019-04-23,2019-04-22,513100.SH,510300.SH,0.0033457249070631967,0.0012484394506868668,0.002092479623964365,0.002092895536328917,2.0,0.0002
2019-04-30,2019-04-29,510300.SH,513100.SH,0.002057613168724437,-0.0024875621890547706,0.0045461604945481,0.004547071511250453,2.0,0.0002
2019-05-15,2019-05-14,513100.SH,518880.SH,0.004155647903286708,-0.004898530440867854,0.009057604612770673,0.009059401441460823,2.0,0.0002
2019-07-02,2019-07-01,518880.SH,510300.SH,0.004587155963302614,0.0015174506828528056,0.003060366509447665,0.003060973242528269,2.0,0.0002
2019-07-10,2019-07-09,510300.SH,518880.SH,-0.0031290743155150125,-0.001621271076523989,-0.0015113933462240583,-0.0015116953779136329,2.0,0.0002
2019-07-17,2019-07-16,518880.SH,513100.SH,-0.0019298809906721504,0.0007062146892655718,-0.0026377110473889205,-0.002638240887234141,2.0,0.0002
2019-07-30,2019-07-29,513100.SH,518880.SH,0.0006995452955580461,0.002863506204263455,-0.002160113452403544,-0.002160545849563518,2.0,0.0002
2019-09-03,2019-09-02,518880.SH,159915.SZ,0.0002849002849003579,0.0018844221105527303,-0.0015977891060957672,-0.00159810710788534,2.0,0.0002
2019-09-27,2019-09-26,159915.SZ,513100.SH,0.016005121638924313,0.003867791842475432,0.012018058959798517,0.012020437927605904,2.0,0.0002
2019-10-11,2019-10-10,513100.SH,159915.SZ,0.0038773352132532857,0.0006230529595017131,0.0032469787804239878,0.003247622736022429,2.0,0.0002
2019-10-18,2019-10-17,159915.SZ,513100.SH,-0.0068750000000000755,-0.002065404475042998,-0.004831201326800624,-0.004832169070266178,2.0,0.0002
2019-11-06,2019-11-05,513100.SH,159915.SZ,-0.004018754186202234,-0.008474576271186418,0.004483838588873351,0.004484742992297022,2.0,0.0002
2019-11-13,2019-11-12,159915.SZ,513100.SH,0.00746268656716409,0.00033411293017060473,0.007100921360643051,0.007102338964138185,2.0,0.0002
2019-12-11,2019-12-10,513100.SH,159915.SZ,0.0,-0.008398320335932796,0.008433784929769806,0.008435481925240195,2.0,0.0002
2019-12-18,2019-12-17,159915.SZ,513100.SH,-0.00519031141868509,-0.00917431192660545,0.004012827229896954,0.0040136376318784415,2.0,0.0002
2019-12-25,2019-12-24,513100.SH,159915.SZ,-0.006273525721455453,0.010588235294117565,-0.016825859475682332,-0.016829215070817673,2.0,0.0002
2020-01-02,2019-12-31,159915.SZ,510300.SH,0.012621916236373876,0.0070388349514562965,0.0055287458580802196,0.0055298328955191815,2.0,0.0002
2020-01-09,2020-01-08,510300.SH,518880.SH,0.0048332527791206115,-0.009302325581395321,0.014167472530707813,0.014170296557407472,2.0,0.0002
2020-01-16,2020-01-15,518880.SH,513100.SH,-0.002050981541166008,0.007318501170960223,-0.009344938573093264,-0.009346797586372801,2.0,0.0002
2020-01-23,2020-01-22,513100.SH,159915.SZ,0.0193434935521688,-0.020613107822410104,0.03998730962912235,0.03999537223435558,2.0,0.0002
2020-02-07,2020-02-06,159915.SZ,513100.SH,0.0041407867494824835,-0.002956989247311914,0.007093607062512115,0.007095023771658424,2.0,0.0002
2020-02-20,2020-02-19,513100.SH,159915.SZ,-0.010875194199896465,0.020853540252182334,-0.03157384292741547,-0.03158002608456266,2.0,0.0002
2020-02-27,2020-02-26,159915.SZ,518880.SH,0.0,0.0010914051841746097,-0.0010908100345301648,-0.0010910271912154294,2.0,0.0002
2020-03-05,2020-03-04,518880.SH,159915.SZ,0.0022203719122952936,0.0,0.0022179105293645,0.002218354815705806,2.0,0.0002
2020-03-12,2020-03-11,159915.SZ,518880.SH,-0.01252505010020033,-0.003865267807840911,-0.008731392457844656,-0.008733178252778324,2.0,0.0002
2020-04-23,2020-04-22,518880.SH,159915.SZ,0.0010709504685408877,-0.009644670050761417,0.01076185851911907,0.010763985314868043,2.0,0.0002
2020-04-30,2020-04-29,159915.SZ,513100.SH,0.014765784114052938,-0.02555410691003912,0.04054411561425618,0.040552222442485686,2.0,0.0002
2020-06-01,2020-05-29,513100.SH,518880.SH,-0.006896551724137834,0.0036073177016233693,-0.010521269780516092,-0.010523355589685594,2.0,0.0002
2020-06-08,2020-06-05,518880.SH,159915.SZ,0.0023847376788552754,-0.013326987148976732,0.015798487113754558,0.0158017011796411,2.0,0.0002
2020-07-07,2020-07-06,159915.SZ,510300.SH,0.017893452623017447,-0.017631196847127217,0.03552372705736234,0.03553080777107098,2.0,0.0002
2020-07-14,2020-07-13,510300.SH,159915.SZ,-0.007176542956735865,-0.011079342387419588,0.003938757226451611,0.003939553701866263,2.0,0.0002
2020-07-27,2020-07-24,159915.SZ,518880.SH,-0.0015723270440252124,0.009123649459783945,-0.010655844851604212,-0.010657962623142527,2.0,0.0002
2020-08-13,2020-08-12,518880.SH,513100.SH,-0.003441494591936878,-0.00829470602585991,0.004881868365921506,0.0048828316237603045,2.0,0.0002
2020-09-29,2020-09-28,513100.SH,510300.SH,-0.007206813714784821,-0.0021413276231264655,-0.005089284701355309,-0.0050902943662156355,2.0,0.0002
2020-10-14,2020-10-13,510300.SH,159915.SZ,-0.0022494887525562612,-0.005219985085756829,0.002981634153028883,0.0029822344283170323,2.0,0.0002
2020-10-26,2020-10-23,159915.SZ,510300.SH,0.013199999999999878,-0.0014715156611306845,0.01458623854897729,0.014589158038254463,2.0,0.0002
2020-11-02,2020-10-30,510300.SH,159915.SZ,0.005463332632906104,0.01828793774319082,-0.01267426187493632,-0.012676766486736747,2.0,0.0002
2020-11-09,2020-11-06,159915.SZ,510300.SH,0.024877497173011687,0.013654618473895486,0.011010856292380678,0.011013004270718788,2.0,0.0002
2020-12-15,2020-12-14,510300.SH,159915.SZ,0.0030012004801920344,0.012913026965438501,-0.009833658817099036,-0.009835610441596313,2.0,0.0002
2020-12-29,2020-12-28,159915.SZ,518880.SH,-0.005854372484449311,-0.003894080996884597,-0.001969893830656605,-0.0019702915580608674,2.0,0.0002
2021-01-06,2021-01-05,518880.SH,159915.SZ,0.0,0.001000000000000112,-0.000999500333083645,-0.0009996996139133856,2.0,0.0002
2021-01-14,2021-01-13,159915.SZ,510300.SH,-0.007641196013288942,-0.01824300389656397,0.010740919866818462,0.010743107550489354,2.0,0.0002
2021-01-21,2021-01-20,510300.SH,159915.SZ,0.01440817070946565,0.02352562036738637,-0.00894779852878439,-0.008949550339553726,2.0,0.0002
2021-02-02,2021-02-01,159915.SZ,510300.SH,0.018288700195950414,0.013099630996309841,0.005108900554912211,0.005109904777297378,2.0,0.0002
2021-02-09,2021-02-08,510300.SH,513100.SH,0.020986547085201757,-0.002857770938668014,0.02363122504383971,0.02363589254625199,2.0,0.0002
2021-03-01,2021-02-26,513100.SH,510300.SH,0.00765838941749819,0.006876045344731407,0.0007766996667783596,0.0007768516609496373,2.0,0.0002
2021-03-09,2021-03-08,510300.SH,513100.SH,-0.019302737837305406,0.003867536862460774,-0.023351545474553603,-0.02335625626690329,2.0,0.0002
2021-03-16,2021-03-15,513100.SH,518880.SH,0.006192660550458529,-0.0027995520716685984,0.008977042969916558,0.00897881351152405,2.0,0.0002
2021-03-24,2021-03-23,518880.SH,513100.SH,0.0030838239416874913,0.0011504832029451961,0.0019292568054676258,0.0019296438625176706,2.0,0.0002
2021-03-31,2021-03-30,513100.SH,518880.SH,-0.0023046784973497214,-0.001713796058269046,-0.0005920720696152167,-0.0005921905273680402,2.0,0.0002
2021-04-08,2021-04-07,518880.SH,513100.SH,0.0050055617352613435,0.008344312692138534,-0.003316615815054323,-0.0033172768885083104,2.0,0.0002
2021-04-22,2021-04-21,513100.SH,159915.SZ,0.0021659085986571736,0.0021193924408338116,4.6416703058779676e-05,4.64259041700818e-05,2.0,0.0002
2021-05-10,2021-05-07,159915.SZ,518880.SH,0.0024822695035462417,0.0016111707841031109,0.0008693195205276808,0.0008694930024147742,2.0,0.0002
2021-05-17,2021-05-14,518880.SH,159915.SZ,-0.0010579211848716907,0.021052631578947434,-0.021892568081318012,-0.021896856281090595,2.0,0.0002
2021-05-24,2021-05-21,159915.SZ,518880.SH,0.008637873754152814,-0.002085505735140769,0.010688464203083078,0.010690596797091886,2.0,0.0002
2021-05-31,2021-05-28,518880.SH,159915.SZ,-0.002085505735140769,0.02076677316293929,-0.022641766707920223,-0.022646212303180053,2.0,0.0002
2021-06-16,2021-06-15,159915.SZ,513100.SH,-0.038473767885532584,0.0017410228509249226,-0.04097294086257129,-0.04098131937152466,2.0,0.0002
2021-07-22,2021-07-21,513100.SH,159915.SZ,0.0038625736938402433,-0.004920405209840828,0.008787683368760759,0.008789432911678522,2.0,0.0002
2021-07-29,2021-07-28,159915.SZ,518880.SH,0.030061349693251582,-0.001615508885298822,0.031235178503638134,0.03124119458732081,2.0,0.0002
2021-08-05,2021-08-04,518880.SH,159915.SZ,-0.0010843046896177322,-0.006104651162790686,0.005038467754904135,0.005039479290971261,2.0,0.0002
2021-08-12,2021-08-11,159915.SZ,513100.SH,-0.012048192771084376,-0.00020028039254960106,-0.011921060080999128,-0.011923463861367105,2.0,0.0002
2021-08-25,2021-08-24,513100.SH,510300.SH,-0.0007809449433814342,0.0012084592145016337,-0.0019889796551361355,-0.001989377523535647,2.0,0.0002
2021-09-01,2021-08-31,510300.SH,513100.SH,0.01413934426229524,0.0003847633705271747,0.013655626736610152,0.013658338238309099,2.0,0.0002
2021-09-08,2021-09-07,513100.SH,518880.SH,-0.0005773672055428003,-0.0016397922929761721,0.0010636042777529705,0.0010638174413804614,2.0,0.0002
2021-09-15,2021-09-14,518880.SH,510300.SH,-0.0013646288209607782,-0.009018036072144353,0.007693383913937771,0.00769492334489913,2.0,0.0002
2021-10-12,2021-10-11,510300.SH,159915.SZ,-0.006817726087828269,-0.012658227848101333,0.005897952819545067,0.005899148558661362,2.0,0.0002
2021-11-03,2021-11-02,159915.SZ,513100.SH,0.0028011204481792618,0.000954562810232984,0.0018430971161855709,0.0018434668367434482,2.0,0.0002
2021-11-26,2021-11-25,513100.SH,159915.SZ,-0.005956813104988856,-0.0008910008910009148,-0.005083227620651859,-0.005084252337657354,2.0,0.0002
2021-12-07,2021-12-06,159915.SZ,510300.SH,-0.014484007242003605,0.0014014014014012144,-0.015990344811008066,-0.015993545286633472,2.0,0.0002
2021-12-30,2021-12-29,510300.SH,518880.SH,0.007258064516129092,-0.0033167495854062867,0.010554113718473035,0.010556220849408746,2.0,0.0002
2022-03-23,2022-03-22,518880.SH,513100.SH,-0.0015620932048946434,0.0020986358866736943,-0.003659751371076489,-0.0036604880377220433,2.0,0.0002
2022-04-18,2022-04-15,513100.SH,518880.SH,0.0022271714922050823,0.0010093363613423723,0.0012158676982162468,0.0012161124206811784,2.0,0.0002
2022-05-19,2022-05-18,518880.SH,159915.SZ,-0.0005192107995846129,0.02261640798226172,-0.022883794528411938,-0.022888303752309512,2.0,0.0002
