ÈÕÆÚ,Ê±¼ä,ºÏÔ¼´úÂë,Âò/Âô,¿ª/Æ½,³É½»Á¿,³É½»¼Û,ÊÖÐø·Ñ
2016-06-07,15:00:00,159915.SZ,Âò,-,134100.000,2.098,56.268
2016-06-16,15:00:00,159915.SZ,Âô,-,134100.000,2.009,53.881
2016-06-16,15:00:00,513100.SS,Âò,-,68800.000,1.548,21.300
2016-06-24,15:00:00,513100.SS,Âô,-,68800.000,1.530,21.053
2016-06-24,15:00:00,159915.SZ,Âò,-,131300.000,2.043,53.649
2016-07-01,15:00:00,159915.SZ,Âô,-,131300.000,2.116,55.566
2016-07-01,15:00:00,518880.SS,Âò,-,97100.000,2.858,55.502
2016-07-12,15:00:00,518880.SS,Âô,-,97100.000,2.919,56.687
2016-07-12,15:00:00,159915.SZ,Âò,-,131400.000,2.155,56.633
2016-07-19,15:00:00,159915.SZ,Âô,-,131400.000,2.173,57.106
2016-07-19,15:00:00,510300.SS,Âò,-,86600.000,3.294,57.052
2016-07-26,15:00:00,510300.SS,Âô,-,86600.000,3.317,57.450
2016-07-26,15:00:00,513100.SS,Âò,-,121400.000,1.647,39.989
2016-08-18,15:00:00,513100.SS,Âô,-,121400.000,1.692,41.082
2016-08-18,15:00:00,510300.SS,Âò,-,85400.000,3.424,58.482
2016-09-09,15:00:00,510300.SS,Âô,-,85400.000,3.384,57.799
2016-09-09,15:00:00,159915.SZ,Âò,-,137100.000,2.109,57.829
2016-09-20,15:00:00,159915.SZ,Âô,-,137100.000,2.066,56.650
2016-09-20,15:00:00,513100.SS,Âò,-,126100.000,1.701,42.899
2016-10-10,15:00:00,513100.SS,Âô,-,126100.000,1.721,43.404
2016-10-10,15:00:00,518880.SS,Âò,-,104300.000,2.737,57.094
2016-10-17,15:00:00,518880.SS,Âô,-,104300.000,2.734,57.031
2016-10-17,15:00:00,513100.SS,Âò,-,166100.000,1.717,57.039
2016-10-24,15:00:00,513100.SS,Âô,-,166100.000,1.739,57.770
2016-10-24,15:00:00,510300.SS,Âò,-,84100.000,3.432,57.726
2016-11-08,15:00:00,510300.SS,Âô,-,84100.000,3.430,57.693
2016-11-08,15:00:00,518880.SS,Âò,-,103100.000,2.798,57.695
2016-11-15,15:00:00,518880.SS,Âô,-,103100.000,2.709,55.860
2016-11-15,15:00:00,510300.SS,Âò,-,80200.000,3.483,55.867
2016-12-08,15:00:00,510300.SS,Âô,-,80200.000,3.537,56.733
2016-12-08,15:00:00,513100.SS,Âò,-,157400.000,1.801,56.695
2017-01-16,15:00:00,513100.SS,Âô,-,157400.000,1.845,58.081
2017-01-16,15:00:00,518880.SS,Âò,-,108200.000,2.682,58.038
2017-02-03,15:00:00,518880.SS,Âô,-,108200.000,2.674,57.865
2017-02-03,15:00:00,510300.SS,Âò,-,85900.000,3.367,57.845
2017-02-10,15:00:00,510300.SS,Âô,-,85900.000,3.413,58.635
2017-02-10,15:00:00,513100.SS,Âò,-,153100.000,1.913,58.576
2017-03-23,15:00:00,513100.SS,Âô,-,153100.000,1.982,60.689
2017-03-23,15:00:00,518880.SS,Âò,-,109100.000,2.779,60.638
2017-03-30,15:00:00,518880.SS,Âô,-,109100.000,2.784,60.747
2017-03-30,15:00:00,513100.SS,Âò,-,152400.000,1.992,60.716
2017-04-10,15:00:00,513100.SS,Âô,-,152400.000,1.972,60.107
2017-04-10,15:00:00,518880.SS,Âò,-,107000.000,2.808,60.091
2017-04-26,15:00:00,518880.SS,Âô,-,107000.000,2.794,59.792
2017-04-26,15:00:00,513100.SS,Âò,-,147900.000,2.020,59.752
2017-06-02,15:00:00,513100.SS,Âô,-,147900.000,2.117,62.621
2017-06-02,15:00:00,510300.SS,Âò,-,89700.000,3.488,62.575
2017-07-27,15:00:00,510300.SS,Âô,-,89700.000,3.762,67.490
2017-07-27,15:00:00,513100.SS,Âò,-,159100.000,2.116,67.331
2017-08-10,15:00:00,513100.SS,Âô,-,159100.000,2.066,65.740
2017-08-10,15:00:00,518880.SS,Âò,-,119600.000,2.749,65.756
2017-08-17,15:00:00,518880.SS,Âô,-,119600.000,2.760,66.019
2017-08-17,15:00:00,159915.SZ,Âò,-,189000.000,1.746,65.999
2017-09-13,15:00:00,159915.SZ,Âô,-,189000.000,1.797,67.927
2017-09-13,15:00:00,510300.SS,Âò,-,86900.000,3.903,67.834
2017-09-20,15:00:00,510300.SS,Âô,-,86900.000,3.904,67.852
2017-09-20,15:00:00,159915.SZ,Âò,-,188400.000,1.801,67.862
2017-09-27,15:00:00,159915.SZ,Âô,-,188400.000,1.757,66.204
2017-09-27,15:00:00,513100.SS,Âò,-,161900.000,2.044,66.185
2017-10-25,15:00:00,513100.SS,Âô,-,161900.000,2.123,68.743
2017-10-25,15:00:00,510300.SS,Âò,-,85100.000,4.034,68.659
2017-11-01,15:00:00,510300.SS,Âô,-,85100.000,4.048,68.897
2017-11-01,15:00:00,513100.SS,Âò,-,157800.000,2.183,68.895
2017-11-14,15:00:00,513100.SS,Âô,-,157800.000,2.200,69.432
2017-11-14,15:00:00,510300.SS,Âò,-,83400.000,4.156,69.322
2017-11-24,15:00:00,510300.SS,Âô,-,83400.000,4.153,69.272
2017-11-24,15:00:00,513100.SS,Âò,-,156900.000,2.208,69.287
2018-01-02,15:00:00,513100.SS,Âô,-,156900.000,2.218,69.601
2018-01-02,15:00:00,518880.SS,Âò,-,127800.000,2.723,69.600
2018-01-11,15:00:00,518880.SS,Âô,-,127800.000,2.734,69.881
2018-01-11,15:00:00,510300.SS,Âò,-,82100.000,4.250,69.785
2018-01-31,15:00:00,510300.SS,Âô,-,82100.000,4.271,70.130
2018-01-31,15:00:00,513100.SS,Âò,-,153200.000,2.309,70.748
2018-02-07,15:00:00,513100.SS,Âô,-,153200.000,2.164,66.305
2018-02-07,15:00:00,518880.SS,Âò,-,123400.000,2.689,66.365
2018-02-14,15:00:00,518880.SS,Âô,-,123400.000,2.730,67.376
2018-02-14,15:00:00,159915.SZ,Âò,-,217300.000,1.549,67.320
2018-02-28,15:00:00,159915.SZ,Âô,-,217300.000,1.651,71.752
2018-02-28,15:00:00,513100.SS,Âò,-,156700.000,2.286,71.643
2018-03-07,15:00:00,513100.SS,Âô,-,156700.000,2.284,71.581
2018-03-07,15:00:00,159915.SZ,Âò,-,213100.000,1.679,71.559
2018-04-11,15:00:00,159915.SZ,Âô,-,213100.000,1.729,73.690
2018-04-11,15:00:00,518880.SS,Âò,-,135000.000,2.726,73.602
2018-04-25,15:00:00,518880.SS,Âô,-,135000.000,2.699,72.873
2018-04-25,15:00:00,159915.SZ,Âò,-,212500.000,1.715,72.888
2018-05-04,15:00:00,159915.SZ,Âô,-,212500.000,1.712,72.760
2018-05-04,15:00:00,513100.SS,Âò,-,163200.000,2.228,72.722
2018-05-22,15:00:00,513100.SS,Âô,-,163200.000,2.316,75.594
2018-05-22,15:00:00,510300.SS,Âò,-,96700.000,3.902,75.465
2018-05-29,15:00:00,510300.SS,Âô,-,96700.000,3.799,73.473
2018-05-29,15:00:00,513100.SS,Âò,-,157400.000,2.335,73.506
2018-07-20,15:00:00,513100.SS,Âô,-,157400.000,2.610,82.163
2018-07-20,15:00:00,159915.SZ,Âò,-,267000.000,1.535,81.969
2018-07-27,15:00:00,159915.SZ,Âô,-,267000.000,1.518,81.061
2018-07-27,15:00:00,513100.SS,Âò,-,152500.000,2.658,81.069
2018-09-04,15:00:00,513100.SS,Âô,-,152500.000,2.754,83.997
2018-09-04,15:00:00,510300.SS,Âò,-,122500.000,3.423,83.864
2018-09-11,15:00:00,510300.SS,Âô,-,122500.000,3.286,80.507
2018-09-11,15:00:00,513100.SS,Âò,-,149600.000,2.693,80.575
2018-09-21,15:00:00,513100.SS,Âô,-,149600.000,2.720,81.382
2018-09-21,15:00:00,518880.SS,Âò,-,153000.000,2.657,81.304
2018-10-08,15:00:00,518880.SS,Âô,-,153000.000,2.656,81.274
2018-10-08,15:00:00,510300.SS,Âò,-,121600.000,3.341,81.253
2018-10-15,15:00:00,510300.SS,Âô,-,121600.000,3.186,77.484
2018-10-15,15:00:00,518880.SS,Âò,-,142100.000,2.728,77.530
2018-11-09,15:00:00,518880.SS,Âô,-,142100.000,2.718,77.246
2018-11-09,15:00:00,159915.SZ,Âò,-,306500.000,1.260,77.238
2018-12-03,15:00:00,159915.SZ,Âô,-,306500.000,1.310,80.303
2018-12-03,15:00:00,518880.SS,Âò,-,147400.000,2.720,80.186
2019-01-21,15:00:00,518880.SS,Âô,-,147400.000,2.800,82.544
2019-01-21,15:00:00,510300.SS,Âò,-,129500.000,3.183,82.440
2019-01-28,15:00:00,510300.SS,Âô,-,129500.000,3.179,82.336
2019-01-28,15:00:00,513100.SS,Âò,-,173700.000,2.370,82.334
2019-02-12,15:00:00,513100.SS,Âô,-,173700.000,2.459,85.426
2019-02-12,15:00:00,510300.SS,Âò,-,128400.000,3.324,85.360
2019-02-19,15:00:00,510300.SS,Âô,-,128400.000,3.429,88.057
2019-02-19,15:00:00,159915.SZ,Âò,-,326700.000,1.346,87.948
2019-03-27,15:00:00,159915.SZ,Âô,-,326700.000,1.568,102.453
2019-03-27,15:00:00,513100.SS,Âò,-,198200.000,2.576,102.113
2019-04-11,15:00:00,513100.SS,Âô,-,198200.000,2.659,105.403
2019-04-11,15:00:00,510300.SS,Âò,-,131800.000,3.996,105.335
2019-04-24,15:00:00,510300.SS,Âô,-,131800.000,4.016,105.862
2019-04-24,15:00:00,513100.SS,Âò,-,193000.000,2.741,105.803
2019-05-15,15:00:00,513100.SS,Âô,-,193000.000,2.658,102.599
2019-05-15,15:00:00,518880.SS,Âò,-,180400.000,2.844,102.612
2019-07-02,15:00:00,518880.SS,Âô,-,180400.000,3.066,110.621
2019-07-02,15:00:00,510300.SS,Âò,-,139400.000,3.960,110.405
2019-07-10,15:00:00,510300.SS,Âô,-,139400.000,3.823,106.585
2019-07-10,15:00:00,518880.SS,Âò,-,173100.000,3.079,106.595
2019-07-17,15:00:00,518880.SS,Âô,-,173100.000,3.103,107.426
2019-07-17,15:00:00,513100.SS,Âò,-,189500.000,2.834,107.409
2019-07-30,15:00:00,513100.SS,Âô,-,189500.000,2.861,108.432
2019-07-30,15:00:00,518880.SS,Âò,-,171900.000,3.152,108.366
2019-09-03,15:00:00,518880.SS,Âô,-,171900.000,3.511,120.708
2019-09-03,15:00:00,159915.SZ,Âò,-,377500.000,1.595,120.423
2019-09-27,15:00:00,159915.SZ,Âô,-,377500.000,1.587,119.819
2019-09-27,15:00:00,513100.SS,Âò,-,209800.000,2.855,119.796
2019-10-11,15:00:00,513100.SS,Âô,-,209800.000,2.848,119.502
2019-10-11,15:00:00,159915.SZ,Âò,-,371900.000,1.606,119.454
2019-10-18,15:00:00,159915.SZ,Âô,-,371900.000,1.589,118.190
2019-10-18,15:00:00,513100.SS,Âò,-,203800.000,2.899,118.163
2019-11-06,15:00:00,513100.SS,Âô,-,203800.000,2.974,121.220
2019-11-06,15:00:00,159915.SZ,Âò,-,369700.000,1.638,121.114
2019-11-13,15:00:00,159915.SZ,Âô,-,369700.000,1.620,119.783
2019-11-13,15:00:00,513100.SS,Âò,-,200000.000,2.994,119.760
2019-12-11,15:00:00,513100.SS,Âô,-,200000.000,3.064,122.560
2019-12-11,15:00:00,159915.SZ,Âò,-,370400.000,1.653,122.454
2019-12-18,15:00:00,159915.SZ,Âô,-,370400.000,1.725,127.788
2019-12-18,15:00:00,513100.SS,Âò,-,203700.000,3.132,127.598
2019-12-25,15:00:00,513100.SS,Âô,-,203700.000,3.168,129.064
2019-12-25,15:00:00,159915.SZ,Âò,-,375500.000,1.718,129.022
2020-01-02,15:00:00,159915.SZ,Âô,-,375500.000,1.765,132.552
2020-01-02,15:00:00,510300.SS,Âò,-,159600.000,4.149,132.436
2020-01-09,15:00:00,510300.SS,Âô,-,159600.000,4.158,132.723
2020-01-09,15:00:00,518880.SS,Âò,-,194600.000,3.408,132.639
2020-01-16,15:00:00,518880.SS,Âô,-,194600.000,3.406,132.562
2020-01-16,15:00:00,513100.SS,Âò,-,192500.000,3.441,132.479
2020-01-23,15:00:00,513100.SS,Âô,-,192500.000,3.478,133.903
2020-01-23,15:00:00,159915.SZ,Âò,-,361200.000,1.853,133.861
2020-02-07,15:00:00,159915.SZ,Âô,-,361200.000,1.940,140.146
2020-02-07,15:00:00,513100.SS,Âò,-,188700.000,3.709,139.978
2020-02-20,15:00:00,513100.SS,Âô,-,188700.000,3.820,144.167
2020-02-20,15:00:00,159915.SZ,Âò,-,342100.000,2.105,144.024
2020-02-27,15:00:00,159915.SZ,Âô,-,342100.000,2.111,144.435
2020-02-27,15:00:00,518880.SS,Âò,-,196700.000,3.669,144.338
2020-03-05,15:00:00,518880.SS,Âô,-,196700.000,3.611,142.057
2020-03-05,15:00:00,159915.SZ,Âò,-,334900.000,2.121,142.065
2020-03-12,15:00:00,159915.SZ,Âô,-,334900.000,1.971,132.018
2020-03-12,15:00:00,518880.SS,Âò,-,183200.000,3.608,132.197
2020-04-23,15:00:00,518880.SS,Âô,-,183200.000,3.739,136.997
2020-04-23,15:00:00,159915.SZ,Âò,-,350700.000,1.951,136.843
2020-04-30,15:00:00,159915.SZ,Âô,-,350700.000,1.993,139.789
2020-04-30,15:00:00,513100.SS,Âò,-,186800.000,3.737,139.614
2020-06-01,15:00:00,513100.SS,Âô,-,186800.000,3.744,139.876
2020-06-01,15:00:00,518880.SS,Âò,-,179500.000,3.895,139.831
2020-06-08,15:00:00,518880.SS,Âô,-,179500.000,3.783,135.810
2020-06-08,15:00:00,159915.SZ,Âò,-,327700.000,2.073,135.864
2020-07-27,15:00:00,159915.SZ,Âô,-,327700.000,2.540,166.472
2020-07-27,15:00:00,518880.SS,Âò,-,197200.000,4.203,165.766
2020-08-13,15:00:00,518880.SS,Âô,-,197200.000,4.054,159.890
2020-08-13,15:00:00,513100.SS,Âò,-,196800.000,4.065,159.998
2020-09-29,15:00:00,513100.SS,Âô,-,196800.000,4.546,178.931
2020-09-29,15:00:00,510300.SS,Âò,-,191500.000,4.660,178.478
2020-10-14,15:00:00,510300.SS,Âô,-,191500.000,4.879,186.866
2020-10-14,15:00:00,159915.SZ,Âò,-,349700.000,2.668,186.600
2020-10-26,15:00:00,159915.SZ,Âô,-,349700.000,2.533,177.158
2020-10-26,15:00:00,510300.SS,Âò,-,186600.000,4.750,177.270
2020-11-02,15:00:00,510300.SS,Âô,-,186600.000,4.785,178.576
2020-11-02,15:00:00,159915.SZ,Âò,-,341000.000,2.617,178.479
2020-11-09,15:00:00,159915.SZ,Âô,-,341000.000,2.719,185.436
2020-11-09,15:00:00,510300.SS,Âò,-,183500.000,5.048,185.262
2020-12-15,15:00:00,510300.SS,Âô,-,183500.000,5.013,183.977
2020-12-15,15:00:00,159915.SZ,Âò,-,344800.000,2.667,183.916
2020-12-29,15:00:00,159915.SZ,Âô,-,344800.000,2.717,187.364
2020-12-29,15:00:00,518880.SS,Âò,-,243900.000,3.837,187.169
2021-01-06,15:00:00,518880.SS,Âô,-,243900.000,3.931,191.754
2021-01-06,15:00:00,159915.SZ,Âò,-,319100.000,3.003,191.651
2021-01-14,15:00:00,159915.SZ,Âô,-,319100.000,2.987,190.630
2021-01-14,15:00:00,510300.SS,Âò,-,171900.000,5.543,190.568
2021-01-21,15:00:00,510300.SS,Âô,-,171900.000,5.562,191.222
2021-01-21,15:00:00,159915.SZ,Âò,-,303900.000,3.176,193.037
2021-02-02,15:00:00,159915.SZ,Âô,-,303900.000,3.118,189.512
2021-02-02,15:00:00,510300.SS,Âò,-,172600.000,5.491,189.549
2021-02-09,15:00:00,510300.SS,Âô,-,172600.000,5.692,196.488
2021-02-09,15:00:00,513100.SS,Âò,-,216300.000,4.536,196.227
2021-03-01,15:00:00,513100.SS,Âô,-,216300.000,4.342,187.835
2021-03-01,15:00:00,510300.SS,Âò,-,173400.000,5.418,187.896
2021-03-09,15:00:00,510300.SS,Âô,-,173400.000,4.979,172.672
2021-03-09,15:00:00,513100.SS,Âò,-,208200.000,4.153,172.931
2021-03-16,15:00:00,513100.SS,Âô,-,208200.000,4.387,182.675
2021-03-16,15:00:00,518880.SS,Âò,-,256100.000,3.562,182.446
2021-03-24,15:00:00,518880.SS,Âô,-,256100.000,3.578,183.265
2021-03-24,15:00:00,513100.SS,Âò,-,210500.000,4.351,183.177
2021-03-31,15:00:00,513100.SS,Âô,-,210500.000,4.329,182.251
2021-03-31,15:00:00,518880.SS,Âò,-,260600.000,3.495,182.159
2021-04-08,15:00:00,518880.SS,Âô,-,260600.000,3.614,188.362
2021-04-08,15:00:00,513100.SS,Âò,-,204900.000,4.592,188.180
2021-04-22,15:00:00,513100.SS,Âô,-,204900.000,4.627,189.614
2021-04-22,15:00:00,159915.SZ,Âò,-,334000.000,2.837,189.512
2021-05-10,15:00:00,159915.SZ,Âô,-,334000.000,2.827,188.844
2021-05-10,15:00:00,518880.SS,Âò,-,253100.000,3.730,188.813
2021-05-17,15:00:00,518880.SS,Âô,-,253100.000,3.777,191.192
2021-05-17,15:00:00,159915.SZ,Âò,-,317700.000,3.007,191.065
2021-05-24,15:00:00,159915.SZ,Âô,-,317700.000,3.036,192.907
2021-05-24,15:00:00,518880.SS,Âò,-,251800.000,3.828,192.778
2021-05-31,15:00:00,518880.SS,Âô,-,251800.000,3.828,192.778
2021-05-31,15:00:00,159915.SZ,Âò,-,301600.000,3.195,192.722
2021-06-16,15:00:00,159915.SZ,Âô,-,301600.000,3.024,182.408
2021-06-16,15:00:00,513100.SS,Âò,-,198300.000,4.603,182.555
2021-07-22,15:00:00,513100.SS,Âô,-,198300.000,4.938,195.841
2021-07-22,15:00:00,159915.SZ,Âò,-,284300.000,3.438,195.485
2021-07-29,15:00:00,159915.SZ,Âô,-,284300.000,3.358,190.936
2021-07-29,15:00:00,518880.SS,Âò,-,257500.000,3.708,190.962
2021-08-05,15:00:00,518880.SS,Âô,-,257500.000,3.685,189.778
2021-08-05,15:00:00,159915.SZ,Âò,-,277400.000,3.419,189.686
2021-08-12,15:00:00,159915.SZ,Âô,-,277400.000,3.280,181.974
2021-08-12,15:00:00,513100.SS,Âò,-,182400.000,4.992,182.108
2021-08-25,15:00:00,513100.SS,Âô,-,182400.000,5.118,186.705
2021-08-25,15:00:00,510300.SS,Âò,-,187600.000,4.971,186.512
2021-09-01,15:00:00,510300.SS,Âô,-,187600.000,4.949,185.686
2021-09-01,15:00:00,513100.SS,Âò,-,178500.000,5.200,185.640
2021-09-08,15:00:00,513100.SS,Âô,-,178500.000,5.193,185.390
2021-09-08,15:00:00,518880.SS,Âò,-,253600.000,3.653,185.280
2021-09-15,15:00:00,518880.SS,Âô,-,253600.000,3.659,185.584
2021-09-15,15:00:00,510300.SS,Âò,-,187600.000,4.945,185.536
2021-10-11,15:00:00,510300.SS,Âô,-,187600.000,5.005,187.788
2021-10-11,15:00:00,159915.SZ,Âò,-,303100.000,3.096,187.680
2021-11-03,15:00:00,159915.SZ,Âô,-,303100.000,3.222,195.318
2021-11-03,15:00:00,513100.SS,Âò,-,186000.000,5.243,195.040
2021-11-26,15:00:00,513100.SS,Âô,-,186000.000,5.340,198.648
2021-11-26,15:00:00,159915.SZ,Âò,-,295100.000,3.364,198.543
2021-12-07,15:00:00,159915.SZ,Âô,-,295100.000,3.266,192.759
2021-12-07,15:00:00,510300.SS,Âò,-,192700.000,5.002,192.777
2021-12-30,15:00:00,510300.SS,Âô,-,192700.000,4.996,192.546
2021-12-30,15:00:00,518880.SS,Âò,-,266900.000,3.606,192.488
2022-03-23,15:00:00,518880.SS,Âô,-,266900.000,3.835,204.712
2022-03-23,15:00:00,513100.SS,Âò,-,1070300.000,0.955,204.427
