日期,时间,合约代码,最新价,仓位,多/空,持仓成本价,市值,累计盈亏
2014-01-02,15:30:00,513100.SS,1.169,83800,多,1.169,97962.200,-16.760
2014-01-03,15:30:00,513100.SS,1.161,83800,多,1.169,97291.800,-687.160
2014-01-06,15:30:00,513100.SS,1.157,83800,多,1.169,96956.600,-1022.360
2014-01-07,15:30:00,513100.SS,1.156,83800,多,1.169,96872.800,-1106.160
2014-01-08,15:30:00,513100.SS,1.173,83800,多,1.169,98297.400,318.440
2014-01-09,15:30:00,513100.SS,1.172,0,多,0.000,0.000,0.000
2014-01-09,15:30:00,159915.SZ,1.348,72800,多,1.348,98134.400,-21.840
2014-01-10,15:30:00,159915.SZ,1.324,72800,多,1.348,96387.200,-1769.040
2014-01-13,15:30:00,159915.SZ,1.336,72800,多,1.348,97260.800,-895.440
2014-01-14,15:30:00,159915.SZ,1.377,72800,多,1.348,100245.600,2089.360
2014-01-15,15:30:00,159915.SZ,1.390,72800,多,1.348,101192.000,3035.760
2014-01-16,15:30:00,159915.SZ,1.371,72800,多,1.348,99808.800,1652.560
2014-01-17,15:30:00,159915.SZ,1.367,72800,多,1.348,99517.600,1361.360
2014-01-20,15:30:00,159915.SZ,1.342,72800,多,1.348,97697.600,-458.640
2014-01-21,15:30:00,159915.SZ,1.381,72800,多,1.348,100536.800,2380.560
2014-01-22,15:30:00,159915.SZ,1.399,72800,多,1.348,101847.200,3690.960
2014-01-23,15:30:00,159915.SZ,1.430,72800,多,1.348,104104.000,5947.760
2014-01-24,15:30:00,159915.SZ,1.453,72800,多,1.348,105778.400,7622.160
2014-01-27,15:30:00,159915.SZ,1.445,72800,多,1.348,105196.000,7039.760
2014-01-28,15:30:00,159915.SZ,1.441,72800,多,1.348,104904.800,6748.560
2014-01-29,15:30:00,159915.SZ,1.466,72800,多,1.348,106724.800,8568.560
2014-01-30,15:30:00,159915.SZ,1.463,72800,多,1.348,106506.400,8350.160
2014-02-07,15:30:00,159915.SZ,1.498,72800,多,1.348,109054.400,10898.160
2014-02-10,15:30:00,159915.SZ,1.516,72800,多,1.348,110364.800,12208.560
2014-02-11,15:30:00,159915.SZ,1.492,72800,多,1.348,108617.600,10461.360
2014-02-12,15:30:00,159915.SZ,1.506,72800,多,1.348,109636.800,11480.560
2014-02-13,15:30:00,159915.SZ,1.450,72800,多,1.348,105560.000,7403.760
2014-02-14,15:30:00,159915.SZ,1.479,72800,多,1.348,107671.200,9514.960
2014-02-17,15:30:00,159915.SZ,1.521,72800,多,1.348,110728.800,12572.560
2014-02-18,15:30:00,159915.SZ,1.507,72800,多,1.348,109709.600,11553.360
2014-02-19,15:30:00,159915.SZ,1.506,72800,多,1.348,109636.800,11480.560
2014-02-20,15:30:00,159915.SZ,1.483,0,多,0.000,0.000,0.000
2014-02-20,15:30:00,518880.SS,2.566,42000,多,2.567,107772.000,-21.000
2014-02-21,15:30:00,518880.SS,2.582,42000,多,2.567,108444.000,651.000
2014-02-24,15:30:00,518880.SS,2.599,42000,多,2.567,109158.000,1365.000
2014-02-25,15:30:00,518880.SS,2.612,42000,多,2.567,109704.000,1911.000
2014-02-26,15:30:00,518880.SS,2.651,42000,多,2.567,111342.000,3549.000
2014-02-27,15:30:00,518880.SS,2.602,42000,多,2.567,109284.000,1491.000
2014-02-28,15:30:00,518880.SS,2.621,42000,多,2.567,110082.000,2289.000
2014-03-03,15:30:00,518880.SS,2.651,42000,多,2.567,111342.000,3549.000
2014-03-04,15:30:00,518880.SS,2.643,42000,多,2.567,111006.000,3213.000
2014-03-05,15:30:00,518880.SS,2.624,42000,多,2.567,110208.000,2415.000
2014-03-06,15:30:00,518880.SS,2.623,42000,多,2.567,110166.000,2373.000
2014-03-07,15:30:00,518880.SS,2.649,42000,多,2.567,111258.000,3465.000
2014-03-10,15:30:00,518880.SS,2.610,42000,多,2.567,109620.000,1827.000
2014-03-11,15:30:00,518880.SS,2.641,42000,多,2.567,110922.000,3129.000
2014-03-12,15:30:00,518880.SS,2.668,42000,多,2.567,112056.000,4263.000
2014-03-13,15:30:00,518880.SS,2.694,42000,多,2.567,113148.000,5355.000
2014-03-14,15:30:00,518880.SS,2.692,42000,多,2.567,113064.000,5271.000
2014-03-17,15:30:00,518880.SS,2.722,42000,多,2.567,114324.000,6531.000
2014-03-18,15:30:00,518880.SS,2.686,42000,多,2.567,112812.000,5019.000
2014-03-19,15:30:00,518880.SS,2.680,42000,多,2.567,112560.000,4767.000
2014-03-20,15:30:00,518880.SS,2.647,42000,多,2.567,111174.000,3381.000
2014-03-21,15:30:00,518880.SS,2.647,42000,多,2.567,111174.000,3381.000
2014-03-24,15:30:00,518880.SS,2.640,42000,多,2.567,110880.000,3087.000
2014-03-25,15:30:00,518880.SS,2.608,42000,多,2.567,109536.000,1743.000
2014-03-26,15:30:00,518880.SS,2.614,0,多,0.000,0.000,0.000
2014-03-26,15:30:00,510300.SS,2.166,50600,多,2.166,109599.600,-20.240
2014-03-27,15:30:00,510300.SS,2.151,50600,多,2.166,108840.600,-779.240
2014-03-28,15:30:00,510300.SS,2.150,50600,多,2.166,108790.000,-829.840
2014-03-31,15:30:00,510300.SS,2.141,50600,多,2.166,108334.600,-1285.240
2014-04-01,15:30:00,510300.SS,2.153,50600,多,2.166,108941.800,-678.040
2014-04-02,15:30:00,510300.SS,2.170,50600,多,2.166,109802.000,182.160
2014-04-03,15:30:00,510300.SS,2.155,50600,多,2.166,109043.000,-576.840
2014-04-04,15:30:00,510300.SS,2.181,50600,多,2.166,110358.600,738.760
2014-04-08,15:30:00,510300.SS,2.233,50600,多,2.166,112989.800,3369.960
2014-04-09,15:30:00,510300.SS,2.229,50600,多,2.166,112787.400,3167.560
2014-04-10,15:30:00,510300.SS,2.265,50600,多,2.166,114609.000,4989.160
2014-04-11,15:30:00,510300.SS,2.264,50600,多,2.166,114558.400,4938.560
2014-04-14,15:30:00,510300.SS,2.263,50600,多,2.166,114507.800,4887.960
2014-04-15,15:30:00,510300.SS,2.223,50600,多,2.166,112483.800,2863.960
2014-04-16,15:30:00,510300.SS,2.223,50600,多,2.166,112483.800,2863.960
2014-04-17,15:30:00,510300.SS,2.219,50600,多,2.166,112281.400,2661.560
2014-04-18,15:30:00,510300.SS,2.215,50600,多,2.166,112079.000,2459.160
2014-04-21,15:30:00,510300.SS,2.175,50600,多,2.166,110055.000,435.160
2014-04-22,15:30:00,510300.SS,2.190,50600,多,2.166,110814.000,1194.160
2014-04-23,15:30:00,510300.SS,2.184,50600,多,2.166,110510.400,890.560
2014-04-24,15:30:00,510300.SS,2.188,50600,多,2.166,110712.800,1092.960
2014-04-25,15:30:00,510300.SS,2.161,50600,多,2.166,109346.600,-273.240
2014-04-28,15:30:00,510300.SS,2.131,0,多,0.000,0.000,0.000
2014-04-28,15:30:00,518880.SS,2.631,41000,多,2.632,107871.000,-20.500
2014-04-29,15:30:00,518880.SS,2.603,41000,多,2.632,106723.000,-1168.500
2014-04-30,15:30:00,518880.SS,2.612,41000,多,2.632,107092.000,-799.500
2014-05-05,15:30:00,518880.SS,2.624,41000,多,2.632,107584.000,-307.500
2014-05-06,15:30:00,518880.SS,2.626,41000,多,2.632,107666.000,-225.500
2014-05-07,15:30:00,518880.SS,2.625,41000,多,2.632,107625.000,-266.500
2014-05-08,15:30:00,518880.SS,2.587,41000,多,2.632,106067.000,-1824.500
2014-05-09,15:30:00,518880.SS,2.588,0,多,0.000,0.000,0.000
2014-05-09,15:30:00,513100.SS,1.159,91600,多,1.159,106164.400,-18.320
2014-05-12,15:30:00,513100.SS,1.164,91600,多,1.159,106622.400,439.680
2014-05-13,15:30:00,513100.SS,1.186,91600,多,1.159,108637.600,2454.880
2014-05-14,15:30:00,513100.SS,1.190,91600,多,1.159,109004.000,2821.280
2014-05-15,15:30:00,513100.SS,1.186,91600,多,1.159,108637.600,2454.880
2014-05-16,15:30:00,513100.SS,1.179,91600,多,1.159,107996.400,1813.680
2014-05-19,15:30:00,513100.SS,1.182,91600,多,1.159,108271.200,2088.480
2014-05-20,15:30:00,513100.SS,1.190,91600,多,1.159,109004.000,2821.280
2014-05-21,15:30:00,513100.SS,1.183,91600,多,1.159,108362.800,2180.080
2014-05-22,15:30:00,513100.SS,1.197,91600,多,1.159,109645.200,3462.480
2014-05-23,15:30:00,513100.SS,1.202,91600,多,1.159,110103.200,3920.480
2014-05-26,15:30:00,513100.SS,1.211,91600,多,1.159,110927.600,4744.880
2014-05-27,15:30:00,513100.SS,1.216,91600,多,1.159,111385.600,5202.880
2014-05-28,15:30:00,513100.SS,1.229,91600,多,1.159,112576.400,6393.680
2014-05-29,15:30:00,513100.SS,1.224,91600,多,1.159,112118.400,5935.680
2014-05-30,15:30:00,513100.SS,1.239,91600,多,1.159,113492.400,7309.680
2014-06-03,15:30:00,513100.SS,1.236,91600,多,1.159,113217.600,7034.880
2014-06-04,15:30:00,513100.SS,1.233,91600,多,1.159,112942.800,6760.080
2014-06-05,15:30:00,513100.SS,1.242,91600,多,1.159,113767.200,7584.480
2014-06-06,15:30:00,513100.SS,1.255,91600,多,1.159,114958.000,8775.280
2014-06-09,15:30:00,513100.SS,1.256,91600,多,1.159,115049.600,8866.880
2014-06-10,15:30:00,513100.SS,1.249,91600,多,1.159,114408.400,8225.680
2014-06-11,15:30:00,513100.SS,1.255,91600,多,1.159,114958.000,8775.280
2014-06-12,15:30:00,513100.SS,1.248,91600,多,1.159,114316.800,8134.080
2014-06-13,15:30:00,513100.SS,1.241,91600,多,1.159,113675.600,7492.880
2014-06-16,15:30:00,513100.SS,1.239,0,多,0.000,0.000,0.000
2014-06-16,15:30:00,159915.SZ,1.363,83100,多,1.363,113265.300,-24.930
2014-06-17,15:30:00,159915.SZ,1.350,83100,多,1.363,112185.000,-1105.230
2014-06-18,15:30:00,159915.SZ,1.337,83100,多,1.363,111104.700,-2185.530
2014-06-19,15:30:00,159915.SZ,1.291,83100,多,1.363,107282.100,-6008.130
2014-06-20,15:30:00,159915.SZ,1.305,83100,多,1.363,108445.500,-4844.730
2014-06-23,15:30:00,159915.SZ,1.332,0,多,0.000,0.000,0.000
2014-06-23,15:30:00,513100.SS,1.256,88100,多,1.256,110653.600,-26.430
2014-06-24,15:30:00,513100.SS,1.256,88100,多,1.256,110653.600,-26.430
2014-06-25,15:30:00,513100.SS,1.254,88100,多,1.256,110477.400,-202.630
2014-06-26,15:30:00,513100.SS,1.264,88100,多,1.256,111358.400,678.370
2014-06-27,15:30:00,513100.SS,1.268,88100,多,1.256,111710.800,1030.770
2014-06-30,15:30:00,513100.SS,1.271,0,多,0.000,0.000,0.000
2014-06-30,15:30:00,518880.SS,2.629,42600,多,2.630,111995.400,-21.300
2014-07-01,15:30:00,518880.SS,2.638,42600,多,2.630,112378.800,362.100
2014-07-02,15:30:00,518880.SS,2.644,42600,多,2.630,112634.400,617.700
2014-07-03,15:30:00,518880.SS,2.638,42600,多,2.630,112378.800,362.100
2014-07-04,15:30:00,518880.SS,2.635,42600,多,2.630,112251.000,234.300
2014-07-07,15:30:00,518880.SS,2.617,42600,多,2.630,111484.200,-532.500
2014-07-08,15:30:00,518880.SS,2.629,0,多,0.000,0.000,0.000
2014-07-08,15:30:00,513100.SS,1.304,85800,多,1.304,111883.200,-25.740
2014-07-09,15:30:00,513100.SS,1.284,85800,多,1.304,110167.200,-1741.740
2014-07-10,15:30:00,513100.SS,1.291,85800,多,1.304,110767.800,-1141.140
2014-07-11,15:30:00,513100.SS,1.281,85800,多,1.304,109909.800,-1999.140
2014-07-14,15:30:00,513100.SS,1.290,85800,多,1.304,110682.000,-1226.940
2014-07-15,15:30:00,513100.SS,1.301,85800,多,1.304,111625.800,-283.140
2014-07-16,15:30:00,513100.SS,1.296,85800,多,1.304,111196.800,-712.140
2014-07-17,15:30:00,513100.SS,1.300,85800,多,1.304,111540.000,-368.940
2014-07-18,15:30:00,513100.SS,1.290,85800,多,1.304,110682.000,-1226.940
2014-07-21,15:30:00,513100.SS,1.302,0,多,0.000,0.000,0.000
2014-07-21,15:30:00,510300.SS,2.202,50700,多,2.202,111641.400,-20.280
2014-07-22,15:30:00,510300.SS,2.228,50700,多,2.202,112959.600,1297.920
2014-07-23,15:30:00,510300.SS,2.232,50700,多,2.202,113162.400,1500.720
2014-07-24,15:30:00,510300.SS,2.280,50700,多,2.202,115596.000,3934.320
2014-07-25,15:30:00,510300.SS,2.306,50700,多,2.202,116914.200,5252.520
2014-07-28,15:30:00,510300.SS,2.368,50700,多,2.202,120057.600,8395.920
2014-07-29,15:30:00,510300.SS,2.374,50700,多,2.202,120361.800,8700.120
2014-07-30,15:30:00,510300.SS,2.366,50700,多,2.202,119956.200,8294.520
2014-07-31,15:30:00,510300.SS,2.398,50700,多,2.202,121578.600,9916.920
2014-08-01,15:30:00,510300.SS,2.369,50700,多,2.202,120108.300,8446.620
2014-08-04,15:30:00,510300.SS,2.420,50700,多,2.202,122694.000,11032.320
2014-08-05,15:30:00,510300.SS,2.413,50700,多,2.202,122339.100,10677.420
2014-08-06,15:30:00,510300.SS,2.398,50700,多,2.202,121578.600,9916.920
2014-08-07,15:30:00,510300.SS,2.372,50700,多,2.202,120260.400,8598.720
2014-08-08,15:30:00,510300.SS,2.373,50700,多,2.202,120311.100,8649.420
2014-08-11,15:30:00,510300.SS,2.406,50700,多,2.202,121984.200,10322.520
2014-08-12,15:30:00,510300.SS,2.396,50700,多,2.202,121477.200,9815.520
2014-08-13,15:30:00,510300.SS,2.403,50700,多,2.202,121832.100,10170.420
2014-08-14,15:30:00,510300.SS,2.374,50700,多,2.202,120361.800,8700.120
2014-08-15,15:30:00,510300.SS,2.404,50700,多,2.202,121882.800,10221.120
2014-08-18,15:30:00,510300.SS,2.412,50700,多,2.202,122288.400,10626.720
2014-08-19,15:30:00,510300.SS,2.414,50700,多,2.202,122389.800,10728.120
2014-08-20,15:30:00,510300.SS,2.405,50700,多,2.202,121933.500,10271.820
2014-08-21,15:30:00,510300.SS,2.396,0,多,0.000,0.000,0.000
2014-08-21,15:30:00,159915.SZ,1.415,85700,多,1.415,121265.500,-25.710
2014-08-22,15:30:00,159915.SZ,1.429,85700,多,1.415,122465.300,1174.090
2014-08-25,15:30:00,159915.SZ,1.408,85700,多,1.415,120665.600,-625.610
2014-08-26,15:30:00,159915.SZ,1.377,85700,多,1.415,118008.900,-3282.310
2014-08-27,15:30:00,159915.SZ,1.388,85700,多,1.415,118951.600,-2339.610
2014-08-28,15:30:00,159915.SZ,1.370,85700,多,1.415,117409.000,-3882.210
2014-08-29,15:30:00,159915.SZ,1.394,85700,多,1.415,119465.800,-1825.410
2014-09-01,15:30:00,159915.SZ,1.417,85700,多,1.415,121436.900,145.690
2014-09-02,15:30:00,159915.SZ,1.430,85700,多,1.415,122551.000,1259.790
2014-09-03,15:30:00,159915.SZ,1.439,85700,多,1.415,123322.300,2031.090
2014-09-04,15:30:00,159915.SZ,1.457,0,多,0.000,0.000,0.000
2014-09-04,15:30:00,513100.SS,1.341,93000,多,1.341,124713.000,-27.900
2014-09-05,15:30:00,513100.SS,1.339,93000,多,1.341,124527.000,-213.900
2014-09-09,15:30:00,513100.SS,1.348,93000,多,1.341,125364.000,623.100
2014-09-10,15:30:00,513100.SS,1.340,93000,多,1.341,124620.000,-120.900
2014-09-11,15:30:00,513100.SS,1.342,93000,多,1.341,124806.000,65.100
2014-09-12,15:30:00,513100.SS,1.341,0,多,0.000,0.000,0.000
2014-09-12,15:30:00,159915.SZ,1.483,84100,多,1.483,124720.300,-25.230
2014-09-15,15:30:00,159915.SZ,1.483,84100,多,1.483,124720.300,-25.230
2014-09-16,15:30:00,159915.SZ,1.438,84100,多,1.483,120935.800,-3809.730
2014-09-17,15:30:00,159915.SZ,1.440,84100,多,1.483,121104.000,-3641.530
2014-09-18,15:30:00,159915.SZ,1.456,84100,多,1.483,122449.600,-2295.930
2014-09-19,15:30:00,159915.SZ,1.460,84100,多,1.483,122786.000,-1959.530
2014-09-22,15:30:00,159915.SZ,1.442,0,多,0.000,0.000,0.000
2014-09-22,15:30:00,510300.SS,2.420,50100,多,2.421,121242.000,-25.050
2014-09-23,15:30:00,510300.SS,2.445,50100,多,2.421,122494.500,1227.450
2014-09-24,15:30:00,510300.SS,2.492,50100,多,2.421,124849.200,3582.150
2014-09-25,15:30:00,510300.SS,2.479,50100,多,2.421,124197.900,2930.850
2014-09-26,15:30:00,510300.SS,2.480,50100,多,2.421,124248.000,2980.950
2014-09-29,15:30:00,510300.SS,2.491,0,多,0.000,0.000,0.000
2014-09-29,15:30:00,159915.SZ,1.489,83800,多,1.489,124778.200,-25.140
2014-09-30,15:30:00,159915.SZ,1.500,83800,多,1.489,125700.000,896.660
