selected_config,fee_bps_one_side,period,baseline_annual_return,candidate_annual_return,baseline_sharpe,candidate_sharpe,sharpe_delta,baseline_max_drawdown,candidate_max_drawdown
ALIGN|corr=none,1.0,D,0.36516506440066787,0.36308441942552006,1.4371250843413144,1.4290104581645342,-0.00811462617678016,-0.2579467007454501,-0.24445097628980217
ALIGN|corr=none,1.0,V,0.23556158469711397,0.24198124967873125,0.9940115665526154,0.9958689315890947,0.0018573650364793748,-0.21739980673590265,-0.27864234563860635
ALIGN|corr=none,1.0,T_pseudo_oos,0.4081334660239546,0.44690443841938254,1.2648281117085953,1.3824877891196126,0.11765967741101724,-0.25505250836130944,-0.2544883522571485
ALIGN|corr=none,1.0,FULL,0.3344526118113791,0.3462350339378648,1.2383242854200656,1.2750274400494235,0.036703154629357915,-0.2579467007454501,-0.27864234563860635
ALIGN|corr=none,5.0,D,0.3412409244802621,0.33901341895744896,1.361761717784497,1.3528980523027794,-0.008863665481717575,-0.25973317508884664,-0.24867920987138514
ALIGN|corr=none,5.0,V,0.21226673941003504,0.2220483738709913,0.9158685292182417,0.930927051163892,0.015058521945650272,-0.21988831808861686,-0.2800103946508484
ALIGN|corr=none,5.0,T_pseudo_oos,0.3811927058172533,0.4220776322332651,1.2017947816137189,1.3238727615676438,0.12207797995392489,-0.26221932659438874,-0.26201228762930184
ALIGN|corr=none,5.0,FULL,0.3098919953565198,0.323340371504814,1.1668761696561993,1.2084985753779593,0.041622405721760014,-0.2622193265943882,-0.28001039465084865
