block_days,replicates,observed_sharpe_delta,bootstrap_mean,probability_delta_positive,q025,q05,median,q95,q975
20,3000,0.09284969013085465,0.09324424297510435,0.8853333333333333,-0.05799982337932517,-0.036225458801953436,0.09214874050457952,0.21719372583491253,0.2474302596853754
60,3000,0.09284969013085465,0.10596271971711164,0.9296666666666666,-0.04195672800534357,-0.01600921252934102,0.10577082106160213,0.22762167978599418,0.2517179538897207
120,3000,0.09284969013085465,0.11497521086766058,0.9546666666666667,-0.01803735656377381,0.004438741846553325,0.11249798811492001,0.230760442754784,0.2525747676276059
