date,core,raw_satellite_budget,weighted_corr60,scale,actual_satellite_budget
2021-01-11,159915.SZ,0.15,0.8726077930911225,0.2547844138177551,0.03821766207266326
2021-01-12,159915.SZ,0.15,0.9888850664044223,0.022229867191155384,0.0033344800786733074
2021-01-13,510300.SH,0.15,0.9029521493836487,0.1940957012327027,0.029114355184905405
2021-01-14,510300.SH,0.15,0.7731768427055886,0.45364631458882276,0.06804694718832341
2021-01-15,159915.SZ,0.15,0.9878457383364055,0.024308523327188913,0.003646278499078337
2021-01-18,159915.SZ,0.15,0.9873321308276889,0.025335738344622216,0.003800360751693332
2021-01-19,510300.SH,0.15,0.5360646522747121,0.9278706954505758,0.13918060431758636
2021-01-20,159915.SZ,0.15,0.4300380434915687,1.0,0.15
2021-01-21,159915.SZ,0.15000000000000002,0.4130868482562517,1.0,0.15000000000000002
2021-01-22,159915.SZ,0.15,0.9903389664503078,0.019322067099384332,0.00289831006490765
2021-01-25,159915.SZ,0.15,0.9900562634469402,0.019887473106119602,0.0029831209659179404
2021-01-26,159915.SZ,0.15,0.990467588764144,0.01906482247171204,0.0028597233707568057
2021-01-27,159915.SZ,0.15,0.9889414681123577,0.02211706377528455,0.0033175595662926828
2021-01-28,159915.SZ,0.15,0.9898082470985554,0.020383505802889168,0.0030575258704333753
2021-01-29,159915.SZ,0.15,0.9890668864906879,0.021866227018624285,0.0032799340527936427
2021-02-01,510300.SH,0.15,0.5235435051084603,0.9529129897830795,0.1429369484674619
2021-02-02,513100.SH,0.15,0.3612495357296187,1.0,0.15
2021-02-03,513100.SH,0.15,0.40703953412417726,1.0,0.15
2021-02-04,513100.SH,0.15,0.3792889602358232,1.0,0.15
2021-02-05,513100.SH,0.15,0.43290790973043636,1.0,0.15
2021-02-08,513100.SH,0.15,0.28223156284464834,1.0,0.15
2021-02-10,513100.SH,0.15,0.16644975126015166,1.0,0.15
2021-02-18,513100.SH,0.15,0.16551047203816788,1.0,0.15
2021-02-19,510300.SH,0.15,0.7156303162406505,0.5687393675186989,0.08531090512780483
2021-02-23,513100.SH,0.15,0.14869701932686963,1.0,0.15
2021-02-24,513100.SH,0.15,0.19489810607987246,1.0,0.15
2021-02-25,513100.SH,0.15,0.34827998690592943,1.0,0.15
2021-03-03,510300.SH,0.15,0.508394682169471,0.9832106356610579,0.1474815953491587
2021-03-04,510300.SH,0.15,0.537794313269723,0.9244113734605539,0.1386617060190831
2021-03-05,510300.SH,0.15,0.538397041549715,0.92320591690057,0.1384808875350855
2021-03-11,513100.SH,0.15,0.5148367083164611,0.9703265833670778,0.14554898750506165
2021-05-24,159915.SZ,0.15,0.9930769560988393,0.013846087802321438,0.0020769131703482157
2021-05-25,159915.SZ,0.15,0.9928679496107852,0.014264100778429656,0.0021396151167644485
2021-05-27,159915.SZ,0.15,0.9928953329796032,0.014209334040793609,0.0021314001061190414
2021-05-28,159915.SZ,0.15,0.992402356452796,0.015195287094408094,0.002279293064161214
2021-05-31,159915.SZ,0.15,0.9924937266148637,0.015012546770272639,0.0022518820155408956
2021-06-03,159915.SZ,0.15,0.8222433072396006,0.3555133855207988,0.05332700782811982
2021-06-04,159915.SZ,0.15,0.9911362655149827,0.017727468970034632,0.002659120345505195
2021-06-07,159915.SZ,0.15000000000000002,0.7508823365989643,0.4982353268020714,0.07473529902031072
2021-06-08,159915.SZ,0.15,0.7283449393162429,0.5433101213675142,0.08149651820512713
2021-06-09,159915.SZ,0.14999999999999997,0.8494682734091213,0.3010634531817573,0.045159517977263586
2021-06-10,159915.SZ,0.15,0.8518489264415086,0.2963021471169829,0.04444532206754743
2021-06-11,159915.SZ,0.15,0.8306648090302904,0.33867038193941923,0.05080055729091288
2021-06-15,513100.SH,0.15,0.15914821004071364,1.0,0.15
2021-06-16,513100.SH,0.15,0.18333112993964643,1.0,0.15
2021-06-17,513100.SH,0.15,0.135204811992438,1.0,0.15
2021-06-18,513100.SH,0.15,0.12659087061766272,1.0,0.15
