arm,window_end,baseline_sharpe,candidate_sharpe,candidate_leads
D0_size_only,2018-08-22,1.0619876777122914,0.859150768608541,False
D0_size_only,2018-09-20,0.9995901922696834,0.7677049619292823,False
D0_size_only,2018-10-29,0.9337135326197259,0.7041680028043448,False
D0_size_only,2018-11-27,0.7107791145950325,0.4727022145827521,False
D0_size_only,2018-12-26,0.904081917284217,0.6737613277643741,False
D0_size_only,2019-01-28,1.1881440744675429,0.8037061956404138,False
D0_size_only,2019-03-05,1.7605666807474154,1.372935663197258,False
D0_size_only,2019-04-03,1.519580728631467,1.2398910337589526,False
D0_size_only,2019-05-08,1.3908133783601515,1.2670313913815008,False
D0_size_only,2019-06-06,1.3668763695489077,1.3484666574679467,False
D0_size_only,2019-07-08,1.3400332418897365,1.4785279184773625,True
D0_size_only,2019-08-06,1.4571805378313205,1.7032647255918907,True
D0_size_only,2019-09-04,1.4879558392561467,1.6934380398010234,True
D0_size_only,2019-10-11,1.4288361824419744,1.6610622955962284,True
D0_size_only,2019-11-11,1.4425227135533176,1.687041624075804,True
D0_size_only,2019-12-10,1.4961353897077805,1.7511975892307272,True
D0_size_only,2020-01-09,1.644824318759851,1.8589476196322383,True
D0_size_only,2020-02-17,1.6315083341924606,1.836399522634518,True
D0_size_only,2020-03-17,1.2225823666520708,1.5961510711755904,True
D0_size_only,2020-04-16,1.341301036898031,1.7044842210107434,True
D0_size_only,2020-05-20,1.2966981963007067,1.6602340920913035,True
D0_size_only,2020-06-18,1.3207618462424113,1.679679216281494,True
D0_size_only,2020-07-21,1.3344408446299667,1.7079833365267896,True
D0_size_only,2020-08-19,1.144612929099091,1.4935575124562506,True
D0_size_only,2020-09-17,1.2127994633772934,1.3425534294880366,True
D0_size_only,2020-10-26,1.100124950673044,1.1731539868920897,True
D0_size_only,2020-11-24,1.1483382614893272,1.2130184953018373,True
D0_size_only,2020-12-23,1.1823032408451017,1.1355218306790185,False
D0_size_only,2021-01-22,1.2168340429158262,1.0636949406392018,False
D0_size_only,2021-03-01,1.0637568352369795,0.9553884009506831,False
D0_size_only,2021-03-30,1.1098228643307841,0.8879022652755103,False
D0_size_only,2021-04-29,1.132801955020333,0.9305107198162431,False
D0_size_only,2021-06-02,1.1182659481296726,0.8923734082379328,False
D0_size_only,2021-07-02,1.1558509166700104,0.950657529988115,False
D0_size_only,2021-08-02,1.011576491916176,0.8268980474270865,False
D0_size_only,2021-08-31,0.886501659689627,0.8293024993631555,False
D0_size_only,2021-10-08,0.9203785994180728,0.8075373381162508,False
D0_size_only,2021-11-08,0.975845920808816,0.7119838571618914,False
D0_size_only,2021-12-07,1.007403781856701,0.743974751657726,False
D0_size_only,2022-01-06,1.0165219885755568,0.7501190133981785,False
D0_size_only,2022-02-11,0.9344293634676825,0.6294297012008835,False
D0_size_only,2022-03-14,1.0331899427258064,0.6091139211809063,False
D0_size_only,2022-04-14,0.6618407436355519,0.29043519542776325,False
D0_size_only,2022-05-18,0.5825589845254928,0.1855585209432358,False
D0_size_only,2022-06-17,0.8122868162425112,0.22416589550617722,False
D0_size_only,2022-07-18,0.8474993673560827,0.21963024239696033,False
D0_size_only,2022-08-16,0.9962028547142852,0.2509372001322091,False
D0_size_only,2022-09-15,0.8152413444364814,0.0593041497863249,False
D0_size_only,2022-10-21,0.733636947001065,-0.11644822941723867,False
D0_size_only,2022-11-21,0.8240861722656203,-0.09583545506215649,False
D0_size_only,2022-12-20,0.8464569593147835,0.035504404355879905,False
D0_size_only,2023-01-19,0.887578086191214,0.039769206366524784,False
D0_size_only,2023-02-24,0.781488917435759,-0.06471809355339082,False
D0_size_only,2023-03-27,0.6823584564810792,-0.15571961276524532,False
D0_size_only,2023-04-26,0.9219581761331443,0.059744828076899015,False
D0_size_only,2023-05-30,0.8628110664601772,0.021238142018667715,False
D0_size_only,2023-06-30,1.0011971751145132,0.12358811450402629,False
D0_size_only,2023-07-31,0.9780798185497888,0.01438722783108975,False
D0_size_only,2023-08-29,0.8959753055161255,-0.06753850623095482,False
D0_size_only,2023-09-27,0.9729958912836632,0.005789547388788481,False
D0_size_only,2023-11-03,0.8281395226249755,-0.020009620260113686,False
D0_size_only,2023-12-04,0.83274121435454,-0.023445741561773162,False
D0_size_only,2024-01-03,0.7597546167054126,-0.06923465533388583,False
D0_size_only,2024-02-01,0.7277464097861504,-0.05546597019132615,False
D0_size_only,2024-03-11,0.8304953824181004,0.030197919012672055,False
D0_size_only,2024-04-11,1.1363951952964817,0.18739323519354395,False
D0_size_only,2024-05-15,1.14099061147014,0.45480937391848786,False
D0_size_only,2024-06-14,1.1092458690601288,0.3213521243901741,False
D0_size_only,2024-07-15,1.2168281299766102,0.4131025854488105,False
D0_size_only,2024-08-13,1.0675746244872975,0.2780836388895467,False
D0_size_only,2024-09-11,1.0836255043188774,0.2340620245070294,False
D0_size_only,2024-10-21,1.2193146578607557,0.31998088530545865,False
D0_size_only,2024-11-19,1.114579362995311,0.2777963612094554,False
D0_size_only,2024-12-18,1.1121493190862655,0.3940590844151041,False
D0_size_only,2025-01-17,1.1152991114648558,0.3871865126224863,False
D0_size_only,2025-02-25,1.201853024702203,0.5551381369654884,False
D0_size_only,2025-03-26,1.1967590168913995,0.5903017745330088,False
D0_size_only,2025-04-25,1.224774186372579,0.7254188694359675,False
D0_size_only,2025-05-29,1.29766094738427,0.7735919648788067,False
D0_size_only,2025-06-30,1.3858234098795634,0.8409026048444584,False
D0_size_only,2025-07-29,1.3788506141583177,0.8715581112172486,False
D0_size_only,2025-08-27,1.4709662214567236,1.0028374407706016,False
D0_size_only,2025-09-25,1.4876642529608353,1.0136490585077162,False
D0_size_only,2025-11-03,1.5519390116282097,0.9751279871523979,False
D0_size_only,2025-12-02,1.4449353035149481,0.9388650075875544,False
D0_size_only,2025-12-31,1.3490239587874078,1.0302546928895886,False
D0_size_only,2026-02-02,1.2577503116288447,0.8569315019107169,False
D0_size_only,2026-03-11,1.2939889490545178,0.8878424832458153,False
D0_size_only,2026-04-10,1.1693995275983813,0.8630509644452374,False
D0_size_only,2026-05-14,1.3277841292856303,1.1025722482633853,False
D0_size_only,2026-06-12,1.3776785943372152,0.9916372001590898,False
D0_size_only,2026-07-14,1.247527229359787,0.6688660868256362,False
D0_size_only,2026-08-12,1.2489434477307266,0.6977044427331003,False
D1_positive_top5,2017-02-09,1.4540269671948867,1.845972628870256,True
D1_positive_top5,2017-03-10,1.3810988746224735,1.7766366675833307,True
D1_positive_top5,2017-04-12,1.3056827022020154,1.7030538199652279,True
D1_positive_top5,2017-05-12,1.2908910835518335,1.689384498873664,True
D1_positive_top5,2017-06-14,1.4254494847049464,1.8259974935490868,True
D1_positive_top5,2017-07-13,1.3928318345356012,1.7930312473645573,True
D1_positive_top5,2017-08-11,1.4548039238056452,1.8105499676594994,True
D1_positive_top5,2017-09-11,1.406542605668259,1.7903587137301684,True
D1_positive_top5,2017-10-17,1.3728024167490775,1.7755057814620196,True
D1_positive_top5,2017-11-15,1.3645578903168318,1.7531911209265612,True
D1_positive_top5,2017-12-14,1.4227297622514936,1.7639244864570485,True
D1_positive_top5,2018-01-15,1.2372958520719182,1.5877542556289388,True
D1_positive_top5,2018-02-13,1.0413149850879846,1.390159776782675,True
D1_positive_top5,2018-03-21,1.2067696362290994,1.56741443972557,True
