selector,factor,satellite_weight,satellite_topn,activation,corr_cap,rebalance_days,sharpe_D,delta_D,sharpe_V,delta_V,min_DV_delta,sharpe_DV,sharpe_T_not_used_for_selection,delta_T_not_used_for_selection,full_sharpe,full_annual_return,full_max_drawdown,satellite_days,config_id
ALIGN_TOP3,QM20,0.4,2,selector_only,0.85,5,1.3450330722471726,-0.09209201209414175,1.0450807565774687,0.05106919002485333,-0.09209201209414175,1.2118894866520329,1.1523502691288978,-0.1124778425796975,1.1934794671300062,0.2894419305357965,-0.27381253043695786,1355,ALIGN_TOP3|QM20|w0.40|n2|selector_only|corr0.85|rd5
MEDIAN_TOP3,QM20,0.4,2,selector_only,,5,1.3441313892591857,-0.09299369508212862,0.9619546920134516,-0.03205687453916373,-0.09299369508212862,1.1723120534886107,1.3134085436244431,0.04858043191584782,1.2140022892136129,0.2966292221103477,-0.27381253043695786,1436,MEDIAN_TOP3|QM20|w0.40|n2|selector_only|corrnone|rd5
ALIGN_TOP3,QM20,0.4,2,selector_only,,5,1.341013098050258,-0.09611198629105644,1.088449208812626,0.09443764226001072,-0.09611198629105644,1.230057758764934,1.2468334683626259,-0.017994643345969452,1.2346222402093527,0.2993633874588699,-0.27381253043695786,1509,ALIGN_TOP3|QM20|w0.40|n2|selector_only|corrnone|rd5
ALIGN_TOP3,QM20,0.25,2,selector_only,0.85,5,1.3394623484302641,-0.09766273591105024,1.054597573040644,0.0605860064880287,-0.09766273591105024,1.2129220081686038,1.2240907055973713,-0.040737406111224006,1.2161491957543888,0.2956377481256893,-0.26764496871164467,1355,ALIGN_TOP3|QM20|w0.25|n2|selector_only|corr0.85|rd5
P60_TOP5,QM20,0.25,1,beat_best,0.85,5,1.466051105354785,0.028926021013470526,0.8957877894937238,-0.09822377705889151,-0.09822377705889151,1.206790371832351,1.0010843562165948,-0.2637437554920006,1.144830523565445,0.2845465798085307,-0.2611759813694188,872,P60_TOP5|QM20|w0.25|n1|beat_best|corr0.85|rd5
ALIGN_TOP3,QM20,0.4,2,beat_best,,5,1.5420748099439043,0.10494972560258997,0.8950611929196276,-0.09895037363298775,-0.09895037363298775,1.2463839595138975,1.2638908444485575,-0.000937267260037844,1.2507906121580668,0.32135952706834603,-0.2514029219666777,846,ALIGN_TOP3|QM20|w0.40|n2|beat_best|corrnone|rd5
MEDIAN_TOP3,QM20,0.4,2,beat_best,,5,1.5420748099439043,0.10494972560258997,0.89394589860968,-0.10006566794293537,-0.10006566794293537,1.24585346553215,1.2638908444485575,-0.000937267260037844,1.2504232130084985,0.32125192118692913,-0.2514029219666776,846,MEDIAN_TOP3|QM20|w0.40|n2|beat_best|corrnone|rd5
ALIGN_TOP3,QM20,0.25,2,selector_only,,5,1.3370208727867094,-0.10010421155460492,1.1366093459273094,0.1425977793746941,-0.10010421155460492,1.2483213097235712,1.2640257544243836,-0.000802357284211741,1.2528949304149661,0.3061191392304361,-0.26764496871164467,1509,ALIGN_TOP3|QM20|w0.25|n2|selector_only|corrnone|rd5
ALIGN_TOP3,QM20,0.25,1,beat_best,0.85,5,1.501236957432684,0.06411187309136968,0.8931207880941292,-0.10089077845848615,-0.10089077845848615,1.2242113757717756,1.1177763071417564,-0.14705180456683897,1.191844381883995,0.3006794459595312,-0.2611759813694189,767,ALIGN_TOP3|QM20|w0.25|n1|beat_best|corr0.85|rd5
MEDIAN_TOP3,QM20,0.25,1,beat_best,0.85,5,1.501236957432684,0.06411187309136968,0.8931207880941292,-0.10089077845848615,-0.10089077845848615,1.2242113757717756,1.1177763071417564,-0.14705180456683897,1.191844381883995,0.3006794459595312,-0.2611759813694189,767,MEDIAN_TOP3|QM20|w0.25|n1|beat_best|corr0.85|rd5
