selector,factor,satellite_weight,satellite_topn,activation,corr_cap,rebalance_days,sharpe_D,delta_D,sharpe_V,delta_V,min_DV_delta,sharpe_DV,sharpe_T_not_used_for_selection,delta_T_not_used_for_selection,full_sharpe,full_annual_return,full_max_drawdown,satellite_days,config_id
ALIGN_TOP3,QM20,0.25,2,selector_only,0.85,10,1.0082028030660224,-0.42892228127529197,0.710047542507635,-0.28396402404498033,-0.42892228127529197,0.8785174952400312,1.2373769399751964,-0.02745117173339895,0.9914522980390066,0.24097598523560237,-0.4585510919079565,1367,ALIGN_TOP3|QM20|w0.25|n2|selector_only|corr0.85|rd10
ALIGN_TOP3,QM20,0.25,1,selector_only,0.85,10,1.0082028030660224,-0.42892228127529197,0.6251982584166189,-0.36881330813599644,-0.42892228127529197,0.84082183141043,1.436755542556047,0.17192743084745166,1.0307345611612015,0.2543302305029762,-0.4585510919079565,1359,ALIGN_TOP3|QM20|w0.25|n1|selector_only|corr0.85|rd10
P60_TOP5,QM20,0.4,2,beat_best,0.85,10,1.0902605791787614,-0.34686450516255296,0.5622029174747217,-0.4318086490778936,-0.4318086490778936,0.859300235250776,1.2646851799071772,-0.00014293180141811135,0.9764196558694812,0.2387535463459478,-0.45724029258856125,994,P60_TOP5|QM20|w0.40|n2|beat_best|corr0.85|rd10
P60_TOP5,ER_FLOOR20,0.4,1,beat_best,,5,1.475484674765059,0.038359590423744594,0.5561362065017241,-0.4378753600508912,-0.4378753600508912,1.06326792652377,1.2350828104762157,-0.029745301232379617,1.115063834345998,0.3006802606166179,-0.330806664388931,982,P60_TOP5|ER_FLOOR20|w0.40|n1|beat_best|corrnone|rd5
ALIGN_TOP3,ER_FLOOR20,0.4,1,selector_only,,5,1.3051874631983005,-0.13193762114301388,0.5403764654430577,-0.4536351011095576,-0.4536351011095576,0.9716107547120929,1.0265701020506766,-0.23825800965791877,0.9875561231536195,0.24155580656672693,-0.31111792947425665,1492,ALIGN_TOP3|ER_FLOOR20|w0.40|n1|selector_only|corrnone|rd5
P60_TOP5,QM20,0.4,1,beat_best,0.85,10,1.0902605791787614,-0.34686450516255296,0.5379458782775854,-0.4560656882750299,-0.4560656882750299,0.8480846662446416,1.367961724115955,0.10313361240735963,1.0010046126668497,0.24886601323777247,-0.45724029258856125,965,P60_TOP5|QM20|w0.40|n1|beat_best|corr0.85|rd10
ALIGN_TOP3,QM20,0.25,2,selector_only,,10,0.9760404015423042,-0.46108468279901016,0.8266402080754834,-0.16737135847713192,-0.46108468279901016,0.9106340431364063,1.2624111424636322,-0.002416969244963152,1.0214576210620894,0.2514272848587682,-0.4566087457236063,1505,ALIGN_TOP3|QM20|w0.25|n2|selector_only|corrnone|rd10
ALIGN_TOP3,QM20,0.25,1,selector_only,,10,0.9760404015423042,-0.46108468279901016,0.619603685138228,-0.3744078814143873,-0.46108468279901016,0.818398284420796,1.4406697397765655,0.1758416280679702,1.0165856163196725,0.2506380652474507,-0.4566087457236063,1492,ALIGN_TOP3|QM20|w0.25|n1|selector_only|corrnone|rd10
MEDIAN_TOP3,QM20,0.4,2,selector_only,0.85,10,0.9697007835241985,-0.46742430081711583,0.6268434147182037,-0.36716815183441165,-0.46742430081711583,0.8193530742957875,1.1605954420174438,-0.10423266969115152,0.9258185523897184,0.22062220667516264,-0.484508251111466,1315,MEDIAN_TOP3|QM20|w0.40|n2|selector_only|corr0.85|rd10
P60_TOP5,QM20,0.4,2,selector_only,0.85,10,0.9660196246866039,-0.4711054596547105,0.8448074644749269,-0.14920410207768842,-0.4711054596547105,0.9137948899382848,0.8688572694268033,-0.395970842281792,0.9010958639618014,0.19718551249221705,-0.49526403891540105,1711,P60_TOP5|QM20|w0.40|n2|selector_only|corr0.85|rd10
P60_TOP5,QM20,0.4,1,selector_only,0.85,10,0.9660196246866039,-0.4711054596547105,0.5905668387123132,-0.40344472784030216,-0.4711054596547105,0.8003483987103827,1.3012487468490517,0.03642063514045635,0.9600091961293875,0.23136969339744518,-0.49526403891540105,1708,P60_TOP5|QM20|w0.40|n1|selector_only|corr0.85|rd10
P60_TOP5,QM20,0.4,2,selector_only,,10,0.9653794406610646,-0.47174564368024974,1.056217501712506,0.06220593515989059,-0.47174564368024974,1.003930631737795,0.9304444300088001,-0.33438368169979527,0.9827948244498287,0.21870215272314875,-0.49233295616841755,1847,P60_TOP5|QM20|w0.40|n2|selector_only|corrnone|rd10
P60_TOP5,QM20,0.4,1,selector_only,,10,0.9653794406610646,-0.47174564368024974,0.7948225807922306,-0.1991889857603848,-0.47174564368024974,0.890596994556385,1.281258494299557,0.016430382590961745,1.0144506999123892,0.24652228457454117,-0.49233295616841755,1846,P60_TOP5|QM20|w0.40|n1|selector_only|corrnone|rd10
MEDIAN_TOP3,QM20,0.4,1,selector_only,0.85,10,0.9697007835241985,-0.46742430081711583,0.5214104356725107,-0.4726011308801047,-0.4726011308801047,0.7718245436136849,1.1926523533835907,-0.07217575832500467,0.9051563131453209,0.21720801909798082,-0.484508251111466,1318,MEDIAN_TOP3|QM20|w0.40|n1|selector_only|corr0.85|rd10
MEDIAN_TOP3,QM20,0.4,2,selector_only,,10,0.9635309198804547,-0.47359416446085967,0.5310626587928008,-0.46294890775981457,-0.47359416446085967,0.7766503707957096,1.2214575366226217,-0.04337057508597364,0.9177413613340429,0.21621501017399902,-0.4815571713550988,1430,MEDIAN_TOP3|QM20|w0.40|n2|selector_only|corrnone|rd10
MEDIAN_TOP3,QM20,0.4,1,selector_only,,10,0.9635309198804547,-0.47359416446085967,0.5275136836704419,-0.4664978828821734,-0.47359416446085967,0.772596597429912,1.2721122708175998,0.007284159109004484,0.9320218921729505,0.22346160397017711,-0.4815571713550988,1421,MEDIAN_TOP3|QM20|w0.40|n1|selector_only|corrnone|rd10
P60_TOP5,ER_FLOOR20,0.4,1,beat_best,0.85,5,1.4290788217440902,-0.008046262597224185,0.5202413034282427,-0.47377026312437265,-0.47377026312437265,1.0217338993579543,1.1448963088837794,-0.11993180282481597,1.0580409324148665,0.28053327498772207,-0.3308066643889307,916,P60_TOP5|ER_FLOOR20|w0.40|n1|beat_best|corr0.85|rd5
ALIGN_TOP3,QM20,0.4,2,selector_only,0.85,10,0.9601631369451272,-0.47696194739618714,0.6862023234102997,-0.3078092431423156,-0.47696194739618714,0.8412022213595127,1.1594088510227143,-0.10541926068588103,0.9405270208341838,0.2238818787754,-0.484508251111466,1367,ALIGN_TOP3|QM20|w0.40|n2|selector_only|corr0.85|rd10
ALIGN_TOP3,QM20,0.4,1,selector_only,0.85,10,0.9601631369451272,-0.47696194739618714,0.5501133555743362,-0.4438982109782792,-0.47696194739618714,0.7801686464453493,1.2790534598865066,0.014225348177911323,0.9388379659733262,0.22675452822125175,-0.484508251111466,1359,ALIGN_TOP3|QM20|w0.40|n1|selector_only|corr0.85|rd10
ALIGN_TOP3,QM20,0.4,2,selector_only,,10,0.9335693021965753,-0.5035557821447391,0.7447581241287888,-0.24925344242382652,-0.5035557821447391,0.851737982065554,1.223379782443284,-0.04144832926531139,0.9687248502853459,0.23169721358850315,-0.4815571713550988,1505,ALIGN_TOP3|QM20|w0.40|n2|selector_only|corrnone|rd10
ALIGN_TOP3,QM20,0.4,1,selector_only,,10,0.9335693021965753,-0.5035557821447391,0.5053647747565344,-0.48864679179608095,-0.5035557821447391,0.7446195747327884,1.2752227234942415,0.010394611785646157,0.9137234482430826,0.21845711730761885,-0.4815571713550988,1492,ALIGN_TOP3|QM20|w0.40|n1|selector_only|corrnone|rd10
ALIGN_TOP3,DUAL_RANK,0.25,2,beat_best,,10,0.8999867572803136,-0.5371383270610007,0.9890860450804969,-0.004925521472118444,-0.5371383270610007,0.9397535013849843,0.8563382998926254,-0.4084898118159699,0.9118182703486607,0.2186133331760196,-0.3627328919245394,887,ALIGN_TOP3|DUAL_RANK|w0.25|n2|beat_best|corrnone|rd10
MEDIAN_TOP3,DUAL_RANK,0.25,2,beat_best,,10,0.8999867572803136,-0.5371383270610007,0.9890860450804969,-0.004925521472118444,-0.5371383270610007,0.9397535013849843,0.8563382998926254,-0.4084898118159699,0.9118182703486607,0.2186133331760196,-0.3627328919245394,887,MEDIAN_TOP3|DUAL_RANK|w0.25|n2|beat_best|corrnone|rd10
ALIGN_TOP3,DUAL_RANK,0.25,1,beat_best,,10,0.8999867572803136,-0.5371383270610007,0.9827758139198486,-0.011235752632766771,-0.5371383270610007,0.9369446429907461,0.786023953682733,-0.4788041580258623,0.8869373649919676,0.21197901201856406,-0.3627328919245394,879,ALIGN_TOP3|DUAL_RANK|w0.25|n1|beat_best|corrnone|rd10
MEDIAN_TOP3,DUAL_RANK,0.25,1,beat_best,,10,0.8999867572803136,-0.5371383270610007,0.9827758139198486,-0.011235752632766771,-0.5371383270610007,0.9369446429907461,0.786023953682733,-0.4788041580258623,0.8869373649919676,0.21197901201856406,-0.3627328919245394,879,MEDIAN_TOP3|DUAL_RANK|w0.25|n1|beat_best|corrnone|rd10
ALIGN_TOP3,DUAL_RANK,0.25,2,beat_best,0.85,10,0.8999867572803136,-0.5371383270610007,0.9695148866098368,-0.0244966799427786,-0.5371383270610007,0.9310783803126925,0.7999907977434676,-0.46483731396512773,0.8882754762303434,0.21136654361611917,-0.3627328919245394,856,ALIGN_TOP3|DUAL_RANK|w0.25|n2|beat_best|corr0.85|rd10
MEDIAN_TOP3,DUAL_RANK,0.25,2,beat_best,0.85,10,0.8999867572803136,-0.5371383270610007,0.9695148866098368,-0.0244966799427786,-0.5371383270610007,0.9310783803126925,0.7999907977434676,-0.46483731396512773,0.8882754762303434,0.21136654361611917,-0.3627328919245394,856,MEDIAN_TOP3|DUAL_RANK|w0.25|n2|beat_best|corr0.85|rd10
ALIGN_TOP3,DUAL_RANK,0.25,1,beat_best,0.85,10,0.8999867572803136,-0.5371383270610007,0.963203130036712,-0.03080843651590337,-0.5371383270610007,0.9282692156383173,0.7312067516069737,-0.5336213601016216,0.8638340489204551,0.20477866582080773,-0.3627328919245394,849,ALIGN_TOP3|DUAL_RANK|w0.25|n1|beat_best|corr0.85|rd10
MEDIAN_TOP3,DUAL_RANK,0.25,1,beat_best,0.85,10,0.8999867572803136,-0.5371383270610007,0.963203130036712,-0.03080843651590337,-0.5371383270610007,0.9282692156383173,0.7312067516069737,-0.5336213601016216,0.8638340489204551,0.20477866582080773,-0.3627328919245394,849,MEDIAN_TOP3|DUAL_RANK|w0.25|n1|beat_best|corr0.85|rd10
ALIGN_TOP3,DUAL_RANK,0.4,2,beat_best,,10,0.8978988846234237,-0.5392261997178907,0.8703334864836907,-0.12367808006892467,-0.5392261997178907,0.8858098944100559,0.8475183183295825,-0.41730979337901286,0.8723414921244476,0.2064186615085699,-0.37202334397298753,887,ALIGN_TOP3|DUAL_RANK|w0.40|n2|beat_best|corrnone|rd10
MEDIAN_TOP3,DUAL_RANK,0.4,2,beat_best,,10,0.8978988846234237,-0.5392261997178907,0.8703334864836907,-0.12367808006892467,-0.5392261997178907,0.8858098944100559,0.8475183183295825,-0.41730979337901286,0.8723414921244476,0.2064186615085699,-0.37202334397298753,887,MEDIAN_TOP3|DUAL_RANK|w0.40|n2|beat_best|corrnone|rd10
ALIGN_TOP3,DUAL_RANK,0.4,2,beat_best,0.85,10,0.8978988846234237,-0.5392261997178907,0.8523237930664546,-0.1416877734861608,-0.5392261997178907,0.8777657821232131,0.7747599126471568,-0.4900681990614385,0.844254671987291,0.19776816410850429,-0.37202334397298753,856,ALIGN_TOP3|DUAL_RANK|w0.40|n2|beat_best|corr0.85|rd10
MEDIAN_TOP3,DUAL_RANK,0.4,2,beat_best,0.85,10,0.8978988846234237,-0.5392261997178907,0.8523237930664546,-0.1416877734861608,-0.5392261997178907,0.8777657821232131,0.7747599126471568,-0.4900681990614385,0.844254671987291,0.19776816410850429,-0.37202334397298753,856,MEDIAN_TOP3|DUAL_RANK|w0.40|n2|beat_best|corr0.85|rd10
ALIGN_TOP3,DUAL_RANK,0.4,1,beat_best,,10,0.8978988846234237,-0.5392261997178907,0.8400707396506565,-0.15394082690195887,-0.5392261997178907,0.8723269730492159,0.7359681354690579,-0.5288599762395374,0.8266265641997257,0.19433732261064818,-0.37202334397298753,879,ALIGN_TOP3|DUAL_RANK|w0.40|n1|beat_best|corrnone|rd10
MEDIAN_TOP3,DUAL_RANK,0.4,1,beat_best,,10,0.8978988846234237,-0.5392261997178907,0.8400707396506565,-0.15394082690195887,-0.5392261997178907,0.8723269730492159,0.7359681354690579,-0.5288599762395374,0.8266265641997257,0.19433732261064818,-0.37202334397298753,879,MEDIAN_TOP3|DUAL_RANK|w0.40|n1|beat_best|corrnone|rd10
ALIGN_TOP3,DUAL_RANK,0.4,1,beat_best,0.85,10,0.8978988846234237,-0.5392261997178907,0.8220944015597268,-0.17191716499288856,-0.5392261997178907,0.8642895436777613,0.677805661849406,-0.5870224498591893,0.8030088442384128,0.1869154759663343,-0.37202334397298753,849,ALIGN_TOP3|DUAL_RANK|w0.40|n1|beat_best|corr0.85|rd10
MEDIAN_TOP3,DUAL_RANK,0.4,1,beat_best,0.85,10,0.8978988846234237,-0.5392261997178907,0.8220944015597268,-0.17191716499288856,-0.5392261997178907,0.8642895436777613,0.677805661849406,-0.5870224498591893,0.8030088442384128,0.1869154759663343,-0.37202334397298753,849,MEDIAN_TOP3|DUAL_RANK|w0.40|n1|beat_best|corr0.85|rd10
P60_TOP5,DUAL_RANK,0.25,2,beat_best,,10,0.8720884001388209,-0.5650366842024934,0.9754161943422393,-0.018595372210376104,-0.5650366842024934,0.9179464446783013,0.9423189306852547,-0.3225091810233406,0.9238442496740351,0.22187308035254194,-0.3627328919245394,999,P60_TOP5|DUAL_RANK|w0.25|n2|beat_best|corrnone|rd10
P60_TOP5,DUAL_RANK,0.25,2,beat_best,0.85,10,0.8720884001388209,-0.5650366842024934,0.9598433978146694,-0.034168168737945925,-0.5650366842024934,0.9110937867081236,0.8850772638488308,-0.37975084785976454,0.9012308629623818,0.21492698608943028,-0.3627328919245394,988,P60_TOP5|DUAL_RANK|w0.25|n2|beat_best|corr0.85|rd10
P60_TOP5,DUAL_RANK,0.25,1,beat_best,,10,0.8720884001388209,-0.5650366842024934,0.8979957616586302,-0.0960158048939852,-0.5650366842024934,0.8837998427361873,1.0103069964094626,-0.2545211152991327,0.9218132247499743,0.22284680769044374,-0.3627328919245394,990,P60_TOP5|DUAL_RANK|w0.25|n1|beat_best|corrnone|rd10
P60_TOP5,DUAL_RANK,0.25,1,beat_best,0.85,10,0.8720884001388209,-0.5650366842024934,0.8459945701775478,-0.1480169963750676,-0.5650366842024934,0.8605795548118368,0.7447079785175258,-0.5201201331910695,0.8224600139296047,0.1929615089911143,-0.3627328919245394,980,P60_TOP5|DUAL_RANK|w0.25|n1|beat_best|corr0.85|rd10
P60_TOP5,QM20,0.4,1,selector_only,,20,0.8665454915150747,-0.5705795928262397,0.9957159980507567,0.0017044314981413677,-0.5705795928262397,0.9209495068116642,1.3847077682216837,0.1198796565130884,1.0551947370077492,0.2549520213251226,-0.41829844014545636,1884,P60_TOP5|QM20|w0.40|n1|selector_only|corrnone|rd20
P60_TOP5,QM20,0.4,2,selector_only,,20,0.8665454915150747,-0.5705795928262397,0.9938042483699264,-0.00020731818268893143,-0.5705795928262397,0.9189960353422707,1.0301792577399527,-0.23464885396864266,0.9475521421334336,0.2137890726412861,-0.41829844014545636,1879,P60_TOP5|QM20|w0.40|n2|selector_only|corrnone|rd20
P60_TOP5,DUAL_RANK,0.4,2,beat_best,,10,0.8663562188734172,-0.5707688654678972,0.8043197907330898,-0.18969177581952557,-0.5707688654678972,0.838962709159164,0.9855178040249062,-0.27931030768368914,0.8833376254972803,0.2095528627254477,-0.37202334397298753,999,P60_TOP5|DUAL_RANK|w0.40|n2|beat_best|corrnone|rd10
P60_TOP5,DUAL_RANK,0.4,2,beat_best,0.85,10,0.8663562188734172,-0.5707688654678972,0.7927590906707399,-0.20125247588187545,-0.5707688654678972,0.8337787346812822,0.9119438998535054,-0.3528842118550899,0.8568360413515332,0.2013926857863586,-0.37202334397298753,988,P60_TOP5|DUAL_RANK|w0.40|n2|beat_best|corr0.85|rd10
P60_TOP5,DUAL_RANK,0.4,1,beat_best,,10,0.8663562188734172,-0.5707688654678972,0.7003758339422534,-0.2936357326103619,-0.5707688654678972,0.7921977286405375,0.9722271871032588,-0.2926009246053365,0.8473737877423986,0.20108616745691066,-0.37202334397298753,990,P60_TOP5|DUAL_RANK|w0.40|n1|beat_best|corrnone|rd10
P60_TOP5,DUAL_RANK,0.4,1,beat_best,0.85,10,0.8663562188734172,-0.5707688654678972,0.661926537435146,-0.3320850291174694,-0.5707688654678972,0.7744260089547718,0.6982481810311739,-0.5665799306774214,0.7488120558395595,0.17148173242568698,-0.3938110935508595,980,P60_TOP5|DUAL_RANK|w0.40|n1|beat_best|corr0.85|rd10
P60_TOP5,QM20,0.25,2,selector_only,,20,0.8530459478949955,-0.5840791364463188,1.064213043134316,0.07020147658170062,-0.5840791364463188,0.9418620929424126,1.2120990867658556,-0.05272902494273968,1.0111865667704885,0.23267994400887004,-0.4043836769128688,1879,P60_TOP5|QM20|w0.25|n2|selector_only|corrnone|rd20
P60_TOP5,QM20,0.25,1,selector_only,,20,0.8530459478949955,-0.5840791364463188,1.0525157592351573,0.05850419268254192,-0.5840791364463188,0.9371729523834962,1.4532197748024447,0.18839166309384936,1.082274042568161,0.26025559116195107,-0.4043836769128688,1884,P60_TOP5|QM20|w0.25|n1|selector_only|corrnone|rd20
P60_TOP5,DUAL_RANK,0.25,1,selector_only,,20,0.8525334203346298,-0.5845916640066846,0.6589569638648057,-0.3350546026878096,-0.5845916640066846,0.7699873287179515,1.2532787001837833,-0.011549411524812037,0.910566686209558,0.2158839308819891,-0.39891864762695795,1916,P60_TOP5|DUAL_RANK|w0.25|n1|selector_only|corrnone|rd20
P60_TOP5,DUAL_RANK,0.25,2,selector_only,,20,0.8525334203346298,-0.5845916640066846,0.4344033249361575,-0.5596082416164578,-0.5845916640066846,0.6769473564571029,0.9225196768410898,-0.3423084348675055,0.7488051954295648,0.16679978596376488,-0.39891864762695795,1855,P60_TOP5|DUAL_RANK|w0.25|n2|selector_only|corrnone|rd20
P60_TOP5,TRI_RANK,0.25,2,selector_only,,20,0.8510727371270546,-0.5860523472142598,0.6360920654523305,-0.3579195011002848,-0.5860523472142598,0.7530859173945817,1.1930524768741808,-0.07177563483441451,0.8819187417799782,0.196495789306266,-0.3209992345260455,1847,P60_TOP5|TRI_RANK|w0.25|n2|selector_only|corrnone|rd20
P60_TOP5,DUAL_RANK,0.4,1,selector_only,,20,0.8271255506329801,-0.6099995337083343,0.6488954582487504,-0.34511610830386497,-0.6099995337083343,0.7512996432498804,1.0519217866752661,-0.21290632503332918,0.8412536842261333,0.19738399409006924,-0.41407859346740583,1916,P60_TOP5|DUAL_RANK|w0.40|n1|selector_only|corrnone|rd20
P60_TOP5,DUAL_RANK,0.4,2,selector_only,,20,0.8271255506329801,-0.6099995337083343,0.430733875954812,-0.5632776905978034,-0.6099995337083343,0.6625612528390669,0.8633944269513619,-0.4014336847572334,0.7215328559066562,0.15814604890393302,-0.41407859346740583,1855,P60_TOP5|DUAL_RANK|w0.40|n2|selector_only|corrnone|rd20
P60_TOP5,DUAL_RANK,0.25,2,selector_only,,10,0.821838842235025,-0.6152862421062893,0.9390997609632021,-0.05491180558941322,-0.6152862421062893,0.8743469606474242,0.9534368271800233,-0.311391284528572,0.8977210032518231,0.19713763145506547,-0.4413931785292222,1846,P60_TOP5|DUAL_RANK|w0.25|n2|selector_only|corrnone|rd10
P60_TOP5,DUAL_RANK,0.25,1,selector_only,,10,0.821838842235025,-0.6152862421062893,0.7655860950300406,-0.22842547152257475,-0.6152862421062893,0.7966731166703267,0.9360303148963091,-0.32879779681228627,0.8386409514115644,0.18426066526420448,-0.4413931785292222,1800,P60_TOP5|DUAL_RANK|w0.25|n1|selector_only|corrnone|rd10
P60_TOP5,TRI_RANK,0.4,2,selector_only,,20,0.8211932772257529,-0.6159318071155615,0.5866219849841627,-0.4073895815684526,-0.6159318071155615,0.7158867342115389,1.1390382262898582,-0.12578988541873715,0.8394233601272505,0.1842345832946417,-0.3444593082115418,1847,P60_TOP5|TRI_RANK|w0.40|n2|selector_only|corrnone|rd20
P60_TOP5,TRI_RANK,0.25,1,selector_only,,20,0.8510727371270546,-0.5860523472142598,0.36303600050012896,-0.6309755660524864,-0.6309755660524864,0.6246919701168584,1.3915205243148392,0.12669241260624386,0.8312964617968706,0.1796645578244891,-0.3786272324587818,1853,P60_TOP5|TRI_RANK|w0.25|n1|selector_only|corrnone|rd20
P60_TOP5,ER_FLOOR20,0.4,2,beat_best,,20,0.7869910248046725,-0.6501340595366418,0.6759455774185702,-0.31806598913404516,-0.6501340595366418,0.7393133739962479,0.9849358070837706,-0.27989230462482473,0.8096134019941436,0.19257951064460865,-0.49319160320899946,1045,P60_TOP5|ER_FLOOR20|w0.40|n2|beat_best|corrnone|rd20
P60_TOP5,ER_FLOOR20,0.4,1,beat_best,,20,0.7869910248046725,-0.6501340595366418,0.6072867560130841,-0.3867248105395312,-0.6501340595366418,0.7099547271858351,1.0304867248967935,-0.23434138681180183,0.800168547446843,0.1887260074498467,-0.49319160320899946,1047,P60_TOP5|ER_FLOOR20|w0.40|n1|beat_best|corrnone|rd20
P60_TOP5,DUAL_RANK,0.25,1,selector_only,0.85,10,0.7865564024004098,-0.6505686819409046,0.9110977632369106,-0.08291380331570475,-0.6505686819409046,0.8427396227423436,0.8050086709391016,-0.45981944076949377,0.8302394542771027,0.18287995871272877,-0.4459628910822385,1657,P60_TOP5|DUAL_RANK|w0.25|n1|selector_only|corr0.85|rd10
P60_TOP5,DUAL_RANK,0.25,2,selector_only,0.85,10,0.7865564024004098,-0.6505686819409046,0.8997699381846507,-0.09424162836796468,-0.6505686819409046,0.8374130821056447,0.8633778192854161,-0.4014502924231792,0.844977324489031,0.18361081322076722,-0.4459628910822385,1696,P60_TOP5|DUAL_RANK|w0.25|n2|selector_only|corr0.85|rd10
MEDIAN_TOP3,DUAL_RANK,0.25,1,selector_only,0.85,10,0.7692522930133955,-0.6678727913279189,0.9834687964013124,-0.010542770151303005,-0.6678727913279189,0.8671588722322784,1.132383048841322,-0.1324450628672733,0.9505000605089657,0.22946314261282463,-0.3966711845164257,1287,MEDIAN_TOP3|DUAL_RANK|w0.25|n1|selector_only|corr0.85|rd10
MEDIAN_TOP3,DUAL_RANK,0.25,2,selector_only,0.85,10,0.7692522930133955,-0.6678727913279189,0.9031951966246451,-0.09081636992797026,-0.6678727913279189,0.8304664987242096,1.02437465166872,-0.24045346003987533,0.8902587754466188,0.20913299850893652,-0.3966711845164257,1327,MEDIAN_TOP3|DUAL_RANK|w0.25|n2|selector_only|corr0.85|rd10
P60_TOP5,QM20,0.25,2,beat_best,,20,0.8989675175303086,-0.5381575668110058,0.325283399545024,-0.6687281670075913,-0.6687281670075913,0.6514242316096619,1.5107838254864798,0.2459557137778845,0.8846449760638961,0.2047063820607402,-0.3956517965147769,1001,P60_TOP5|QM20|w0.25|n2|beat_best|corrnone|rd20
P60_TOP5,ER_FLOOR20,0.25,2,beat_best,,20,0.7592853490384853,-0.677839735302829,0.7124915305992644,-0.28152003595335096,-0.677839735302829,0.7390406667187269,1.0773264124627442,-0.18750169924585114,0.8342025610508778,0.19945556740510106,-0.49522344485997116,1045,P60_TOP5|ER_FLOOR20|w0.25|n2|beat_best|corrnone|rd20
P60_TOP5,ER_FLOOR20,0.25,1,beat_best,,20,0.7592853490384853,-0.677839735302829,0.6700058196956947,-0.32400574685692063,-0.677839735302829,0.7210404442623615,1.1877973011922465,-0.07703081051634886,0.849044584662693,0.20245038825119122,-0.49522344485997116,1047,P60_TOP5|ER_FLOOR20|w0.25|n1|beat_best|corrnone|rd20
ALIGN_TOP3,DUAL_RANK,0.25,2,selector_only,0.85,10,0.7570638348522989,-0.6800612494890155,1.0262185522865674,0.03220698573395209,-0.6800612494890155,0.8790957107976122,1.02437465166872,-0.24045346003987533,0.9224425804213693,0.21755030651870078,-0.3966711845164257,1367,ALIGN_TOP3|DUAL_RANK|w0.25|n2|selector_only|corr0.85|rd10
ALIGN_TOP3,DUAL_RANK,0.25,1,selector_only,0.85,10,0.7570638348522989,-0.6800612494890155,0.9331227080330747,-0.06088885851954062,-0.6800612494890155,0.8373004793614695,1.132383048841322,-0.1324450628672733,0.9309049737131364,0.2230179345595693,-0.3966711845164257,1316,ALIGN_TOP3|DUAL_RANK|w0.25|n1|selector_only|corr0.85|rd10
P60_TOP5,TRI_RANK,0.4,1,selector_only,,20,0.8211932772257529,-0.6159318071155615,0.31077968206324963,-0.6832318844893657,-0.6832318844893657,0.5870394666536094,1.3141099788567334,0.04928186714813809,0.7923750209211141,0.17187604541408552,-0.38280445178149447,1853,P60_TOP5|TRI_RANK|w0.40|n1|selector_only|corrnone|rd20
ALIGN_TOP3,TRI_RANK,0.4,2,beat_best,0.85,10,0.7521537216141145,-0.6849713627271998,0.8981869094910541,-0.09582465706156129,-0.6849713627271998,0.8181535391907554,1.1884828179127436,-0.07634529379585175,0.9297466922272899,0.22327511505306852,-0.5603545344086713,808,ALIGN_TOP3|TRI_RANK|w0.40|n2|beat_best|corr0.85|rd10
MEDIAN_TOP3,TRI_RANK,0.4,2,beat_best,0.85,10,0.7521537216141145,-0.6849713627271998,0.8981869094910541,-0.09582465706156129,-0.6849713627271998,0.8181535391907554,1.1884828179127436,-0.07634529379585175,0.9297466922272899,0.22327511505306852,-0.5603545344086713,808,MEDIAN_TOP3|TRI_RANK|w0.40|n2|beat_best|corr0.85|rd10
ALIGN_TOP3,TRI_RANK,0.4,1,beat_best,0.85,10,0.7521537216141145,-0.6849713627271998,0.8463115629948773,-0.14770000355773805,-0.6849713627271998,0.7947868550625863,1.0830712841818653,-0.18175682752673006,0.8812861095907296,0.20836436292851768,-0.5603545344086713,801,ALIGN_TOP3|TRI_RANK|w0.40|n1|beat_best|corr0.85|rd10
MEDIAN_TOP3,TRI_RANK,0.4,1,beat_best,0.85,10,0.7521537216141145,-0.6849713627271998,0.8463115629948773,-0.14770000355773805,-0.6849713627271998,0.7947868550625863,1.0830712841818653,-0.18175682752673006,0.8812861095907296,0.20836436292851768,-0.5603545344086713,801,MEDIAN_TOP3|TRI_RANK|w0.40|n1|beat_best|corr0.85|rd10
P60_TOP5,TRI_RANK,0.25,2,beat_best,0.85,10,0.7422079594804875,-0.6949171248608269,0.9438036627475423,-0.050207903805073006,-0.6949171248608269,0.832536743478505,1.4492009573424538,0.18437284563385847,1.0139834783205262,0.24787432232756879,-0.5565054150601296,939,P60_TOP5|TRI_RANK|w0.25|n2|beat_best|corr0.85|rd10
P60_TOP5,TRI_RANK,0.25,1,beat_best,0.85,10,0.7422079594804875,-0.6949171248608269,0.9247889230599254,-0.06922264349268992,-0.6949171248608269,0.8240258416147601,1.208287020663419,-0.05654109104517624,0.9352205439474072,0.22198652170936062,-0.5565054150601296,958,P60_TOP5|TRI_RANK|w0.25|n1|beat_best|corr0.85|rd10
ALIGN_TOP3,DUAL_RANK,0.4,1,beat_best,,5,0.7409113428220238,-0.6962137415192906,0.6599949104231454,-0.33401665612946996,-0.6962137415192906,0.7042045858044508,1.3227975680816049,0.05796945637300954,0.8916871548813152,0.21175254369720564,-0.388059322904597,880,ALIGN_TOP3|DUAL_RANK|w0.40|n1|beat_best|corrnone|rd5
