fee_bps_one_side,period,baseline_annual_return,candidate_annual_return,baseline_sharpe,candidate_sharpe,sharpe_delta,baseline_max_drawdown,candidate_max_drawdown
1.0,D,0.36516506440066787,0.361545906143103,1.4371250843413144,1.4005983261516162,-0.036526758189698194,-0.2579467007454501,-0.2665980089215205
1.0,V,0.23556158469711397,0.20985022653342922,0.9940115665526154,0.886108781823966,-0.10790278472864934,-0.21739980673590265,-0.2777985776643018
1.0,T_pseudo_oos,0.4081334660239546,0.4569028386890892,1.2648281117085953,1.3891755114386455,0.12434739973005016,-0.25505250836130944,-0.25674380016764287
1.0,FULL,0.3344526118113791,0.3371290047190274,1.2383242854200656,1.2347881278889004,-0.003536157531165207,-0.2579467007454501,-0.2777985776643018
5.0,D,0.3412409244802621,0.3387048712567251,1.361761717784497,1.3297121119482185,-0.03204960583627847,-0.25973317508884664,-0.26841736016945716
5.0,V,0.21226673941003504,0.19013688105459803,0.9158685292182417,0.8205382178935886,-0.09533031132465308,-0.21988831808861686,-0.2791078746608825
5.0,T_pseudo_oos,0.3811927058172533,0.4318124869850286,1.2017947816137189,1.3311972206635352,0.1294024390498163,-0.26221932659438874,-0.2585314891795585
5.0,FULL,0.3098919953565198,0.314731349083045,1.1668761696561993,1.1701671801872542,0.00329101053105485,-0.2622193265943882,-0.2791078746608824
