fee_bps_one_side,period,baseline_annual_return,candidate_annual_return,baseline_sharpe,candidate_sharpe,sharpe_delta,baseline_max_drawdown,candidate_max_drawdown
1.0,D,0.36516506440066787,0.3636277223456421,1.4371250843413144,1.4310901580193263,-0.006034926321988099,-0.2579467007454501,-0.2444509762898024
1.0,V,0.23556158469711397,0.2064802109575452,0.9940115665526154,0.8723185827472181,-0.12169298380539728,-0.21739980673590265,-0.2794545184685888
1.0,T_pseudo_oos,0.4081334660239546,0.49120139215548586,1.2648281117085953,1.4395614919218365,0.17473338021324114,-0.25505250836130944,-0.25504107542942456
1.0,FULL,0.3344526118113791,0.34567081277007383,1.2383242854200656,1.2554963368680736,0.01717205144800804,-0.2579467007454501,-0.2794545184685887
5.0,D,0.3412409244802621,0.3393321038131325,1.361761717784497,1.3546521098221067,-0.007109607962390241,-0.25973317508884664,-0.2486792098713848
5.0,V,0.21226673941003504,0.18551241312728362,0.9158685292182417,0.8027029070114513,-0.11316562220679038,-0.21988831808861686,-0.28082108135129735
5.0,T_pseudo_oos,0.3811927058172533,0.46411173028254704,1.2017947816137189,1.380034422602014,0.17823964098829514,-0.26221932659438874,-0.2550410754294248
5.0,FULL,0.3098919953565198,0.32174736234514945,1.1668761696561993,1.1873576936899801,0.020481524033780785,-0.2622193265943882,-0.2808210813512976
