selected_config,gate,value,passed
ALIGN|corr=none,D/V/T Sharpe deltas nonnegative,D=-0.0081;V=0.0019;T=0.1177,False
ALIGN|corr=none,full 1bp Sharpe delta >= +0.05,0.036703154629357915,False
ALIGN|corr=none,full 5bp Sharpe direction positive,0.041622405721760014,True
ALIGN|corr=none,full maxDD deterioration <= 3pp,-0.02069564489315623,True
ALIGN|corr=none,rolling36 lead share >= 60%,0.6306306306306306,True
ALIGN|corr=none,satellite holding days >= 200,953,True
