window_end,baseline_sharpe,candidate_sharpe,candidate_leads
2017-02-09,1.4540269671948867,1.4771871534902008,True
2017-03-10,1.3810988746224735,1.405939947920269,True
2017-04-12,1.3056827022020154,1.33280348131278,True
2017-05-12,1.2908910835518335,1.3184380138668395,True
2017-06-14,1.4254494847049464,1.4117250312141354,False
2017-07-13,1.3928318345356012,1.3802830151149912,False
2017-08-11,1.4548039238056452,1.4241720846550865,False
2017-09-11,1.406542605668259,1.3724680342282851,False
2017-10-17,1.3728024167490775,1.3966286326235517,True
2017-11-15,1.3645578903168318,1.4015778720608933,True
2017-12-14,1.4227297622514936,1.4555737916198088,True
2018-01-15,1.2372958520719182,1.2755412522299276,True
2018-02-13,1.0413149850879846,1.0574585370796097,True
2018-03-21,1.2067696362290994,1.157979109386221,False
2018-04-23,1.02571034652644,0.9823999495598632,False
2018-05-24,0.960975963098168,0.9142965732546683,False
2018-06-25,0.8026415163413967,0.7603427572186764,False
2018-07-24,0.9767902267868361,0.8685807457690655,False
2018-08-22,1.0619876777122914,1.0723894403844563,True
2018-09-20,0.9995901922696834,1.0096712683695144,True
2018-10-29,0.9337135326197259,0.942220369656075,True
2018-11-27,0.7107791145950325,0.7168561964204555,True
2018-12-26,0.904081917284217,0.9160171413855925,True
2019-01-28,1.1881440744675429,1.2098467464969724,True
2019-03-05,1.7605666807474154,1.7695195078691164,True
2019-04-03,1.519580728631467,1.5989202912026137,True
2019-05-08,1.3908133783601515,1.404909259024416,True
2019-06-06,1.3668763695489077,1.3810657117538276,True
2019-07-08,1.3400332418897365,1.3535985687622074,True
2019-08-06,1.4571805378313205,1.4662535319778107,True
2019-09-04,1.4879558392561467,1.4970363343906306,True
2019-10-11,1.4288361824419744,1.4112105030142013,False
2019-11-11,1.4425227135533176,1.4600796043493949,True
2019-12-10,1.4961353897077805,1.491114656514015,False
2020-01-09,1.644824318759851,1.54283316481241,False
2020-02-17,1.6315083341924606,1.5705728263806147,False
2020-03-17,1.2225823666520708,1.0321638671943656,False
2020-04-16,1.341301036898031,1.10921871221115,False
2020-05-20,1.2966981963007067,1.0667750387585766,False
2020-06-18,1.3207618462424113,1.0930889482988417,False
2020-07-21,1.3344408446299667,1.318849925969299,False
2020-08-19,1.144612929099091,1.1298204123266038,False
2020-09-17,1.2127994633772934,1.2169745447292353,True
2020-10-26,1.100124950673044,1.1315249212352052,True
2020-11-24,1.1483382614893272,1.1609260777471344,True
2020-12-23,1.1823032408451017,1.1718493283202827,False
2021-01-22,1.2168340429158262,1.1878531535173877,False
2021-03-01,1.0637568352369795,1.0331588848594684,False
2021-03-30,1.1098228643307841,1.0419657499879411,False
2021-04-29,1.132801955020333,1.1160750502641206,False
2021-06-02,1.1182659481296726,1.101722548560043,False
2021-07-02,1.1558509166700104,1.131907400499118,False
2021-08-02,1.011576491916176,1.0041518289124025,False
2021-08-31,0.886501659689627,0.92415881832677,True
2021-10-08,0.9203785994180728,0.919506553632692,False
2021-11-08,0.975845920808816,0.9186676900297408,False
2021-12-07,1.007403781856701,0.920808237727967,False
2022-01-06,1.0165219885755568,0.8934174800272614,False
2022-02-11,0.9344293634676825,0.804444027699546,False
2022-03-14,1.0331899427258064,0.9007886852099327,False
2022-04-14,0.6618407436355519,0.5662481214395946,False
2022-05-18,0.5825589845254928,0.4171516925353797,False
2022-06-17,0.8122868162425112,0.6831816601746952,False
2022-07-18,0.8474993673560827,0.7192012907880881,False
2022-08-16,0.9962028547142852,0.8638527252842867,False
2022-09-15,0.8152413444364814,0.6895396443782533,False
2022-10-21,0.733636947001065,0.6094230154931009,False
2022-11-21,0.8240861722656203,0.6851146192391577,False
2022-12-20,0.8464569593147835,0.6822234607441781,False
2023-01-19,0.887578086191214,0.723238125435335,False
2023-02-24,0.781488917435759,0.6208060196863506,False
2023-03-27,0.6823584564810792,0.5977392665442892,False
2023-04-26,0.9219581761331443,0.9550553933153247,True
2023-05-30,0.8628110664601772,0.992536141060371,True
2023-06-30,1.0011971751145132,1.1283025334351833,True
2023-07-31,0.9780798185497888,1.1084400461901054,True
2023-08-29,0.8959753055161255,0.8596531526322987,False
2023-09-27,0.9729958912836632,0.9411648983353403,False
2023-11-03,0.8281395226249755,0.7919136905612043,False
2023-12-04,0.83274121435454,0.7683197926626544,False
2024-01-03,0.7597546167054126,0.6780153188649696,False
2024-02-01,0.7277464097861504,0.6596364320155631,False
2024-03-11,0.8304953824181004,0.7906573932828065,False
2024-04-11,1.1363951952964817,1.1005254267986582,False
2024-05-15,1.14099061147014,1.2117427160963397,True
2024-06-14,1.1092458690601288,1.1242454076755037,True
2024-07-15,1.2168281299766102,1.2306387608140856,True
2024-08-13,1.0675746244872975,1.0964060164436866,True
2024-09-11,1.0836255043188774,1.0964051215225024,True
2024-10-21,1.2193146578607557,1.2082273370751584,False
2024-11-19,1.114579362995311,1.1212758820722215,True
2024-12-18,1.1121493190862655,1.1463301118187625,True
2025-01-17,1.1152991114648558,1.1770745713873838,True
2025-02-25,1.201853024702203,1.2972442533613207,True
2025-03-26,1.1967590168913995,1.308711806825605,True
2025-04-25,1.224774186372579,1.3362001761115803,True
2025-05-29,1.29766094738427,1.415018775002598,True
2025-06-30,1.3858234098795634,1.526851289137039,True
2025-07-29,1.3788506141583177,1.525616399674213,True
2025-08-27,1.4709662214567236,1.615455143368247,True
2025-09-25,1.4876642529608353,1.6589449816839978,True
2025-11-03,1.5519390116282097,1.7784769765356427,True
2025-12-02,1.4449353035149481,1.6662567785292757,True
2025-12-31,1.3490239587874078,1.5684955459813257,True
2026-02-02,1.2577503116288447,1.471435361440453,True
2026-03-11,1.2939889490545178,1.5039925702958608,True
2026-04-10,1.1693995275983813,1.41988813368608,True
2026-05-14,1.3277841292856303,1.5252800586081827,True
2026-06-12,1.3776785943372152,1.559804863731928,True
2026-07-14,1.247527229359787,1.3255776456368105,True
2026-08-12,1.2489434477307266,1.2722323973836178,True
