label,train_days,train_annual_return,train_sharpe,train_max_drawdown,train_total_return,test_days,test_annual_return,test_sharpe,test_max_drawdown,test_total_return,full_days,full_annual_return,full_sharpe,full_max_drawdown,full_total_return,full_annual_turnover,train_target_diff_days,test_target_diff_days
full,1622,0.33206065166464493,1.386720150053196,-0.1967281670081953,5.331399421000927,958,0.3357798531105145,1.3413876244597558,-0.20416629306278034,2.006022016839206,2580,0.33344044725162525,1.3692084766266097,-0.20416629306278034,18.0323260569318,33.2093023255814,20,1
without_drawdown,1622,0.30284413279919,1.3079568218504902,-0.19672816700819518,4.4891644297419315,958,0.3357798531105145,1.3413876244597558,-0.20416629306278034,2.006022016839206,2580,0.31497788231144797,1.3204245042539469,-0.20416629306277967,15.500549129854896,31.255813953488374,0,0
without_rebound,1622,0.30284413279919,1.3079568218504902,-0.19672816700819518,4.4891644297419315,958,0.3357798531105145,1.3413876244597558,-0.20416629306278034,2.006022016839206,2580,0.31497788231144797,1.3204245042539469,-0.20416629306277967,15.500549129854896,31.255813953488374,0,0
without_volume,1622,0.27428383434537684,1.1867421633738013,-0.19672816700819495,3.7593381469702702,958,0.3574898015398218,1.417254570578064,-0.20416629306278034,2.196021410266398,2580,0.30456710553141475,1.274495067327293,-0.20416629306277978,14.210946616414612,33.4046511627907,19,1
without_rsi,1622,0.3458205989939398,1.4429286519620885,-0.1967281670081953,5.764363721629241,958,0.3357798531105145,1.3413876244597558,-0.20416629306278034,2.006022016839206,2580,0.3420835118077221,1.403509788929296,-0.2041662930627799,19.333826277125862,31.84186046511628,2,0
qmom_only,1622,0.30284413279919,1.3079568218504902,-0.19672816700819518,4.4891644297419315,958,0.3357798531105145,1.3413876244597558,-0.20416629306278034,2.006022016839206,2580,0.31497788231144797,1.3204245042539469,-0.20416629306277967,15.500549129854896,31.255813953488374,0,0
