label,train_days,train_annual_return,train_sharpe,train_max_drawdown,train_total_return,test_days,test_annual_return,test_sharpe,test_max_drawdown,test_total_return,full_days,full_annual_return,full_sharpe,full_max_drawdown,full_total_return,full_annual_turnover,weight_510300.SH,weight_159915.SZ,weight_513100.SH,weight_518880.SH
baseline,2215,0.2684665856242969,1.10307696830366,-0.2574996335895967,7.087045727608523,958,0.3956219303321946,1.2690556383096192,-0.2550410754294248,2.5509730303353773,3173,0.3055858016226536,1.1553019230253505,-0.2574996335895967,27.71688127382674,47.41380397100536,,,,
uniform_rsi_0_6,2215,0.3071915690758855,1.2224530074611022,-0.26644603031324443,9.533797620371537,958,0.5222615901739278,1.5282290057436108,-0.2550410754294249,3.940250435563134,3173,0.3687099520091386,1.3222689705983648,-0.26644603031324443,51.039598282174346,160.66687677277025,0.6,0.6,0.6,0.6
asset_weighted_selected,2215,0.29419689198801136,1.1851738943110581,-0.25267925981305994,8.648227671586397,958,0.4344903147568624,1.3594498185831219,-0.2815077045086992,2.9418462769703404,3173,0.33504363967556006,1.2398488120855835,-0.28150770450869944,37.03183032660488,71.39867633154743,0.9,0.3,0.3,0.3
