excluded_asset,asset_pool,baseline_annual_return,selected_annual_return,annual_return_delta,baseline_sharpe,selected_sharpe,sharpe_delta,dual_improvement
510300.SH,159915.SZ|513100.SH|518880.SH,0.29079622699954655,0.3009536256510057,0.010157398651459149,1.1005754162232828,1.1377623601491957,0.03718694392591293,True
159915.SZ,510300.SH|513100.SH|518880.SH,0.18957549368103477,0.12689684153268277,-0.062678652148352,0.9418693537858003,0.6864117229565955,-0.2554576308292048,False
513100.SH,510300.SH|159915.SZ|518880.SH,0.1428152913978853,0.12107772919401993,-0.021737562203865357,0.633035272355448,0.5661258490816801,-0.06690942327376792,False
518880.SH,510300.SH|159915.SZ|513100.SH,0.18297036079592166,0.15839051843967433,-0.024579842356247328,0.7580539438675444,0.6715678852616683,-0.0864860586058761,False
