start,end,baseline_annual_return,selected_annual_return,annual_return_delta,baseline_sharpe,selected_sharpe,sharpe_delta,dual_improvement
2013-07-30,2016-08-30,0.2862662033566148,0.24975384831741598,-0.03651235503919881,1.0461801446519703,0.9468641926406883,-0.09931595201128196,False
2013-08-28,2016-09-30,0.2856166855523383,0.22276964290702295,-0.06284704264531538,1.0436603810487295,0.8716722842716893,-0.1719880967770402,False
2013-09-30,2016-11-07,0.30640392239125314,0.2585518380560874,-0.047852084335165745,1.108549261399195,0.9835066133916252,-0.1250426480075698,False
2013-11-05,2016-12-06,0.3182753062063184,0.26816170203745715,-0.05011360416886124,1.1449514719410303,1.01583707292108,-0.12911439901995037,False
2013-12-04,2017-01-05,0.3534828544984656,0.30668399130818136,-0.04679886319028426,1.2660929804397656,1.1494555635068926,-0.116637416932873,False
2014-01-03,2017-02-10,0.38796216708546627,0.32321183232216955,-0.06475033476329672,1.364405180511066,1.2025918816179129,-0.1618132988931531,False
2014-02-10,2017-03-13,0.35743365220912504,0.3042619872783754,-0.05317166493074965,1.2920174751790046,1.158462292245252,-0.13355518293375246,False
2014-03-11,2017-04-13,0.3431342974838223,0.3136002557018971,-0.029534041781925202,1.257873083154918,1.1963266948083786,-0.06154638834653947,False
2014-04-10,2017-05-15,0.3312503604497472,0.313022988703342,-0.018227371746405208,1.2263280423527154,1.1970883311624216,-0.029239711190293782,False
2014-05-13,2017-06-15,0.3723926484421991,0.35952935424387866,-0.01286329419832044,1.3440211688580916,1.3346515014413285,-0.00936966741676315,False
2014-06-12,2017-07-14,0.3650794455308255,0.2975005894208722,-0.06757885610995329,1.3236745394928715,1.1496274442774617,-0.17404709521540984,False
2014-07-11,2017-08-14,0.38323131857989257,0.31988288910164053,-0.06334842947825203,1.3767577041228383,1.2210476794706087,-0.1557100246522296,False
2014-08-11,2017-09-12,0.3642952291173509,0.3450346677720799,-0.019260561345270988,1.3260560114060307,1.2944590764618136,-0.031596934944217114,False
2014-09-10,2017-10-18,0.3503190776507503,0.33148939178994574,-0.01882968586080458,1.2913486445637938,1.2595900692811608,-0.03175857528263304,False
2014-10-16,2017-11-16,0.3503388663327416,0.3439398809597798,-0.006398985372961796,1.2973858315538798,1.3012911115733123,0.0039052800194325776,False
2014-11-14,2017-12-15,0.3695641788951347,0.36519136336446145,-0.0043728155306732575,1.3462896888478055,1.3618467135583963,0.015557024710590728,False
2014-12-15,2018-01-16,0.3001712840083395,0.3554849628378749,0.05531367882953542,1.173814340690779,1.3361901678816093,0.1623758271908302,True
2015-01-15,2018-02-14,0.23428369233124569,0.36831160457905665,0.13402791224781097,0.9680294567212959,1.3864806100850233,0.4184511533637274,True
2015-02-13,2018-03-22,0.271955316079904,0.39078520533211036,0.11882988925220639,1.1100454003973805,1.4901155664456507,0.38007016604827015,True
2015-03-23,2018-04-24,0.21596887960651334,0.3153048114079293,0.09933593180141598,0.9256201897669467,1.263195492660891,0.33757530289394433,True
2015-04-22,2018-05-25,0.18952594293967961,0.2491969194572039,0.05967097651752429,0.8511024714018253,1.0903044398866664,0.2392019684848411,True
2015-05-22,2018-06-26,0.12487392278960208,0.15432397423231747,0.029450051442715397,0.635100276158306,0.7762159281383824,0.14111565198007636,True
2015-06-23,2018-07-25,0.20947609743647067,0.21607709642694983,0.006600998990479168,1.0045243293314623,1.0931539580844343,0.08862962875297198,True
2015-07-22,2018-08-23,0.2014246082251956,0.1881379884380714,-0.013286619787124199,0.9766849806105424,0.9754438652323718,-0.0012411153781706208,False
2015-08-20,2018-09-21,0.18556315761355613,0.19975379076208033,0.014190633148524201,0.93436654916001,1.0380796051921872,0.10371305603217718,True
2015-09-22,2018-10-30,0.1596074913064205,0.2005825088639599,0.040975017557539406,0.8215618049721274,1.0428956593197738,0.2213338543476464,True
2015-10-28,2018-11-28,0.10254578917907464,0.13322519888625028,0.030679409707175642,0.6146686834419453,0.8041230657036947,0.1894543822617495,True
2015-11-26,2018-12-27,0.12561684253067562,0.12360505442178749,-0.002011788108888135,0.7460567224205474,0.7789626993325497,0.032905976912002255,False
2015-12-25,2019-01-29,0.18195154941365477,0.1715665882282733,-0.010384961185381458,1.0494642725844092,1.0651251242621056,0.015660851677696375,False
2016-01-26,2019-03-06,0.32762775415571443,0.2701118289319344,-0.05751592522378002,1.6820005878869153,1.5026858059818446,-0.17931478190507066,False
2016-03-02,2019-04-04,0.27018924482227846,0.23207283021375336,-0.03811641460852511,1.3994481382998214,1.2686233901833752,-0.13082474811644618,False
2016-03-31,2019-05-09,0.2328723164380555,0.21477134015344412,-0.01810097628461138,1.2343360193522677,1.1953629501019822,-0.03897306925028543,False
2016-05-03,2019-06-10,0.230094410450689,0.21034664257379632,-0.019747767876892697,1.2334046389788305,1.186580433497636,-0.04682420548119448,False
2016-06-01,2019-07-09,0.23201005097718808,0.2202863183309809,-0.011723732646207186,1.2307966024348422,1.222006044188935,-0.008790558245907132,False
2016-07-04,2019-08-07,0.26184286142960844,0.254183311256299,-0.007659550173309437,1.3802314223383423,1.4019311950070776,0.02169977266873535,False
2016-08-02,2019-09-05,0.27199616126776993,0.26434680502187513,-0.0076493562458948006,1.4123418231354308,1.4347419082431216,0.02240008510769087,False
2016-08-31,2019-10-14,0.2588961193466668,0.2530583778044404,-0.005837741542226382,1.3413033289873044,1.3664608396772824,0.025157510689977958,False
2016-10-10,2019-11-12,0.2641382184566625,0.2811839083755838,0.017045689918921303,1.3698053122135523,1.5023687889104589,0.1325634766969066,True
2016-11-08,2019-12-11,0.268070370117075,0.2854576240806703,0.017387253963595306,1.3839655799385124,1.519995366910711,0.13602978697219847,True
2016-12-07,2020-01-10,0.30735895147348424,0.30367300133280795,-0.0036859501406762973,1.5586488272775332,1.6060782919836114,0.04742946470607823,False
2017-01-06,2020-02-18,0.31822206478627524,0.3181744835737841,-4.7581212491154545e-05,1.4762471219245268,1.5116837265334673,0.03543660460894049,False
2017-02-13,2020-03-18,0.2476012829769878,0.22615800176381895,-0.021443281213168852,1.1544566511766383,1.0970479195493437,-0.05740873162729465,False
2017-03-14,2020-04-17,0.2680136806380127,0.24621955914497762,-0.021794121493035057,1.2175132675812463,1.1621894426477188,-0.0553238249335275,False
2017-04-14,2020-05-21,0.2658677096269175,0.2849582983055883,0.01909058867867075,1.2063881258097626,1.3024358934832252,0.09604776767346257,True
2017-05-16,2020-06-19,0.2844842013079165,0.2812866232149107,-0.003197578093005804,1.2590992632098565,1.2710164857623831,0.011917222552526585,False
2017-06-16,2020-07-22,0.29598093003625126,0.35524964882800325,0.059268718791751995,1.2751770129065878,1.490476498713845,0.21529948580725722,True
2017-07-17,2020-08-20,0.23919686976038235,0.3390665430033817,0.09986967324299934,1.0498792245681081,1.3993528124938688,0.34947358792576066,True
2017-08-15,2020-09-18,0.30678954483066434,0.3954760998104898,0.08868655497982547,1.1822653196138493,1.4503072888605075,0.26804196924665824,True
2017-09-13,2020-10-27,0.26304376942156016,0.34675495626452046,0.0837111868429603,1.0394606613811663,1.2995307681403694,0.26007010675920306,True
2017-10-19,2020-11-25,0.2710888595853702,0.32595838080865014,0.05486952122327993,1.0604898510513125,1.2291913661292928,0.16870151507798026,True
2017-11-17,2020-12-24,0.2828245584925011,0.33598973359304085,0.05316517510053975,1.090629343773872,1.2526748571438424,0.1620455133699703,True
2017-12-18,2021-01-25,0.30334627942468995,0.3973468016134276,0.09400052218873767,1.1500231460489505,1.410172996308699,0.26014985025974857,True
2018-01-17,2021-03-02,0.2441294621031691,0.33880271258474637,0.09467325048157726,0.9622330578273183,1.2316158910799415,0.26938283325262324,True
2018-02-22,2021-03-31,0.2671780272560538,0.3289670137991727,0.06178898654311893,1.0365397787300474,1.197238310860379,0.16069853213033158,True
2018-03-23,2021-04-30,0.27983739069453484,0.366075996300957,0.08623860560642216,1.080763892390561,1.30485387794625,0.22408998555568904,True
2018-04-25,2021-06-03,0.26167166787529905,0.36778659288472015,0.1061149250094211,1.0298618203571548,1.315789615558781,0.28592779520162614,True
2018-05-28,2021-07-05,0.283921379256336,0.3943157903325627,0.11039441107622672,1.0974969645517798,1.3876480357202976,0.2901510711685178,True
2018-06-27,2021-08-03,0.23915037059047273,0.3508140369548036,0.1116636663643309,0.9569672141112692,1.2705233218690286,0.31355610775775944,True
2018-07-26,2021-09-01,0.19044402595365595,0.3168032538915122,0.12635922793785626,0.8052197926661994,1.1780286859526439,0.3728088932864445,True
2018-08-24,2021-10-11,0.1950599422589887,0.33792840860675266,0.14286846634776396,0.8242956539297782,1.2430060938147467,0.4187104398849685,True
2018-09-25,2021-11-09,0.21268176122317728,0.3441412823562926,0.13145952113311532,0.8806518352506438,1.2585008595549423,0.37784902430429845,True
2018-10-31,2021-12-08,0.2326887373884572,0.3289542879481482,0.096265550559691,0.9474973682626033,1.2138115265873937,0.26631415832479033,True
2018-11-29,2022-01-07,0.21742442815108087,0.30101851147988556,0.08359408332880469,0.9025296809502501,1.135744539951019,0.233214859000769,True
2018-12-28,2022-02-14,0.20993918570687087,0.30535181733400685,0.09541263162713598,0.8793960782572302,1.1518908221433706,0.27249474388614037,True
2019-01-30,2022-03-15,0.2303607114859021,0.32796978750857253,0.09760907602267044,0.9396261608890607,1.2097436104181647,0.270117449529104,True
2019-03-07,2022-04-15,0.1063557852491821,0.1973868304007158,0.09103104515153371,0.5287746233721937,0.8241615576598268,0.2953869342876331,True
2019-04-08,2022-05-19,0.10678155516876009,0.18140625901616825,0.07462470384740816,0.5351658632546304,0.7851549667443207,0.24998910348969028,True
2019-05-10,2022-06-20,0.17226310448236481,0.23886015491296408,0.06659705043059927,0.7646030303093817,0.9658367237269551,0.20123369341757336,True
2019-06-11,2022-07-19,0.17153602820645641,0.23809177294788975,0.06655574474143333,0.7552288850098036,0.9544721049567366,0.19924321994693306,True
2019-07-10,2022-08-17,0.22201930623218513,0.28291856429455087,0.060899258062365735,0.9195588259769197,1.0878726329783992,0.16831380700147947,True
2019-08-08,2022-09-16,0.15760111488626283,0.23429485983255716,0.07669374494629433,0.7075600631410712,0.939540255651371,0.23198019251029978,True
2019-09-06,2022-10-24,0.14259020763540242,0.2130346225044435,0.07044441486904107,0.658891151308444,0.8768333414315147,0.2179421901230707,True
2019-10-15,2022-11-22,0.1656931233138743,0.21753388828472775,0.05184076497085344,0.7385339274507091,0.8932011000460331,0.15466717259532403,True
2019-11-13,2022-12-21,0.17460461479543965,0.1943104448560362,0.019705830060596563,0.7685159772405106,0.8161155215089099,0.047599544268399296,True
2019-12-12,2023-01-20,0.1931505873061483,0.2121103003377045,0.01895971303155619,0.83145159833876,0.8733125687762288,0.041860970437468725,True
2020-01-13,2023-02-27,0.15196451181784765,0.18246742353189038,0.030502911714042735,0.690110842128126,0.7772452737685381,0.08713443164041212,True
2020-02-19,2023-03-28,0.13384944510294083,0.18018178579976585,0.046332340696825014,0.6489706605771495,0.8005762981328519,0.15160563755570244,True
2020-03-19,2023-04-27,0.17308312401530368,0.23221746633026807,0.059134342314964394,0.8122788794226444,0.9996819760939749,0.18740309667133048,True
2020-04-20,2023-05-31,0.1682566119635287,0.2512630230819992,0.08300641111847051,0.7980791143263153,1.0681056583220871,0.27002654399577186,True
2020-05-22,2023-07-03,0.2073290215690491,0.25899519875902466,0.05166617718997557,0.9434397390859208,1.0969988430264948,0.15355910394057393,True
2020-06-22,2023-08-01,0.18302060014717592,0.2709395008468045,0.0879189006996286,0.8606755729787584,1.1469514634890088,0.2862758905102504,True
2020-07-23,2023-08-30,0.16481716775193345,0.15970798262884234,-0.005109185123091109,0.7975981402232631,0.7691930353642428,-0.02840510485902037,False
2020-08-21,2023-09-28,0.17657812037655107,0.18969193292563657,0.013113812549085502,0.8615766547147748,0.9042875138515382,0.04271085913676331,True
2020-09-21,2023-11-06,0.11115686478657905,0.13891789149088996,0.02776102670431091,0.6592281508807494,0.780723513381745,0.12149536250099557,True
2020-10-28,2023-12-05,0.1174613555461459,0.1482951642755057,0.030833808729359813,0.7007009473436994,0.8350899788503628,0.13438903150666348,True
2020-11-26,2024-01-04,0.11016885605472915,0.1577176272833707,0.04754877122864154,0.6674030104135861,0.8905654426527233,0.22316243223913723,True
2020-12-25,2024-02-02,0.1117248241572133,0.15015338594930472,0.03842856179209142,0.6762401237404008,0.8561344700757114,0.17989434633531065,True
2021-01-26,2024-03-12,0.12431645998386176,0.12283542952077431,-0.0014810304630874516,0.7364472989786646,0.7289940120513578,-0.007453286927306735,False
2021-03-03,2024-04-12,0.19951491184925962,0.1916822094751962,-0.007832702374063416,1.1079988352554735,1.0767192863870052,-0.03127954886846829,False
2021-04-01,2024-05-16,0.18470871412732404,0.19196853679091586,0.0072598226635918195,1.0478624345260021,1.086147718896856,0.03828528437085388,True
2021-05-06,2024-06-17,0.17317954884737863,0.18436677590856698,0.011187227061188354,0.995664738150674,1.052457863406852,0.05679312525617797,True
2021-06-04,2024-07-16,0.2077852108855458,0.20049267436822982,-0.007292536517315984,1.1648486612311044,1.1318278680299338,-0.03302079320117057,False
2021-07-06,2024-08-14,0.16238236358875358,0.15499469278875067,-0.00738767080000291,0.9440996126909793,0.9030131397324808,-0.04108647295849854,False
2021-08-04,2024-09-12,0.16988905983884695,0.1634733179846728,-0.006415741854174151,0.9824901584892254,0.9356753968286287,-0.046814761660596727,False
2021-09-02,2024-10-22,0.3247162567717379,0.2965619921857374,-0.028154264586000455,1.1640413255110793,1.0787421808088549,-0.08529914470222444,False
2021-10-12,2024-11-20,0.29525313665894926,0.25993932844267986,-0.03531380821626939,1.069026882743255,0.9679424582982322,-0.10108442444502275,False
2021-11-10,2024-12-19,0.2852426083165769,0.2432714021184823,-0.04197120619809458,1.0427769298380585,0.920350203670045,-0.12242672616801342,False
2021-12-09,2025-01-20,0.28409053463171485,0.24668735958466148,-0.03740317504705337,1.037784445083411,0.9286743635573286,-0.10911008152608248,False
2022-01-10,2025-02-26,0.3236532535717527,0.2812655061297298,-0.042387747442022894,1.1431776690263968,1.0258141671176992,-0.1173635019086976,False
2022-02-15,2025-03-27,0.3148645715089222,0.2548359846826329,-0.06002858682628931,1.1188031134293404,0.948891810748507,-0.16991130268083332,False
2022-03-16,2025-04-28,0.34045936085176076,0.27926227419084326,-0.0611970866609175,1.1801171370986447,1.0115174019237188,-0.168599735174926,False
2022-04-18,2025-05-30,0.36437443850207973,0.32061117249795656,-0.04376326600412317,1.2447838440216787,1.125650003309871,-0.11913384071180766,False
2022-05-20,2025-07-01,0.3804988979783379,0.3307134630083164,-0.049785434970021525,1.2883486860555036,1.1540733900030098,-0.13427529605249378,False
2022-06-21,2025-07-30,0.37330837661749383,0.31818074800127194,-0.05512762861622189,1.2758740984528993,1.1278388040492808,-0.1480352944036185,False
2022-07-20,2025-08-28,0.4505978287695176,0.392367630994952,-0.05823019777456562,1.4696321465282565,1.321693212851435,-0.14793893367682154,False
2022-08-18,2025-09-26,0.4424897697733612,0.38104776685140895,-0.06144200292195223,1.43053361776639,1.2742739254347588,-0.15625969233163128,False
2022-09-19,2025-11-04,0.46554995678199584,0.4176751453771821,-0.047874811404813755,1.47239876390082,1.3495770679611754,-0.12282169593964465,False
2022-10-25,2025-12-03,0.42472567894057933,0.40525056352014044,-0.019475115420438893,1.3647484885681702,1.314071479740673,-0.05067700882749726,False
2022-11-23,2026-01-05,0.4056192227959974,0.41936567073781417,0.013746447941816786,1.3176479418084055,1.3459700106678212,0.028322068859415683,True
2022-12-22,2026-02-03,0.39433285659967154,0.4604640604407013,0.06613120384102977,1.2479412317010556,1.3959357758294952,0.1479945441284396,True
2023-01-30,2026-03-12,0.39024997001592365,0.44908342682760627,0.058833456811682616,1.2247519565642957,1.3555428049995786,0.13079084843528288,True
2023-02-28,2026-04-13,0.3475634887701742,0.4321334848281819,0.08456999605800775,1.1135008613219064,1.310067354308252,0.19656649298634554,True
2023-03-29,2026-05-15,0.4162822668672028,0.48900977284577896,0.07272750597857613,1.2683953612942778,1.430745813853963,0.16235045255968528,True
2023-04-28,2026-06-15,0.4679780732842227,0.5545174280994276,0.08653935481520492,1.3625434114320336,1.5448977675477653,0.1823543561157317,True
2023-06-01,2026-07-15,0.4014244274455494,0.4292225623505652,0.027798134905015814,1.2038526429118135,1.2644446960527849,0.06059205314097138,True
