label,weight_510300.SH,weight_159915.SZ,weight_513100.SH,weight_518880.SH,train_days,train_annual_return,train_sharpe,train_max_drawdown,train_total_return,test_days,test_annual_return,test_sharpe,test_max_drawdown,test_total_return,full_days,full_annual_return,full_sharpe,full_max_drawdown,full_total_return,full_annual_turnover,is_selected,dual_improvement_train_and_test
neighbor,0.6,0.3,0.0,0.6,2215,0.20213648656986738,0.8801199360116524,-0.2873289669861394,4.043921670952605,958,0.4196548553312358,1.3377483822866916,-0.2609887884634233,2.7891002340234605,3173,0.2640415068209565,1.0330175535534496,-0.2873289669861394,18.111924783802507,86.01197604790418,False,False
neighbor,0.6,0.3,0.3,0.0,2215,0.23763966897507194,0.9937197802922124,-0.2873289669861392,5.514390783714956,958,0.40041251295363445,1.2795883089264226,-0.2861566331243508,2.597533827527177,3173,0.28468280898362064,1.0875841949396516,-0.2873289669861392,22.4357412101458,74.57548061771195,False,False
neighbor,0.6,0.3,0.3,0.3,2215,0.21896580444106672,0.9376530285085154,-0.2873289669861394,4.699518719414028,958,0.3957105825103582,1.2684304918061418,-0.2861566331243508,2.551830606320967,3173,0.2698304173530881,1.0473415535218151,-0.2873289669861394,19.243725028914078,77.11692404664355,False,False
neighbor,0.6,0.3,0.3,0.6,2215,0.20731761402622362,0.8891858293004181,-0.30382166894824736,4.238239282764438,958,0.5140853066139821,1.5520316842830935,-0.25504107542942456,3.840132641826491,3173,0.29273412560837064,1.11112105354564,-0.30382166894824736,24.353772938206003,100.14875512133627,False,False
neighbor,0.6,0.3,0.6,0.0,2214,0.22429704602071276,0.9429120527279008,-0.2873289669861394,4.91763710193081,958,0.3886856437161237,1.2375910914237078,-0.31479526907632793,2.4843466012018323,3172,0.27178103715528756,1.0401293178799622,-0.3147952690763277,19.619098723258425,90.01134930643127,False,False
neighbor,0.6,0.3,0.6,0.3,2214,0.1841479094790459,0.8144651045661708,-0.2972070129303618,3.4149290277287045,958,0.42229905110385757,1.3204114645315053,-0.3256177259538596,2.815999770004869,3172,0.2515321713593892,0.9853219855938977,-0.32561772595386007,15.847368154400613,101.9281210592686,False,False
neighbor,0.6,0.3,0.6,0.6,2214,0.20117464692908582,0.8703415106842062,-0.28338613122632783,4.004917821010151,958,0.513924846609797,1.5376046493666709,-0.25504107542942456,3.838182912999496,3172,0.2881260866272346,1.0953589364012055,-0.28338613122632783,23.214707882577972,115.7515762925599,False,False
neighbor,0.6,0.6,0.0,0.0,2215,0.22959354240342944,0.9702249843198756,-0.28732896698613963,5.151425048715095,958,0.4124790289119289,1.3165326962325483,-0.25504107542942467,2.7168043370917583,3173,0.28216369698550503,1.0847630782688307,-0.28732896698613963,21.86364330035923,75.5285219035613,False,False
neighbor,0.6,0.6,0.0,0.3,2215,0.2047325547819614,0.8987252110807773,-0.2873289669861395,4.140473213222183,958,0.3790441752224032,1.2305382834364276,-0.25504107542942467,2.3932716602864894,3173,0.25490176715215407,1.009255068845022,-0.2873289669861395,16.44302207488866,80.92908919004097,False,False
neighbor,0.6,0.6,0.0,0.6,2215,0.18410186690551011,0.8217624417258456,-0.2873289669861395,3.4163815881575523,958,0.4165072618651189,1.3352301721982978,-0.2550410754294248,2.7572620853832177,3173,0.24993552951604392,0.9940940960368894,-0.2873289669861395,15.593503095768863,91.57138354869208,False,False
neighbor,0.6,0.6,0.3,0.0,2215,0.21115541647836822,0.9126683496618124,-0.3374321511377658,4.386423487335405,958,0.37969568756101935,1.2322305567484448,-0.2550410754294248,2.3993700540435987,3173,0.2597480218766286,1.018602531796277,-0.3374321511377658,17.310446701245052,84.26473369051371,False,False
neighbor,0.6,0.6,0.3,0.3,2215,0.1851472864219761,0.8340205838331991,-0.28766232496491473,3.450771822249979,958,0.3470368497974523,1.147121426367616,-0.25504107542942467,2.103468738480396,3173,0.23186006022705308,0.9386564190665708,-0.28766232496491473,12.81283121246227,89.50646076268515,False,False
neighbor,0.6,0.6,0.3,0.6,2215,0.16868737799213296,0.7636445208196703,-0.30382166894824736,2.935927016442567,958,0.473935440683372,1.4626978304278817,-0.25504107542942456,3.370041689287744,3173,0.25350517953339735,0.9996270941594657,-0.30382166894824736,16.200165147847915,110.94988969429562,False,False
neighbor,0.6,0.6,0.6,0.0,2214,0.20199146387967937,0.8754931104993982,-0.2873289669861394,4.034898573070876,958,0.39496208013270495,1.2611128889534213,-0.28482157109226436,2.544594769661875,3172,0.25727463135350637,1.0043248640342937,-0.2873289669861394,16.846675147885037,95.41361916771753,False,False
neighbor,0.6,0.6,0.6,0.3,2214,0.14524278752502484,0.6874475551654935,-0.2776746596550018,2.2919799501153433,958,0.3996071665212253,1.270652178743363,-0.2961174471381892,2.589675199399471,3172,0.2167627284909055,0.8871803838654682,-0.29611744713818944,10.81713878384935,110.50819672131148,False,False
neighbor,0.6,0.6,0.6,0.6,2214,0.16056867201948455,0.736784717639571,-0.27004080122715124,2.6998110993222832,958,0.5019329684258864,1.5205088393204726,-0.2550410754294248,3.6941016442421386,3172,0.25455784852350627,1.0030080732729354,-0.27004080122715124,16.367289364714033,122.74274905422446,False,False
neighbor,0.9,0.0,0.0,0.0,2215,0.24130879880793255,1.0151840526830753,-0.26289856329665406,5.686116448434609,958,0.3884741202646591,1.2493941197389868,-0.28615663312435136,2.4823294045882096,3173,0.2840169712786049,1.0913024689426125,-0.28615663312435047,22.2832599108848,71.08099590293098,False,True
neighbor,0.9,0.0,0.0,0.3,2215,0.24130879880793255,1.0151840526830753,-0.26289856329665406,5.686116448434609,958,0.3884741202646591,1.2493941197389868,-0.28615663312435136,2.4823294045882096,3173,0.2840169712786049,1.0913024689426125,-0.28615663312435047,22.2832599108848,71.08099590293098,False,True
neighbor,0.9,0.0,0.0,0.6,2215,0.17569185057479952,0.7720484897854015,-0.31682122616542063,3.1481802422896354,958,0.2968154598855375,1.0184605141903023,-0.29894169108200186,1.686063361234496,3173,0.21101849838622821,0.8529688705816608,-0.31682122616542063,10.142274964611058,83.31169240466436,False,False
