family,q_window,rsi_weight,threshold,rebalance_days,train_days,train_annual_return,train_sharpe,train_max_drawdown,train_total_return,test_days,test_annual_return,test_sharpe,test_max_drawdown,test_total_return,full_days,full_annual_return,full_sharpe,full_max_drawdown,full_total_return,full_annual_turnover,label
qmom,20,,,5,2215,0.2684665856242969,1.10307696830366,-0.2574996335895967,7.087045727608523,958,0.3956219303321946,1.2690556383096192,-0.2550410754294248,2.5509730303353773,3173,0.3055858016226536,1.1553019230253505,-0.2574996335895967,27.71688127382674,47.41380397100536,baseline
filter_upper,20,,70.0,2,2215,0.32643653690155094,1.3347266184021287,-0.2535102744268313,10.977748136275714,958,0.18590669964484308,0.9067489685302046,-0.19461949236473275,0.9120952660260175,3173,0.28233704555720673,1.2122112056809655,-0.2535102744268313,21.902595509024778,106.82004412228174,failed_train_winner
top1_lo,20,0.6,,1,2215,0.3071915690758855,1.2224530074611022,-0.26644603031324443,9.533797620371537,958,0.5222615901739278,1.5282290057436108,-0.2550410754294249,3.940250435563134,3173,0.3687099520091386,1.3222689705983648,-0.26644603031324443,51.039598282174346,160.66687677277025,selected_retrospective
