window,history,mechanism,drawdown_direction,rebound_direction,volume_direction,rsi_direction,alpha,rebalance_days,selection_cost_rate,train_annual_return,train_sharpe,train_max_drawdown,current_annual_return_delta,current_sharpe_delta,matched_annual_return_delta,matched_sharpe_delta,current_dual_blocks,matched_dual_blocks,median_current_annual_return_delta,median_current_sharpe_delta,robust_score,current_joint_improvement,block_1_current_annual_delta,block_1_current_sharpe_delta,block_1_matched_annual_delta,block_1_matched_sharpe_delta,block_2_current_annual_delta,block_2_current_sharpe_delta,block_2_matched_annual_delta,block_2_matched_sharpe_delta,block_3_current_annual_delta,block_3_current_sharpe_delta,block_3_matched_annual_delta,block_3_matched_sharpe_delta,block_4_current_annual_delta,block_4_current_sharpe_delta,block_4_matched_annual_delta,block_4_matched_sharpe_delta,current_gate,matched_gate,selected_on_train
10,126,near_high_low_volume_high_rsi,-1,1,-1,1,0.25,1,0.0005,0.20000825430464286,0.944224021504682,-0.26077643000923145,-0.015544912809419387,-0.05681482402653959,-0.008643716590035266,-0.030541079069780097,1,1,-0.020626149545848516,-0.028565700988985365,-0.4125229909169703,-0.07211637396723394,-0.010799873150713735,0.030553677863781603,-0.008474482081847423,-0.04745494110773252,-0.062231807767584524,-0.20967530840925463,-0.05428878525223002,-0.19597879075745905,-0.030452425940983296,-0.08768507984175233,0.025080418422189554,0.0729017966198533,0.03570406254883318,0.12056901862608771,0.0,0.0,False,False,False
10,126,near_high_low_volume_high_rsi,-1,1,-1,1,0.25,2,0.0005,0.1873114027682543,0.8892425431001029,-0.23166749721119217,-0.02824176434580794,-0.11179630243111871,-0.011768378121972844,-0.042260577113861775,1,1,-0.028755920002413227,-0.09632743410987954,-0.5751184000482645,-0.13101994614100712,-0.06454428973444815,-0.37278360585637116,-0.021980390492108093,-0.11506418110533223,-0.04152953532221604,-0.1073415144704688,-0.05322788492554098,-0.18827000134952754,0.010314804195348692,0.023782106771388478,0.025927112887698556,0.07268895150213439,-0.015982304682610415,-0.08531335374929028,0.0,0.0,False,False,False
10,126,near_high_low_volume_high_rsi,-1,1,-1,1,0.25,3,0.0005,0.1500277481587975,0.740914816923619,-0.20648298532333698,-0.06552541895526476,-0.26012402860760253,-0.021911249102578356,-0.08295169263399649,1,1,-0.05907197102273365,-0.320765486818759,-1.6038274340937948,-0.3039872706699377,-0.07072783670717975,-0.41085459118973855,-0.03759109545934303,-0.19833638691458055,-0.16013301401870605,-0.5968852598496434,-0.07536666107072931,-0.3034884866952835,0.0158600928438688,0.03725736718918249,0.026042282968977037,0.07250516573620425,-0.04741610533828755,-0.23067638244777944,0.0,0.0,False,False,False
10,126,near_high_low_volume_high_rsi,-1,1,-1,1,0.25,5,0.0005,0.19247439146276535,0.915711848005746,-0.21988831808861642,-0.0230787756512969,-0.08532699752547557,-0.0230787756512969,-0.08532699752547557,1,1,-0.019677716404390866,-0.10645660650961752,-0.5322830325480876,-0.10706767133272749,-0.03935543280878173,-0.21291321301923505,-0.03935543280878173,-0.21291321301923505,-0.08128009294555905,-0.2941466378573889,-0.08128009294555905,-0.2941466378573889,0.02625824209579619,0.07348931080428756,0.02625824209579619,0.07348931080428756,0.0,0.0,0.0,0.0,False,False,False
10,126,near_high_low_volume_high_rsi,-1,1,-1,1,0.25,10,0.0005,0.25993693157597453,1.1284764074463856,-0.1967281670081954,0.04438376446191228,0.12743756191516398,-0.02097329964295369,-0.07636254880942484,3,1,0.07054939732631582,0.29367422464396514,1.4109879465263164,0.12730531136135545,-0.19365677645487944,-1.0806640371499119,-0.0679797117488058,-0.3337354916914963,0.04428447877449804,0.2030646514288168,0.013561849844204499,0.03464889375517788,0.28407279019078735,0.7010158252428172,-0.015092128883275935,-0.03605745434291063,0.0968143158781336,0.3842837978591135,0.0,0.0,True,False,False
10,126,near_high_low_volume_high_rsi,-1,1,-1,1,0.5,1,0.0005,0.19947468424577552,0.9509741281773949,-0.24425857507160098,-0.016078482868286725,-0.05006471735382667,-0.009177286648902605,-0.023790972397067178,1,1,-0.017566909385993923,-0.05171645093968985,-0.35133818771987846,-0.07459172641048983,-0.022544746387891834,-0.031509415303335064,-0.020219355319025523,-0.10951803427484919,-0.13377930845889896,-0.48636013116777843,-0.12583628594354446,-0.47266361351598285,0.10940471011401143,0.2967443808174376,0.16493755447718428,0.4573312572790432,-0.012589072384096012,-0.07192348657604464,-0.048293134932929194,-0.19249250520213235,False,False,False
10,126,near_high_low_volume_high_rsi,-1,1,-1,1,0.5,2,0.0005,0.1766185776654685,0.8549921318456983,-0.21449920693996805,-0.03893458944859374,-0.14604671368552324,-0.02246120322475864,-0.07651098836826631,1,1,-0.06325896134323183,-0.2941712592587787,-1.4708562962938934,-0.18062638545223084,-0.10756920821797888,-0.6058133630749765,-0.06500530897563883,-0.34809393832393754,-0.13738932023477357,-0.4897903785929465,-0.1490876698380985,-0.5707188654720052,0.11979714487662063,0.32914977311524185,0.1354094535689705,0.37805661784598776,-0.018948714468484784,-0.09855213992461087,-0.0029664097858743688,-0.013238786175320594,False,False,False
10,126,near_high_low_volume_high_rsi,-1,1,-1,1,0.5,3,0.0005,0.15995793787166668,0.7871987962436178,-0.19344759315731086,-0.05559522924239557,-0.2138400492876038,-0.01198105938970917,-0.03666771331399776,2,2,-0.029776488614677077,-0.22251095737860327,-1.1125547868930163,-0.2579188697931623,-0.10566221788822094,-0.5991143157260322,-0.07252547664038422,-0.38659611145087425,-0.21065515485576736,-0.8254723517198542,-0.12588880190779062,-0.5320755785654944,0.05175124478412085,0.1540924009688257,0.06193343490922909,0.18934019951584746,0.04610924065886679,0.1730360960124636,0.09352534599715434,0.40371247846024305,False,False,False
10,126,near_high_low_volume_high_rsi,-1,1,-1,1,0.5,5,0.0005,0.08499471988395069,0.48488674319345154,-0.3346640866871221,-0.13055844723011156,-0.51615210233777,-0.13055844723011156,-0.51615210233777,1,1,-0.09667873248605663,-0.4111819628497278,-2.055909814248639,-0.6056902293670553,-0.10398542763664187,-0.5758680478559887,-0.10398542763664187,-0.5758680478559887,-0.3367419378143055,-1.4180399975946072,-0.3367419378143055,-1.4180399975946072,-0.08937203733547139,-0.24649587784346694,-0.08937203733547139,-0.24649587784346694,0.00948211341033467,0.043563632923221074,0.00948211341033467,0.043563632923221074,False,False,False
10,126,near_high_low_volume_high_rsi,-1,1,-1,1,0.5,10,0.0005,0.21473410437484874,1.0003600272783293,-0.22449555229338103,-0.0008190627392135053,-0.0006788182528922881,-0.06617612684407947,-0.2044789289774811,2,2,-0.009386178029349934,-0.01727345144656489,-0.18772356058699868,-0.0037998176977844613,-0.22604886288962234,-1.2758836317432103,-0.10037179818354869,-0.5289550862847947,-0.16464868272202748,-0.6317801886366475,-0.19537131165232102,-0.8001959463102865,0.30707390164114967,0.8376863308233068,0.007908982567086387,0.10061305123757891,0.14587632666332762,0.5972332857435177,0.04906201078519401,0.21294948788440426,False,False,False
