label,weight_510300.SH,weight_159915.SZ,weight_513100.SH,weight_518880.SH,train_days,train_annual_return,train_sharpe,train_max_drawdown,train_total_return,test_days,test_annual_return,test_sharpe,test_max_drawdown,test_total_return,full_days,full_annual_return,full_sharpe,full_max_drawdown,full_total_return,full_annual_turnover,is_selected_mapping,full_joint_improvement,full_rank
permutation,0.9,0.3,0.3,0.3,2215,0.247167173437695,1.0322545240418828,-0.2571917461108687,5.968630036992513,958,0.3884741202646591,1.2493941197389868,-0.28615663312435136,2.4823294045882096,3173,0.2882442689669673,1.1024117290341655,-0.28615663312435136,23.26706528751566,71.39867633154743,True,0.035903362766848135,1
permutation,0.3,0.9,0.3,0.3,2215,0.19037031898237178,0.9000460634044207,-0.32177460553832127,3.626169497996009,958,0.35134378608025574,1.23682823053633,-0.22398308454132787,2.141360589046209,3173,0.23683883855052845,1.0122479550569203,-0.32177460553832127,13.532466539252383,82.19981090450678,False,-0.1388744975121331,2
permutation,0.3,0.3,0.3,0.9,2213,0.15646583635706657,0.6944822778201705,-0.34380113312326277,2.584398466044557,958,0.30517803012050937,1.0508463876639498,-0.2550410754294248,1.7525085131973825,3171,0.19951282843538065,0.8108461179313801,-0.34380113312326277,8.866087292479303,85.11258278145695,False,-0.2745886371903532,3
permutation,0.3,0.3,0.9,0.3,2214,0.10676260102678792,0.533399595057632,-0.3894182266014945,1.4380916846397835,958,0.3607478014089609,1.1914212131357012,-0.2597156609297838,2.2252796943498705,3172,0.17801943487246064,0.7540107685955038,-0.3894182266014945,6.863527603431962,83.81462799495587,False,-0.352736754472605,4
