metric,observed,bootstrap_mean,ci_2_5,ci_97_5,probability_positive
annual_return_delta,0.063124150386485,0.05765239534517917,-0.05541941614975808,0.17904410002287663,0.835
sharpe_delta,0.16696704757301428,0.15295302073033037,-0.18064855455644854,0.4947961892073268,0.8165
