label,train_days,train_annual_return,train_sharpe,train_max_drawdown,train_total_return,test_days,test_annual_return,test_sharpe,test_max_drawdown,test_total_return,full_days,full_annual_return,full_sharpe,full_max_drawdown,full_total_return,full_annual_turnover,weight_510300.SH,weight_159915.SZ,weight_513100.SH,weight_518880.SH
baseline_5bp,2215,0.23904318005807323,1.0062181716637368,-0.2597331750888461,5.579611793186433,958,0.36230279310713476,1.1876335638834286,-0.2622193265943892,2.2393135790251524,3173,0.2750340546950245,1.0642032535638042,-0.2622193265943884,20.313425826382915,47.41380397100536,,,,
asset_weighted_selected_5bp,2215,0.247167173437695,1.0322545240418828,-0.2571917461108687,5.968630036992513,958,0.3884741202646591,1.2493941197389868,-0.28615663312435136,2.4823294045882096,3173,0.2882442689669673,1.1024117290341655,-0.28615663312435136,23.26706528751566,71.39867633154743,0.9,0.3,0.3,0.3
