family,q_window,rsi_weight,threshold,rebalance_days,train_days,train_annual_return,train_sharpe,train_max_drawdown,train_total_return,test_days,test_annual_return,test_sharpe,test_max_drawdown,test_total_return,full_days,full_annual_return,full_sharpe,full_max_drawdown,full_total_return,full_annual_turnover,same_path_as_selected
top1_lo,20,0.55,,5,2215,0.13658493338852584,0.6480178300926697,-0.3744978004351729,2.0812220932924497,958,0.30364563351718177,1.0289543174186748,-0.2591970957001041,1.7402431414535697,3173,0.1846326289627489,0.7767806099753202,-0.3744978004351729,7.4432977084398395,71.8751969744721,False
top1_lo,20,0.55,,10,2215,0.2465270902473038,1.0068088714408712,-0.3386890569526404,5.937256436804755,958,0.48124466940745303,1.4969096799382684,-0.2550410754294249,3.4529998233523704,3173,0.3131770567207113,1.167676550537709,-0.3386890569526404,29.89160168764168,43.442798613299715,False
top1_lo,20,0.6,,1,2215,0.3071915690758855,1.2224530074611022,-0.26644603031324443,9.533797620371537,958,0.5222615901739278,1.5282290057436108,-0.2550410754294249,3.940250435563134,3173,0.3687099520091386,1.3222689705983648,-0.26644603031324443,51.039598282174346,160.66687677277025,True
top1_lo,20,0.6,,2,2214,0.23602867348386125,0.9975991869672619,-0.25017112990708446,5.434821561217959,958,0.5909417985851089,1.7164976141462855,-0.25504107542942467,4.842603255102947,3172,0.3339435655081948,1.2402630791871652,-0.2550410754294248,36.59610939957879,122.74274905422446,False
top1_lo,20,0.6,,3,2215,0.2241722331502929,0.9490820784799459,-0.2924587185102242,4.917086310641805,958,0.5041103447359243,1.5318932083677057,-0.25504107542942467,3.7200244626590893,3173,0.3027036110563701,1.143921942655047,-0.2924587185102242,26.928792133894493,99.19571383548691,False
top1_lo,20,0.6,,5,2215,0.13658493338852584,0.6480178300926697,-0.3744978004351729,2.0812220932924497,958,0.30364563351718177,1.0289543174186748,-0.2591970957001041,1.7402431414535697,3173,0.1846326289627489,0.7767806099753202,-0.3744978004351729,7.4432977084398395,71.8751969744721,False
top1_lo,20,0.6,,10,2215,0.2465270902473038,1.0068088714408712,-0.3386890569526404,5.937256436804755,958,0.48124466940745303,1.4969096799382684,-0.2550410754294249,3.4529998233523704,3173,0.3131770567207113,1.167676550537709,-0.3386890569526404,29.89160168764168,43.442798613299715,False
top1_lo,20,0.65,,1,2215,0.3071915690758855,1.2224530074611022,-0.26644603031324443,9.533797620371537,958,0.5222615901739278,1.5282290057436108,-0.2550410754294249,3.940250435563134,3173,0.3687099520091386,1.3222689705983648,-0.26644603031324443,51.039598282174346,160.66687677277025,True
top1_lo,20,0.65,,2,2214,0.23602867348386125,0.9975991869672619,-0.25017112990708446,5.434821561217959,958,0.5909417985851089,1.7164976141462855,-0.25504107542942467,4.842603255102947,3172,0.3339435655081948,1.2402630791871652,-0.2550410754294248,36.59610939957879,122.74274905422446,False
top1_lo,20,0.65,,3,2215,0.2241722331502929,0.9490820784799459,-0.2924587185102242,4.917086310641805,958,0.5041103447359243,1.5318932083677057,-0.25504107542942467,3.7200244626590893,3173,0.3027036110563701,1.143921942655047,-0.2924587185102242,26.928792133894493,99.19571383548691,False
