window_end,sharpe_a0,sharpe_P-B2,b_leads
2017-05-03,1.5768499789336696,1.3947439006657734,False
2017-06-06,1.5975812978779165,1.4628346740473488,False
2017-07-05,1.613761444589694,1.4751819008662037,False
2017-08-04,1.6568581348953764,1.3979954360351718,False
2017-09-06,1.6423092624420954,1.3685342075118139,False
2017-10-16,1.7141111014025059,1.4190740688174872,False
2017-11-17,1.6150072425108095,1.377020651607984,False
2017-12-21,1.6255433008560278,1.3231763677305914,False
2018-01-23,1.7814142441334146,1.4533242524396894,False
2018-03-02,1.5755978070318268,1.2453729503831226,False
2018-04-03,1.4036930575764337,1.12702798234951,False
2018-05-08,1.302287820101474,1.0769768377774196,False
2018-06-08,1.2292713573242173,0.9405132319299516,False
2018-07-10,1.1176229972220884,0.8077712307283107,False
2018-08-08,0.9369596292346429,0.6968180460088456,False
2018-09-10,0.7762437965997512,0.47931320764151647,False
2018-10-19,1.0166280211956977,0.6925483074322856,False
2018-11-19,0.9980403155126923,0.6767895534060805,False
2018-12-18,0.9569814944763488,0.639817442939819,False
2019-01-18,0.7538415690005957,0.4225872622007245,False
2019-02-27,1.1954534933772876,0.7664612468850527,False
2019-03-28,1.3682846424377133,0.9015928922171735,False
2019-05-08,1.4340415494622916,0.9322734720049969,False
2019-06-06,1.26100393496362,0.7612570461795569,False
2019-07-08,1.2603929437856007,0.767218424108541,False
2019-08-06,1.318692914535709,0.8044887377598049,False
2019-09-04,1.4241330201224025,0.9124749313671233,False
2019-10-15,1.3466449515433472,0.8050567401151502,False
2019-11-13,1.2466769211293085,0.7147252578006158,False
2019-12-12,1.2877363938019697,0.7136802124882358,False
2020-01-17,1.476262087582535,0.859779465458768,False
2020-02-25,1.5297587447857013,0.9955414677911336,False
2020-03-31,1.366914109264409,0.7988527211504252,False
2020-04-30,1.3507747912478798,0.7903762116963133,False
2020-06-03,1.266530463981328,0.758314355457917,False
2020-07-06,1.4520955981004053,0.9644751663358235,False
2020-08-04,1.3270499815480747,1.0001852133920173,False
2020-09-02,1.5274119304967415,1.2054898201197808,False
2020-10-12,1.239054273924467,0.9411562119628221,False
2020-11-12,1.2098426365977686,1.0676285276415691,False
2020-12-11,1.1625693518377338,1.0324193981466392,False
2021-01-13,1.21889974851851,1.0759843857243185,False
2021-02-18,1.1833557492765796,1.0511397644155733,False
2021-03-22,1.0411335255609866,1.0212436250869164,False
2021-04-22,1.01056512571281,0.9628597598886951,False
2021-05-28,1.1894017627131466,1.1626014283028332,False
2021-06-29,1.2098286035467312,1.1986321166806568,False
2021-07-28,1.1090857437438968,1.100061071626376,False
2021-08-31,1.1159620983816276,1.2065735660758514,True
2021-10-11,1.0064465378346994,1.0787511002823083,True
2021-11-09,1.04975930366941,1.1189633319407803,True
2021-12-09,1.1180555050200687,1.202206039776739,True
2022-01-12,1.118285578389003,1.21955943986143,True
2022-02-22,1.0971260496009434,1.1388871499236008,True
2022-03-25,1.09630771626077,1.035389493523132,False
2022-04-29,0.9422816042390763,0.847676235465343,False
2022-06-07,0.74970864784146,0.6721691750769431,False
2022-07-08,0.7865689135335308,0.6252400260779446,False
2022-08-08,0.9504499826491067,0.8055213040213699,False
2022-09-07,0.9022753903640717,0.7968203416089726,False
2022-10-17,0.9083609331930972,0.6941213585390924,False
2022-11-15,0.8614419285715116,0.6514870963409634,False
2022-12-19,0.8016570396181776,0.5388853313024738,False
2023-01-19,0.9098486446791072,0.6497431333789062,False
2023-02-27,0.8936742474390461,0.629047505938181,False
2023-03-29,0.8648993978386562,0.6395956434606719,False
2023-05-04,0.7298671634029035,0.5435386501659049,False
2023-06-05,0.7487770859589733,0.5432045512307926,False
2023-07-06,0.9941571115223059,0.7974285617503178,False
2023-08-04,0.9797494887960686,0.7636773145998239,False
2023-09-04,1.0000329451297387,0.7318869717794799,False
2023-10-12,0.7110901678034096,0.5515939753525649,False
2023-11-13,0.7823087946756703,0.4504136099090369,False
2023-12-13,0.45472136783217354,0.1188187812273577,False
2024-01-17,0.6915663336959003,0.2418047681681484,False
2024-02-28,0.8195443831680643,0.2753483964576622,False
2024-04-02,0.9567807174783592,0.44150264586427374,False
2024-05-09,0.8961821836040205,0.5066041538051436,False
2024-06-13,1.0316726335363506,0.5403073549118084,False
2024-07-12,1.2603264999224548,0.6568634997275634,False
2024-08-12,1.1251698951656592,0.5921012392005194,False
2024-09-10,0.9656325120008585,0.48086963288532025,False
2024-10-22,1.3285719546041062,0.651443659209816,False
2024-11-20,1.3107363349258188,0.6367754641074347,False
2024-12-19,1.327660043143283,0.6122020163083558,False
2025-01-20,1.3320470253338907,0.6377638802937613,False
2025-02-26,1.3275198770280832,0.6360516904962282,False
2025-03-28,1.3188190776787085,0.587181155821433,False
2025-04-30,1.4290825190794159,0.6763396207178268,False
2025-06-04,1.4031178972183973,0.7217009143097024,False
2025-07-03,1.4356211758393433,0.886916837132707,False
2025-08-01,1.6148422887076277,1.11577428052357,False
2025-09-01,1.893933280378974,1.5180662817679589,False
2025-09-30,1.8768182989626445,1.5928627372124256,False
2025-11-06,1.7216487469447523,1.4006330266834306,False
2025-12-05,1.6701098793083307,1.3674400236936455,False
2026-01-07,1.6481011657505484,1.4212675643651294,False
2026-02-05,1.5359619920781415,1.3633558483539494,False
2026-03-16,1.516478495368768,1.467417091139109,False
2026-04-15,1.3517820433505041,1.326078773430561,False
2026-05-19,1.4846682679582686,1.4943610420846243,True
2026-06-17,1.5830040395504101,1.5672172511376905,False
