arm,fee_bps_one_side,start,end,trading_days,total_return,annual_return,sharpe,max_drawdown,annual_turnover_sum_abs,avg_holding_days,switch_count,train_end,is_annual_return,is_sharpe,oos_annual_return,oos_sharpe
E-A0,0.0,2019-02-25,2026-07-14,1792,5.490235531680149,0.30084073124404065,1.0881067616551565,-0.25504107542942467,46.828125,10.730538922155688,166,2024-04-16,0.22540995071645398,1.0080718382448486,0.49244099629798277,1.2748854585566056
E-A0,1.0,2019-02-25,2026-07-14,1792,5.278163821618427,0.294777713795481,1.0712701237273103,-0.25505250836130966,46.828125,10.730538922155688,166,2024-04-16,0.21963151089604271,0.9874408605413241,0.48567265386084424,1.262401346343303
E-A0,5.0,2019-02-25,2026-07-14,1792,4.4965808233757025,0.27079507914551937,1.0037834766823868,-0.26221932659438796,46.828125,10.730538922155688,166,2024-04-16,0.19677768806401152,0.9046764050313639,0.4588915787248955,1.2123979568950232
E-B1,0.0,2019-02-25,2026-07-14,1792,5.498941549541425,0.3010859736532949,1.0819922419213936,-0.2550410754294248,48.796875,10.298850574712644,173,2024-04-16,0.24329645347602713,1.0514258008756043,0.4444137670101058,1.1903433176957994
E-B1,1.0,2019-02-25,2026-07-14,1792,5.277568355286944,0.2947604434900546,1.0645162207606114,-0.25504107542942467,48.796875,10.298850574712644,173,2024-04-16,0.23752550468431477,1.0315160609950869,0.4366604858445766,1.1754623028758506
E-B1,5.0,2019-02-25,2026-07-14,1792,4.464578632715494,0.26975200734060767,0.9944942106570331,-0.25504107542942467,48.796875,10.298850574712644,173,2024-04-16,0.21469706758562346,0.9516957811783766,0.4060461673064373,1.1158723429608928
