date,asset,target_weight
2018-02-07,511880.SH,0.043478260869565216
2018-02-08,512890.SH,0.4117647058823529
2018-02-08,511260.SH,0.23529411764705885
2018-02-08,511360.SH,0.17647058823529413
2018-02-08,511880.SH,0.17647058823529416
2018-02-09,512890.SH,0.4117647058823529
2018-02-09,511260.SH,0.23529411764705885
2018-02-09,511360.SH,0.17647058823529413
2018-02-09,511880.SH,0.17647058823529416
2018-02-12,512890.SH,0.4117647058823529
2018-02-12,511260.SH,0.23529411764705885
2018-02-12,511360.SH,0.17647058823529413
2018-02-12,511880.SH,0.17647058823529416
2018-02-13,512890.SH,0.4117647058823529
2018-02-13,511260.SH,0.23529411764705885
2018-02-13,511360.SH,0.17647058823529413
2018-02-13,511880.SH,0.17647058823529416
2018-02-14,512890.SH,0.4117647058823529
2018-02-14,511260.SH,0.23529411764705885
2018-02-14,511360.SH,0.17647058823529413
2018-02-14,511880.SH,0.17647058823529416
2018-02-22,512890.SH,0.4117647058823529
2018-02-22,511260.SH,0.23529411764705885
2018-02-22,511360.SH,0.17647058823529413
2018-02-22,511880.SH,0.17647058823529416
2018-02-23,512890.SH,0.4117647058823529
2018-02-23,511260.SH,0.23529411764705885
2018-02-23,511360.SH,0.17647058823529413
2018-02-23,511880.SH,0.17647058823529416
2018-02-26,512890.SH,0.4117647058823529
2018-02-26,511260.SH,0.23529411764705885
2018-02-26,511360.SH,0.17647058823529413
2018-02-26,511880.SH,0.17647058823529416
2018-02-27,512890.SH,0.4117647058823529
2018-02-27,511260.SH,0.23529411764705885
2018-02-27,511360.SH,0.17647058823529413
2018-02-27,511880.SH,0.17647058823529416
2018-02-28,512890.SH,0.4117647058823529
2018-02-28,511260.SH,0.23529411764705885
2018-02-28,511360.SH,0.17647058823529413
2018-02-28,511880.SH,0.17647058823529416
2018-03-01,512890.SH,0.4117647058823529
2018-03-01,511260.SH,0.23529411764705885
2018-03-01,511360.SH,0.17647058823529413
2018-03-01,511880.SH,0.17647058823529416
2018-03-02,512890.SH,0.4117647058823529
2018-03-02,511260.SH,0.23529411764705885
2018-03-02,511360.SH,0.17647058823529413
2018-03-02,511880.SH,0.17647058823529416
2018-03-05,512890.SH,0.4117647058823529
2018-03-05,511260.SH,0.23529411764705885
2018-03-05,511360.SH,0.17647058823529413
2018-03-05,511880.SH,0.17647058823529416
2018-03-06,512890.SH,0.4117647058823529
2018-03-06,511260.SH,0.23529411764705885
2018-03-06,511360.SH,0.17647058823529413
2018-03-06,511880.SH,0.17647058823529416
2018-03-07,512890.SH,0.4117647058823529
2018-03-07,511260.SH,0.23529411764705885
2018-03-07,511360.SH,0.17647058823529413
2018-03-07,511880.SH,0.17647058823529416
2018-03-08,512890.SH,0.4117647058823529
2018-03-08,511260.SH,0.23529411764705885
2018-03-08,511360.SH,0.17647058823529413
2018-03-08,511880.SH,0.17647058823529416
2018-03-09,512890.SH,0.4117647058823529
2018-03-09,511260.SH,0.23529411764705885
2018-03-09,511360.SH,0.17647058823529413
2018-03-09,511880.SH,0.17647058823529416
2018-03-12,512890.SH,0.4117647058823529
2018-03-12,511260.SH,0.23529411764705885
2018-03-12,511360.SH,0.17647058823529413
2018-03-12,511880.SH,0.17647058823529416
2018-03-13,512890.SH,0.4117647058823529
2018-03-13,511260.SH,0.23529411764705885
2018-03-13,511360.SH,0.17647058823529413
2018-03-13,511880.SH,0.17647058823529416
2018-03-14,512890.SH,0.4117647058823529
2018-03-14,511260.SH,0.23529411764705885
2018-03-14,511360.SH,0.17647058823529413
2018-03-14,511880.SH,0.17647058823529416
2018-03-15,512890.SH,0.4117647058823529
2018-03-15,511260.SH,0.23529411764705885
2018-03-15,511360.SH,0.17647058823529413
2018-03-15,511880.SH,0.17647058823529416
2018-03-16,512890.SH,0.4117647058823529
2018-03-16,511260.SH,0.23529411764705885
2018-03-16,511360.SH,0.17647058823529413
2018-03-16,511880.SH,0.17647058823529416
2018-03-19,512890.SH,0.4117647058823529
2018-03-19,511260.SH,0.23529411764705885
2018-03-19,511360.SH,0.17647058823529413
2018-03-19,511880.SH,0.17647058823529416
2018-03-20,512890.SH,0.4117647058823529
2018-03-20,511260.SH,0.23529411764705885
2018-03-20,511360.SH,0.17647058823529413
2018-03-20,511880.SH,0.17647058823529416
2018-03-21,512890.SH,0.4117647058823529
2018-03-21,511260.SH,0.23529411764705885
2018-03-21,511360.SH,0.17647058823529413
2018-03-21,511880.SH,0.17647058823529416
2018-03-22,512890.SH,0.4117647058823529
2018-03-22,511260.SH,0.23529411764705885
2018-03-22,511360.SH,0.17647058823529413
2018-03-22,511880.SH,0.17647058823529416
2018-03-23,512890.SH,0.4117647058823529
2018-03-23,511260.SH,0.23529411764705885
2018-03-23,511360.SH,0.17647058823529413
2018-03-23,511880.SH,0.17647058823529416
2018-03-26,512890.SH,0.4117647058823529
2018-03-26,511260.SH,0.23529411764705885
2018-03-26,511360.SH,0.17647058823529413
2018-03-26,511880.SH,0.17647058823529416
2018-03-27,512890.SH,0.3043478260869565
2018-03-27,511260.SH,0.5217391304347826
2018-03-27,511360.SH,0.13043478260869562
2018-03-27,511880.SH,0.043478260869565216
2018-03-28,512890.SH,0.3043478260869565
2018-03-28,511260.SH,0.5217391304347826
2018-03-28,511360.SH,0.13043478260869562
2018-03-28,511880.SH,0.043478260869565216
2018-03-29,512890.SH,0.3043478260869565
2018-03-29,511260.SH,0.5217391304347826
2018-03-29,511360.SH,0.13043478260869562
2018-03-29,511880.SH,0.043478260869565216
2018-03-30,512890.SH,0.3043478260869565
2018-03-30,511260.SH,0.5217391304347826
2018-03-30,511360.SH,0.13043478260869562
2018-03-30,511880.SH,0.043478260869565216
2018-04-02,512890.SH,0.4117647058823529
2018-04-02,511260.SH,0.23529411764705885
2018-04-02,511360.SH,0.17647058823529413
2018-04-02,511880.SH,0.17647058823529416
2018-04-03,512890.SH,0.4117647058823529
2018-04-03,511260.SH,0.23529411764705885
2018-04-03,511360.SH,0.17647058823529413
2018-04-03,511880.SH,0.17647058823529416
2018-04-04,512890.SH,0.4117647058823529
2018-04-04,511260.SH,0.23529411764705885
2018-04-04,511360.SH,0.17647058823529413
2018-04-04,511880.SH,0.17647058823529416
2018-04-09,512890.SH,0.4117647058823529
2018-04-09,511260.SH,0.23529411764705885
2018-04-09,511360.SH,0.17647058823529413
2018-04-09,511880.SH,0.17647058823529416
2018-04-10,512890.SH,0.4117647058823529
2018-04-10,511260.SH,0.23529411764705885
2018-04-10,511360.SH,0.17647058823529413
2018-04-10,511880.SH,0.17647058823529416
2018-04-11,512890.SH,0.4117647058823529
2018-04-11,511260.SH,0.23529411764705885
2018-04-11,511360.SH,0.17647058823529413
2018-04-11,511880.SH,0.17647058823529416
2018-04-12,512890.SH,0.4117647058823529
2018-04-12,511260.SH,0.23529411764705885
2018-04-12,511360.SH,0.17647058823529413
2018-04-12,511880.SH,0.17647058823529416
2018-04-13,512890.SH,0.4117647058823529
2018-04-13,511260.SH,0.23529411764705885
2018-04-13,511360.SH,0.17647058823529413
2018-04-13,511880.SH,0.17647058823529416
2018-04-16,512890.SH,0.4117647058823529
2018-04-16,511260.SH,0.23529411764705885
2018-04-16,511360.SH,0.17647058823529413
2018-04-16,511880.SH,0.17647058823529416
2018-04-17,512890.SH,0.4117647058823529
2018-04-17,511260.SH,0.23529411764705885
2018-04-17,511360.SH,0.17647058823529413
2018-04-17,511880.SH,0.17647058823529416
2018-04-18,512890.SH,0.4117647058823529
2018-04-18,511260.SH,0.23529411764705885
2018-04-18,511360.SH,0.17647058823529413
2018-04-18,511880.SH,0.17647058823529416
2018-04-19,512890.SH,0.4117647058823529
2018-04-19,511260.SH,0.23529411764705885
2018-04-19,511360.SH,0.17647058823529413
2018-04-19,511880.SH,0.17647058823529416
2018-04-20,512890.SH,0.4117647058823529
2018-04-20,511260.SH,0.23529411764705885
2018-04-20,511360.SH,0.17647058823529413
2018-04-20,511880.SH,0.17647058823529416
2018-04-23,512890.SH,0.4117647058823529
2018-04-23,511260.SH,0.23529411764705885
2018-04-23,511360.SH,0.17647058823529413
2018-04-23,511880.SH,0.17647058823529416
2018-04-24,512890.SH,0.4117647058823529
2018-04-24,511260.SH,0.23529411764705885
2018-04-24,511360.SH,0.17647058823529413
2018-04-24,511880.SH,0.17647058823529416
2018-04-25,512890.SH,0.4117647058823529
2018-04-25,511260.SH,0.23529411764705885
2018-04-25,511360.SH,0.17647058823529413
2018-04-25,511880.SH,0.17647058823529416
2018-04-26,512890.SH,0.4117647058823529
2018-04-26,511260.SH,0.23529411764705885
2018-04-26,511360.SH,0.17647058823529413
2018-04-26,511880.SH,0.17647058823529416
2018-04-27,512890.SH,0.4117647058823529
2018-04-27,511260.SH,0.23529411764705885
2018-04-27,511360.SH,0.17647058823529413
2018-04-27,511880.SH,0.17647058823529416
2018-05-02,512890.SH,0.4117647058823529
2018-05-02,511260.SH,0.23529411764705885
2018-05-02,511360.SH,0.17647058823529413
2018-05-02,511880.SH,0.17647058823529416
2018-05-03,512890.SH,0.4117647058823529
2018-05-03,511260.SH,0.23529411764705885
2018-05-03,511360.SH,0.17647058823529413
2018-05-03,511880.SH,0.17647058823529416
2018-05-04,512890.SH,0.4117647058823529
2018-05-04,511260.SH,0.23529411764705885
2018-05-04,511360.SH,0.17647058823529413
2018-05-04,511880.SH,0.17647058823529416
2018-05-07,512890.SH,0.4117647058823529
2018-05-07,511260.SH,0.23529411764705885
2018-05-07,511360.SH,0.17647058823529413
2018-05-07,511880.SH,0.17647058823529416
2018-05-08,512890.SH,0.4117647058823529
2018-05-08,511260.SH,0.23529411764705885
2018-05-08,511360.SH,0.17647058823529413
2018-05-08,511880.SH,0.17647058823529416
2018-05-09,512890.SH,0.4117647058823529
2018-05-09,511260.SH,0.23529411764705885
2018-05-09,511360.SH,0.17647058823529413
2018-05-09,511880.SH,0.17647058823529416
2018-05-10,512890.SH,0.4117647058823529
2018-05-10,511260.SH,0.23529411764705885
2018-05-10,511360.SH,0.17647058823529413
2018-05-10,511880.SH,0.17647058823529416
2018-05-11,512890.SH,0.4117647058823529
2018-05-11,511260.SH,0.23529411764705885
2018-05-11,511360.SH,0.17647058823529413
2018-05-11,511880.SH,0.17647058823529416
2018-05-14,512890.SH,0.3043478260869565
2018-05-14,511260.SH,0.5217391304347826
2018-05-14,511360.SH,0.13043478260869562
2018-05-14,511880.SH,0.043478260869565216
2018-05-15,512890.SH,0.3043478260869565
2018-05-15,511260.SH,0.5217391304347826
2018-05-15,511360.SH,0.13043478260869562
2018-05-15,511880.SH,0.043478260869565216
2018-05-16,512890.SH,0.3043478260869565
2018-05-16,511260.SH,0.5217391304347826
2018-05-16,511360.SH,0.13043478260869562
2018-05-16,511880.SH,0.043478260869565216
2018-05-17,512890.SH,0.3043478260869565
2018-05-17,511260.SH,0.5217391304347826
2018-05-17,511360.SH,0.13043478260869562
2018-05-17,511880.SH,0.043478260869565216
2018-05-18,512890.SH,0.3043478260869565
2018-05-18,511260.SH,0.5217391304347826
2018-05-18,511360.SH,0.13043478260869562
2018-05-18,511880.SH,0.043478260869565216
2018-05-21,512890.SH,0.3043478260869565
2018-05-21,511260.SH,0.5217391304347826
2018-05-21,511360.SH,0.13043478260869562
2018-05-21,511880.SH,0.043478260869565216
2018-05-22,512890.SH,0.3043478260869565
2018-05-22,511260.SH,0.5217391304347826
2018-05-22,511360.SH,0.13043478260869562
2018-05-22,511880.SH,0.043478260869565216
2018-05-23,512890.SH,0.3043478260869565
2018-05-23,511260.SH,0.5217391304347826
2018-05-23,511360.SH,0.13043478260869562
2018-05-23,511880.SH,0.043478260869565216
2018-05-24,512890.SH,0.3043478260869565
2018-05-24,511260.SH,0.5217391304347826
2018-05-24,511360.SH,0.13043478260869562
2018-05-24,511880.SH,0.043478260869565216
2018-05-25,512890.SH,0.3043478260869565
2018-05-25,511260.SH,0.5217391304347826
2018-05-25,511360.SH,0.13043478260869562
2018-05-25,511880.SH,0.043478260869565216
2018-05-28,512890.SH,0.3043478260869565
2018-05-28,511260.SH,0.5217391304347826
2018-05-28,511360.SH,0.13043478260869562
2018-05-28,511880.SH,0.043478260869565216
2018-05-29,512890.SH,0.3043478260869565
2018-05-29,511260.SH,0.5217391304347826
2018-05-29,511360.SH,0.13043478260869562
2018-05-29,511880.SH,0.043478260869565216
2018-05-30,512890.SH,0.4117647058823529
2018-05-30,511260.SH,0.23529411764705885
2018-05-30,511360.SH,0.17647058823529413
2018-05-30,511880.SH,0.17647058823529416
2018-05-31,512890.SH,0.4117647058823529
2018-05-31,511260.SH,0.23529411764705885
2018-05-31,511360.SH,0.17647058823529413
2018-05-31,511880.SH,0.17647058823529416
2018-06-01,512890.SH,0.4117647058823529
2018-06-01,511260.SH,0.23529411764705885
2018-06-01,511360.SH,0.17647058823529413
2018-06-01,511880.SH,0.17647058823529416
2018-06-04,512890.SH,0.4117647058823529
2018-06-04,511260.SH,0.23529411764705885
2018-06-04,511360.SH,0.17647058823529413
2018-06-04,511880.SH,0.17647058823529416
2018-06-05,512890.SH,0.4117647058823529
2018-06-05,511260.SH,0.23529411764705885
2018-06-05,511360.SH,0.17647058823529413
2018-06-05,511880.SH,0.17647058823529416
2018-06-06,512890.SH,0.4117647058823529
2018-06-06,511260.SH,0.23529411764705885
2018-06-06,511360.SH,0.17647058823529413
2018-06-06,511880.SH,0.17647058823529416
2018-06-07,512890.SH,0.4117647058823529
2018-06-07,511260.SH,0.23529411764705885
2018-06-07,511360.SH,0.17647058823529413
2018-06-07,511880.SH,0.17647058823529416
2018-06-08,512890.SH,0.4117647058823529
2018-06-08,511260.SH,0.23529411764705885
2018-06-08,511360.SH,0.17647058823529413
2018-06-08,511880.SH,0.17647058823529416
2018-06-11,512890.SH,0.4117647058823529
2018-06-11,511260.SH,0.23529411764705885
2018-06-11,511360.SH,0.17647058823529413
2018-06-11,511880.SH,0.17647058823529416
2018-06-12,512890.SH,0.4117647058823529
2018-06-12,511260.SH,0.23529411764705885
2018-06-12,511360.SH,0.17647058823529413
2018-06-12,511880.SH,0.17647058823529416
2018-06-13,512890.SH,0.4117647058823529
2018-06-13,511260.SH,0.23529411764705885
2018-06-13,511360.SH,0.17647058823529413
2018-06-13,511880.SH,0.17647058823529416
2018-06-14,512890.SH,0.4117647058823529
2018-06-14,511260.SH,0.23529411764705885
2018-06-14,511360.SH,0.17647058823529413
2018-06-14,511880.SH,0.17647058823529416
2018-06-15,512890.SH,0.4117647058823529
2018-06-15,511260.SH,0.23529411764705885
2018-06-15,511360.SH,0.17647058823529413
2018-06-15,511880.SH,0.17647058823529416
2018-06-19,512890.SH,0.4117647058823529
2018-06-19,511260.SH,0.23529411764705885
2018-06-19,511360.SH,0.17647058823529413
2018-06-19,511880.SH,0.17647058823529416
2018-06-20,512890.SH,0.4117647058823529
2018-06-20,511260.SH,0.23529411764705885
2018-06-20,511360.SH,0.17647058823529413
2018-06-20,511880.SH,0.17647058823529416
2018-06-21,512890.SH,0.4117647058823529
2018-06-21,511260.SH,0.23529411764705885
2018-06-21,511360.SH,0.17647058823529413
2018-06-21,511880.SH,0.17647058823529416
2018-06-22,512890.SH,0.4117647058823529
2018-06-22,511260.SH,0.23529411764705885
2018-06-22,511360.SH,0.17647058823529413
2018-06-22,511880.SH,0.17647058823529416
2018-06-25,512890.SH,0.4117647058823529
2018-06-25,511260.SH,0.23529411764705885
2018-06-25,511360.SH,0.17647058823529413
2018-06-25,511880.SH,0.17647058823529416
2018-06-26,512890.SH,0.4117647058823529
2018-06-26,511260.SH,0.23529411764705885
2018-06-26,511360.SH,0.17647058823529413
2018-06-26,511880.SH,0.17647058823529416
2018-06-27,512890.SH,0.3043478260869565
2018-06-27,511260.SH,0.5217391304347826
2018-06-27,511360.SH,0.13043478260869562
2018-06-27,511880.SH,0.043478260869565216
2018-06-28,512890.SH,0.3043478260869565
2018-06-28,511260.SH,0.5217391304347826
2018-06-28,511360.SH,0.13043478260869562
2018-06-28,511880.SH,0.043478260869565216
2018-06-29,512890.SH,0.4117647058823529
2018-06-29,511260.SH,0.23529411764705885
2018-06-29,511360.SH,0.17647058823529413
2018-06-29,511880.SH,0.17647058823529416
2018-07-02,512890.SH,0.4117647058823529
2018-07-02,511260.SH,0.23529411764705885
2018-07-02,511360.SH,0.17647058823529413
2018-07-02,511880.SH,0.17647058823529416
2018-07-03,512890.SH,0.4117647058823529
2018-07-03,511260.SH,0.23529411764705885
2018-07-03,511360.SH,0.17647058823529413
2018-07-03,511880.SH,0.17647058823529416
2018-07-04,512890.SH,0.4117647058823529
2018-07-04,511260.SH,0.23529411764705885
2018-07-04,511360.SH,0.17647058823529413
2018-07-04,511880.SH,0.17647058823529416
2018-07-05,512890.SH,0.4117647058823529
2018-07-05,511260.SH,0.23529411764705885
2018-07-05,511360.SH,0.17647058823529413
2018-07-05,511880.SH,0.17647058823529416
2018-07-06,512890.SH,0.4117647058823529
2018-07-06,511260.SH,0.23529411764705885
2018-07-06,511360.SH,0.17647058823529413
2018-07-06,511880.SH,0.17647058823529416
2018-07-09,512890.SH,0.4117647058823529
2018-07-09,511260.SH,0.23529411764705885
2018-07-09,511360.SH,0.17647058823529413
2018-07-09,511880.SH,0.17647058823529416
2018-07-10,512890.SH,0.4117647058823529
2018-07-10,511260.SH,0.23529411764705885
2018-07-10,511360.SH,0.17647058823529413
2018-07-10,511880.SH,0.17647058823529416
2018-07-11,512890.SH,0.4117647058823529
2018-07-11,511260.SH,0.23529411764705885
2018-07-11,511360.SH,0.17647058823529413
2018-07-11,511880.SH,0.17647058823529416
2018-07-12,512890.SH,0.4117647058823529
2018-07-12,511260.SH,0.23529411764705885
2018-07-12,511360.SH,0.17647058823529413
2018-07-12,511880.SH,0.17647058823529416
2018-07-13,512890.SH,0.4117647058823529
2018-07-13,511260.SH,0.23529411764705885
2018-07-13,511360.SH,0.17647058823529413
2018-07-13,511880.SH,0.17647058823529416
2018-07-16,512890.SH,0.4117647058823529
2018-07-16,511260.SH,0.23529411764705885
2018-07-16,511360.SH,0.17647058823529413
2018-07-16,511880.SH,0.17647058823529416
2018-07-17,512890.SH,0.4117647058823529
2018-07-17,511260.SH,0.23529411764705885
2018-07-17,511360.SH,0.17647058823529413
2018-07-17,511880.SH,0.17647058823529416
2018-07-18,512890.SH,0.4117647058823529
2018-07-18,511260.SH,0.23529411764705885
2018-07-18,511360.SH,0.17647058823529413
2018-07-18,511880.SH,0.17647058823529416
2018-07-19,512890.SH,0.4117647058823529
2018-07-19,511260.SH,0.23529411764705885
2018-07-19,511360.SH,0.17647058823529413
2018-07-19,511880.SH,0.17647058823529416
2018-07-20,512890.SH,0.4117647058823529
2018-07-20,511260.SH,0.23529411764705885
2018-07-20,511360.SH,0.17647058823529413
2018-07-20,511880.SH,0.17647058823529416
2018-07-23,512890.SH,0.4117647058823529
2018-07-23,511260.SH,0.23529411764705885
2018-07-23,511360.SH,0.17647058823529413
2018-07-23,511880.SH,0.17647058823529416
2018-07-24,512890.SH,0.4117647058823529
2018-07-24,511260.SH,0.23529411764705885
2018-07-24,511360.SH,0.17647058823529413
2018-07-24,511880.SH,0.17647058823529416
2018-07-25,512890.SH,0.4117647058823529
2018-07-25,511260.SH,0.23529411764705885
2018-07-25,511360.SH,0.17647058823529413
2018-07-25,511880.SH,0.17647058823529416
2018-07-26,512890.SH,0.4117647058823529
2018-07-26,511260.SH,0.23529411764705885
2018-07-26,511360.SH,0.17647058823529413
2018-07-26,511880.SH,0.17647058823529416
2018-07-27,512890.SH,0.4117647058823529
2018-07-27,511260.SH,0.23529411764705885
2018-07-27,511360.SH,0.17647058823529413
2018-07-27,511880.SH,0.17647058823529416
2018-07-30,512890.SH,0.3043478260869565
2018-07-30,511260.SH,0.5217391304347826
2018-07-30,511360.SH,0.13043478260869562
2018-07-30,511880.SH,0.043478260869565216
2018-07-31,512890.SH,0.3043478260869565
2018-07-31,511260.SH,0.5217391304347826
2018-07-31,511360.SH,0.13043478260869562
2018-07-31,511880.SH,0.043478260869565216
2018-08-01,512890.SH,0.4117647058823529
2018-08-01,511260.SH,0.23529411764705885
2018-08-01,511360.SH,0.17647058823529413
2018-08-01,511880.SH,0.17647058823529416
2018-08-02,512890.SH,0.4117647058823529
2018-08-02,511260.SH,0.23529411764705885
2018-08-02,511360.SH,0.17647058823529413
2018-08-02,511880.SH,0.17647058823529416
2018-08-03,512890.SH,0.4117647058823529
2018-08-03,511260.SH,0.23529411764705885
2018-08-03,511360.SH,0.17647058823529413
2018-08-03,511880.SH,0.17647058823529416
2018-08-06,512890.SH,0.4117647058823529
2018-08-06,511260.SH,0.23529411764705885
2018-08-06,511360.SH,0.17647058823529413
2018-08-06,511880.SH,0.17647058823529416
2018-08-07,512890.SH,0.4117647058823529
2018-08-07,511260.SH,0.23529411764705885
2018-08-07,511360.SH,0.17647058823529413
2018-08-07,511880.SH,0.17647058823529416
2018-08-08,512890.SH,0.4117647058823529
2018-08-08,511260.SH,0.23529411764705885
2018-08-08,511360.SH,0.17647058823529413
2018-08-08,511880.SH,0.17647058823529416
2018-08-09,512890.SH,0.4117647058823529
2018-08-09,511260.SH,0.23529411764705885
2018-08-09,511360.SH,0.17647058823529413
2018-08-09,511880.SH,0.17647058823529416
2018-08-10,512890.SH,0.4117647058823529
2018-08-10,511260.SH,0.23529411764705885
2018-08-10,511360.SH,0.17647058823529413
2018-08-10,511880.SH,0.17647058823529416
2018-08-13,512890.SH,0.3043478260869565
2018-08-13,511260.SH,0.5217391304347826
2018-08-13,511360.SH,0.13043478260869562
2018-08-13,511880.SH,0.043478260869565216
2018-08-14,512890.SH,0.3043478260869565
2018-08-14,511260.SH,0.5217391304347826
2018-08-14,511360.SH,0.13043478260869562
2018-08-14,511880.SH,0.043478260869565216
2018-08-15,512890.SH,0.3043478260869565
2018-08-15,511260.SH,0.5217391304347826
2018-08-15,511360.SH,0.13043478260869562
2018-08-15,511880.SH,0.043478260869565216
2018-08-16,512890.SH,0.3043478260869565
2018-08-16,511260.SH,0.5217391304347826
2018-08-16,511360.SH,0.13043478260869562
2018-08-16,511880.SH,0.043478260869565216
2018-08-17,512890.SH,0.3043478260869565
2018-08-17,511260.SH,0.5217391304347826
2018-08-17,511360.SH,0.13043478260869562
2018-08-17,511880.SH,0.043478260869565216
2018-08-20,512890.SH,0.3043478260869565
2018-08-20,511260.SH,0.5217391304347826
2018-08-20,511360.SH,0.13043478260869562
2018-08-20,511880.SH,0.043478260869565216
2018-08-21,512890.SH,0.3043478260869565
2018-08-21,511260.SH,0.5217391304347826
2018-08-21,511360.SH,0.13043478260869562
2018-08-21,511880.SH,0.043478260869565216
2018-08-22,512890.SH,0.3043478260869565
2018-08-22,511260.SH,0.5217391304347826
2018-08-22,511360.SH,0.13043478260869562
2018-08-22,511880.SH,0.043478260869565216
2018-08-23,512890.SH,0.3043478260869565
2018-08-23,511260.SH,0.5217391304347826
2018-08-23,511360.SH,0.13043478260869562
2018-08-23,511880.SH,0.043478260869565216
2018-08-24,512890.SH,0.3043478260869565
2018-08-24,511260.SH,0.5217391304347826
2018-08-24,511360.SH,0.13043478260869562
2018-08-24,511880.SH,0.043478260869565216
2018-08-27,512890.SH,0.3043478260869565
2018-08-27,511260.SH,0.5217391304347826
2018-08-27,511360.SH,0.13043478260869562
2018-08-27,511880.SH,0.043478260869565216
2018-08-28,512890.SH,0.3043478260869565
2018-08-28,511260.SH,0.5217391304347826
2018-08-28,511360.SH,0.13043478260869562
2018-08-28,511880.SH,0.043478260869565216
2018-08-29,512890.SH,0.3043478260869565
2018-08-29,511260.SH,0.5217391304347826
2018-08-29,511360.SH,0.13043478260869562
2018-08-29,511880.SH,0.043478260869565216
2018-08-30,512890.SH,0.3043478260869565
2018-08-30,511260.SH,0.5217391304347826
2018-08-30,511360.SH,0.13043478260869562
2018-08-30,511880.SH,0.043478260869565216
2018-08-31,512890.SH,0.3043478260869565
2018-08-31,511260.SH,0.5217391304347826
2018-08-31,511360.SH,0.13043478260869562
2018-08-31,511880.SH,0.043478260869565216
2018-09-03,512890.SH,0.3043478260869565
2018-09-03,511260.SH,0.5217391304347826
2018-09-03,511360.SH,0.13043478260869562
2018-09-03,511880.SH,0.043478260869565216
2018-09-04,512890.SH,0.3043478260869565
2018-09-04,511260.SH,0.5217391304347826
2018-09-04,511360.SH,0.13043478260869562
2018-09-04,511880.SH,0.043478260869565216
2018-09-05,512890.SH,0.3043478260869565
2018-09-05,511260.SH,0.5217391304347826
2018-09-05,511360.SH,0.13043478260869562
2018-09-05,511880.SH,0.043478260869565216
2018-09-06,512890.SH,0.3043478260869565
2018-09-06,511260.SH,0.5217391304347826
2018-09-06,511360.SH,0.13043478260869562
2018-09-06,511880.SH,0.043478260869565216
2018-09-07,512890.SH,0.3043478260869565
2018-09-07,511260.SH,0.5217391304347826
2018-09-07,511360.SH,0.13043478260869562
2018-09-07,511880.SH,0.043478260869565216
2018-09-10,512890.SH,0.3043478260869565
2018-09-10,511260.SH,0.5217391304347826
2018-09-10,511360.SH,0.13043478260869562
2018-09-10,511880.SH,0.043478260869565216
2018-09-11,512890.SH,0.3043478260869565
2018-09-11,511260.SH,0.5217391304347826
2018-09-11,511360.SH,0.13043478260869562
2018-09-11,511880.SH,0.043478260869565216
2018-09-12,512890.SH,0.3043478260869565
2018-09-12,511260.SH,0.5217391304347826
2018-09-12,511360.SH,0.13043478260869562
2018-09-12,511880.SH,0.043478260869565216
2018-09-13,512890.SH,0.3043478260869565
2018-09-13,511260.SH,0.5217391304347826
2018-09-13,511360.SH,0.13043478260869562
2018-09-13,511880.SH,0.043478260869565216
2018-09-14,512890.SH,0.3043478260869565
2018-09-14,511260.SH,0.5217391304347826
2018-09-14,511360.SH,0.13043478260869562
2018-09-14,511880.SH,0.043478260869565216
2018-09-17,512890.SH,0.4117647058823529
2018-09-17,511260.SH,0.23529411764705885
2018-09-17,511360.SH,0.17647058823529413
2018-09-17,511880.SH,0.17647058823529416
2018-09-18,512890.SH,0.4117647058823529
2018-09-18,511260.SH,0.23529411764705885
2018-09-18,511360.SH,0.17647058823529413
2018-09-18,511880.SH,0.17647058823529416
2018-09-19,512890.SH,0.4117647058823529
2018-09-19,511260.SH,0.23529411764705885
2018-09-19,511360.SH,0.17647058823529413
2018-09-19,511880.SH,0.17647058823529416
2018-09-20,512890.SH,0.3043478260869565
2018-09-20,511260.SH,0.5217391304347826
2018-09-20,511360.SH,0.13043478260869562
2018-09-20,511880.SH,0.043478260869565216
2018-09-21,512890.SH,0.3043478260869565
2018-09-21,511260.SH,0.5217391304347826
2018-09-21,511360.SH,0.13043478260869562
2018-09-21,511880.SH,0.043478260869565216
2018-09-25,512890.SH,0.3043478260869565
2018-09-25,511260.SH,0.5217391304347826
2018-09-25,511360.SH,0.13043478260869562
2018-09-25,511880.SH,0.043478260869565216
2018-09-26,512890.SH,0.3043478260869565
2018-09-26,511260.SH,0.5217391304347826
2018-09-26,511360.SH,0.13043478260869562
2018-09-26,511880.SH,0.043478260869565216
2018-09-27,512890.SH,0.3043478260869565
2018-09-27,511260.SH,0.5217391304347826
2018-09-27,511360.SH,0.13043478260869562
2018-09-27,511880.SH,0.043478260869565216
2018-09-28,512890.SH,0.3043478260869565
2018-09-28,511260.SH,0.5217391304347826
2018-09-28,511360.SH,0.13043478260869562
2018-09-28,511880.SH,0.043478260869565216
2018-10-08,512890.SH,0.3043478260869565
2018-10-08,511260.SH,0.5217391304347826
2018-10-08,511360.SH,0.13043478260869562
2018-10-08,511880.SH,0.043478260869565216
2018-10-09,512890.SH,0.3043478260869565
2018-10-09,511260.SH,0.5217391304347826
2018-10-09,511360.SH,0.13043478260869562
2018-10-09,511880.SH,0.043478260869565216
2018-10-10,512890.SH,0.3043478260869565
2018-10-10,511260.SH,0.5217391304347826
