date,strategy_nav,strategy_return,strategy_cash_weight,calendar_nav,calendar_return,calendar_cash_weight,static_nav,static_return,static_cash_weight,deposit
2015-11-23,738413.099518825,0.00018267868966925782,0.008303179646759147,738358.4722188249,0.00018269220758360127,0.008229809161076629,738358.4722188249,0.00018269220758360127,0.008229809161076629,0.0
2015-11-24,738427.2961188251,1.9225823606694448e-05,0.00830302001436095,738372.668818825,1.922724602509973e-05,0.008229650927553544,738372.668818825,1.922724602509973e-05,0.008229650927553544,0.0
2015-11-25,738469.885918825,5.76763619435372e-05,0.0083025411539923,738415.258618825,5.7680629035328224e-05,0.008229176263490224,738415.258618825,5.7680629035328224e-05,0.008229176263490224,0.0
2015-11-26,738498.279118825,3.8448690381720496e-05,0.008302221944431278,738443.6518188249,3.845153478154728e-05,0.008228859851199444,738443.6518188249,3.845153478154728e-05,0.008228859851199444,0.0
2015-11-27,738526.6723188249,3.844721213686064e-05,0.008301902759414748,738472.0450188249,3.8450056317751446e-05,0.008228543463239868,738472.0450188249,3.8450056317751446e-05,0.008228543463239868,0.0
2015-11-30,738484.082518825,-5.7668601008309395e-05,0.008302381546143552,738429.4552188249,-5.767286695179674e-05,0.008229018054303257,738429.4552188249,-5.767286695179674e-05,0.008229018054303257,0.0
2015-12-01,758728.5248475749,0.0003310055484422314,0.0051759457025343705,758673.897547575,0.0003310300354657514,0.0051043147261201184,758673.897547575,0.0003310300354657514,0.0051043147261201184,20000.0
2015-12-02,758794.3454475749,8.675118681367167e-05,0.005175496722051382,758739.7181475749,8.67574332170662e-05,0.005103871927292238,758739.7181475749,8.67574332170662e-05,0.005103871927292238,0.0
2015-12-03,758896.7330475749,0.0001349345848637995,0.005174798462769054,758842.1057475749,0.00013494429980553946,0.0051031832817974975,758842.1057475749,0.00013494429980553946,0.0051031832817974975,0.0
2015-12-04,759035.6876475749,0.00018310080139904983,0.0051738511264814765,758981.060347575,0.00018311398240511423,0.005102248988665961,758981.060347575,0.00018311398240511423,0.005102248988665961,0.0
2015-12-07,759160.0154475749,0.00016379704146096685,0.0051730038037629536,759105.388147575,0.00016380883067501628,0.005101413332113238,759105.388147575,0.00016380883067501628,0.005101413332113238,0.0
2015-12-08,759233.149447575,9.633542140252693e-05,0.005172505508265108,759178.522147575,9.634235396283053e-05,0.005100921897290271,759178.522147575,9.634235396283053e-05,0.005100921897290271,0.0
2015-12-09,759167.3288475749,-8.669352760481974e-05,0.005172953969892895,759112.701547575,-8.669976570718774e-05,0.005101364184369843,759112.701547575,-8.669976570718774e-05,0.005101364184369843,0.0
2015-12-10,759240.462847575,9.633449336021727e-05,0.00517245568399515,759185.835547575,9.634142578685001e-05,0.005100872759015482,759185.835547575,9.634142578685001e-05,0.005100872759015482,0.0
2015-12-11,759364.7906475749,0.00016375286366288044,0.005171608818241419,759310.163347575,0.00016376464651801648,0.005100037553168358,759310.163347575,0.00016376464651801648,0.005100037553168358,0.0
2015-12-14,759445.2380475749,0.0001059403872694098,0.005171060994037117,759390.610747575,0.00010594800897334444,0.005099497271585669,759390.610747575,0.00010594800897334444,0.005099497271585669,0.0
2015-12-15,759503.7452475749,7.703939279468663e-05,0.005170662649326267,759449.1179475749,7.704493467786122e-05,0.005099104411419375,759449.1179475749,7.704493467786122e-05,0.005099104411419375,0.0
2015-12-16,759620.759647575,0.0001540669163677677,0.005169866143991428,759566.132347575,0.00015407799842637182,0.005098318872652137,759566.132347575,0.00015407799842637182,0.005098318872652137,0.0
2015-12-17,759671.953447575,6.739389274157404e-05,0.005169517750066654,759617.326147575,6.739873964867193e-05,0.005097975275543806,759617.326147575,6.739873964867193e-05,0.005097975275543806,0.0
2015-12-18,759803.5946475749,0.000173286902856562,0.00516862209555168,759748.967347575,0.0001732993646519354,0.005097091952746822,759748.967347575,0.0001732993646519354,0.005097091952746822,0.0
2015-12-21,759810.9080475749,9.625382205946664e-06,0.005168572346067389,759756.280747575,9.626074288116016e-06,0.005097042888233331,759756.280747575,9.626074288116016e-06,0.005097042888233331,0.0
2015-12-22,759774.341047575,-4.812644779461639e-05,0.005168821103066366,759719.7137475751,-4.8129908138405675e-05,0.005097288220247126,759719.7137475751,-4.8129908138405675e-05,0.005097288220247126,0.0
2015-12-23,759840.1616475749,8.663177530987554e-05,0.005168373357706923,759785.5343475749,8.663800452834991e-05,0.005096846639624882,759785.5343475749,8.663800452834991e-05,0.005096846639624882,0.0
2015-12-24,759884.042047575,5.7749513930671625e-05,0.005168074903893266,759829.4147475751,5.775366602334131e-05,0.005096552295045764,759829.4147475751,5.775366602334131e-05,0.005096552295045764,0.0
2015-12-25,760066.877047575,0.00024060907965295364,0.0051668317172690525,760012.249747575,0.000240626378041231,0.005095326225151266,760012.249747575,0.000240626378041231,0.005095326225151266,0.0
2015-12-28,760176.578047575,0.00014433072051001083,0.005166086092341129,760121.950747575,0.00014434109455008226,0.005094590866329336,760121.950747575,0.00014434109455008226,0.005094590866329336,0.0
2015-12-29,760286.279047575,0.000144309892159189,0.005165340682584259,760231.651747575,0.00014432026320521096,0.0050938557197311345,760231.651747575,0.00014432026320521096,0.0050938557197311345,0.0
2015-12-30,760300.9058475749,1.9238542642519008e-05,0.0051652413108690415,760246.278547575,1.9239925049596707e-05,0.005093757716214453,760246.278547575,1.9239925049596707e-05,0.005093757716214453,0.0
2015-12-31,760593.526847575,0.00038487524840413734,0.005163254102163897,760538.899547575,0.0003849029035158935,0.005091797868430779,760538.899547575,0.0003849029035158935,0.005091797868430779,0.0
2016-01-04,780348.5816584149,-0.0003220447985867736,0.002128115174997496,780293.954358415,-0.00032206793012923285,0.002058255545162562,780293.954358415,-0.00032206793012923285,0.002058255545162562,20000.0
2016-01-05,780721.9784584149,0.0004785000047111687,0.0021270973589012404,780667.351158415,0.00047853350383442184,0.0020572710720281272,780667.351158415,0.00047853350383442184,0.0020572710720281272,0.0
2016-01-06,780791.990358415,8.967584099317527e-05,0.0021269066267607718,780737.363058415,8.968211607185417e-05,0.002057086588149959,780737.363058415,8.968211607185417e-05,0.002057086588149959,0.0
2016-01-07,780854.223158415,7.970471107365817e-05,0.002126737115793428,780799.5958584151,7.971028792108648e-05,0.00205692263025487,780799.5958584151,7.971028792108648e-05,0.00205692263025487,0.0
2016-01-08,781056.479758415,0.000259019665901139,0.002126186391704605,781001.8524584151,0.00025903778776625863,0.002056389947552071,781001.8524584151,0.00025903778776625863,0.002056389947552071,0.0
2016-01-11,781165.3871584149,0.00013943601112376136,0.002125889966087646,781110.759858415,0.0001394457639980473,0.0020561032326659335,781110.759858415,0.0001394457639980473,0.0020561032326659335,0.0
2016-01-12,781219.840858415,6.970828571684073e-05,0.0021257417842719876,781165.2135584151,6.971316079407153e-05,0.002055959905202476,781165.2135584151,6.971316079407153e-05,0.002055959905202476,0.0
2016-01-13,781219.840858415,0.0,0.0021257417842719876,781165.2135584151,0.0,0.002055959905202476,781165.2135584151,0.0,0.002055959905202476,0.0
2016-01-14,781227.6199584149,9.957632401302874e-06,0.0021257206171274943,781172.992658415,9.95832874384206e-06,0.0020559394314817393,781172.992658415,9.95832874384206e-06,0.0020559394314817393,0.0
2016-01-15,781352.0855584149,0.00015932053196809903,0.002125382000136597,781297.458258415,0.00015933167322690345,0.0020556119073970283,781297.458258415,0.00015933167322690345,0.0020556119073970283,0.0
2016-01-18,781437.6556584149,0.00010951541767356687,0.0021251492635273833,781383.028358415,0.00010952307484890511,0.002055386795115224,781383.028358415,0.00010952307484890511,0.002055386795115224,0.0
2016-01-19,781422.097458415,-1.99097137018045e-05,0.0021251915754832125,781367.470158415,-1.9911105610614932e-05,0.002055427720953651,781367.470158415,-1.9911105610614932e-05,0.002055427720953651,0.0
2016-01-20,781468.772058415,5.9730330319363034e-05,0.0021250646446700364,781414.1447584151,5.97345062118837e-05,0.0020553049483274474,781414.1447584151,5.97345062118837e-05,0.0020553049483274474,0.0
2016-01-21,781422.097458415,-5.972676282006706e-05,0.0021251915754832125,781367.470158415,-5.973093821387554e-05,0.002055427720953651,781367.470158415,-5.973093821387554e-05,0.002055427720953651,0.0
2016-01-22,781686.586858415,0.00033847187180957583,0.00212447250129909,781631.9595584151,0.0003384955352012664,0.0020547322032768074,781631.9595584151,0.0003384955352012664,0.0020547322032768074,0.0
2016-01-25,781787.715158415,0.00012937192693351918,0.002124197689750779,781733.0878584151,0.00012938096857895154,0.0020544663944247837,781733.0878584151,0.00012938096857895154,0.0020544663944247837,0.0
2016-01-26,781943.297158415,0.00019900798769700856,0.0021237750415534383,781888.669858415,0.0001990218943221933,0.0020540575919917787,781888.669858415,0.0001990218943221933,0.0020540575919917787,0.0
2016-01-27,782021.0881584149,9.948419569894007e-05,0.002123563780518718,781966.460858415,9.949114624463462e-05,0.0020538532517775407,781966.460858415,9.949114624463462e-05,0.0020538532517775407,0.0
2016-01-28,782098.879158415,9.947429957835041e-05,0.002123352561509904,782044.2518584151,9.948124874137321e-05,0.002053648952215298,782044.2518584151,9.948124874137321e-05,0.002053648952215298,0.0
2016-01-29,782324.473058415,0.0002884467757360287,0.00212274026392505,782269.8457584151,0.00028846692429995713,0.0020530567132598107,782269.8457584151,0.00028846692429995713,0.0020530567132598107,0.0
2016-02-01,802461.3657706649,0.0001749820144507641,0.013088730073102052,802406.738470665,0.00017499423375721967,0.013021541831240517,802406.738470665,0.00017499423375721967,0.013021541831240517,20000.0
2016-02-02,802477.1462306649,1.9665071333330175e-05,0.013088472687353012,802422.518930665,1.9666410117746835e-05,0.01302128574929471,802422.518930665,1.9666410117746835e-05,0.01302128574929471,0.0
2016-02-03,802516.597380665,4.916171156454929e-05,0.01308782926726557,802461.9700806651,4.916505839425156e-05,0.01302064558849402,802461.9700806651,4.916505839425156e-05,0.01302064558849402,0.0
2016-02-04,802721.7433606649,0.00025562833300840637,0.013084484502303973,802667.116060665,0.00025564573481196007,0.013017317766728265,802667.116060665,0.00025564573481196007,0.013017317766728265,0.0
2016-02-05,803053.1330206649,0.00041283254470303454,0.013079085030348507,802998.505720665,0.0004128606409421476,0.013011945646508743,802998.505720665,0.0004128606409421476,0.013011945646508743,0.0
2016-02-15,803076.803710665,2.9475870308770524e-05,0.01307869952429752,803022.176410665,2.947787552698422e-05,0.013011562093300944,803022.176410665,2.947787552698422e-05,0.013011562093300944,0.0
2016-02-16,803053.1330206649,-2.9475001507517362e-05,0.013079085030348507,802998.505720665,-2.9477006607492307e-05,0.013011945646508743,802998.505720665,-2.9477006607492307e-05,0.013011945646508743,0.0
2016-02-17,803061.0232506649,9.825290102849493e-06,0.013078956525806398,803006.395950665,9.825958509068755e-06,0.013011817792926983,803006.395950665,9.825958509068755e-06,0.013011817792926983,0.0
2016-02-18,803179.376700665,0.00014737790351349034,0.013077029260649778,803124.749400665,0.0001473879294073832,0.013009900290661345,803124.749400665,0.0001473879294073832,0.013009900290661345,0.0
2016-02-19,803337.1813006649,0.000196474915290068,0.013074460457139,803282.554000665,0.00019648827920892842,0.013007344499923476,803282.554000665,0.00019648827920892842,0.013007344499923476,0.0
2016-02-22,803431.864060665,0.00011786179228856497,0.013072919659397499,803377.2367606651,0.00011786980748995646,0.013005811507424846,803377.2367606651,0.00011786980748995646,0.013005811507424846,0.0
2016-02-23,803526.546820665,0.00011784790252344912,0.013071379224772773,803471.9195206651,0.00011785591583568511,0.013004278876228105,803471.9195206651,0.00011785591583568511,0.013004278876228105,0.0
2016-02-24,803526.546820665,0.0,0.013071379224772773,803471.9195206651,0.0,0.013004278876228105,803471.9195206651,0.0,0.013004278876228105,0.0
2016-02-25,803376.6324506649,-0.00018657052538373353,0.013073818413943034,803322.005150665,-0.00018658321013831358,0.013006705709132638,803322.005150665,-0.00018658321013831358,0.013006705709132638,0.0
2016-02-26,803581.778430665,0.00025535467639170584,0.013070480805546649,803527.1511306651,0.0002553720409559368,0.013003385008163768,803527.1511306651,0.0002553720409559368,0.013003385008163768,0.0
2016-02-29,803739.583030665,0.0001963765284824781,0.013067914573848132,803684.955730665,0.00019638987902004246,0.013000831776384043,803684.955730665,0.00019638987902004246,0.013000831776384043,0.0
2016-03-01,823864.544048205,0.0001554745096277177,0.0098870161570255,823809.9167482051,0.00015548507739149287,0.009821361206893562,823809.9167482051,0.00015548507739149287,0.009821361206893562,20000.0
2016-03-02,823896.9940082051,3.938749426057875e-05,0.009886626747571226,823842.3667082052,3.9390106067349606e-05,0.009820974357671926,823842.3667082052,3.9390106067349606e-05,0.009820974357671926,0.0
2016-03-03,824018.6813582049,0.00014769728605013022,0.009885166735272274,823964.054058205,0.00014770707955458207,0.009819523944467473,823964.054058205,0.00014770707955458207,0.009819523944467473,0.0
2016-03-04,824205.268628205,0.00022643572800151723,0.009882928887074942,824150.6413282051,0.0002264507402733873,0.009817300809431691,824150.6413282051,0.0002264507402733873,0.009817300809431691,0.0
2016-03-07,824237.7185882049,3.937121155983547e-05,0.009882539799509748,824183.091288205,3.937382120766664e-05,0.00981691428000402,824183.091288205,3.937382120766664e-05,0.00981691428000402,0.0
2016-03-08,824399.968388205,0.000196848307643549,0.009880594821140693,824345.3410882051,0.00019686135485574852,0.00981498208933203,824345.3410882051,0.00019686135485574852,0.00981498208933203,0.0
2016-03-09,824489.2057782051,0.00010824526130748247,0.009879525409331168,824434.5784782051,0.00010825243444956278,0.009813919708632077,824434.5784782051,0.00010825243444956278,0.009813919708632077,0.0
2016-03-10,824635.230598205,0.00017710943815463231,0.009877775961980324,824580.6032982051,0.00017712117348289702,0.009812181763483701,824580.6032982051,0.00017712117348289702,0.009812181763483701,0.0
2016-03-11,824602.7806382049,-3.935068354599114e-05,0.009878164674512446,824548.153338205,-3.935329047310976e-05,0.009812567920319357,824548.153338205,-3.935329047310976e-05,0.009812567920319357,0.0
2016-03-14,824562.2181882049,-4.919029010375109e-05,0.009878650608201697,824507.590888205,-4.9193549019221905e-05,0.009813050659107984,824507.590888205,-4.9193549019221905e-05,0.009813050659107984,0.0
2016-03-15,824635.230598205,8.854687783355075e-05,0.009877775961980324,824580.6032982051,8.855274445851435e-05,0.009812181763483701,824580.6032982051,8.855274445851435e-05,0.009812181763483701,0.0
2016-03-16,824667.680558205,3.9350683545880116e-05,0.009877387280039207,824613.0532582051,3.9353290472998737e-05,0.009811795637039935,824613.0532582051,3.9353290472998737e-05,0.009811795637039935,0.0
2016-03-17,824578.4431682049,-0.0001082101216088871,0.009878456228989054,824523.8158682049,-0.00010821729009447001,0.009812857557892933,824523.8158682049,-0.00010821729009447001,0.009812857557892933,0.0
2016-03-18,824594.668148205,1.9676696783266223e-05,0.00987826185742574,824540.0408482051,1.9678000426237574e-05,0.009812664464277423,824540.0408482051,1.9678000426237574e-05,0.009812664464277423,0.0
2016-03-21,824659.568068205,7.870523847275379e-05,0.009877484447656777,824604.9407682051,7.871045284013611e-05,0.009811892165801833,824604.9407682051,7.871045284013611e-05,0.009811892165801833,0.0
2016-03-22,824838.0428482051,0.00021642237222585514,0.009875347201588856,824783.4155482051,0.0002164367094790176,0.009809768971684852,824783.4155482051,0.0002164367094790176,0.009809768971684852,0.0
2016-03-23,825032.742608205,0.00023604604769156268,0.009873016715014485,824978.115308205,0.00023606168156331542,0.009807453807647163,824978.115308205,0.00023606168156331542,0.009807453807647163,0.0
2016-03-24,825146.317468205,0.00013766103347734315,0.009871657772403402,825091.6901682051,0.0001376701489319565,0.009806103799876592,825091.6901682051,0.0001376701489319565,0.009806103799876592,0.0
2016-03-25,825284.229798205,0.00016713681813795844,0.009870008130649447,825229.602498205,0.0001671478838574103,0.00980446500429877,825229.602498205,0.0001671478838574103,0.00980446500429877,0.0
2016-03-28,825300.4547782049,1.9659869187060863e-05,0.00986981409139551,825245.827478205,1.9661170601370515e-05,0.009804272240829621,825245.827478205,1.9661170601370515e-05,0.009804272240829621,0.0
2016-03-29,825292.342288205,-9.829741341893516e-06,0.009869911110068791,825237.7149882051,-9.830392023513213e-06,0.009804368621616716,825237.7149882051,-9.830392023513213e-06,0.009804368621616716,0.0
2016-03-30,825227.4423682049,-7.863870373514548e-05,0.00987068732812525,825172.815068205,-7.86439092899105e-05,0.009805139736136698,825172.815068205,-7.86439092899105e-05,0.009805139736136698,0.0
2016-03-31,825405.917148205,0.0002162734427346713,0.009868553022188333,825351.289848205,0.00021628776026183516,0.00980301946301324,825351.289848205,0.00021628776026183516,0.00980301946301324,0.0
2016-04-01,845680.878772625,0.00033312291408083006,0.006785198668501333,845626.251472625,0.00033314496239600366,0.006721037175380342,845626.251472625,0.00033314496239600366,0.006721037175380342,20000.0
2016-04-05,845789.230522625,0.0001281236843824196,0.0067843294352180296,845734.603222625,0.00012813196114880299,0.0067201761060366105,845734.603222625,0.00012813196114880299,0.0067201761060366105,0.0
2016-04-06,845855.908522625,7.883524357343852e-05,0.006783794633115776,845801.2812226249,7.884033566307735e-05,0.006719646326864663,845801.2812226249,7.884033566307735e-05,0.006719646326864663,0.0
2016-04-07,845922.5865226251,7.882902906786171e-05,0.0067832599153227376,845867.959222625,7.88341203548093e-05,0.006719116631215481,845867.959222625,7.88341203548093e-05,0.006719116631215481,0.0
2016-04-08,846164.294272625,0.0002857327063383597,0.006781322269758046,846109.666972625,0.00028575115934414974,0.006717197184332515,846109.666972625,0.00028575115934414974,0.006717197184332515,0.0
2016-04-11,846139.290022625,-2.955011239458294e-05,0.006781522664514988,846084.662722625,-2.9552020235690257e-05,0.006717395696946082,846084.662722625,-2.9552020235690257e-05,0.006717395696946082,0.0
2016-04-12,846189.298522625,5.91019712590235e-05,0.006781121886844129,846134.671222625,5.9105787166835455e-05,0.006716998683451498,846134.671222625,5.9105787166835455e-05,0.006716998683451498,0.0
2016-04-13,846255.976522625,7.87979712297826e-05,0.006780587590298267,846201.3492226249,7.88030585054944e-05,0.006716469405120015,846201.3492226249,7.88030585054944e-05,0.006716469405120015,0.0
2016-04-14,846155.959522625,-0.00011818764389825986,0.006781389066694417,846101.3322226249,-0.00011819527360934501,0.006717263353900035,846101.3322226249,-0.00011819527360934501,0.006717263353900035,0.0
2016-04-15,846372.663022625,0.00025610349671501,0.006779652773912503,846318.035722625,0.0002561200316641976,0.006715543368719796,846318.035722625,0.0002561200316641976,0.006715543368719796,0.0
2016-04-18,846522.688522625,0.00017725702465876125,0.006778451245812876,846468.061222625,0.00017726846607013513,0.0067143531256405615,846468.061222625,0.00017726846607013513,0.0067143531256405615,0.0
2016-04-19,846639.3750226251,0.00013784214124701322,0.006777517018354728,846584.747722625,0.00013785103696828394,0.006713427672674271,846584.747722625,0.00013785103696828394,0.006713427672674271,0.0
2016-04-20,846664.3792726251,2.9533530730541102e-05,0.006777316860258964,846609.751972625,2.953543643124945e-05,0.006713229394514242,846609.751972625,2.953543643124945e-05,0.006713229394514242,0.0
2016-04-21,846756.061522625,0.0001082864145987017,0.0067765830483774245,846701.434222625,0.00010829340175488866,0.006712502474786959,846701.434222625,0.00010829340175488866,0.006712502474786959,0.0
2016-04-22,846914.4217726251,0.000187019918954201,0.006775315929341429,846859.794472625,0.0001870319850649782,0.006711247256890241,846859.794472625,0.0001870319850649782,0.006711247256890241,0.0
2016-04-25,846964.4302726251,5.9047878645523966e-05,0.006774915884930422,846909.802972625,5.905168757136536e-05,0.006710850969815433,846909.802972625,5.905168757136536e-05,0.006710850969815433,0.0
2016-04-26,846972.765022625,9.840732033250532e-06,0.006774849215454728,846918.1377226249,9.841366779062e-06,0.0067107849265195954,846918.1377226249,9.841366779062e-06,0.0067107849265195954,0.0
2016-04-27,847131.125272625,0.0001869720686895615,0.006773582744676516,847076.497972625,0.00018698412862638847,0.006709530350833452,847076.497972625,0.00018698412862638847,0.006709530350833452,0.0
2016-04-28,847314.489772625,0.00021645350351273684,0.006772116896248124,847259.862472625,0.00021646746242987014,0.0067080782701525316,847259.862472625,0.00021646746242987014,0.0067080782701525316,0.0
2016-04-29,847447.845772625,0.00015738666293274584,0.006771051223091575,847393.2184726249,0.00015739681047888254,0.006707022606186508,847393.2184726249,0.00015739681047888254,0.006707022606186508,0.0
2016-05-03,867359.165143925,-0.00010464434966983571,0.0037825764524903,867304.5378439251,-0.00010465109557955543,0.003719829556000333,867304.5378439251,-0.00010465109557955543,0.003719829556000333,20000.0
2016-05-04,867401.9501939248,4.932795054135575e-05,0.0037823898749496207,867347.3228939249,4.9331057469403916e-05,0.003719646061926686,867347.3228939249,4.9331057469403916e-05,0.003719646061926686,0.0
2016-05-05,867496.077303925,0.00010851613831297513,0.0037819794691424506,867441.450003925,0.00010852297288010959,0.0037192424386803787,867441.450003925,0.00010852297288010959,0.0037192424386803787,0.0
2016-05-06,867667.217503925,0.00019728066152402413,0.0037812335048952282,867612.590203925,0.00019729308531335477,0.003718508802605947,867612.590203925,0.00019729308531335477,0.003718508802605947,0.0
2016-05-09,867778.458633925,0.00012820713720174126,0.0037807487859169066,867723.831333925,0.0001282152094794764,0.00371803209434212,867723.831333925,0.0001282152094794764,0.00371803209434212,0.0
2016-05-10,867975.2698639251,0.00022679893473043222,0.003779891510548918,867920.6425639251,0.0002268132127909439,0.0037171889867654807,867920.6425639251,0.0002268132127909439,0.0037171889867654807,0.0
2016-05-11,867898.256773925,-8.872728598829926e-05,0.003780226919823934,867843.6294739251,-8.873287052202361e-05,0.003717518852884517,867843.6294739251,-8.873287052202361e-05,0.003717518852884517,0.0
2016-05-12,867915.370793925,1.971892427077293e-05,0.0037801523792854353,867860.7434939251,1.9720165498338105e-05,0.003717445544243153,867860.7434939251,1.9720165498338105e-05,0.003717445544243153,0.0
2016-05-13,868052.282953925,0.0001577482835390942,0.0037795561607885312,867997.655653925,0.00015775821296948322,0.0037168591791811863,867997.655653925,0.00015775821296948322,0.0037168591791811863,0.0
2016-05-16,868129.296043925,8.871941415544704e-05,0.0037792208705269338,868074.668743925,8.872499769840836e-05,0.0037165294301160536,868074.668743925,8.872499769840836e-05,0.0037165294301160536,0.0
2016-05-17,868189.1951139249,6.899786733716162e-05,0.0037789601303371886,868134.567813925,6.90022093221554e-05,0.0037162729990686733,868134.567813925,6.90022093221554e-05,0.0037162729990686733,0.0
2016-05-18,868240.537173925,5.913694882297982e-05,0.0037787366673802743,868185.909873925,5.914067001078216e-05,0.003716053229190903,868185.909873925,5.914067001078216e-05,0.003716053229190903,0.0
2016-05-19,868300.436243925,6.898902715946065e-05,0.003778475993997303,868245.8089439251,6.899336803201095e-05,0.003715796863850344,868245.8089439251,6.899336803201095e-05,0.003715796863850344,0.0
2016-05-20,868291.8792339249,-9.854895428929034e-06,0.00377851323085007,868237.251933925,-9.855515468060183e-06,0.003715833485304735,868237.251933925,-9.855515468060183e-06,0.003715833485304735,0.0
2016-05-23,868488.690463925,0.0002266648286215478,0.0037776569688806275,868434.0631639251,0.00022667908980156248,0.0037149913744413563,868434.0631639251,0.00022667908980156248,0.0037149913744413563,0.0
2016-05-24,868591.374583925,0.00011823311129721681,0.003777210377545666,868536.7472839251,0.00011824054854070454,0.0037145521637559306,868536.7472839251,0.00011824054854070454,0.0037145521637559306,0.0
2016-05-25,868634.159633925,4.925797245047825e-05,0.003777024328985324,868579.532333925,4.926107056935081e-05,0.003714369189953144,868579.532333925,4.926107056935081e-05,0.003714369189953144,0.0
2016-05-26,868659.830663925,2.9553327733466972e-05,0.0037769127086462254,868605.2033639251,2.95551864215593e-05,0.0037142594143237356,868605.2033639251,2.95551864215593e-05,0.0037142594143237356,0.0
2016-05-27,868745.4007639249,9.850818119971905e-05,0.0037765406884917754,868690.773463925,9.851437646068995e-05,0.003713893542417163,868690.773463925,9.851437646068995e-05,0.003713893542417163,0.0
2016-05-30,868873.755913925,0.00014774771744074933,0.003775982795652622,868819.1286139251,0.00014775700850178097,0.003713344869687683,868819.1286139251,0.00014775700850178097,0.003713344869687683,0.0
2016-05-31,868873.755913925,0.0,0.003775982795652622,868819.1286139251,0.0,0.003713344869687683,868819.1286139251,0.0,0.003713344869687683,0.0
2016-06-01,888880.072987645,7.2704160725134415e-06,0.0008850218961495265,888825.445687645,7.270873202402939e-06,0.0008236161905543612,888825.445687645,7.270873202402939e-06,0.0008236161905543612,20000.0
2016-06-02,888959.0864176451,8.889099036091253e-05,0.0008849432326691612,888904.459117645,8.88964536100989e-05,0.0008235429805039989,888904.459117645,8.88964536100989e-05,0.0008235429805039989,0.0
2016-06-03,889090.775467645,0.00014813848242511973,0.0008848121579388529,889036.148167645,0.0001481475862217252,0.0008234209926714904,889036.148167645,0.0001481475862217252,0.0008234209926714904,0.0
2016-06-06,889196.126707645,0.00011849323253243504,0.0008847073261079372,889141.499407645,0.00011850051341233403,0.0008233234284225179,889141.499407645,0.00011850051341233403,0.0008233234284225179,0.0
2016-06-07,889310.2572176451,0.00012835245967912634,0.0008845937863196461,889255.629917645,0.00012836034542984542,0.0008232177599064923,889255.629917645,0.00012836034542984542,0.0008232177599064923,0.0
2016-06-08,889678.9865576449,0.00041462395941938013,0.0008842271645516536,889624.3592576449,0.000414649429921532,0.0008228765546122265,889624.3592576449,0.000414649429921532,0.0008228765546122265,0.0
2016-06-13,889678.9865576449,0.0,0.0008842271645516536,889624.3592576449,0.0,0.0008228765546122265,889624.3592576449,0.0,0.0008228765546122265,0.0
2016-06-14,889714.103637645,3.94716302516418e-05,0.0008841922640415359,889659.476337645,3.9474054003507675e-05,0.0008228440736208281,889659.476337645,3.9474054003507675e-05,0.0008228440736208281,0.0
2016-06-15,889722.882907645,9.867518075745707e-06,0.0008841835393444791,889668.2556076449,9.868123965972586e-06,0.0008228359537736326,889668.2556076449,9.868123965972586e-06,0.0008228359537736326,0.0
2016-06-16,889766.779257645,4.933710354459997e-05,0.000884139918441775,889712.151957645,4.934013293533823e-05,0.0008227953569413424,889712.151957645,4.934013293533823e-05,0.0008227953569413424,0.0
2016-06-17,889986.2610076452,0.0002466733475745553,0.0008839218784730176,889931.6337076451,0.00024668849303366436,0.0008225924328537009,889931.6337076451,0.00024668849303366436,0.0008225924328537009,0.0
2016-06-20,890056.495167645,7.891600474851934e-05,0.0008838521283942562,890001.867867645,7.892084890537276e-05,0.00082252751828371,890001.867867645,7.892084890537276e-05,0.00082252751828371,0.0
2016-06-21,890091.612247645,3.9454888752121775e-05,0.000883817257482685,890036.984947645,3.94573104482987e-05,0.0008224950648405945,890036.984947645,3.94573104482987e-05,0.0008224950648405945,0.0
2016-06-22,890117.9500576451,2.9589999094081776e-05,0.000883791106104656,890063.322757645,2.9591815222884676e-05,0.0008224707264388315,890063.322757645,2.9591815222884676e-05,0.0008224707264388315,0.0
2016-06-23,890170.6256776451,5.917824710377495e-05,0.0008837388079911016,890115.998377645,5.918187914621953e-05,0.000822422053956227,890115.998377645,5.918187914621953e-05,0.000822422053956227,0.0
2016-06-24,890302.314727645,0.00014793686311498355,0.0008836080897820761,890247.687427645,0.00014794594214673218,0.0008223003979491247,890247.687427645,0.00014794594214673218,0.0008223003979491247,0.0
2016-06-27,890117.9500576451,-0.0002070809734514567,0.000883791106104656,890063.322757645,-0.00020709368033589026,0.0008224707264388315,890063.322757645,-0.00020709368033589026,0.0008224707264388315,0.0
2016-06-28,890267.197647645,0.00016767170012732535,0.0008836429441898983,890212.570347645,0.0001676819909144367,0.0008223328360316914,890212.570347645,0.0001676819909144367,0.0008223328360316914,0.0
2016-06-29,890258.4183776451,-9.861387708198777e-06,0.0008836516582214991,890203.791077645,-9.861992845694445e-06,0.0008223409459522171,890203.791077645,-9.861992845694445e-06,0.0008223409459522171,0.0
2016-06-30,890653.4855276451,0.0004437668230310443,0.0008832596968719069,890598.858227645,0.00044379405475436506,0.0008219761578202267,890598.858227645,0.00044379405475436506,0.0008219761578202267,0.0
2016-07-01,910930.4561046399,0.000310974561370303,0.010445384980680733,910875.82880464,0.00031099363583964035,0.01038603913450541,910875.82880464,0.00031099363583964035,0.01038603913450541,20000.0
