ÈÕÆÚ,Ê±¼ä,ºÏÔ¼´úÂë,Âò/Âô,¿ª/Æ½,³É½»Á¿,³É½»¼Û,ÊÖÐø·Ñ
2024-03-22,15:00:00,518880.SS,Âò,-,186900.000,4.946,184.881
2024-05-07,15:00:00,518880.SS,Âô,-,186900.000,5.268,196.918
2024-05-07,15:00:00,510300.SS,Âò,-,269300.000,3.650,196.589
2024-05-10,15:00:00,510300.SS,Âô,-,269300.000,3.658,197.020
2024-05-10,15:00:00,159915.SZ,Âò,-,535300.000,1.840,196.990
2024-05-14,15:00:00,159915.SZ,Âô,-,535300.000,1.813,194.100
2024-05-14,15:00:00,510300.SS,Âò,-,265900.000,3.649,194.054
2024-05-20,15:00:00,510300.SS,Âô,-,265900.000,3.684,195.915
2024-05-20,15:00:00,159915.SZ,Âò,-,534700.000,1.831,195.807
2024-05-22,15:00:00,159915.SZ,Âô,-,534700.000,1.839,196.663
2024-05-22,15:00:00,513100.SS,Âò,-,718000.000,1.369,196.588
2024-07-15,15:00:00,513100.SS,Âô,-,718000.000,1.539,221.000
2024-07-15,15:00:00,518880.SS,Âò,-,202500.000,5.442,220.401
2024-07-22,15:00:00,518880.SS,Âô,-,202500.000,5.421,219.551
2024-07-22,15:00:00,510300.SS,Âò,-,307300.000,3.571,219.474
2024-07-24,15:00:00,510300.SS,Âô,-,307300.000,3.479,213.819
2024-07-24,15:00:00,513100.SS,Âò,-,738500.000,1.448,213.870
2024-07-26,15:00:00,513100.SS,Âô,-,738500.000,1.409,208.109
2024-07-26,15:00:00,518880.SS,Âò,-,194500.000,5.350,208.115
2024-09-02,15:00:00,518880.SS,Âô,-,194500.000,5.491,213.600
2024-09-02,15:00:00,513100.SS,Âò,-,746800.000,1.429,213.435
2024-09-05,15:00:00,513100.SS,Âô,-,746800.000,1.360,203.130
2024-09-05,15:00:00,518880.SS,Âò,-,184700.000,5.502,203.244
2024-09-26,15:00:00,518880.SS,Âô,-,184700.000,5.751,212.442
2024-09-26,15:00:00,159915.SZ,Âò,-,629300.000,1.686,212.200
2024-11-04,15:00:00,159915.SZ,Âô,-,629300.000,2.145,269.970
2024-11-04,15:00:00,518880.SS,Âò,-,223700.000,6.006,268.708
2024-11-08,15:00:00,518880.SS,Âô,-,223700.000,5.898,263.877
2024-11-08,15:00:00,513100.SS,Âò,-,865100.000,1.525,263.856
2024-11-12,15:00:00,513100.SS,Âô,-,865100.000,1.536,265.759
2024-11-12,15:00:00,159915.SZ,Âò,-,566400.000,2.345,265.642
2024-11-18,15:00:00,159915.SZ,Âô,-,566400.000,2.149,243.439
2024-11-18,15:00:00,513100.SS,Âò,-,813100.000,1.499,243.767
2024-12-13,15:00:00,513100.SS,Âô,-,813100.000,1.629,264.908
2024-12-13,15:00:00,518880.SS,Âò,-,220300.000,6.001,264.404
2024-12-17,15:00:00,518880.SS,Âô,-,220300.000,5.940,261.716
2024-12-17,15:00:00,513100.SS,Âò,-,786700.000,1.663,261.656
2025-01-13,15:00:00,513100.SS,Âô,-,786700.000,1.592,250.485
2025-01-13,15:00:00,518880.SS,Âò,-,204700.000,6.120,250.553
2025-02-18,15:00:00,518880.SS,Âô,-,204700.000,6.555,268.362
2025-02-18,15:00:00,159915.SZ,Âò,-,626100.000,2.140,267.971
2025-02-20,15:00:00,159915.SZ,Âô,-,626100.000,2.184,273.480
2025-02-20,15:00:00,518880.SS,Âò,-,206400.000,6.619,273.232
2025-02-24,15:00:00,518880.SS,Âô,-,206400.000,6.581,271.664
2025-02-24,15:00:00,159915.SZ,Âò,-,611400.000,2.221,271.584
2025-02-26,15:00:00,159915.SZ,Âô,-,611400.000,2.223,271.828
2025-02-26,15:00:00,518880.SS,Âò,-,208400.000,6.519,271.712
2025-02-28,15:00:00,518880.SS,Âô,-,208400.000,6.444,268.586
2025-02-28,15:00:00,159915.SZ,Âò,-,631000.000,2.128,268.554
2025-03-04,15:00:00,159915.SZ,Âô,-,631000.000,2.149,271.204
2025-03-04,15:00:00,518880.SS,Âò,-,208500.000,6.499,271.008
2025-03-06,15:00:00,518880.SS,Âô,-,208500.000,6.535,272.510
2025-03-06,15:00:00,159915.SZ,Âò,-,621700.000,2.191,272.429
2025-03-10,15:00:00,159915.SZ,Âô,-,621700.000,2.159,268.450
2025-03-10,15:00:00,518880.SS,Âò,-,205100.000,6.544,268.435
2025-03-12,15:00:00,518880.SS,Âô,-,205100.000,6.526,267.697
2025-03-12,15:00:00,159915.SZ,Âò,-,622600.000,2.149,267.593
2025-03-14,15:00:00,159915.SZ,Âô,-,622600.000,2.186,272.201
2025-03-14,15:00:00,518880.SS,Âò,-,203800.000,6.673,271.991
2025-05-09,15:00:00,518880.SS,Âô,-,203800.000,7.531,306.964
2025-05-09,15:00:00,159915.SZ,Âò,-,771600.000,1.984,306.171
2025-05-13,15:00:00,159915.SZ,Âô,-,771600.000,2.030,313.270
2025-05-13,15:00:00,513100.SS,Âò,-,1028200.000,1.522,312.984
2025-06-13,15:00:00,513100.SS,Âô,-,1028200.000,1.554,319.565
2025-06-13,15:00:00,518880.SS,Âò,-,210400.000,7.588,319.303
2025-06-20,15:00:00,518880.SS,Âô,-,210400.000,7.436,312.907
2025-06-20,15:00:00,513100.SS,Âò,-,1001700.000,1.562,312.931
2025-06-26,15:00:00,513100.SS,Âô,-,1001700.000,1.603,321.145
2025-06-26,15:00:00,159915.SZ,Âò,-,766500.000,2.093,320.857
2025-07-07,15:00:00,159915.SZ,Âô,-,766500.000,2.110,323.463
2025-07-07,15:00:00,513100.SS,Âò,-,988600.000,1.635,323.272
2025-07-09,15:00:00,513100.SS,Âô,-,988600.000,1.630,322.284
2025-07-09,15:00:00,159915.SZ,Âò,-,744800.000,2.163,322.200
2025-09-23,15:00:00,159915.SZ,Âô,-,744800.000,3.093,460.733
2025-09-23,15:00:00,518880.SS,Âò,-,281100.000,8.143,457.799
2025-09-25,15:00:00,518880.SS,Âô,-,281100.000,8.146,457.968
2025-09-25,15:00:00,159915.SZ,Âò,-,712800.000,3.211,457.760
2025-09-29,15:00:00,159915.SZ,Âô,-,712800.000,3.213,458.045
2025-09-29,15:00:00,518880.SS,Âò,-,277200.000,8.259,457.879
2025-10-09,15:00:00,518880.SS,Âô,-,277200.000,8.729,483.936
2025-10-09,15:00:00,513100.SS,Âò,-,1305300.000,1.851,483.222
2025-10-14,15:00:00,513100.SS,Âô,-,1305300.000,1.810,472.519
2025-10-14,15:00:00,518880.SS,Âò,-,263200.000,8.976,472.497
2025-10-28,15:00:00,518880.SS,Âô,-,263200.000,8.597,452.546
2025-10-28,15:00:00,513100.SS,Âò,-,1154600.000,1.961,452.834
2025-11-18,15:00:00,513100.SS,Âô,-,1154600.000,1.844,425.816
2025-11-18,15:00:00,159915.SZ,Âò,-,698400.000,3.051,426.164
2025-11-21,15:00:00,159915.SZ,Âô,-,698400.000,2.904,405.631
2025-11-21,15:00:00,513100.SS,Âò,-,1098200.000,1.848,405.895
2025-11-25,15:00:00,513100.SS,Âô,-,1098200.000,1.897,416.657
2025-11-25,15:00:00,518880.SS,Âò,-,231000.000,9.010,416.262
2025-12-10,15:00:00,518880.SS,Âô,-,231000.000,9.095,420.189
2025-12-10,15:00:00,159915.SZ,Âò,-,657800.000,3.192,419.940
2025-12-12,15:00:00,159915.SZ,Âô,-,657800.000,3.174,417.571
2025-12-12,15:00:00,518880.SS,Âò,-,226200.000,9.227,417.429
2025-12-31,15:00:00,518880.SS,Âô,-,226200.000,9.301,420.777
2025-12-31,15:00:00,159915.SZ,Âò,-,660000.000,3.186,420.552
2026-01-08,15:00:00,159915.SZ,Âô,-,660000.000,3.287,433.884
2026-01-08,15:00:00,518880.SS,Âò,-,227800.000,9.511,433.321
2026-01-16,15:00:00,518880.SS,Âô,-,227800.000,9.857,449.085
2026-01-16,15:00:00,159915.SZ,Âò,-,670600.000,3.346,448.766
2026-01-20,15:00:00,159915.SZ,Âô,-,670600.000,3.263,437.634
2026-01-20,15:00:00,518880.SS,Âò,-,217000.000,10.082,437.559
2026-03-06,15:00:00,518880.SS,Âô,-,217000.000,10.873,471.888
2026-03-06,15:00:00,510300.SS,Âò,-,504700.000,4.667,471.087
2026-03-10,15:00:00,510300.SS,Âô,-,504700.000,4.683,472.702
2026-03-10,15:00:00,518880.SS,Âò,-,215600.000,10.956,472.423
2026-03-17,15:00:00,518880.SS,Âô,-,215600.000,10.637,458.667
2026-03-17,15:00:00,159915.SZ,Âò,-,701000.000,3.273,458.875
2026-04-08,15:00:00,159915.SZ,Âô,-,701000.000,3.345,468.969
2026-04-08,15:00:00,513100.SS,Âò,-,1278200.000,1.833,468.588
2026-04-13,15:00:00,513100.SS,Âô,-,1278200.000,1.798,459.641
2026-04-13,15:00:00,159915.SZ,Âò,-,662700.000,3.468,459.649
2026-04-27,15:00:00,159915.SZ,Âô,-,662700.000,3.652,484.036
2026-04-27,15:00:00,513100.SS,Âò,-,1242500.000,1.945,483.333
2026-05-08,15:00:00,513100.SS,Âô,-,1242500.000,2.065,513.153
2026-05-08,15:00:00,159915.SZ,Âò,-,673100.000,3.806,512.364
2026-05-12,15:00:00,159915.SZ,Âô,-,673100.000,3.940,530.403
2026-05-12,15:00:00,513100.SS,Âò,-,1273100.000,2.081,529.864
2026-06-09,15:00:00,513100.SS,Âô,-,1273100.000,2.200,560.164
2026-06-09,15:00:00,159915.SZ,Âò,-,704100.000,3.972,559.337
2026-06-11,15:00:00,159915.SZ,Âô,-,704100.000,3.830,539.341
2026-06-11,15:00:00,513100.SS,Âò,-,1266500.000,2.130,539.529
